expected_stream_count,full_day_participation_floor_met_count,full_minus_no_cooperation_net_profit_max,full_minus_no_cooperation_net_profit_mean,full_minus_no_cooperation_net_profit_min,full_minus_no_participation_net_profit_max,full_minus_no_participation_net_profit_mean,full_minus_no_participation_net_profit_min,full_minus_no_participation_system_cost_max,full_minus_no_participation_system_cost_mean,full_minus_no_participation_system_cost_min,network,paired_complete_stream_count,paired_incomplete_stream_count,responsibility_condition,simple_insertion_minus_full_actual_total_emissions_kg_max,simple_insertion_minus_full_actual_total_emissions_kg_mean,simple_insertion_minus_full_actual_total_emissions_kg_min,simple_insertion_minus_full_predicted_total_emissions_kg_max,simple_insertion_minus_full_predicted_total_emissions_kg_mean,simple_insertion_minus_full_predicted_total_emissions_kg_min
5,2,21.471532177375593,-64.0922504927983,-160.5941170702563,0.0,-69.04872129051091,-155.6525479858874,155.6525479858874,69.04872129051054,0.0,N114,5,0,geographic,123.44082246400626,-2.857775823247766,-81.96792763436179,124.25546945829933,-2.668227261436641,-82.21974489607987
5,2,0.0,-51.854925891534855,-155.56477767460456,0.0,-4.775423968319198,-14.326271904957594,14.326271904957139,4.775423968319046,0.0,N114,3,2,historical_mixed,0.0,-33.03272233802113,-99.09816701406339,0.0,-33.11652582140717,-99.34957746422151
5,1,195.32162333750057,19.390116229943306,-156.09938909104312,0.0,0.0,0.0,0.0,0.0,0.0,N221,5,0,geographic,67.55042707531038,15.564966901412935,-18.480767068597288,67.55042707531038,15.567369401936412,-18.495992530161857
5,4,46.42041990067901,9.094217102845686,-0.9493343864505732,3.0898956329647262,-5.144148484672224,-28.877474789596818,28.877474789596818,5.144148484673133,-3.0898956329601788,N221,5,0,historical_mixed,69.44321818464914,7.756357394600945,-79.41007951584606,69.38723091384418,7.752914861635508,-78.8567871725063
5,5,0.0,0.0,0.0,0.0,-1.1423170183170441,-4.732028738253575,7.308253035438611,2.408056354739165,0.0,N322,5,0,geographic,2.614380508042359,0.4480580322387141,-0.3740903468487886,2.111879760605916,0.3475578827514255,-0.3740903468487886
5,2,396.5085939200417,78.47240832991629,-45.92617380910633,15.086410794610856,-88.65265083466257,-204.93950079076967,102.31388653200338,64.49031483466061,-15.086410794612675,N322,5,0,historical_mixed,83.91225974235203,31.41238805383764,-30.155544390083378,83.72779022349641,31.699057017829183,-31.147065750958063
