full_day_participation_floor_met,full_day_participation_margin_d0,full_day_participation_margin_d1,full_day_participation_ratio_d0,full_day_participation_ratio_d1,full_minimum_stage_bilateral_profit_ratio,full_minus_no_cooperation_completed_customer_count,full_minus_no_cooperation_completed_demand,full_minus_no_cooperation_cost,full_minus_no_cooperation_net_profit,full_minus_no_cooperation_revenue,full_minus_no_participation_completed_customer_count,full_minus_no_participation_completed_demand,full_minus_no_participation_net_profit,full_minus_no_participation_profit_d0,full_minus_no_participation_profit_d1,full_minus_no_participation_system_cost,full_minus_simple_insertion_completed_customer_count,full_minus_simple_insertion_completed_demand,network,no_participation_minimum_stage_bilateral_profit_ratio,policy_comparison_status,responsibility_condition,simple_insertion_minus_full_actual_total_emissions_kg,simple_insertion_minus_full_predicted_total_emissions_kg,stream_seed
False,-208.66097510570762,48.06685803545088,0.9158175290891458,1.0225718846945118,1.0,0,0.0,160.5941170702581,-160.5941170702563,0.0,0,0.0,-155.6525479858874,-28.076725935299237,-127.57582205058861,155.6525479858874,0,0.0,N114,0.9856386432107664,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,123.44082246400626,124.25546945829933,1
True,21.47153217737514,0.0,1.008611540705172,1.0,1.0,0,0.0,-21.471532177376503,21.471532177375593,-1.8189894035458565e-12,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N114,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,-40.751997944692675,-42.41783864768263,2
False,-136.59831909775312,54.232513210221896,0.9405573085722827,1.0231881206045523,1.0,0,0.0,82.36580588752895,-82.36580588753168,0.0,0,0.0,-134.66513439393748,26.04342591429213,-160.7085603082296,134.66513439393657,0,0.0,N114,0.985665902068256,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,-15.00977600119063,-12.959022221720033,3
False,-49.358916754309575,-49.61394492927002,0.9788087890679256,0.9788872878633939,1.0,0,0.0,98.97286168358005,-98.97286168357914,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N114,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,-81.96792763436179,-82.21974489607987,4
True,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,-54.925924072729686,31.11870247813249,-86.04462655086172,54.925924072728776,0,0.0,N114,0.9896266383869706,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,0.0,0.0,5
True,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N114,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,historical_mixed,0.0,0.0,2
False,-149.75752462168066,-5.807253052923443,0.9278494197531125,0.9972210592919843,1.0,0,0.0,155.56477767460456,-155.56477767460456,1.8189894035458565e-12,0,0.0,-14.326271904957594,-22.044923761389782,7.718651856432189,14.326271904957139,0,0.0,N114,0.9963725979063214,PASS_ALL_FOUR_ARMS_EXECUTABLE,historical_mixed,-99.09816701406339,-99.34957746422151,4
True,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N114,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,historical_mixed,0.0,0.0,5
False,0.0,-0.42120453145162173,1.0,0.9999120652462111,1.0,0,0.0,0.42120453145253123,-0.42120453145253123,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N221,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,-4.180976918361466,-4.180976918361466,1
True,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N221,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,-18.480767068597288,-18.495992530161857,2
False,-5.924010388068382,201.24563372556804,0.9985846261247204,1.0413152393923222,1.0,0,0.0,-195.32162333750057,195.32162333750057,-3.637978807091713e-12,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N221,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,67.55042707531038,67.55042707531038,3
False,-44.15534361061691,-111.94404548042621,0.9904544429532237,0.9768917988083028,1.0,0,0.0,156.09938909103766,-156.09938909104312,-7.275957614183426e-12,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N221,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,50.11381611659044,50.14105408077239,4
False,-15.22080846706558,73.37035990177719,0.9965233195428984,1.0159843828751938,1.0,0,0.0,-58.14955143470979,58.14955143471161,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N221,1.0,PASS_ALL_FOUR_ARMS_EXECUTABLE,geographic,-17.17766469787739,-17.17766469787739,5
True,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0898956329647262,0.0,3.0898956329647262,-3.0898956329601788,0,0.0,N221,0.9958394819592419,PASS_ALL_FOUR_ARMS_EXECUTABLE,historical_mixed,69.44321818464914,69.38723091384418,1
True,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,-28.877474789596818,0.0,-28.877474789596818,28.877474789596818,0,0.0,N221,0.996610688002403,PASS_ALL_FOUR_ARMS_EXECUTABLE,historical_mixed,-79.41007951584606,-78.8567871725063,2
True,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,N221,0.9956420554609492,PASS_ALL_FOUR_ARMS_EXECUTABLE,historical_mixed,-36.34694388518437,-36.587267530087956,3
True,4.520968193719455,41.89945170695955,1.0010716945026497,1.0116674488608048,1.0,0,0.0,-46.42041990067992,46.42041990067901,0.0,0,0.0,0.06683673327097495,0.06683673327097495,0.0,-0.06683673327097495,0,0.0,N221,0.995636897310092,PASS_ALL_FOUR_ARMS_EXECUTABLE,historical_mixed,23.735064701708325,23.661618470943722,4
