actual_charging_saving_kg,arm,aware_actual_charging_emissions_kg,aware_predicted_charging_emissions_kg,aware_vs_immediate_moved_action_count,aware_vs_immediate_moved_energy_kwh,baseline_output_sha256,certificate_sha256,charge_actions_at_earliest,charging_strategy,cross_site_customer_count,customer_accounting_pass,elapsed_seconds,eligible_charge_actions,energy_sha256,existing_cross_accepted_count,existing_cross_actual_call_count,existing_cross_best_improved_count,existing_cross_candidate_build_count,existing_cross_changed_candidate_count,existing_cross_dynamic_feasible_count,existing_cross_forced_insertion_count,existing_cross_gate_rejection_count,existing_cross_moved_customer_ids,existing_cross_operator_id,existing_cross_pair_removal_count,existing_cross_rejection_counts_json,existing_cross_scheduled_call_count,existing_cross_scheduled_slots,existing_cross_within_depot_reinsert_count,feasible_cross_candidate_count,forced_cross_attempt_count,future_cost,immediate_actual_charging_emissions_kg,immediate_predicted_charging_emissions_kg,main_evaluations,main_search_seed,minimum_profit_margin,minimum_profit_ratio,moved_charge_actions,moved_charge_kwh,moved_from_search_schedule_actions,moved_from_search_schedule_kwh,network,participation_gate_rejections,predicted_charging_saving_kg,profit_margins_json,profit_ratios_json,responsibility_condition,route_sha256,running_actual_charging_emissions_kg,running_depot_profit_json,running_predicted_charging_emissions_kg,running_total_actual_emissions_kg,running_total_cost,running_total_profit,same_state_baseline_allowed_cross_count,same_state_baseline_cost,same_state_baseline_profit_json,same_state_baseline_start_source,same_state_cost_saving_pct,second_start_sha256,selected_future_profit_json,shadow_evaluations,shadow_existing_cross_actual_call_count,shadow_search_seed,solution_sha256,stage,stage_new_customer_count,stage_new_customer_ids_json,stream_seed,trigger_second
0.0,full,86.90777996992095,84.55326347927907,0,0,730653ac99020208ba256621c50d1d0ce1e55c6a1796d6cfd1d225757a9433e9,d3b487150ce6b3c415fb841ea45725ca926e1aecd6043b3ac311efa4b85cc95c,8,aware,0,True,0.35563345799891977,8,8a152ae16050e98c3b26008021a9b703307019fe00f32b8473d9e00ce79c4d1a,1,1,0,1,1,1,2,1,C058;C086,reciprocal_boundary_reinsert_v1,1,{},1,1,0,1,0,4278.002025224899,86.90777996992095,84.55326347927907,2,10012,0.0,1.0,1,80.09263329962712,1,80.09263329962712,N114,1,0.0,"{""D0"": 0.0, ""D1"": 0.0}","{""D0"": 1.0, ""D1"": 1.0}",geographic,44d2f561f9d5ee9f4204a83043fdb3bc00eb1c2db2aab9b8700d87b77d16d171,121.38741137200832,"{""D0"": 2536.2098620858296, ""D1"": 2444.367803225761}",115.97494064506478,1370.330569707329,4653.130654654954,4980.57766531159,0,4278.002025224899,"{""D0"": 2605.408500236282, ""D1"": 2444.367803225761}",owner_fixed_asset_repack,0.0,730653ac99020208ba256621c50d1d0ce1e55c6a1796d6cfd1d225757a9433e9,"{""D0"": 2605.408500236282, ""D1"": 2444.367803225761}",2,1,10011,e765a553ab60cec89263b4517d97b6b1c7175b3248f368e6074ec83a7450c8df,1,0,[],1,10800.0
0.0,full,71.3358733236049,67.70435128552943,0,0,96bafd9047b0423158c9402ccc5bcb404a8a240c7f6bd185e3f0a957825782d8,42dd4ce34e5e31be0e29f8caf2c53f3777288979e9c9eb6f78302726d8416477,7,aware,0,True,0.16731233300379245,7,466c982dc01f7a4997cc20bc3ccb9c85658a092c3cecca505cba434aea0c92a5,0,0,0,0,0,0,0,0,,reciprocal_boundary_reinsert_v1,0,{},0,,0,0,2,2905.1219280211544,71.3358733236049,67.70435128552943,2,10022,0.0,1.0,5,332.2981723518244,5,332.2981723518244,N114,0,0.0,"{""D0"": 0.0, ""D1"": 0.0}","{""D0"": 1.0, ""D1"": 1.0}",geographic,7ca11cb544e69efe549e479fd90e1b01efa0be7df8305dff090cb98b96e077ea,128.41661783583777,"{""D0"": 2252.997168602131, ""D1"": 2406.2019815917074}",119.42410519614242,1424.4182938594738,5037.739047165236,4659.199150193838,0,2905.1219280211544,"{""D0"": 2273.7698010816584, ""D1"": 2440.022698628274}",owner_fixed_asset_repack,0.0,96bafd9047b0423158c9402ccc5bcb404a8a240c7f6bd185e3f0a957825782d8,"{""D0"": 2273.7698010816584, ""D1"": 2440.022698628274}",2,0,10021,ccfac17baf7330597aaa210feb8b663db1ee219afa9df4896a949750448c7e2c,2,1,"[""N_S1_001""]",1,21600.0
0.0,full,27.866335399283177,26.390832363360133,0,0,64443b87cf93a5f42d73b8f8560d29f1add68f71f76d922eb2ad636f4790bbed,308f95077fdbf28e666cb33499e54850899145a0817ac8551d4095f8d81481e6,3,aware,0,True,0.1606929580011638,3,15cd6696c48bdba189ec67b80af657df7b12d233164f49be6e01bfcf577d2dd2,0,1,0,1,1,1,2,1,C082;C104,reciprocal_boundary_reinsert_v1,1,{},1,1,0,1,0,1931.3413587677153,27.866335399283177,26.390832363360133,2,10032,0.0,1.0,3,187.34153273327487,3,187.34153273327487,N114,1,0.0,"{""D0"": 0.0, ""D1"": 0.0}","{""D0"": 1.0, ""D1"": 1.0}",geographic,9a8a4b88869420d75acf3f1a4e72db54d10feb034a02376687a57268cbec9117,96.82833397992577,"{""D0"": 2270.013894472202, ""D1"": 2177.5681684483197}",88.8037224642222,1507.84265431644,5216.028774438551,4447.582062920522,0,1931.3413587677153,"{""D0"": 2313.5562593139084, ""D1"": 2215.146407487324}",owner_fixed_asset_repack,0.0,64443b87cf93a5f42d73b8f8560d29f1add68f71f76d922eb2ad636f4790bbed,"{""D0"": 2313.5562593139084, ""D1"": 2215.146407487324}",2,1,10031,0767f7fde41d096d2a0b65f19861358afe60c8a5282c0c5a0a20721d6c04f57a,3,0,[],1,32400.0
0.0,no_cooperation,92.1963534154417,89.73681678494667,0,0,730653ac99020208ba256621c50d1d0ce1e55c6a1796d6cfd1d225757a9433e9,5e98d99c7b1544d3801bebe798623166c16d81161afc75b196497997987f0643,8,aware,0,True,0.4099096659992938,8,27763355fcf124af8d214fe20efb025c52c077bd0931cafe293e67827d3cf928,1,1,1,1,1,1,0,0,,reciprocal_boundary_reinsert_v1,1,{},1,1,1,0,0,4210.604130188943,92.1963534154417,89.73681678494667,2,10012,-1.5861053366338638,0.9993511183813906,2,183.18962171891863,2,183.18962171891863,N114,0,0.0,"{""D0"": 68.9840003725908, ""D1"": -1.5861053366338638}","{""D0"": 1.0264772301028169, ""D1"": 0.9993511183813906}",geographic,75672c567ed55feb3d3f00b49626dfa4bc736afba6ea3089ba8809f8c7c52419,126.67598481752906,"{""D0"": 2605.1938624584204, ""D1"": 2442.7816978891256}",121.15849395073239,1320.7290724263216,4585.732759618997,5047.975560347546,0,4278.002025224899,"{""D0"": 2605.408500236282, ""D1"": 2444.367803225761}",owner_fixed_asset_repack,1.5754526210728677,730653ac99020208ba256621c50d1d0ce1e55c6a1796d6cfd1d225757a9433e9,"{""D0"": 2674.392500608873, ""D1"": 2442.781697889127}",2,1,10011,8ff584e1437c9952f9a3579e13aa9ed9ccc70705d8b4fe5f065fb058c0acca73,1,0,[],1,10800.0
0.0,no_cooperation,78.40032301972765,77.12156085420037,0,0,47b16e7b065083f538f7b6b88f28a2188408f93f4893a10cd67b44557f14fb4c,dfd1b0134cde919eb2dc379bdacfb4e5f4d6546ae2085a6867d42d708ed3668c,8,aware,0,True,0.14956720900227083,8,51bd20d0d89d1a5c0e80df7252599408fb6d27e0125b6d24245e8d66a254ff22,0,0,0,0,0,0,0,0,,reciprocal_boundary_reinsert_v1,0,{},0,,0,0,0,2874.1849729030637,78.40032301972765,77.12156085420037,2,10022,0.0,1.0,2,123.79897160517349,2,123.79897160517349,N114,0,0.0,"{""D0"": 0.0, ""D1"": 0.0}","{""D0"": 1.0, ""D1"": 1.0}",geographic,8341a313b4c41af663918e08d71786537fa337228b71c8506101ccc0ed25575e,126.84523395289025,"{""D0"": 2429.6215061903654, ""D1"": 2265.217647758162}",121.14808511008343,1426.930406250618,5002.099043410546,4694.839153948527,0,2874.1849729030637,"{""D0"": 2450.394138669894, ""D1"": 2278.456425758821}",owner_fixed_asset_repack,0.0,47b16e7b065083f538f7b6b88f28a2188408f93f4893a10cd67b44557f14fb4c,"{""D0"": 2450.394138669894, ""D1"": 2278.456425758821}",2,0,10021,59aef135fafe826ba49f8a3d6067a6fcceee0914da3af72d79f0a2a3846df7d8,2,1,"[""N_S1_001""]",1,21600.0
0.0,no_cooperation,17.933893356053986,16.709929941416735,0,0,2d7aaef9aaf7ded0babad2d071f5b931233e6305f3b5386021fd90f5fae7fd91,c6495bd3f0b9316a6f4138c9972204f8348f8b1f74d09b70af9dfdbaf4a4db74,3,aware,0,True,0.10900074999517528,3,925ff2e4d64aafa68660ea0eea55852e1b60ed5f9b779f8d47f5b1579025ed50,1,1,1,1,1,1,0,0,,reciprocal_boundary_reinsert_v1,1,{},1,1,1,0,0,1922.3467633146342,17.933893356053986,16.709929941416735,2,10032,0.0,1.0,1,70.09054831316537,1,70.09054831316537,N114,0,0.0,"{""D0"": 17.83392389659366, ""D1"": 0.0}","{""D0"": 1.0071088754352606, ""D1"": 1.0}",geographic,575373ce1a09c196310852cb725a416a94608c161c4636c44861ed91665b0272,82.06938508981304,"{""D0"": 2478.6748695779097, ""D1"": 2129.501310412869}",74.85942056840258,1631.2834767804463,5055.434657368293,4608.176179990778,0,1940.180687211228,"{""D0"": 2508.684258010154, ""D1"": 2150.5010297975427}",owner_fixed_asset_repack,0.9191888164925371,2d7aaef9aaf7ded0babad2d071f5b931233e6305f3b5386021fd90f5fae7fd91,"{""D0"": 2526.5181819067475, ""D1"": 2150.5010297975427}",2,1,10031,b4150c6a3325157ef70c96a5668be66a1d57d0cc74359f33b7904d7d311f4858,3,0,[],1,32400.0
0.0,no_participation,86.0136602625224,83.69736879756027,0,0,730653ac99020208ba256621c50d1d0ce1e55c6a1796d6cfd1d225757a9433e9,c226151f8a1b6e54c408f5b3e181e6e951985cb51c0b3bf74e72bbd9939287a2,8,aware,2,True,0.4374617080029566,8,21a9987dad12c187700aa2cfecc5b774652acd8f09d4efd0bb0e95c361ccd937,1,1,1,1,1,1,2,0,C058;C086,reciprocal_boundary_reinsert_v1,1,{},1,1,0,1,0,4249.797160530723,86.0136602625224,83.69736879756027,2,10012,-35.10443814624023,0.9856386432107664,2,171.98431160611375,2,171.98431160611375,N114,0,0.0,"{""D0"": 63.30930284041551, ""D1"": -35.10443814624023}","{""D0"": 1.0242991848820153, ""D1"": 0.9856386432107664}",geographic,2f1b44d5a5914c7739cbf7ee88d263fd5d79633dd71f068e7f6c00756e010b15,120.49329166460974,"{""D0"": 2599.519164926245, ""D1"": 2409.26336507952}",115.119045963346,1351.1538396354622,4624.925789960777,5008.782530005765,0,4278.002025224899,"{""D0"": 2605.408500236282, ""D1"": 2444.367803225761}",owner_fixed_asset_repack,0.6592999378651061,730653ac99020208ba256621c50d1d0ce1e55c6a1796d6cfd1d225757a9433e9,"{""D0"": 2668.7178030766977, ""D1"": 2409.2633650795206}",2,1,10011,3ba4554d27558139f2c7e0b1d8ffb8d2e931445484e95ef75bbd64c2076e7d9a,1,0,[],1,10800.0
0.0,no_participation,77.61953094366586,74.94451832650232,0,0,439c6a48d8b9e067d0239a746ffdc2259e406a22970b0c67d58e870ae99fc805,87f4a09671a1c4fb5d1375e6b1c36249c549fd7641a0a89502f7c8e468338df2,8,aware,0,True,0.1634950840016245,8,1b5420dde06693b713659d558d91a478e8276e4cd4e8e5722c9670ed5d4ff1d1,0,0,0,0,0,0,0,0,,reciprocal_boundary_reinsert_v1,0,{},0,,0,0,2,2859.6826035059375,77.61953094366586,74.94451832650232,2,10022,0.0,1.0,2,158.43568285872553,2,158.43568285872553,N114,0,0.0,"{""D0"": 0.0, ""D1"": 0.0}","{""D0"": 1.0, ""D1"": 1.0}",geographic,22595434d28ff7d99a93a7f05b4feeaab7e3b65511deac333e67fca88b6095aa,133.80615574850017,"{""D0"": 2189.6321181650483, ""D1"": 2473.127093949594}",125.80837755539653,1414.579093621983,5034.178985244433,4662.759212114643,0,2859.6826035059375,"{""D0"": 2210.404750644577, ""D1"": 2504.9957868902056}",owner_fixed_asset_repack,0.0,439c6a48d8b9e067d0239a746ffdc2259e406a22970b0c67d58e870ae99fc805,"{""D0"": 2210.404750644577, ""D1"": 2504.9957868902056}",2,0,10021,43048dae9582b4cf1ee4d7c05c138da27d73becf59914204e2ec589e8a0be5aa,2,1,"[""N_S1_001""]",1,21600.0
0.0,no_participation,41.923132950215106,38.97171975577048,0,0,5a06384863c7c648e43122e667abf83bab4bb52145fce5357da46dc3a4f2b5ff,57ee2ee061743418dc1aed0ec4e93317291c2fc293031f5835464b9f9d014288,5,aware,2,True,0.1287242079997668,5,ca543d67fa39d7dc3e75d3aeaf3da84adcef632903193c88068ba1d88f867505,1,1,1,1,1,1,2,0,C072;C096,reciprocal_boundary_reinsert_v1,1,{},1,1,0,1,0,2016.4908958539986,41.923132950215106,38.97171975577048,2,10032,-13.404078334630867,0.9943199862796244,4,279.2617414036083,4,279.2617414036083,N114,0,0.0,"{""D0"": 64.78711848561306, ""D1"": -13.404078334630867}","{""D0"": 1.0284409983677352, ""D1"": 0.9943199862796244}",geographic,02a7404550b68159dc741ddc9e9c9da6f156267df5cac0523dfff89135761771,113.08477440250519,"{""D0"": 2298.0906204075013, ""D1"": 2305.1439904989084}",103.44402975478569,1454.2047471758788,5060.376226452664,4603.234610906409,0,2067.8739360049804,"{""D0"": 2277.948110257289, ""D1"": 2359.8672458390392}",owner_fixed_asset_repack,2.4848245947840986,5a06384863c7c648e43122e667abf83bab4bb52145fce5357da46dc3a4f2b5ff,"{""D0"": 2342.735228742902, ""D1"": 2346.4631675044084}",2,1,10031,2f32b41fad73b0f18e7779f7a57e6e0bcb19f698060690ea55e4bac9e666cf68,3,0,[],1,32400.0
0.0,simple_insertion,92.1963534154417,89.73681678494667,0,0,730653ac99020208ba256621c50d1d0ce1e55c6a1796d6cfd1d225757a9433e9,5e98d99c7b1544d3801bebe798623166c16d81161afc75b196497997987f0643,8,aware,0,True,0.39505137499509146,8,27763355fcf124af8d214fe20efb025c52c077bd0931cafe293e67827d3cf928,1,1,1,1,1,1,0,0,,reciprocal_boundary_reinsert_v1,1,{},1,1,1,0,0,4210.604130188943,92.1963534154417,89.73681678494667,1,10012,-1.5861053366338638,0.9993511183813906,2,183.18962171891863,2,183.18962171891863,N114,0,0.0,"{""D0"": 68.9840003725908, ""D1"": -1.5861053366338638}","{""D0"": 1.0264772301028169, ""D1"": 0.9993511183813906}",geographic,75672c567ed55feb3d3f00b49626dfa4bc736afba6ea3089ba8809f8c7c52419,126.67598481752906,"{""D0"": 2605.1938624584204, ""D1"": 2442.7816978891256}",121.15849395073239,1320.7290724263216,4585.732759618997,5047.975560347546,0,4278.002025224899,"{""D0"": 2605.408500236282, ""D1"": 2444.367803225761}",owner_fixed_asset_repack,1.5754526210728677,730653ac99020208ba256621c50d1d0ce1e55c6a1796d6cfd1d225757a9433e9,"{""D0"": 2674.392500608873, ""D1"": 2442.781697889127}",2,1,10011,8ff584e1437c9952f9a3579e13aa9ed9ccc70705d8b4fe5f065fb058c0acca73,1,0,[],1,10800.0
