instance,seed,budget,algorithm,reported_algorithm,cost,recomputed_cost,cost_match,evaluations,budget_exact,elapsed_seconds,route_count,feasible,violation_count,mechanism_activity
L-main-threeshift-25c-01,1,100,mechanism_hgs_alns_v2,mechanism_hgs_alns_v2,597.3626666200149,597.3626666200149,True,100,True,0.8361313750501722,4,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": true, ""educated_cost"": 666.2198035380067, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 0, ""depot_cross_depot_feasible_candidates"": 0, ""depot_cross_depot_full_candidates"": 4, ""depot_cross_depot_proxy_moves"": 4, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 12, ""fleet_charge_expert_improvements"": 3}, ""expert_evaluations"": 12, ""filler_activity"": {}, ""filler_alns_evaluations"": 0, ""final_cost"": 597.3626666200149, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 25.62425, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 0, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 24.516, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 1}, ""hgs_evaluations"": 2, ""post_expert_cost"": 597.3626666200149, ""skeleton_cost"": 877.751801067878, ""warm_cost"": 877.751801067878}"
L-main-threeshift-25c-01,1,100,mechanism_hgs_alns_v2_without_hgs_ablation,mechanism_hgs_alns_v2_without_hgs_ablation,597.3626666200149,597.3626666200149,True,100,True,0.8102219579741359,4,True,0,"{""alns_education_evaluations"": 88, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": false, ""educated_cost"": 666.2198035380067, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 0, ""depot_cross_depot_feasible_candidates"": 0, ""depot_cross_depot_full_candidates"": 4, ""depot_cross_depot_proxy_moves"": 4, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 12, ""fleet_charge_expert_improvements"": 3}, ""expert_evaluations"": 12, ""filler_activity"": {}, ""filler_alns_evaluations"": 0, ""final_cost"": 597.3626666200149, ""hgs_activity"": {""development_ablation"": ""official_hgs_removed"", ""hgs_native_calls"": 0}, ""hgs_evaluations"": 0, ""post_expert_cost"": 597.3626666200149, ""skeleton_cost"": 877.751801067878, ""warm_cost"": 877.751801067878}"
L-main-threeshift-25c-01,1,100,mechanism_hgs_alns_v2_without_experts_ablation,mechanism_hgs_alns_v2_without_experts_ablation,666.2198035380067,666.2198035380067,True,100,True,0.9090024999459274,4,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": false, ""development_use_official_hgs"": true, ""educated_cost"": 666.2198035380067, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_expert_eligible"": 0, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""development_ablation"": ""mechanism_experts_removed"", ""fleet_charge_expert_eligible"": 0, ""fleet_charge_expert_evaluations"": 0, ""fleet_charge_expert_improvements"": 0}, ""expert_evaluations"": 0, ""filler_activity"": {""alns_actual_moves"": 0}, ""filler_alns_evaluations"": 12, ""final_cost"": 666.2198035380067, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 25.442499, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 0, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 24.38, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 1}, ""hgs_evaluations"": 2, ""post_expert_cost"": 666.2198035380067, ""skeleton_cost"": 877.751801067878, ""warm_cost"": 877.751801067878}"
L-main-threeshift-25c-01,2,100,mechanism_hgs_alns_v2,mechanism_hgs_alns_v2,594.6834065533928,594.6834065533928,True,100,True,0.756726499996148,4,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": true, ""educated_cost"": 667.6251632118489, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 1, ""depot_cross_depot_feasible_candidates"": 1, ""depot_cross_depot_full_candidates"": 4, ""depot_cross_depot_proxy_moves"": 4, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 1, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 11, ""fleet_charge_expert_improvements"": 3}, ""expert_evaluations"": 12, ""filler_activity"": {}, ""filler_alns_evaluations"": 0, ""final_cost"": 594.6834065533928, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 25.694166, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 2, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 24.61, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 2}, ""hgs_evaluations"": 2, ""post_expert_cost"": 594.6834065533928, ""skeleton_cost"": 866.7522754562098, ""warm_cost"": 877.751801067878}"
L-main-threeshift-25c-01,2,100,mechanism_hgs_alns_v2_without_hgs_ablation,mechanism_hgs_alns_v2_without_hgs_ablation,610.0804522540102,610.0804522540102,True,100,True,0.8609802910359576,3,True,0,"{""alns_education_evaluations"": 88, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": false, ""educated_cost"": 630.6918771222727, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 0, ""depot_cross_depot_feasible_candidates"": 0, ""depot_cross_depot_full_candidates"": 5, ""depot_cross_depot_proxy_moves"": 5, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 2, ""fleet_charge_expert_improvements"": 1}, ""expert_evaluations"": 2, ""filler_activity"": {""alns_actual_moves"": 0}, ""filler_alns_evaluations"": 10, ""final_cost"": 610.0804522540102, ""hgs_activity"": {""development_ablation"": ""official_hgs_removed"", ""hgs_native_calls"": 0}, ""hgs_evaluations"": 0, ""post_expert_cost"": 610.0804522540102, ""skeleton_cost"": 877.751801067878, ""warm_cost"": 877.751801067878}"
L-main-threeshift-25c-01,2,100,mechanism_hgs_alns_v2_without_experts_ablation,mechanism_hgs_alns_v2_without_experts_ablation,667.6251632118489,667.6251632118489,True,100,True,0.8523740419768728,4,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": false, ""development_use_official_hgs"": true, ""educated_cost"": 667.6251632118489, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_expert_eligible"": 0, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""development_ablation"": ""mechanism_experts_removed"", ""fleet_charge_expert_eligible"": 0, ""fleet_charge_expert_evaluations"": 0, ""fleet_charge_expert_improvements"": 0}, ""expert_evaluations"": 0, ""filler_activity"": {""alns_actual_moves"": 0}, ""filler_alns_evaluations"": 12, ""final_cost"": 667.6251632118489, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 25.559416, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 2, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 24.441, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 2}, ""hgs_evaluations"": 2, ""post_expert_cost"": 667.6251632118489, ""skeleton_cost"": 866.7522754562098, ""warm_cost"": 877.751801067878}"
L-main-threeshift-25c-01,3,100,mechanism_hgs_alns_v2,mechanism_hgs_alns_v2,583.0475277377917,583.0475277377917,True,100,True,0.6127958329743706,4,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": true, ""educated_cost"": 676.4406279613936, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 0, ""depot_cross_depot_feasible_candidates"": 0, ""depot_cross_depot_full_candidates"": 0, ""depot_cross_depot_proxy_moves"": 0, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 12, ""fleet_charge_expert_improvements"": 3}, ""expert_evaluations"": 12, ""filler_activity"": {}, ""filler_alns_evaluations"": 0, ""final_cost"": 583.0475277377917, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 25.152208, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 0, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 24.035, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 2}, ""hgs_evaluations"": 2, ""post_expert_cost"": 583.0475277377917, ""skeleton_cost"": 877.751801067878, ""warm_cost"": 877.751801067878}"
L-main-threeshift-25c-01,3,100,mechanism_hgs_alns_v2_without_hgs_ablation,mechanism_hgs_alns_v2_without_hgs_ablation,579.8120473367247,579.8120473367247,True,100,True,0.6024274579831399,4,True,0,"{""alns_education_evaluations"": 88, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": false, ""educated_cost"": 667.1569243679118, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 0, ""depot_cross_depot_feasible_candidates"": 0, ""depot_cross_depot_full_candidates"": 0, ""depot_cross_depot_proxy_moves"": 0, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 12, ""fleet_charge_expert_improvements"": 3}, ""expert_evaluations"": 12, ""filler_activity"": {}, ""filler_alns_evaluations"": 0, ""final_cost"": 579.8120473367247, ""hgs_activity"": {""development_ablation"": ""official_hgs_removed"", ""hgs_native_calls"": 0}, ""hgs_evaluations"": 0, ""post_expert_cost"": 579.8120473367247, ""skeleton_cost"": 877.751801067878, ""warm_cost"": 877.751801067878}"
L-main-threeshift-25c-01,3,100,mechanism_hgs_alns_v2_without_experts_ablation,mechanism_hgs_alns_v2_without_experts_ablation,663.7685298770573,663.7685298770573,True,100,True,0.6967551670386456,4,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": false, ""development_use_official_hgs"": true, ""educated_cost"": 676.4406279613936, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_expert_eligible"": 0, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""development_ablation"": ""mechanism_experts_removed"", ""fleet_charge_expert_eligible"": 0, ""fleet_charge_expert_evaluations"": 0, ""fleet_charge_expert_improvements"": 0}, ""expert_evaluations"": 0, ""filler_activity"": {""alns_actual_moves"": 0}, ""filler_alns_evaluations"": 12, ""final_cost"": 663.7685298770573, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 25.238166, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 0, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 24.177, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 2}, ""hgs_evaluations"": 2, ""post_expert_cost"": 676.4406279613936, ""skeleton_cost"": 877.751801067878, ""warm_cost"": 877.751801067878}"
L-main-threeshift-50c-01,1,100,mechanism_hgs_alns_v2,mechanism_hgs_alns_v2,1288.94379242328,1288.94379242328,True,100,True,1.0066973330103792,7,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": true, ""educated_cost"": 1380.920226644343, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 0, ""depot_cross_depot_feasible_candidates"": 0, ""depot_cross_depot_full_candidates"": 6, ""depot_cross_depot_proxy_moves"": 6, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 12, ""fleet_charge_expert_improvements"": 3}, ""expert_evaluations"": 12, ""filler_activity"": {}, ""filler_alns_evaluations"": 0, ""final_cost"": 1288.94379242328, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 73.451916, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 0, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 70.907, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 2}, ""hgs_evaluations"": 2, ""post_expert_cost"": 1288.94379242328, ""skeleton_cost"": 1783.6949728422799, ""warm_cost"": 1783.6949728422799}"
L-main-threeshift-50c-01,1,100,mechanism_hgs_alns_v2_without_hgs_ablation,mechanism_hgs_alns_v2_without_hgs_ablation,1288.94379242328,1288.94379242328,True,100,True,0.9327150419703685,7,True,0,"{""alns_education_evaluations"": 88, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": false, ""educated_cost"": 1380.920226644343, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 0, ""depot_cross_depot_feasible_candidates"": 0, ""depot_cross_depot_full_candidates"": 6, ""depot_cross_depot_proxy_moves"": 6, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 12, ""fleet_charge_expert_improvements"": 3}, ""expert_evaluations"": 12, ""filler_activity"": {}, ""filler_alns_evaluations"": 0, ""final_cost"": 1288.94379242328, ""hgs_activity"": {""development_ablation"": ""official_hgs_removed"", ""hgs_native_calls"": 0}, ""hgs_evaluations"": 0, ""post_expert_cost"": 1288.94379242328, ""skeleton_cost"": 1783.6949728422799, ""warm_cost"": 1783.6949728422799}"
L-main-threeshift-50c-01,1,100,mechanism_hgs_alns_v2_without_experts_ablation,mechanism_hgs_alns_v2_without_experts_ablation,1375.4522678094866,1375.4522678094866,True,100,True,1.1295080830459483,7,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": false, ""development_use_official_hgs"": true, ""educated_cost"": 1380.920226644343, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_expert_eligible"": 0, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""development_ablation"": ""mechanism_experts_removed"", ""fleet_charge_expert_eligible"": 0, ""fleet_charge_expert_evaluations"": 0, ""fleet_charge_expert_improvements"": 0}, ""expert_evaluations"": 0, ""filler_activity"": {""alns_actual_moves"": 0}, ""filler_alns_evaluations"": 12, ""final_cost"": 1375.4522678094866, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 73.597209, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 0, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 71.088, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 2}, ""hgs_evaluations"": 2, ""post_expert_cost"": 1380.920226644343, ""skeleton_cost"": 1783.6949728422799, ""warm_cost"": 1783.6949728422799}"
L-main-threeshift-50c-01,2,100,mechanism_hgs_alns_v2,mechanism_hgs_alns_v2,1390.4761856405908,1390.4761856405908,True,100,True,1.2413685420178808,8,True,0,"{""alns_education_evaluations"": 86, ""development_use_mechanism_experts"": true, ""development_use_official_hgs"": true, ""educated_cost"": 1450.5476183379792, ""education_activity"": {""alns_actual_moves"": 0}, ""expert_activity"": {""depot_cross_depot_accepted_moves"": 0, ""depot_cross_depot_evaluations"": 0, ""depot_cross_depot_feasible_candidates"": 0, ""depot_cross_depot_full_candidates"": 0, ""depot_cross_depot_proxy_moves"": 0, ""depot_expert_eligible"": 1, ""depot_expert_evaluations"": 0, ""depot_expert_improvements"": 0, ""fleet_charge_expert_eligible"": 1, ""fleet_charge_expert_evaluations"": 11, ""fleet_charge_expert_improvements"": 2}, ""expert_evaluations"": 11, ""filler_activity"": {""alns_actual_moves"": 0}, ""filler_alns_evaluations"": 1, ""final_cost"": 1390.4761856405908, ""hgs_activity"": {""hgs_adapter_wall_milliseconds"": 72.740918, ""hgs_candidate_decodes"": 2, ""hgs_improvements"": 0, ""hgs_native_calls"": 4, ""hgs_native_cpu_milliseconds"": 70.152, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 2}, ""hgs_evaluations"": 2, ""post_expert_cost"": 1390.4761856405908, ""skeleton_cost"": 1783.6949728422799, ""warm_cost"": 1783.6949728422799}"
