category,instance,mean_alns,mean_lns,gap_fraction,direction
threeshift,e2-threeshift-100c-01,2745.3297058863445,2687.0157578586277,-0.021702123576003575,LNS_LOWER
threeshift,e2-threeshift-100c-02,2535.087836309658,2484.0719008161955,-0.020537221759442725,LNS_LOWER
threeshift,e2-threeshift-100c-03,2545.326349396417,2581.717131140198,0.014095572789459488,ALNS_NOT_WORSE
threeshift,e2-threeshift-150c-01,3910.8642129914824,3895.1719318922487,-0.004028649151723193,LNS_LOWER
threeshift,e2-threeshift-150c-02,3476.7575644015087,3578.144011082297,0.028334926254161955,ALNS_NOT_WORSE
threeshift,e2-threeshift-150c-03,3453.8744136064183,3413.676662858171,-0.01177550035292185,LNS_LOWER
threeshift,e2-threeshift-200c-01,4603.970234841964,4674.411303630397,0.015069505914835643,ALNS_NOT_WORSE
threeshift,e2-threeshift-200c-02,4468.042745466924,4612.368674343963,0.031291065191697144,ALNS_NOT_WORSE
threeshift,e2-threeshift-200c-03,4596.006152029372,5097.528854476504,0.0983854563190377,ALNS_NOT_WORSE
