profile,mean_gap,wins_vs_lns,losses_vs_lns,ties_vs_lns,route_count_delta_vs_a0,route_count_delta_vs_lns,under_eval,identity_halt,infeasible,anchor_parity,eligible_for_support,failed_gates
A1_RELAXED_ROUTE_COMPRESSION,-0.013073362074800225,4,12,0,-0.1041666666666666,0.20833333333333376,0,0,0,True,False,mean_gap_positive|wins_at_least_losses
A2_RELAXED_ROUTE_COMPRESSION_LOCAL_SEARCH,-0.016189810717862328,0,16,0,-2.220446049250313e-16,0.3125000000000001,0,0,0,True,False,mean_gap_positive|wins_at_least_losses
