category,instance,seed,profile,display_algorithm,best_cost,route_count,native_best_updates,scan_restart_attempts,scan_restart_accepts,scan_rebuild_attempts,scan_rebuild_accepts,scan_infeasible,route_elimination_selected_count,route_elimination_best_improve_count,route_elimination_objective_improve_count,route_elimination_accepted_non_improve_count,route_elimination_rejected_or_reverted_count,route_elimination_route_count_drop_count,route_elimination_reverted_reason,local_search_call_count,local_search_seconds,local_search_improve_count,local_search_route_count_delta,best_update_operator_distribution,best_update_operator_route_counts,history_route_count_available,destroy_operator_counts,repair_operator_counts
multidepot,e2-multidepot-50c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,1193.224915940164,7,63,1,0,60,0,61,3,0,0,0,3,UNKNOWN,UNKNOWN,9773,0.016073173967015464,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:62|vehicle_type_swap+greedy_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:62,9,5923,9892|route_elimination_removal:0,0,0,3|route_segment_removal:0,0,0,3|shaw_related_removal:0,0,0,3|vehicle_type_swap:1,0,0,34|whole_route_removal:0,0,0,3|worst_customer_removal:0,0,0,3","greedy_insert_repair:63,9,5923,9927|regret2_insert_repair:0,0,0,7|regret3_insert_repair:0,0,0,7"
multidepot,e2-multidepot-50c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,1194.0946733852552,7,53,1,0,60,0,61,31,1,0,0,30,UNKNOWN,UNKNOWN,10514,0.017989685005886713,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:51|route_elimination_removal+greedy_insert_repair:1|vehicle_type_swap+greedy_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|route_elimination_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:51,15,6847,8921|route_elimination_removal:1,0,0,30|route_segment_removal:0,0,0,3|shaw_related_removal:0,0,0,3|vehicle_type_swap:1,0,0,30|whole_route_removal:0,0,0,3|worst_customer_removal:0,0,0,3","greedy_insert_repair:53,15,6847,8979|regret2_insert_repair:0,0,0,7|regret3_insert_repair:0,0,0,7"
multidepot,e2-multidepot-50c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,1191.9803676825516,7,44,1,0,61,0,62,3,0,0,0,3,UNKNOWN,UNKNOWN,9714,0.012797878975106869,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:43|vehicle_type_swap+greedy_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:43,12,6319,9513|route_elimination_removal:0,0,0,3|route_segment_removal:0,0,0,3|shaw_related_removal:0,0,0,3|vehicle_type_swap:1,0,0,32|whole_route_removal:0,0,0,3|worst_customer_removal:0,0,0,3","greedy_insert_repair:44,12,6238,9414|regret2_insert_repair:0,0,81,139|regret3_insert_repair:0,0,0,7"
multidepot,e2-multidepot-75c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2036.1582384592944,11,36,1,0,60,0,61,3,0,0,0,3,UNKNOWN,UNKNOWN,13219,0.020690870838734554,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:34|vehicle_type_swap+greedy_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:34,15,5855,9940|route_elimination_removal:0,0,0,3|route_segment_removal:0,0,0,3|shaw_related_removal:0,0,0,3|vehicle_type_swap:2,0,0,75|whole_route_removal:0,0,0,3|worst_customer_removal:0,0,0,3","greedy_insert_repair:36,15,5855,10016|regret2_insert_repair:0,0,0,7|regret3_insert_repair:0,0,0,7"
multidepot,e2-multidepot-75c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2004.1808725421113,11,41,1,0,60,0,61,3,0,0,0,3,UNKNOWN,UNKNOWN,12283,0.017987681025260827,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:37|vehicle_type_swap+greedy_insert_repair:2|worst_customer_removal+regret3_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|worst_customer_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:37,20,6120,9615|route_elimination_removal:0,0,0,3|route_segment_removal:0,0,0,3|shaw_related_removal:0,0,0,3|vehicle_type_swap:2,0,0,64|whole_route_removal:0,0,0,3|worst_customer_removal:2,0,0,64","greedy_insert_repair:39,20,6120,9680|regret2_insert_repair:0,0,0,7|regret3_insert_repair:2,0,0,68"
multidepot,e2-multidepot-75c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2060.427434719807,11,60,1,0,60,0,61,6,0,0,0,6,UNKNOWN,UNKNOWN,7349,0.011418792957556434,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:58|shaw_related_removal+regret3_insert_repair:1|vehicle_type_swap+regret2_insert_repair:1,random_customer_removal+regret2_insert_repair:UNKNOWN|shaw_related_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+regret2_insert_repair:UNKNOWN,False,"random_customer_removal:58,8,2108,6830|route_elimination_removal:0,0,0,6|route_segment_removal:0,0,0,6|shaw_related_removal:1,0,1,50|vehicle_type_swap:1,0,0,46|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,2045,4767","greedy_insert_repair:0,0,1,18|regret2_insert_repair:59,8,4153,11639|regret3_insert_repair:1,0,0,54"
threeshift,e2-threeshift-100c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2725.1207417192854,14,72,1,0,60,0,61,3,0,0,0,3,UNKNOWN,UNKNOWN,13745,0.022950097689317772,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:68|vehicle_type_swap+greedy_insert_repair:4,random_customer_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:68,13,7882,7866|route_elimination_removal:0,0,0,3|route_segment_removal:0,0,0,3|shaw_related_removal:0,0,0,3|vehicle_type_swap:4,0,0,88|whole_route_removal:0,0,0,3|worst_customer_removal:0,0,0,3","greedy_insert_repair:4,0,0,92|regret2_insert_repair:68,13,7882,7870|regret3_insert_repair:0,0,0,7"
threeshift,e2-threeshift-100c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2736.1981093217946,14,76,1,0,53,0,54,12,0,0,0,12,UNKNOWN,UNKNOWN,13825,0.023031293276289944,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:72|vehicle_type_swap+greedy_insert_repair:4,random_customer_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:72,17,4395,10752|route_elimination_removal:0,0,0,12|route_segment_removal:0,0,60,316|shaw_related_removal:0,0,0,12|vehicle_type_swap:4,0,0,252|whole_route_removal:0,0,1,20|worst_customer_removal:0,0,1,20","greedy_insert_repair:76,17,4397,11024|regret2_insert_repair:0,0,42,236|regret3_insert_repair:0,0,18,124"
threeshift,e2-threeshift-100c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2719.82460507196,13,58,1,0,59,0,60,99,0,0,0,99,UNKNOWN,UNKNOWN,8020,0.01454366620600922,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:57|vehicle_type_swap+greedy_insert_repair:1,random_customer_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:57,9,490,14461|route_elimination_removal:0,0,0,99|route_segment_removal:0,0,0,99|shaw_related_removal:0,0,0,99|vehicle_type_swap:1,0,0,282|whole_route_removal:0,0,1,121|worst_customer_removal:0,0,1,121","greedy_insert_repair:1,0,0,414|regret2_insert_repair:57,9,491,14615|regret3_insert_repair:0,0,1,253"
threeshift,e2-threeshift-150c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,4083.7036851856014,22,95,1,0,51,0,52,9,0,0,0,9,UNKNOWN,UNKNOWN,4540,0.0067550349958764855,UNKNOWN,UNKNOWN,route_segment_removal+greedy_insert_repair:82|vehicle_type_swap+greedy_insert_repair:7|whole_route_removal+regret2_insert_repair:6,route_segment_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|whole_route_removal+regret2_insert_repair:UNKNOWN,False,"random_customer_removal:0,0,1,16|route_elimination_removal:0,0,0,9|route_segment_removal:82,2,2563,12400|shaw_related_removal:0,1,1,40|vehicle_type_swap:7,0,0,347|whole_route_removal:6,1,29,425|worst_customer_removal:0,0,0,9","greedy_insert_repair:89,3,2563,12774|regret2_insert_repair:6,1,30,444|regret3_insert_repair:0,0,1,28"
threeshift,e2-threeshift-150c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,3937.918226784468,21,64,1,0,54,0,55,15,0,0,0,15,UNKNOWN,UNKNOWN,7025,0.01054196620316361,UNKNOWN,UNKNOWN,route_segment_removal+greedy_insert_repair:23|shaw_related_removal+regret2_insert_repair:23|vehicle_type_swap+greedy_insert_repair:6|vehicle_type_swap+regret2_insert_repair:2|whole_route_removal+regret2_insert_repair:4|whole_route_removal+regret3_insert_repair:6,route_segment_removal+greedy_insert_repair:UNKNOWN|shaw_related_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|vehicle_type_swap+regret2_insert_repair:UNKNOWN|whole_route_removal+regret2_insert_repair:UNKNOWN|whole_route_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:0,0,0,15|route_elimination_removal:0,0,0,15|route_segment_removal:23,0,2283,10749|shaw_related_removal:23,4,8,1493|vehicle_type_swap:8,0,0,521|whole_route_removal:10,0,21,742|worst_customer_removal:0,0,0,15","greedy_insert_repair:29,0,2284,11150|regret2_insert_repair:29,4,20,1955|regret3_insert_repair:6,0,8,445"
threeshift,e2-threeshift-150c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,3740.0684310777115,22,74,1,0,57,0,58,6,0,0,0,6,UNKNOWN,UNKNOWN,5361,0.011465939976915251,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:65|route_segment_removal+greedy_insert_repair:1|vehicle_type_swap+greedy_insert_repair:8,random_customer_removal+regret2_insert_repair:UNKNOWN|route_segment_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:65,13,384,4040|route_elimination_removal:0,0,0,6|route_segment_removal:1,0,3193,7854|shaw_related_removal:0,0,0,6|vehicle_type_swap:8,0,0,354|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,0,6","greedy_insert_repair:9,0,3174,8134|regret2_insert_repair:65,13,387,4063|regret3_insert_repair:0,0,16,75"
threeshift,e2-threeshift-50c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,1384.6767495487625,7,24,1,0,59,0,60,561,0,0,0,561,UNKNOWN,UNKNOWN,7983,0.012559309052448953,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:21|shaw_related_removal+regret2_insert_repair:1|shaw_related_removal+regret3_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|shaw_related_removal+regret2_insert_repair:UNKNOWN|shaw_related_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:21,13,25,10596|route_elimination_removal:0,0,0,561|route_segment_removal:0,0,0,561|shaw_related_removal:3,0,0,1916|vehicle_type_swap:0,0,0,561|whole_route_removal:0,0,0,561|worst_customer_removal:0,0,0,561","greedy_insert_repair:21,13,25,11344|regret2_insert_repair:1,0,0,1784|regret3_insert_repair:2,0,0,2189"
threeshift,e2-threeshift-50c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,1357.987321775622,7,27,1,0,61,0,62,62,1,0,0,61,UNKNOWN,UNKNOWN,9155,0.014057264786970336,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:22|random_customer_removal+regret2_insert_repair:3|route_elimination_removal+greedy_insert_repair:1|route_segment_removal+greedy_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret2_insert_repair:UNKNOWN|route_elimination_removal+greedy_insert_repair:UNKNOWN|route_segment_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:25,13,3815,11798|route_elimination_removal:1,0,0,61|route_segment_removal:1,0,13,113|shaw_related_removal:0,0,0,9|vehicle_type_swap:0,0,0,9|whole_route_removal:0,0,0,9|worst_customer_removal:0,0,0,9","greedy_insert_repair:24,13,732,3667|regret2_insert_repair:3,0,3096,8320|regret3_insert_repair:0,0,0,21"
threeshift,e2-threeshift-50c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,1353.3994500518759,7,30,1,0,61,0,62,9,0,0,0,9,UNKNOWN,UNKNOWN,9665,0.03108901989617152,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:25|random_customer_removal+regret3_insert_repair:4|vehicle_type_swap+greedy_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:29,13,3872,11908|route_elimination_removal:0,0,0,9|route_segment_removal:0,0,0,9|shaw_related_removal:0,0,0,9|vehicle_type_swap:1,0,0,61|whole_route_removal:0,0,0,9|worst_customer_removal:0,0,0,9","greedy_insert_repair:26,13,488,2984|regret2_insert_repair:0,0,0,21|regret3_insert_repair:4,0,3384,9009"
threeshift,e2-threeshift-75c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2114.174194622946,12,26,1,0,60,0,61,15,0,0,0,15,UNKNOWN,UNKNOWN,5308,0.011080842265073443,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:17|random_customer_removal+regret3_insert_repair:1|route_segment_removal+greedy_insert_repair:1|route_segment_removal+regret3_insert_repair:1|vehicle_type_swap+greedy_insert_repair:6,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret3_insert_repair:UNKNOWN|route_segment_removal+greedy_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:18,13,46,1508|route_elimination_removal:0,0,0,15|route_segment_removal:2,0,2606,11299|shaw_related_removal:0,0,0,15|vehicle_type_swap:6,0,0,366|whole_route_removal:0,0,0,15|worst_customer_removal:0,0,0,15","greedy_insert_repair:24,12,1703,8872|regret2_insert_repair:0,0,8,81|regret3_insert_repair:2,1,941,4280"
threeshift,e2-threeshift-75c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,1937.0914105879351,11,44,1,0,60,0,61,9,0,0,0,9,UNKNOWN,UNKNOWN,7435,0.01186567800687044,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:40|vehicle_type_swap+greedy_insert_repair:2|whole_route_removal+greedy_insert_repair:2,random_customer_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|whole_route_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:40,17,199,2693|route_elimination_removal:0,0,0,9|route_segment_removal:0,0,3577,9109|shaw_related_removal:0,0,0,9|vehicle_type_swap:2,0,0,106|whole_route_removal:2,0,9,142|worst_customer_removal:0,0,1,15","greedy_insert_repair:44,17,206,2925|regret2_insert_repair:0,0,3578,9127|regret3_insert_repair:0,0,2,31"
threeshift,e2-threeshift-75c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,1867.1483939276095,11,56,1,0,61,0,62,6,0,0,0,6,UNKNOWN,UNKNOWN,15322,0.028247818765521515,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:51|shaw_related_removal+regret2_insert_repair:1|vehicle_type_swap+greedy_insert_repair:4,random_customer_removal+regret2_insert_repair:UNKNOWN|shaw_related_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:51,15,4656,10912|route_elimination_removal:0,0,0,6|route_segment_removal:0,0,0,6|shaw_related_removal:1,0,9,77|vehicle_type_swap:4,0,0,166|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,3,20","greedy_insert_repair:4,0,1,179|regret2_insert_repair:52,15,4667,11000|regret3_insert_repair:0,0,0,14"
vanilla,e2-vanilla-100c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2855.6921847914145,14,61,1,0,58,0,59,48,1,0,0,47,UNKNOWN,UNKNOWN,11842,0.02468319284162135,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:58|route_elimination_removal+regret2_insert_repair:1|shaw_related_removal+regret2_insert_repair:1|vehicle_type_swap+greedy_insert_repair:1,random_customer_removal+regret2_insert_repair:UNKNOWN|route_elimination_removal+regret2_insert_repair:UNKNOWN|shaw_related_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:58,6,5260,10402|route_elimination_removal:1,0,0,47|route_segment_removal:0,0,1,10|shaw_related_removal:1,0,0,47|vehicle_type_swap:1,0,0,47|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,0,6","greedy_insert_repair:1,0,0,55|regret2_insert_repair:60,6,5261,10496|regret3_insert_repair:0,0,0,14"
vanilla,e2-vanilla-100c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2859.765092373741,14,65,1,0,58,0,59,9,0,0,0,9,UNKNOWN,UNKNOWN,5961,0.013652736939548049,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:63|route_segment_removal+greedy_insert_repair:1|vehicle_type_swap+greedy_insert_repair:1,random_customer_removal+regret2_insert_repair:UNKNOWN|route_segment_removal+greedy_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:63,10,544,4449|route_elimination_removal:0,0,0,9|route_segment_removal:1,0,3,72|shaw_related_removal:0,0,0,9|vehicle_type_swap:1,0,0,61|whole_route_removal:0,0,0,9|worst_customer_removal:0,0,2547,8154","greedy_insert_repair:2,0,3,136|regret2_insert_repair:63,10,544,4461|regret3_insert_repair:0,0,2547,8166"
vanilla,e2-vanilla-100c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,2826.35376800036,14,98,1,0,52,0,53,6,0,0,0,6,UNKNOWN,UNKNOWN,14186,0.029078805964672938,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:94|vehicle_type_swap+greedy_insert_repair:4,random_customer_removal+regret2_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:94,6,3806,11814|route_elimination_removal:0,0,0,6|route_segment_removal:0,0,4,23|shaw_related_removal:0,0,0,6|vehicle_type_swap:4,0,0,160|whole_route_removal:0,0,1,11|worst_customer_removal:0,0,0,6","greedy_insert_repair:4,0,0,168|regret2_insert_repair:94,6,3808,11832|regret3_insert_repair:0,0,3,26"
vanilla,e2-vanilla-150c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,3355.0513331382012,20,145,1,0,54,0,55,9,0,0,0,9,UNKNOWN,UNKNOWN,9653,0.02419357598409988,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:85|random_customer_removal+regret3_insert_repair:53|vehicle_type_swap+greedy_insert_repair:7,random_customer_removal+greedy_insert_repair:UNKNOWN|random_customer_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:138,10,2302,13014|route_elimination_removal:0,0,0,9|route_segment_removal:0,0,1,16|shaw_related_removal:0,0,0,9|vehicle_type_swap:7,0,0,356|whole_route_removal:0,0,0,9|worst_customer_removal:0,0,9,56","greedy_insert_repair:92,10,190,5125|regret2_insert_repair:0,0,7,56|regret3_insert_repair:53,0,2115,8288"
vanilla,e2-vanilla-150c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,3528.807984838024,21,87,1,0,54,0,55,90,2,0,0,88,UNKNOWN,UNKNOWN,11755,0.029118132802977925,UNKNOWN,UNKNOWN,random_customer_removal+regret2_insert_repair:76|route_elimination_removal+regret3_insert_repair:2|route_segment_removal+regret3_insert_repair:3|vehicle_type_swap+greedy_insert_repair:6,random_customer_removal+regret2_insert_repair:UNKNOWN|route_elimination_removal+regret3_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:76,17,445,4079|route_elimination_removal:2,0,0,88|route_segment_removal:3,0,115,430|shaw_related_removal:0,0,0,6|vehicle_type_swap:6,0,0,236|whole_route_removal:0,0,0,6|worst_customer_removal:0,0,4804,5542","greedy_insert_repair:6,0,0,244|regret2_insert_repair:76,17,445,4087|regret3_insert_repair:5,0,4919,6056"
vanilla,e2-vanilla-150c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,3515.0524317852396,21,129,1,0,49,0,50,9,0,0,0,9,UNKNOWN,UNKNOWN,5867,0.010098368948092684,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:110|route_segment_removal+regret3_insert_repair:12|vehicle_type_swap+greedy_insert_repair:6|whole_route_removal+regret2_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|route_segment_removal+regret3_insert_repair:UNKNOWN|vehicle_type_swap+greedy_insert_repair:UNKNOWN|whole_route_removal+regret2_insert_repair:UNKNOWN,False,"random_customer_removal:110,8,116,5146|route_elimination_removal:0,0,0,9|route_segment_removal:12,0,2400,7771|shaw_related_removal:0,0,0,9|vehicle_type_swap:6,0,0,283|whole_route_removal:1,0,0,61|worst_customer_removal:0,0,0,9","greedy_insert_repair:116,8,116,5432|regret2_insert_repair:1,0,0,73|regret3_insert_repair:12,0,2400,7783"
vanilla,e2-vanilla-15c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,642.185285005708,2,12,1,0,59,0,60,669,0,0,0,669,UNKNOWN,UNKNOWN,1816,0.0020406920521054417,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:11|whole_route_removal+greedy_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|whole_route_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:11,25,30,9986|route_elimination_removal:0,0,0,669|route_segment_removal:0,0,0,669|shaw_related_removal:0,3,0,1282|vehicle_type_swap:0,0,0,669|whole_route_removal:1,0,1,1256|worst_customer_removal:0,0,0,669","greedy_insert_repair:12,25,29,11341|regret2_insert_repair:0,3,0,2174|regret3_insert_repair:0,0,2,1685"
vanilla,e2-vanilla-15c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,642.185285005708,2,12,1,0,59,0,60,720,0,0,0,720,UNKNOWN,UNKNOWN,2029,0.0022678279601677787,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:11|whole_route_removal+regret3_insert_repair:1,random_customer_removal+greedy_insert_repair:UNKNOWN|whole_route_removal+regret3_insert_repair:UNKNOWN,False,"random_customer_removal:11,23,26,9927|route_elimination_removal:0,0,0,720|route_segment_removal:0,0,0,719|shaw_related_removal:0,1,1,1023|vehicle_type_swap:0,0,0,717|whole_route_removal:1,0,1,1330|worst_customer_removal:0,0,0,720","greedy_insert_repair:11,23,27,10950|regret2_insert_repair:0,1,0,1918|regret3_insert_repair:1,0,1,2288"
vanilla,e2-vanilla-15c-01,3,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,741.6906859330122,3,4,1,0,60,0,61,864,0,0,0,864,UNKNOWN,UNKNOWN,2328,0.002819405977788847,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:4,random_customer_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:4,30,30,9497|route_elimination_removal:0,0,0,864|route_segment_removal:0,1,0,1126|shaw_related_removal:0,0,1,934|vehicle_type_swap:0,0,0,861|whole_route_removal:0,0,0,864|worst_customer_removal:0,0,0,864","greedy_insert_repair:4,29,31,10453|regret2_insert_repair:0,1,0,2279|regret3_insert_repair:0,1,0,2278"
vanilla,e2-vanilla-25c-01,1,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,640.5619371609267,3,24,1,0,60,0,61,549,0,0,0,549,UNKNOWN,UNKNOWN,1294,0.0016091640682134312,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:24,random_customer_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:24,19,18,12035|route_elimination_removal:0,0,0,549|route_segment_removal:0,0,0,549|shaw_related_removal:0,0,0,549|vehicle_type_swap:0,0,0,549|whole_route_removal:0,0,0,549|worst_customer_removal:0,0,0,549","greedy_insert_repair:24,19,18,12767|regret2_insert_repair:0,0,0,1281|regret3_insert_repair:0,0,0,1281"
vanilla,e2-vanilla-25c-01,2,A1_RELAXED_ROUTE_COMPRESSION,alns_e2_throughput+RELAXED_ROUTE_COMPRESSION,651.626936659881,3,9,1,0,59,0,60,816,0,0,0,816,UNKNOWN,UNKNOWN,1227,0.0015711060405010357,UNKNOWN,UNKNOWN,random_customer_removal+greedy_insert_repair:9,random_customer_removal+greedy_insert_repair:UNKNOWN,False,"random_customer_removal:9,23,14,9378|route_elimination_removal:0,0,0,816|route_segment_removal:0,0,0,816|shaw_related_removal:0,3,2,1617|vehicle_type_swap:0,0,0,814|whole_route_removal:0,0,0,816|worst_customer_removal:0,0,0,816","greedy_insert_repair:9,23,14,10466|regret2_insert_repair:0,3,1,2636|regret3_insert_repair:0,0,1,1971"
