category,instance,seed,trace_source,update_index,eval,time_seconds,best_cost,best_cost_before,current_cost,operator,channel,operator_family,route_count,signature
multidepot,e2-multidepot-150c-01,3,probe,5,20,0.9428144999837968,4279.511051205333,4295.315314171865,4295.315314171865,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,24,b9d7dd29e5010c62d2b80bf1f9fe8881da4de1b158cfba11db8b05a284e56e10
multidepot,e2-multidepot-150c-01,3,probe,6,21,1.0958709580008872,4132.797601150956,4279.511051205333,4279.511051205333,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,23,805a9aa551364c5ca0ed4a66332fd3fa5d17f5702a9789b58a7fac593fced625
multidepot,e2-multidepot-150c-01,3,probe,7,23,1.3732396249833982,4127.713839054403,4132.797601150956,4132.797601150956,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,23,c53442d6e25a70eb3413157e7b185ddbaf1e5d5a44c1369662a3c99205a4ebcb
multidepot,e2-multidepot-150c-01,3,probe,8,29,1.6859852919878904,4108.314846388979,4127.713839054403,4144.659494084252,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,24,205373429eb63f7886132a32c22d4c6ed1f27c83e64f73e3f85871527b62e3e2
multidepot,e2-multidepot-150c-01,3,probe,9,32,1.8630978750006761,4018.2351249376798,4108.314846388979,4108.314846388979,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,lns_destroy_repair,23,bb8c7a598168bc12ed2c94ae148fe938e4e8a6358019fde84a359130531b42de
multidepot,e2-multidepot-150c-01,3,probe,10,34,1.9277036669955123,4009.7846361921684,4018.2351249376798,4018.2351249376798,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,23,fd521e5e1d042c1f474ff418c6132663c23bea65ffb530adf707cf5c042bde33
multidepot,e2-multidepot-150c-01,3,probe,11,45,2.7886948749946896,3858.9683648760383,4009.7846361921684,4030.8706455805022,lns_worst_customer_removal_regret3_insert_repair,native_lns_worst_customer_removal_regret3_insert_repair,lns_destroy_repair,22,69f3cb34d79a1845acb9fc62aa09b1a13d65fad192dbe904db8774900d85e2a3
multidepot,e2-multidepot-150c-01,3,probe,12,46,2.7993299999798182,3855.968298883501,3858.9683648760383,3858.9683648760383,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,22,f26384f90afb7561335f1655baf34a0adbaa6c140da0b70782f58f1c5e5d9cb8
multidepot,e2-multidepot-150c-01,3,probe,13,58,3.5133567919838242,3764.7139079634703,3855.968298883501,3872.4642549989976,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,21,e2cdd773985eb666938ddbe3fa1d30f938cf416bb86a238cbee06d0156036bb4
multidepot,e2-multidepot-150c-01,3,probe,14,64,3.9447313749988098,3764.0658430667295,3764.7139079634703,3764.7139079634703,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,21,ff3c56bf942abb23e6109f0111db7ac95a4afeef5b50499303ecee026c7284eb
multidepot,e2-multidepot-150c-01,3,probe,15,67,4.045078499999363,3746.0145926362275,3764.0658430667295,3766.21388727514,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,410d4006bb861fcfc7aa66792035bb76ff8cbab344957407fb9a527f7db6a4f2
multidepot,e2-multidepot-150c-01,3,probe,16,76,4.77900608300115,3730.4857958255084,3746.0145926362275,3746.0145926362275,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,05cd644cde2b09df6f83610e3e9f21a925daffb22c574fb7f6e9f8e989da712b
multidepot,e2-multidepot-150c-01,3,probe,17,79,4.971768874995178,3715.7131774363643,3730.4857958255084,3730.4857958255084,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,fed0ed4a401c87ec3f6bea54aa67196cfb55378645f9a1a075e7a0176775f717
multidepot,e2-multidepot-150c-01,3,probe,18,82,5.420135666994611,3700.6500226419807,3715.7131774363643,3715.7131774363643,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,f6c76945e29061b1a2b9585e38126dd2e2572c1e3f271a460d35b55d9051ffdf
multidepot,e2-multidepot-150c-01,3,probe,19,86,5.751259541983018,3700.4945189301197,3700.6500226419807,3700.6500226419807,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,2c0cbbed5adf522198fb8f64bd25de6cabba98a44399bcfbcf6bc908a20a7d3d
multidepot,e2-multidepot-150c-01,3,probe,20,89,5.97946854197653,3680.995421363766,3700.4945189301197,3700.4945189301197,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,4143e17862c201a80ba05a97019e6214ed01b6f9bb66af303a164e7be45c54da
multidepot,e2-multidepot-150c-01,3,probe,21,90,5.997620749985799,3659.1699462047554,3680.995421363766,3680.995421363766,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,576172eb423e42d2fbd7e62e8a5ff04a1bde48aa93e24f0f36c738208ae092b6
multidepot,e2-multidepot-150c-01,3,probe,22,92,6.203093916992657,3648.807861647912,3659.1699462047554,3659.1699462047554,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,92732327fdec1a59db288f779da54b6fc3c5ae7b842a02a962eb33c37f4d0c3b
multidepot,e2-multidepot-150c-01,3,probe,23,3487,291.50459687499097,3626.4223753550255,3648.807861647912,3655.742065825308,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,21,92e5dc49696aa3a8d5e613456287ff7d88a8b913d3a763cad8fb794ad45b66e4
multidepot,e2-multidepot-150c-01,3,probe,24,3489,291.723862541985,3606.1892042666477,3626.4223753550255,3626.4223753550255,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,4a51447465e20bbb2e7f8d68bf6311e7061c275dc17cdc11523ac027d6763c2f
multidepot,e2-multidepot-150c-01,3,probe,25,3512,293.8384473749902,3600.5836387150507,3606.1892042666477,3606.1892042666477,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,21,90280c5ba889bddaedfa09d489d576820912adbdf574a9b2436d0533180957e1
multidepot,e2-multidepot-150c-01,3,probe,26,3532,295.4740617919888,3600.3620326505716,3600.5836387150507,3600.5836387150507,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,21,6050cb892f29fe4428ec970d5dbe4c82d6eebb6c01432d54d172803a33a496d6
multidepot,e2-multidepot-150c-01,3,probe,27,4050,342.75369329197565,3595.177300511489,3600.3620326505716,3609.557914804968,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,de4332046f4d64b72c18edafcb3e2f33b39905cbb3b7508cffb227e9280d60d0
multidepot,e2-multidepot-150c-01,3,probe,28,4051,342.7729613329866,3592.6868803461025,3595.177300511489,3595.177300511489,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,b48d1199606c0df68b634a58df327197c2088918102796b36ec44eda1da1f7c6
multidepot,e2-multidepot-150c-01,3,probe,29,4054,343.06148099998245,3584.2047941811306,3592.6868803461025,3592.6868803461025,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,22df099008bab10dd65ee13192704974cac751edc217ba91a6c51e5fdda2d92c
multidepot,e2-multidepot-150c-01,3,probe,30,4067,344.81980624998687,3569.326549251059,3584.2047941811306,3586.457770895493,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,21920642c93eb818e4651a8e8022b9932f706dd0a04a4791f8eb1bd5f87940d9
multidepot,e2-multidepot-150c-01,3,probe,31,4071,345.1739630829834,3554.1154738571527,3569.326549251059,3569.326549251059,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,b0d22e088e15453cecb51c3a26a4c4394462eede2463042d796ce79ad123754b
multidepot,e2-multidepot-150c-01,3,probe,32,6037,505.2053854999831,3553.7663593664447,3554.1154738571527,3567.9755818872027,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,b5da875390334b3518bd74dde3c3027ff9e33940c8a57ac4fbedf305e965615f
multidepot,e2-multidepot-150c-01,3,probe,33,6042,505.69802029198036,3550.447289620248,3553.7663593664447,3560.4496939069118,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,21,9777e33b5e88c14933a2bdd9d57f5c29847b10d1a4115b85ad7a20faa54c60e5
multidepot,e2-multidepot-150c-01,3,probe,34,6387,536.1746891249786,3549.3256372673836,3550.447289620248,3550.447289620248,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,21,5610f7db19dc6658eed45897fa0744b96bea53c5ba46ce9845d281c4cde28019
multidepot,e2-multidepot-15c-01,1,probe,0,0,0.0,705.5106610367945,UNKNOWN,705.5106610367945,shared_warm_start,shared_warm_start,shared_warm_start,3,4bfe35a3c308df09f83e42e4d8f1715aa971227cee529492e6e6930f5548c9fe
multidepot,e2-multidepot-15c-01,1,probe,1,7,0.03253674998995848,622.2834651918408,705.5106610367945,705.5106610367945,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,lns_destroy_repair,2,dda222afdf41251e16730b44b562c2c951ac05f3632eea77233de00d8b88d2f3
multidepot,e2-multidepot-15c-01,1,probe,2,94,0.2641787499887869,621.371321439464,622.2834651918408,622.2834651918408,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,2,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e
multidepot,e2-multidepot-15c-01,2,probe,0,0,0.0,705.5106610367945,UNKNOWN,705.5106610367945,shared_warm_start,shared_warm_start,shared_warm_start,3,4bfe35a3c308df09f83e42e4d8f1715aa971227cee529492e6e6930f5548c9fe
multidepot,e2-multidepot-15c-01,2,probe,1,6,0.022475916979601607,622.2834651918408,705.5106610367945,714.7770477405089,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,2,dda222afdf41251e16730b44b562c2c951ac05f3632eea77233de00d8b88d2f3
multidepot,e2-multidepot-15c-01,3,probe,0,0,0.0,705.5106610367945,UNKNOWN,705.5106610367945,shared_warm_start,shared_warm_start,shared_warm_start,3,4bfe35a3c308df09f83e42e4d8f1715aa971227cee529492e6e6930f5548c9fe
multidepot,e2-multidepot-15c-01,3,probe,1,9,0.04913775000022724,672.0179669348953,705.5106610367945,709.9363994630796,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,lns_destroy_repair,3,36984e9c2ed5d628f4f2923f2d2bf0569aa324f38c869b3ac905a044e54688e0
multidepot,e2-multidepot-15c-01,3,probe,2,15,0.07100879098288715,668.771516945373,672.0179669348953,672.0179669348953,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,3,83240dc324799b4ca329a567e1b67e36d768dc34ed395eb0605c5c649960f3a7
multidepot,e2-multidepot-15c-01,3,probe,3,16,0.08214845799375325,651.3021668142031,668.771516945373,668.771516945373,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,3,e636bf8cb11fdb860fa908dea564ba9fc351938007091b3f8803dfa618af399c
multidepot,e2-multidepot-15c-01,3,probe,4,51,0.18414862497593276,651.2464558842643,651.3021668142031,651.3021668142031,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,3,b6ceb9fe2e132367bccd13bbb25925867d0e1d038cf165ecf962c366b38e1540
multidepot,e2-multidepot-15c-01,3,probe,5,241,0.66294787498191,649.8601526479185,651.2464558842643,651.2464558842643,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,3,762a63fb3e4dcba33c38aa40569b974c4de52893b8e9d9a9533b82e2e4dad0df
multidepot,e2-multidepot-15c-01,3,probe,6,4044,10.270455665973714,643.1587851193146,649.8601526479185,665.8515760050958,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,2,27b55be86af381751616263d0290431a08a5539bffa8f9f3ac1bd006709f28ce
multidepot,e2-multidepot-15c-01,3,probe,7,4514,11.133194415975595,621.371321439464,643.1587851193146,643.1587851193146,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,2,38dc01d650f6effda6eea13731fd4666a96256b68521f1f276a6448fd8e49b6e
multidepot,e2-multidepot-20c-01,1,probe,0,0,0.0,1130.7005298293218,UNKNOWN,1130.7005298293218,shared_warm_start,shared_warm_start,shared_warm_start,5,bc104dfb483d5a99939b26db1cc3d9a83862e74654d6c7f32438c937ef259091
multidepot,e2-multidepot-20c-01,1,probe,1,1,0.002347792004002258,832.0517876693148,1130.7005298293218,1130.7005298293218,lns_scan_initial,native_lns_scan_initial,lns_scan_initial,3,2f3f920c9d742b6a9446d9e143b20feb6295086085319cee74fc2fff304a4ab4
multidepot,e2-multidepot-20c-01,1,probe,2,2,0.015215958002954721,806.3228550777903,832.0517876693148,832.0517876693148,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,3,e25db6f47e13c8df929106df8c25cde7c51c24ef4e6e2cb28cfd7b637a0ed59d
multidepot,e2-multidepot-20c-01,1,probe,3,3,0.02270245799445547,779.5292090090172,806.3228550777903,806.3228550777903,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,3,a8b932ea1da2f6ead809290244257d5490e3e000d20d71764205d45e36a1addc
multidepot,e2-multidepot-20c-01,1,probe,4,14,0.09524766699178144,767.3669997733218,779.5292090090172,834.0933649534051,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,3,d050e2ecb9bb6353a0649094236a652e20b6fa28a326b93d79c6e848b26bada9
multidepot,e2-multidepot-20c-01,1,probe,5,32,0.18286666698986664,766.1575734601163,767.3669997733218,767.3669997733218,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,3,844656be9ae6cef9c38651d06213a763941d417b6cd02be98ec1a17cd83b4fff
multidepot,e2-multidepot-20c-01,1,probe,6,38,0.21824779201415367,748.423403908076,766.1575734601163,768.6787642164585,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,lns_destroy_repair,3,6b63e7aec7f5fe3f71b9c4af341e7a0f5e429de687f70a8180b08ae3fb77c854
multidepot,e2-multidepot-20c-01,1,probe,7,46,0.2616850000049453,727.5322610739893,748.423403908076,748.423403908076,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,3,e4100e9b9f2c2e61da390273ff18478fe80a8a4be4c7e4ec351d8bbfa0b3c8ed
multidepot,e2-multidepot-20c-01,1,probe,8,61,0.33777466701576486,726.3725616734201,727.5322610739893,730.6210905887084,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,lns_destroy_repair,3,a6aa3ec88863f7b95b397ae2d2bce48116899c3e533620ed4c2cada6845b7f8b
multidepot,e2-multidepot-20c-01,1,probe,9,1109,5.81300337499124,709.4089393259404,726.3725616734201,731.7976165810267,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,3,c7b874860d9f1551a5debafe578cab7084c13052a543979dfe90eb0c722d05ea
multidepot,e2-multidepot-20c-01,1,probe,10,1124,5.939988625003025,707.8556568397157,709.4089393259404,709.4089393259404,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,3,cb2282c177acf57f1b8485f6cf4faf1853293962f703762628547c25b9b9aa03
multidepot,e2-multidepot-20c-01,1,probe,11,1883,10.862291249999544,707.3783224570183,707.8556568397157,707.8556568397157,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,3,05f0f0a707debac7738889a2abd21bb0491435fbaeae4d4f9a99fb8e6107bbf7
multidepot,e2-multidepot-20c-01,1,probe,12,2000,11.612998791999416,700.4933751651098,707.3783224570183,707.3783224570183,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,3,1e74f4726f46759aaff81def478a0dfa87dcc96562c97e10cc387ee2db1324ae
multidepot,e2-multidepot-20c-01,2,probe,0,0,0.0,1130.7005298293218,UNKNOWN,1130.7005298293218,shared_warm_start,shared_warm_start,shared_warm_start,5,bc104dfb483d5a99939b26db1cc3d9a83862e74654d6c7f32438c937ef259091
multidepot,e2-multidepot-20c-01,2,probe,1,1,0.0023263340117409825,832.0517876693148,1130.7005298293218,1130.7005298293218,lns_scan_initial,native_lns_scan_initial,lns_scan_initial,3,2f3f920c9d742b6a9446d9e143b20feb6295086085319cee74fc2fff304a4ab4
multidepot,e2-multidepot-20c-01,2,probe,2,2,0.012162584025645629,779.5292090090172,832.0517876693148,832.0517876693148,lns_worst_customer_removal_greedy_insert_repair,native_lns_worst_customer_removal_greedy_insert_repair,lns_destroy_repair,3,a8b932ea1da2f6ead809290244257d5490e3e000d20d71764205d45e36a1addc
multidepot,e2-multidepot-20c-01,2,probe,3,4,0.03475108402199112,732.0077484331346,779.5292090090172,779.5292090090172,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,3,663c1795ed3c60cc35e821aedb6dc956b4709b4ca182505b9ade11072a2a33ea
multidepot,e2-multidepot-20c-01,2,probe,4,7,0.07384762502624653,724.498702587495,732.0077484331346,732.0077484331346,lns_worst_customer_removal_greedy_insert_repair,native_lns_worst_customer_removal_greedy_insert_repair,lns_destroy_repair,3,41f21a6a7886cb912abb4d08ea2f72adc7d53cec5c824b274d0e7f3da21a8699
multidepot,e2-multidepot-20c-01,2,probe,5,8,0.08374275002279319,723.9316111768925,724.498702587495,724.498702587495,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,3,3d24812b9d9f7d80c0d4e740b9784e8f448ec2e997cbe63e1c65b4cfa35bcfc0
multidepot,e2-multidepot-20c-01,2,probe,6,47,0.31744795900885947,718.1319241246365,723.9316111768925,723.9316111768925,lns_worst_customer_removal_regret3_insert_repair,native_lns_worst_customer_removal_regret3_insert_repair,lns_destroy_repair,3,f0a32f1f8e8cc644de65c45bc74ebaee0d11522b978f7ca8c39c134b4c27969e
multidepot,e2-multidepot-20c-01,2,probe,7,110,0.6544971670082305,717.333442329818,718.1319241246365,718.1319241246365,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,lns_destroy_repair,3,437abad9a29f68c7ea69ce9a3abf2a55f55d7957d521b843f660222d48a33483
multidepot,e2-multidepot-20c-01,2,probe,8,1118,5.348722042021109,713.8523020400021,717.333442329818,721.3781964252546,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,3,e57e345b306f951edae547af5c38717c1b09248c5a4d408139a918ff92085758
multidepot,e2-multidepot-20c-01,2,probe,9,1123,5.394111375004286,712.0559100755605,713.8523020400021,713.8523020400021,lns_worst_customer_removal_greedy_insert_repair,native_lns_worst_customer_removal_greedy_insert_repair,lns_destroy_repair,3,d075fcfd22f52977bebb5804d9151a0361a4142f601e9b2ad17208721434e920
multidepot,e2-multidepot-20c-01,2,probe,10,1127,5.417249417019775,705.750850756463,712.0559100755605,712.0559100755605,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,3,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100
multidepot,e2-multidepot-20c-01,3,probe,0,0,0.0,1130.7005298293218,UNKNOWN,1130.7005298293218,shared_warm_start,shared_warm_start,shared_warm_start,5,bc104dfb483d5a99939b26db1cc3d9a83862e74654d6c7f32438c937ef259091
multidepot,e2-multidepot-20c-01,3,probe,1,1,0.0023027090064715594,832.0517876693148,1130.7005298293218,1130.7005298293218,lns_scan_initial,native_lns_scan_initial,lns_scan_initial,3,2f3f920c9d742b6a9446d9e143b20feb6295086085319cee74fc2fff304a4ab4
multidepot,e2-multidepot-20c-01,3,probe,2,2,0.014596249995520338,777.9285766257817,832.0517876693148,832.0517876693148,lns_worst_customer_removal_regret3_insert_repair,native_lns_worst_customer_removal_regret3_insert_repair,lns_destroy_repair,3,53df3076cc326fea7907bccf2e37c49286f9da3f0e31b1ed466f11e201c9d922
multidepot,e2-multidepot-20c-01,3,probe,3,23,0.1813923339941539,771.4273725037668,777.9285766257817,817.5875829674404,lns_worst_customer_removal_regret3_insert_repair,native_lns_worst_customer_removal_regret3_insert_repair,lns_destroy_repair,3,069b3dd030d80fdacbcae6a0565f1ff90f813776d10cdb4d926ffc0b19ea44eb
multidepot,e2-multidepot-20c-01,3,probe,4,35,0.24421820900170133,770.117279793621,771.4273725037668,796.3068502926868,lns_worst_customer_removal_regret3_insert_repair,native_lns_worst_customer_removal_regret3_insert_repair,lns_destroy_repair,3,18ef29c55f31ae061c2febc9c89676f9e2d160c80bb63e3809a3f37ba065e9db
multidepot,e2-multidepot-20c-01,3,probe,5,37,0.2661854170146398,767.3895107703983,770.117279793621,770.117279793621,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,3,c26c9b00466237984101929dd4b4c00f396d5e9db4cb455437daeedc3b60afc9
multidepot,e2-multidepot-20c-01,3,probe,6,38,0.28634208400035277,734.67402829556,767.3895107703983,767.3895107703983,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,3,9a09df7579013b0cec1a83c0147fd3655bbe76ad54eb6273514ea4fd3535fe79
multidepot,e2-multidepot-20c-01,3,probe,7,39,0.2930647089960985,713.8805749645475,734.67402829556,734.67402829556,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,3,5d0b36ec91cb331dbe8ffe2bdb8cca4fd404805ba42df5c89a8ed198c3ca47eb
multidepot,e2-multidepot-20c-01,3,probe,8,49,0.41250041700550355,712.0217650679981,713.8805749645475,714.0029044602175,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,3,41b174d38cb5c6bae538f89a1bb253b50651e0f6a53499fd2a898a1caf568f91
multidepot,e2-multidepot-20c-01,3,probe,9,3016,16.66187633399386,707.6154407393643,712.0217650679981,744.9893237374349,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,3,93ca3f3e1f5a07e6856ebd91cbcafa72f565c3f575f872d3e8b3e118d82db1c3
multidepot,e2-multidepot-20c-01,3,probe,10,3017,16.67601520899916,707.2366001999801,707.6154407393643,707.6154407393643,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,3,645dac0b41f697b1b47dcfcdec2e059f954a7515228e1154617ddf64ff05775d
multidepot,e2-multidepot-20c-01,3,probe,11,4054,21.632477042003302,706.0398944665973,707.2366001999801,708.3584100709512,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,3,8426a3afdb70f71a668bcff00e6e788158d064e557c3b0da86f14a85b45a9059
multidepot,e2-multidepot-20c-01,3,probe,12,4166,22.2247017089976,705.750850756463,706.0398944665973,706.0398944665973,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,3,6e5fb3ec24c09fcdbcfad00d5799235015116bfdf53b3237c01af71d4239f100
multidepot,e2-multidepot-50c-01,1,probe,0,0,0.0,2020.688951370618,UNKNOWN,2020.688951370618,shared_warm_start,shared_warm_start,shared_warm_start,9,6c72d8e225920b08b5bafa5edd47b90b54b050fe6c005b4ad4b3501cba424e8f
multidepot,e2-multidepot-50c-01,1,probe,1,1,0.012860292015830055,1596.4380119902628,2020.688951370618,2020.688951370618,lns_scan_initial,native_lns_scan_initial,lns_scan_initial,7,814833e0c0e80572914e344fac06efb1e41b83ec9723fb6ff966aa37cd27ecda
multidepot,e2-multidepot-50c-01,1,probe,2,2,0.07102345899329521,1516.2652532849445,1596.4380119902628,1596.4380119902628,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,7,1af32beae54c551fbc038517171aec35f0afc7f87de3cfbe08cfa8827fb00373
multidepot,e2-multidepot-50c-01,1,probe,3,3,0.07841533402097411,1502.132769523231,1516.2652532849445,1516.2652532849445,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,7,1e6a6397ff25befb3827a4274c83566732cba306940f9b25f3288175047c7883
multidepot,e2-multidepot-50c-01,1,probe,4,4,0.1000447090191301,1493.9546406013176,1502.132769523231,1502.132769523231,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,lns_destroy_repair,7,ec88b265c5160456bb4fc07934f8b2c168e743598f7ba6f52a38db3277c9805b
multidepot,e2-multidepot-50c-01,1,probe,5,5,0.15008579200366512,1493.5022496106458,1493.9546406013176,1493.9546406013176,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,7,7c59e8e68e8c62f9385baac22701988bc657451433c546096ede4d52dd5eb572
multidepot,e2-multidepot-50c-01,1,probe,6,21,0.5034009590162896,1464.2161927688114,1493.5022496106458,1518.510640685821,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,7,e25d14d0891a1d385657277f99387ea61c0c3aba07da0f76186c4b0bc1561c3e
multidepot,e2-multidepot-50c-01,1,probe,7,23,0.5646058749989606,1453.528973415635,1464.2161927688114,1464.2161927688114,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,7,a4d97b783e08cfb5a1b87fc42fb525bdf8b41cea801cabce4d8123fb309cc2ee
multidepot,e2-multidepot-50c-01,1,probe,8,24,0.574048959009815,1432.631182916483,1453.528973415635,1453.528973415635,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,7,568b4bc61a109f10e8c6ffca63e7ba44e2daa503cd0ba3657869bd3a20d0bccf
multidepot,e2-multidepot-50c-01,1,probe,9,26,0.613171125005465,1428.0373959549074,1432.631182916483,1432.631182916483,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,7,d7b9c01fdaaabe3ed9c8c1076d9dd5f32170d667645ef5143034f3b27f853735
multidepot,e2-multidepot-50c-01,1,probe,10,36,0.8996246670139953,1423.5023991478167,1428.0373959549074,1428.0373959549074,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,7,0077d9d90aa18313a73fe8c2a88283adc02633831b43be4d2f832ad0537eecbd
multidepot,e2-multidepot-50c-01,1,probe,11,39,0.9624982500099577,1389.739030479119,1423.5023991478167,1439.8804312667833,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,lns_destroy_repair,7,5fab1b2b88bc8e2d0895d6ce0ab9511329012dc27516ada654f78d02207cafff
