category,instance,seed,trace_source,update_index,eval,time_seconds,best_cost,best_cost_before,current_cost,operator,channel,operator_family,route_count,signature
multidepot,e2-multidepot-100c-01,1,probe,0,0,0.0,3960.9142264324673,UNKNOWN,3960.9142264324673,shared_warm_start,shared_warm_start,shared_warm_start,15,f505d872773cbf08e60325ea8b33e2a3a663600f94a3dd2d9674b7d98218c855
multidepot,e2-multidepot-100c-01,1,probe,1,1,0.019806124997558072,3543.444585578738,3960.9142264324673,3960.9142264324673,lns_scan_initial,native_lns_scan_initial,lns_scan_initial,14,6d9f897edb3e06c84bee74b002ff14c70733065d280795b9acd051a236847a34
multidepot,e2-multidepot-100c-01,1,probe,2,2,0.06759658400551416,3491.1478516729167,3543.444585578738,3543.444585578738,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,93e569a7fc51a169230c39f2a0591c4f245619dce8dc2e082779cb730a31b07e
multidepot,e2-multidepot-100c-01,1,probe,3,3,0.10913170900312252,3376.7230365066325,3491.1478516729167,3491.1478516729167,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,fb105c5bab2acb107ff0a6cceea9a13d4cee3c246be47832d5ed238e02942c2b
multidepot,e2-multidepot-100c-01,1,probe,4,4,0.11961424999753945,3355.8488557314176,3376.7230365066325,3376.7230365066325,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,9d0019522dddbb8e0fda56bf315d6efe67837c95f743db5b6f7f96f03a673986
multidepot,e2-multidepot-100c-01,1,probe,5,5,0.17525054200086743,3101.1387306885604,3355.8488557314176,3355.8488557314176,lns_worst_customer_removal_regret3_insert_repair,native_lns_worst_customer_removal_regret3_insert_repair,lns_destroy_repair,15,9c4b1251af802b4dcbf6903de013111081de26e1062e4f1100dec08e06cb4a79
multidepot,e2-multidepot-100c-01,1,probe,6,12,0.555011583986925,3090.384834176138,3101.1387306885604,3275.6208463925077,lns_worst_customer_removal_regret3_insert_repair,native_lns_worst_customer_removal_regret3_insert_repair,lns_destroy_repair,15,3b3b1d3204e0e2a3612a9e8efb8aa5d72bb4ab7511bb6885254f863a080a3b21
multidepot,e2-multidepot-100c-01,1,probe,7,13,0.6015975000045728,2999.0089837279193,3090.384834176138,3090.384834176138,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,14,2f0775573c2f362fd7f58420fcf6d556d6d0b437cec28fd5d06a25da61b3288d
multidepot,e2-multidepot-100c-01,1,probe,8,23,0.9865681249939371,2984.6793026026266,2999.0089837279193,3001.2972275343545,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,15,8990b4ebcd50f9e189a39027386b01776a7ed2e81bc109a640ca59ed28e08a0e
multidepot,e2-multidepot-100c-01,1,probe,9,24,0.9952080840012059,2974.3202300011244,2984.6793026026266,2984.6793026026266,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,15,bfacb50fde9bcafec4b349f2b4dbab09eb57e6aae47d52d645e7e60df06a91a7
multidepot,e2-multidepot-100c-01,1,probe,10,25,1.0056270839995705,2966.487557657904,2974.3202300011244,2974.3202300011244,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,15,4591e7a34a677de54854304cea44f48a6b2f05c35ed8fc066117ab562fe36c2e
multidepot,e2-multidepot-100c-01,1,probe,11,27,1.1336294589855243,2960.1176276021333,2966.487557657904,2966.487557657904,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,15,6d972757f0b2af5383e03460bb454f4c858e5f4cdbc7a2561798861349662270
multidepot,e2-multidepot-100c-01,1,probe,12,35,1.3124405420094263,2826.230142004583,2960.1176276021333,2960.1176276021333,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,lns_destroy_repair,14,cb7474a11a6c1ee9d554d1312c09e60769efbff0bc7e81e16a8c514092ef6f6a
multidepot,e2-multidepot-100c-01,1,probe,13,39,1.4382963750103954,2812.474521393808,2826.230142004583,2826.230142004583,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,0464bd13a4b4ce6e7421bc2a159b7ac6f0d5086ec00ad3e0345fa30b6b6e4e09
multidepot,e2-multidepot-100c-01,1,probe,14,40,1.4528109999955632,2803.1938201657376,2812.474521393808,2812.474521393808,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,61007d16990184d644eadf61ce3ace02f9d040be4b4fe7e5cecdaf62a9a024c4
multidepot,e2-multidepot-100c-01,1,probe,15,73,3.113529041991569,2783.135261029988,2803.1938201657376,2803.3167150343343,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,5cd015ffea1886bc42b46906c5103c6ca62ded22345cc9b2d6f633256aedbc81
multidepot,e2-multidepot-100c-01,1,probe,16,74,3.16448995898827,2767.931123303192,2783.135261029988,2783.135261029988,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,b4ab6641ac9e31d4405b6b014982a8accd1daf6e82a120a9f617762becd3c4be
multidepot,e2-multidepot-100c-01,1,probe,17,75,3.2584865420067217,2762.9460652681,2767.931123303192,2767.931123303192,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,0e86ac8ddcc609fac7c64517dd3d6b3c74dfcffe39c971a6cb61ece089fd6d60
multidepot,e2-multidepot-100c-01,1,probe,18,76,3.2682253340026364,2751.6455856062685,2762.9460652681,2762.9460652681,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,9fcd6d2d7f87f501ab0f94e9f228ade4f4b7fcaded12481967dd55ed53a6e7bf
multidepot,e2-multidepot-100c-01,1,probe,19,78,3.3489626249938738,2743.809687053455,2751.6455856062685,2751.6455856062685,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,34a5a44d01d784eaee5a68a4568cbb429ecdc8ed1037889f5eff1294b3fb047c
multidepot,e2-multidepot-100c-01,1,probe,20,79,3.3606752500054426,2723.3513958302588,2743.809687053455,2743.809687053455,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,fbcbe9bb938992b3baee5e9427c3aa22bfa0a9d22290dd549ba775cf835a0dd6
multidepot,e2-multidepot-100c-01,1,probe,21,82,3.526250875002006,2721.692987407283,2723.3513958302588,2723.3513958302588,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,c80c590d41d6259b320fef1dfa0b60e69d5b1454bafdfa6bc88c6a7f29d74572
multidepot,e2-multidepot-100c-01,1,probe,22,201,10.282051624992164,2721.641417803069,2721.692987407283,2721.692987407283,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,36ad1d73e095c642297d86d8bbcad67e0741532726e6b414f1014443b1afa45d
multidepot,e2-multidepot-100c-01,1,probe,23,902,48.858285124995746,2720.984925652868,2721.641417803069,2721.641417803069,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,7f729f17cb7089feea4746c642878191f93edb04aa5e013f5970957b83267ff1
multidepot,e2-multidepot-100c-01,1,probe,24,1240,65.92148445898783,2714.359038192433,2720.984925652868,2727.4267732594485,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,lns_destroy_repair,14,13cb471bccd353c001184ccc203d5e29788771b4ad7c3dad0f5aac7d1d0bef15
multidepot,e2-multidepot-100c-01,1,probe,25,1298,69.72889016699628,2714.338907283126,2714.359038192433,2714.359038192433,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,fd5137a8e5ab3e396dde919e5679b3443b4441ed5407ebe55057f6cee14a8669
multidepot,e2-multidepot-100c-01,1,probe,26,1306,70.23677420898457,2714.2612099553585,2714.338907283126,2714.338907283126,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,fb83ea7b408d0dd478f705ef88b40d8dc7e205c85b2dab1a1e8d643e65b7a508
multidepot,e2-multidepot-100c-01,1,probe,27,1307,70.24467124999501,2703.9200299177846,2714.2612099553585,2714.2612099553585,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,3e1fd316936062d82768d27d8ffdb4cc809f930a32145cacf41beb111ebc8f99
multidepot,e2-multidepot-100c-01,1,probe,28,1308,70.25119716700283,2695.9260407600545,2703.9200299177846,2703.9200299177846,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,dc33f75facd479e2e64944889b89b73b9ed20fb20c6cef3ddea206709a5ba2ca
multidepot,e2-multidepot-100c-01,1,probe,29,1312,70.41947745898506,2675.4677495368583,2695.9260407600545,2695.9260407600545,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,b319b01224bad70bada7cca0cb5f55a7db9a51a73772fe85c7b83e114b50f7e7
multidepot,e2-multidepot-100c-01,1,probe,30,1429,76.08421791699948,2674.6792852358058,2675.4677495368583,2675.4677495368583,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,a13adcd28dcac1c57a0915be95a3ba02363ac3884b4a84419a8de0a87130e17c
multidepot,e2-multidepot-100c-01,1,probe,31,1754,93.70255237500533,2666.9212289094826,2674.6792852358058,2674.6792852358058,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,99e8540d701ec0439a1cfa4f4927626be8d469088a4ef00e54312e85dce0b25b
multidepot,e2-multidepot-100c-01,1,probe,32,1755,93.79026716700173,2665.9949621277874,2666.9212289094826,2666.9212289094826,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,53eaa6c5f48e1169711743693511407ebc839571b3cf1e88507fb22b761a8f9e
multidepot,e2-multidepot-100c-01,1,probe,33,1890,100.3917812499858,2665.8913288064514,2665.9949621277874,2665.9949621277874,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,06f183f40d3568a0836a9c21e872b59263c2d068252ea321696791fdc71500fb
multidepot,e2-multidepot-100c-01,1,probe,34,2782,144.05774245900102,2645.6395427715406,2665.8913288064514,2666.1224008000727,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,0a1a664f21455c583914e8565cb8dcbee4165892a2ad3c8a8827f651829c92bd
multidepot,e2-multidepot-100c-01,1,probe,35,2865,148.9760763749946,2630.611208695303,2645.6395427715406,2645.6395427715406,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,daae239b0ac84d3cba9e8fcc3659a3eb6be5c0d29e36508441a0ca5231e87c01
multidepot,e2-multidepot-100c-01,1,probe,36,2868,149.06812120898394,2629.8845917048,2630.611208695303,2630.611208695303,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,880e4f393ba387a9eaa45ca0770536f3d5b5b137f85335a994d1e31bd3310dcc
multidepot,e2-multidepot-100c-01,1,probe,37,2875,149.42614166700514,2617.575436233898,2629.8845917048,2629.8845917048,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,0736ccdfb93b0ba76d0032e23e0080d787c218d660ff1137e9030238e4e32505
multidepot,e2-multidepot-100c-01,1,probe,38,2892,150.28979325000546,2612.3077451442077,2617.575436233898,2617.575436233898,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,d7ad89338be1a550202cae265cefb14d451d67f52c54724f103f90478b86cc27
multidepot,e2-multidepot-100c-01,1,probe,39,2903,150.86852504199487,2609.659745446516,2612.3077451442077,2612.3077451442077,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,384829a7062d83747f531cbbca1d4850ff9546cf5fe0a920a74da57c6f027cc3
multidepot,e2-multidepot-100c-01,1,probe,40,2907,151.0822338339931,2599.905797871025,2609.659745446516,2609.659745446516,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,a55b7e4d8e29741582b172b1b1c98bae31bebfff1f64ff0e91468e69eda8e000
multidepot,e2-multidepot-100c-01,1,probe,41,2952,153.18761295900913,2599.472697607799,2599.905797871025,2599.905797871025,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,044d0b173c46d73a65b86b51b0f31f44e35a8e86c5d46acb4b8ae91e47db1a5d
multidepot,e2-multidepot-100c-01,1,probe,42,2997,155.47042070899624,2594.1315937535996,2599.472697607799,2599.472697607799,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,4342706ef52f1fc5b684dfa38c2f30d55cb3c9e7884d6dde90bf3c6317b91a76
multidepot,e2-multidepot-100c-01,1,probe,43,3000,155.73636812498444,2591.741062219084,2594.1315937535996,2594.1315937535996,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,lns_destroy_repair,14,03e3d3ea250fe479f178ec5dc9724196c1af7414d3b1c7b0d936fed8464a1e93
multidepot,e2-multidepot-100c-01,1,probe,44,3001,155.74409091699636,2569.799209383727,2591.741062219084,2591.741062219084,lns_vehicle_type_mutation,flip_operator,lns_vehicle_type_mutation,14,c4e7e7b27e8172c16f006bdcab85a8a482f245489d130c28a534b8212991a253
multidepot,e2-multidepot-100c-01,1,probe,45,3110,161.71004199999152,2569.072840601148,2569.799209383727,2572.0950731829194,lns_shaw_related_removal_greedy_insert_repair,native_lns_shaw_related_removal_greedy_insert_repair,lns_destroy_repair,14,4f3abaae5b2dbf672b9001a802251df4707cd5a24b896ea76446f9e17c200731
multidepot,e2-multidepot-100c-01,1,probe,46,3116,161.90263741699164,2566.9675556733673,2569.072840601148,2569.072840601148,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,25bbccce7944a626f93d1d1552cc36e883766cefce8390c7047cd4f6a8218af5
multidepot,e2-multidepot-100c-01,1,probe,47,3131,162.5662589170097,2566.9654603132876,2566.9675556733673,2566.9675556733673,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,8b74353701011d26f8ef24b5c96a13c0d4bc22ca85fa0a0889c62b30043130c9
multidepot,e2-multidepot-100c-01,1,probe,48,3157,164.01863512498676,2563.093441731112,2566.9654603132876,2566.9654603132876,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,bfd22a85ea5848f1e2a9981b3598daab4a3d3b3aa276046484ac80c0af54f329
multidepot,e2-multidepot-100c-01,1,probe,49,3302,172.8826407919987,2561.303714724161,2563.093441731112,2563.093441731112,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,027a29fb7f58b57c82074b6c728d5066a99e19c58433a2be775318267872bab8
multidepot,e2-multidepot-100c-01,1,probe,50,3305,173.15795916700154,2557.2637159799424,2561.303714724161,2561.303714724161,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,94c3772451f55f02e7e65c4ab9b9bc4a93bc7880eb9ac889baccfed81be6972e
multidepot,e2-multidepot-100c-01,1,probe,51,3307,173.32370895898202,2552.9775492646454,2557.2637159799424,2557.2637159799424,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,d11cf4a3b1e59b9a281b875048c7f0e50ae543864b9998b0cdda721c94e70ff6
multidepot,e2-multidepot-100c-01,1,probe,52,3308,173.45553595898673,2548.9699214398133,2552.9775492646454,2552.9775492646454,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,49e930994ccf26adc411c1ea7c416ef0fff4aaf03acdff0638caf446d549f29f
multidepot,e2-multidepot-100c-01,1,probe,53,3350,176.04023333400255,2547.281043925596,2548.9699214398133,2548.9699214398133,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,98168d95524128a159cd8b7f189ba8152d7dcd2a4568f83421e651c25f52932c
multidepot,e2-multidepot-100c-01,1,probe,54,3365,176.88336312500178,2546.3831392166835,2547.281043925596,2547.281043925596,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,b2c1543fd913baadbd0526389bbbfc0cd05ddc3f9c691e8da30ff7c110669d62
multidepot,e2-multidepot-100c-01,1,probe,55,3386,177.99011770900688,2544.5427095683335,2546.3831392166835,2546.3831392166835,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,024846766d128524f87661a966538bc55385c5e7a3b0a6d6a62373996fc9526c
multidepot,e2-multidepot-100c-01,1,probe,56,3405,179.27404124999885,2543.357497540719,2544.5427095683335,2544.5427095683335,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,03c232b0bb1702ef4229438e15438aa9d2b4fb7df9e49bcdd629665ac8e28e62
multidepot,e2-multidepot-100c-01,1,probe,57,3438,180.87274487499963,2541.8643351933692,2543.357497540719,2543.357497540719,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,52eb0ad53f63b5a58855667dee12a66fd5f95fff23785fe9ee7f3ce6747c265c
multidepot,e2-multidepot-100c-01,1,probe,58,3453,181.70856587498565,2541.4241263699705,2541.8643351933692,2541.8643351933692,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,d56f373bf69224a5ab46ac58f54d4ffcdd857d3cae40325ef3b9d64128f28c7c
multidepot,e2-multidepot-100c-01,1,probe,59,3459,181.9335801670095,2540.466454236975,2541.4241263699705,2541.4241263699705,lns_worst_customer_removal_regret2_insert_repair,native_lns_worst_customer_removal_regret2_insert_repair,lns_destroy_repair,14,b57c4f933be49077e400e7a5e819f6ef1a1bd572abed6b7b3aab1afdaa3c34b8
multidepot,e2-multidepot-100c-01,1,probe,60,3471,182.75556074999622,2538.143983104019,2540.466454236975,2540.466454236975,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,2fff723b1344a279310c24522711eca973ade731debbd46d45c2c29348ec3d2f
multidepot,e2-multidepot-100c-01,1,probe,61,3492,183.81439087499166,2537.844158763803,2538.143983104019,2538.143983104019,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,99df4494b8aff63f158b012c71f5d22615ce48414ca676184f1751776c331593
multidepot,e2-multidepot-100c-01,1,probe,62,3557,187.37531787500484,2535.565025922009,2537.844158763803,2537.844158763803,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,c5b0bab91a56db684abc1be5d0e0528f94f2f9f7d9bd82adacb65aa4c6b6841d
multidepot,e2-multidepot-100c-01,1,probe,63,3567,188.04614712498733,2527.3825920286886,2535.565025922009,2535.565025922009,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,lns_destroy_repair,14,8284afa26f7e13e3e48b0c0ef96ee46e5f7124f5d786a3f67baae60fcd77e303
multidepot,e2-multidepot-100c-01,1,probe,64,3672,194.3725394590001,2524.907775693838,2527.3825920286886,2527.3825920286886,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,e36e7330ac48e5a59e12ccf446d71a82dc19ce3b886ced1ffb6d73a26e54ef17
multidepot,e2-multidepot-100c-01,1,probe,65,3691,195.34065595900756,2524.1709481815974,2524.907775693838,2524.907775693838,lns_random_customer_removal_regret2_insert_repair,native_lns_random_customer_removal_regret2_insert_repair,lns_destroy_repair,14,208f683e08adadf61fe1ea23b11aa3e8a60060dde3fcbb1a0ac23edeb232afe8
multidepot,e2-multidepot-100c-01,1,probe,66,4602,245.61571399998502,2506.8806725105937,2524.1709481815974,2548.3827451265024,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,b4066bff0406d26969213382e3c02a8a72c09df3784173f204766d4e831d2e44
multidepot,e2-multidepot-100c-01,1,probe,67,4625,247.11323462499422,2505.807821159759,2506.8806725105937,2506.8806725105937,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,a9d3f6b8a4f6c6312d6e2396ccadd9b060af5dc85f66141224814ca9ed7e49da
multidepot,e2-multidepot-100c-01,1,probe,68,4693,251.35541945899604,2497.977417440172,2505.807821159759,2505.807821159759,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,e2a9612b9f8c1aa8d02b6e95c1ed59cf4f5a33a23693353804e40472d7a11098
multidepot,e2-multidepot-100c-01,1,probe,69,4769,256.0776668339968,2497.8430086373446,2497.977417440172,2497.977417440172,lns_shaw_related_removal_regret3_insert_repair,native_lns_shaw_related_removal_regret3_insert_repair,lns_destroy_repair,14,b982bf62ae3ffb9fdea3c3f079c74d5e25e7466899f592cbae4d7d2ced44f150
multidepot,e2-multidepot-100c-01,1,probe,70,4777,256.4848632919893,2495.0655979332964,2497.8430086373446,2497.8430086373446,lns_random_customer_removal_greedy_insert_repair,native_lns_random_customer_removal_greedy_insert_repair,lns_destroy_repair,14,dbbf48905f8bcbc497b760d4dac1153d29bee975754c76b05a346be2cdde6aeb
multidepot,e2-multidepot-100c-01,1,probe,71,4812,258.3655784589937,2494.765773593081,2495.0655979332964,2495.0655979332964,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,e9c7b44949dc5cdbfb1eba9a604e4066cbaaeac6cdd068aa9879b9b43b78ca3d
multidepot,e2-multidepot-100c-01,1,probe,72,4974,267.8417949169816,2492.08275914751,2494.765773593081,2494.765773593081,lns_random_customer_removal_regret3_insert_repair,native_lns_random_customer_removal_regret3_insert_repair,lns_destroy_repair,14,a8e414360a165699adec33749812c959f0aa675dd8a08c445ed5182c4249b3c7
multidepot,e2-multidepot-100c-01,1,probe,73,14025,771.0411055419827,2484.9254539912345,2492.08275914751,2531.258756166396,lns_worst_customer_removal_greedy_insert_repair,native_lns_worst_customer_removal_greedy_insert_repair,lns_destroy_repair,14,7060327707102f5e9725855c077e45dacb11c5f6f3c9fdfe5e7a027c994bee07
multidepot,e2-multidepot-100c-01,1,probe,74,14026,771.1395592089975,2476.530320335886,2484.9254539912345,2484.9254539912345,lns_shaw_related_removal_regret2_insert_repair,native_lns_shaw_related_removal_regret2_insert_repair,lns_destroy_repair,14,7fa65c1b0cb50b10455f4cdea7cdd4b0b91c6d777520fae896e21634fbc93e22
