stream_seed,cooperative_total_cost,independent_total_cost,cooperative_saving_percent,cooperative_total_emissions,independent_total_emissions
1,10005.372757074345,9947.047219405435,-0.5863603176139002,3204.439221177142,2646.153407130363
2,9069.56060925144,8868.870554082532,-2.2628592214205527,2873.3405321658734,2233.905448943663
3,9097.864875505426,9154.578724399353,0.6195134762757561,2899.70212231151,2689.798900013624
4,9114.642733425235,9473.712257178528,3.790167085571071,2988.3502180837736,2562.0145732618407
5,8224.79672416924,8530.755790843661,3.586541148004923,2490.96634221247,2413.908167605485
