row_type,category,instance,size,battery_kwh,status,violation_count,route_count,cv_route_count,ev_route_count,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,charging_action_count,total_cost,E_total,E_cv_direct,E_ev_indirect,cost_carbon,baseline_source,low_carbon_charging_share
baseline,threeshift,e2-threeshift-100c-01,100,280.0,OK,0,15,14,1,0.06666666666666667,7,1,1,4086.253616024695,2219.505727621437,2219.3832855280493,0.12244209338781602,111.72991832846314,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-threeshift-100c-01__alns_e2_throughput__seed1.json,1.0
baseline,threeshift,e2-threeshift-100c-02,100,280.0,OK,0,14,13,1,0.07142857142857142,7,1,1,3583.539854977179,1899.7243736908242,1899.4956685268362,0.2287051639881074,95.6321249715961,rebuilt_make_shared_initial_solution,1.0
baseline,threeshift,e2-threeshift-100c-03,100,280.0,OK,0,15,14,1,0.06666666666666667,7,1,1,3414.0823618162362,1693.3949537213907,1693.1854404310795,0.20951329031127608,85.24550197033481,rebuilt_make_shared_initial_solution,1.0
baseline,threeshift,e2-threeshift-150c-01,150,280.0,OK,0,22,21,1,0.045454545454545456,10,1,1,5803.553350198798,3101.0426845269594,3100.8642778629182,0.17840666404101269,156.10648873908715,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-threeshift-150c-01__alns_e2_throughput__seed1.json,1.0
baseline,threeshift,e2-threeshift-150c-02,150,280.0,OK,0,21,20,1,0.047619047619047616,10,1,1,5059.001494485717,2598.8583981409347,2598.585984607254,0.27241353368049837,130.82653176241465,rebuilt_make_shared_initial_solution,1.0
baseline,threeshift,e2-threeshift-150c-03,150,280.0,OK,0,20,19,1,0.05,10,1,1,5101.305301080058,2688.495480700738,2688.233603387616,0.2618773131219152,135.33886249847515,rebuilt_make_shared_initial_solution,1.0
baseline,threeshift,e2-threeshift-200c-01,200,280.0,OK,0,27,26,1,0.037037037037037035,14,1,1,6633.4344963179965,3446.841005421286,3446.7898789636292,0.05112645765663378,173.51397621290755,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,1.0
baseline,threeshift,e2-threeshift-200c-02,200,280.0,OK,0,28,27,1,0.03571428571428571,12,1,1,6367.435478271547,3178.8082965464077,3178.680727475135,0.12756907127297196,160.02120964814617,rebuilt_make_shared_initial_solution,1.0
baseline,threeshift,e2-threeshift-200c-03,200,280.0,OK,0,29,28,1,0.034482758620689655,14,1,1,6648.691898004797,3329.2707500048637,3329.213510492904,0.05723951195984721,167.59548955524485,rebuilt_make_shared_initial_solution,1.0
