category,instance,size,battery_kwh,attempt_order,route_id,route_customer_count,ev_physical_vehicle_count_before,ev_fleet_limit,accepted,failure_reason,failure_detail,cost_before,cost_after
threeshift,e2-threeshift-150c-02,150,280.0,3,CV2#T1,13,3,10,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_3 at D0,4988.36684856633,inf
threeshift,e2-threeshift-150c-02,150,280.0,4,CV9#T1,7,3,10,True,ACCEPTED,,4988.36684856633,4931.914408228678
threeshift,e2-threeshift-150c-02,150,280.0,5,CV4#T2,6,4,10,True,ACCEPTED,,4931.914408228678,4895.600952904596
threeshift,e2-threeshift-150c-02,150,280.0,6,CV3#T1,9,5,10,True,ACCEPTED,,4895.600952904596,4844.179078847294
threeshift,e2-threeshift-150c-02,150,280.0,7,CV4#T1,6,6,10,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_7 at D0,4844.179078847294,inf
threeshift,e2-threeshift-150c-02,150,280.0,8,CV1#T2,10,6,10,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_8 at D1,4844.179078847294,inf
threeshift,e2-threeshift-150c-02,150,280.0,9,CV6#T1,8,6,10,True,ACCEPTED,,4844.179078847294,4796.250481569212
threeshift,e2-threeshift-150c-02,150,280.0,12,CV8#T1,8,7,10,True,ACCEPTED,,4796.250481569212,4759.879550290137
threeshift,e2-threeshift-150c-02,150,280.0,13,CV7#T1,7,8,10,True,ACCEPTED,,4759.879550290137,4732.144499546134
threeshift,e2-threeshift-150c-02,150,280.0,14,CV5#T1,9,9,10,True,ACCEPTED,,4732.144499546134,4667.594051376366
threeshift,e2-threeshift-150c-02,150,280.0,18,CV1#T1,8,10,10,True,ACCEPTED,,4667.594051376366,4610.638447316135
threeshift,e2-threeshift-150c-03,150,280.0,1,CV2#T1,8,1,9,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_1 at D0,5101.305301080058,inf
threeshift,e2-threeshift-150c-03,150,280.0,2,CV1#T2,8,1,9,True,ACCEPTED,,5101.305301080058,5058.87450470938
threeshift,e2-threeshift-150c-03,150,280.0,3,CV4#T2,10,2,9,True,ACCEPTED,,5058.87450470938,5010.0207048970615
threeshift,e2-threeshift-150c-03,150,280.0,4,CV6#T1,7,3,9,True,ACCEPTED,,5010.0207048970615,4979.92259822
threeshift,e2-threeshift-150c-03,150,280.0,5,CV5#T2,8,4,9,True,ACCEPTED,,4979.92259822,4909.164350940285
threeshift,e2-threeshift-150c-03,150,280.0,6,CV4#T1,9,5,9,True,ACCEPTED,,4909.164350940285,4881.134516236818
threeshift,e2-threeshift-150c-03,150,280.0,7,CV7#T1,6,6,9,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_7 at D0,4881.134516236818,inf
threeshift,e2-threeshift-150c-03,150,280.0,8,CV1#T1,11,6,9,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_8 at D0,4881.134516236818,inf
threeshift,e2-threeshift-150c-03,150,280.0,9,CV8#T1,7,6,9,True,ACCEPTED,,4881.134516236818,4845.129693574312
threeshift,e2-threeshift-150c-03,150,280.0,10,CV10#T1,10,7,9,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_10 at D1,4845.129693574312,inf
threeshift,e2-threeshift-150c-03,150,280.0,11,CV3#T1,8,7,9,True,ACCEPTED,,4845.129693574312,4801.1940385491025
threeshift,e2-threeshift-150c-03,150,280.0,12,CV9#T1,10,8,9,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_12 at D1,4801.1940385491025,inf
threeshift,e2-threeshift-150c-03,150,280.0,14,CV5#T1,7,8,9,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_14 at D0,4801.1940385491025,inf
threeshift,e2-threeshift-150c-03,150,280.0,19,CV2#T2,7,8,9,True,ACCEPTED,,4801.1940385491025,4766.583586062444
threeshift,e2-threeshift-200c-01,200,280.0,1,CV5#T1,11,1,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_1 at D0,6633.4344963179965,inf
threeshift,e2-threeshift-200c-01,200,280.0,2,CV5#T2,8,1,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_2 at D1,6633.4344963179965,inf
threeshift,e2-threeshift-200c-01,200,280.0,3,CV10#T1,10,1,14,True,ACCEPTED,,6633.4344963179965,6567.709765510392
threeshift,e2-threeshift-200c-01,200,280.0,4,CV4#T1,8,2,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_4 at D0,6567.709765510392,inf
threeshift,e2-threeshift-200c-01,200,280.0,5,CV6#T1,7,2,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_5 at D0,6567.709765510392,inf
threeshift,e2-threeshift-200c-01,200,280.0,6,CV9#T2,8,2,14,True,ACCEPTED,,6567.709765510392,6542.451962387251
threeshift,e2-threeshift-200c-01,200,280.0,7,CV8#T2,6,3,14,True,ACCEPTED,,6542.451962387251,6517.027983212871
threeshift,e2-threeshift-200c-01,200,280.0,8,CV7#T1,7,4,14,True,ACCEPTED,,6517.027983212871,6490.009846076049
threeshift,e2-threeshift-200c-01,200,280.0,9,CV9#T1,9,5,14,True,ACCEPTED,,6490.009846076049,6451.5396483505465
threeshift,e2-threeshift-200c-01,200,280.0,10,CV7#T2,4,6,14,True,ACCEPTED,,6451.5396483505465,6433.724526054504
threeshift,e2-threeshift-200c-01,200,280.0,11,CV2#T2,8,7,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_11 at D1,6433.724526054504,inf
threeshift,e2-threeshift-200c-01,200,280.0,12,CV4#T2,9,7,14,True,ACCEPTED,,6433.724526054504,6398.110670365953
threeshift,e2-threeshift-200c-01,200,280.0,13,CV8#T1,10,8,14,True,ACCEPTED,,6398.110670365953,6351.53250048249
threeshift,e2-threeshift-200c-01,200,280.0,16,CV1#T1,7,9,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_16 at D0,6351.53250048249,inf
threeshift,e2-threeshift-200c-01,200,280.0,17,CV3#T1,6,9,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_17 at D0,6351.53250048249,inf
threeshift,e2-threeshift-200c-01,200,280.0,18,CV3#T2,7,9,14,True,ACCEPTED,,6351.53250048249,6311.385125743165
threeshift,e2-threeshift-200c-01,200,280.0,19,CV13#T1,7,10,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_19 at D1,6311.385125743165,inf
threeshift,e2-threeshift-200c-01,200,280.0,20,CV2#T1,7,10,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_20 at D0,6311.385125743165,inf
threeshift,e2-threeshift-200c-01,200,280.0,21,CV11#T1,8,10,14,True,ACCEPTED,,6311.385125743165,6264.431498827143
threeshift,e2-threeshift-200c-01,200,280.0,23,CV12#T1,7,11,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_23 at D1,6264.431498827143,inf
threeshift,e2-threeshift-200c-01,200,280.0,24,CV14#T1,8,11,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_24 at D1,6264.431498827143,inf
threeshift,e2-threeshift-200c-01,200,280.0,25,CV1#T2,8,11,14,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_25 at D1,6264.431498827143,inf
threeshift,e2-threeshift-200c-02,200,280.0,1,CV7#T2,9,1,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_1 at D1,6367.435478271547,inf
threeshift,e2-threeshift-200c-02,200,280.0,2,CV4#T2,7,1,12,True,ACCEPTED,,6367.435478271547,6339.459930952882
threeshift,e2-threeshift-200c-02,200,280.0,3,CV7#T1,7,2,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_3 at D0,6339.459930952882,inf
threeshift,e2-threeshift-200c-02,200,280.0,4,CV5#T2,7,2,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_4 at D1,6339.459930952882,inf
threeshift,e2-threeshift-200c-02,200,280.0,5,CV10#T2,7,2,12,True,ACCEPTED,,6339.459930952882,6295.987904206808
threeshift,e2-threeshift-200c-02,200,280.0,6,CV10#T1,7,3,12,True,ACCEPTED,,6295.987904206808,6260.66757321877
threeshift,e2-threeshift-200c-02,200,280.0,8,CV11#T2,6,4,12,True,ACCEPTED,,6260.66757321877,6236.670591148226
threeshift,e2-threeshift-200c-02,200,280.0,9,CV11#T1,8,5,12,True,ACCEPTED,,6236.670591148226,6181.071691177387
threeshift,e2-threeshift-200c-02,200,280.0,10,CV9#T2,7,6,12,True,ACCEPTED,,6181.071691177387,6141.661230252032
threeshift,e2-threeshift-200c-02,200,280.0,11,CV8#T1,8,7,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_11 at D0,6141.661230252032,inf
threeshift,e2-threeshift-200c-02,200,280.0,12,CV4#T1,9,7,12,True,ACCEPTED,,6141.661230252032,6092.264906934188
threeshift,e2-threeshift-200c-02,200,280.0,13,CV6#T1,7,8,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_13 at D0,6092.264906934188,inf
threeshift,e2-threeshift-200c-02,200,280.0,15,CV3#T1,11,8,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_15 at D0,6092.264906934188,inf
threeshift,e2-threeshift-200c-02,200,280.0,16,CV1#T1,6,8,12,True,ACCEPTED,,6092.264906934188,6040.246255436726
threeshift,e2-threeshift-200c-02,200,280.0,17,CV6#T2,8,9,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_17 at D1,6040.246255436726,inf
threeshift,e2-threeshift-200c-02,200,280.0,18,CV5#T1,7,9,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_18 at D0,6040.246255436726,inf
threeshift,e2-threeshift-200c-02,200,280.0,19,CV12#T1,8,9,12,True,ACCEPTED,,6040.246255436726,5988.790851081615
threeshift,e2-threeshift-200c-02,200,280.0,22,CV2#T1,11,10,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_22 at D0,5988.790851081615,inf
threeshift,e2-threeshift-200c-02,200,280.0,24,CV9#T1,5,10,12,True,ACCEPTED,,5988.790851081615,5961.901317643311
threeshift,e2-threeshift-200c-02,200,280.0,25,CV1#T2,6,11,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_25 at D1,5961.901317643311,inf
threeshift,e2-threeshift-200c-02,200,280.0,26,CV3#T2,8,11,12,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_26 at D1,5961.901317643311,inf
threeshift,e2-threeshift-200c-02,200,280.0,27,CV2#T2,7,11,12,True,ACCEPTED,,5961.901317643311,5941.689152088581
threeshift,e2-threeshift-200c-03,200,280.0,1,CV6#T1,7,1,13,True,ACCEPTED,,6648.691898004797,6607.026813112459
threeshift,e2-threeshift-200c-03,200,280.0,2,CV1#T1,7,2,13,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_2 at D0,6607.026813112459,inf
threeshift,e2-threeshift-200c-03,200,280.0,3,CV8#T2,7,2,13,True,ACCEPTED,,6607.026813112459,6571.299262100729
threeshift,e2-threeshift-200c-03,200,280.0,4,CV12#T1,8,3,13,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_4 at D0,6571.299262100729,inf
threeshift,e2-threeshift-200c-03,200,280.0,5,CV6#T2,6,3,13,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_5 at D1,6571.299262100729,inf
threeshift,e2-threeshift-200c-03,200,280.0,6,CV10#T1,8,3,13,True,ACCEPTED,,6571.299262100729,6526.470683417047
threeshift,e2-threeshift-200c-03,200,280.0,7,CV2#T1,6,4,13,True,ACCEPTED,,6526.470683417047,6493.728577560251
threeshift,e2-threeshift-200c-03,200,280.0,8,CV7#T1,7,5,13,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_8 at D0,6493.728577560251,inf
threeshift,e2-threeshift-200c-03,200,280.0,10,CV3#T1,5,5,13,True,ACCEPTED,,6493.728577560251,6466.878700537315
threeshift,e2-threeshift-200c-03,200,280.0,11,CV7#T2,9,6,13,True,ACCEPTED,,6466.878700537315,6426.358469546008
threeshift,e2-threeshift-200c-03,200,280.0,12,CV9#T1,8,7,13,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_12 at D0,6426.358469546008,inf
threeshift,e2-threeshift-200c-03,200,280.0,13,CV8#T1,9,7,13,True,ACCEPTED,,6426.358469546008,6367.488727482365
threeshift,e2-threeshift-200c-03,200,280.0,14,CV11#T1,2,8,13,True,ACCEPTED,,6367.488727482365,6339.302419812698
threeshift,e2-threeshift-200c-03,200,280.0,15,CV4#T2,7,9,13,True,ACCEPTED,,6339.302419812698,6304.282661000509
threeshift,e2-threeshift-200c-03,200,280.0,16,CV5#T2,3,10,13,True,ACCEPTED,,6304.282661000509,6295.5718821822375
threeshift,e2-threeshift-200c-03,200,280.0,18,CV13#T1,6,11,13,True,ACCEPTED,,6295.5718821822375,6265.84449582688
threeshift,e2-threeshift-200c-03,200,280.0,19,CV1#T2,8,12,13,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_19 at D1,6265.84449582688,inf
threeshift,e2-threeshift-200c-03,200,280.0,20,CV4#T1,7,12,13,True,ACCEPTED,,6265.84449582688,6213.673646245579
threeshift,e2-threeshift-200c-03,200,280.0,22,CV5#T1,7,13,13,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_22 at D0,6213.673646245579,inf
threeshift,e2-threeshift-200c-03,200,280.0,25,CV14#T1,8,13,13,False,CHARGING_TIME_WINDOW_DETOUR,No feasible depot charging window for EV_CONV_25 at D1,6213.673646245579,inf
threeshift,e2-threeshift-200c-03,200,280.0,28,CV2#T2,10,13,13,True,ACCEPTED,,6213.673646245579,6159.481433944785
