instance,seed,budget,algorithm,reported_algorithm,cost,recomputed_cost,cost_match,evaluations,budget_exact,elapsed_seconds,route_count,feasible,violation_count,mechanism_activity,evidence_origin
L-main-threeshift-25c-01,3,100,current_project_alns,pure_alns,663.7685298770573,663.7685298770573,True,100,True,0.6805675000068732,4,True,0,"{""alns_actual_moves"": 0}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,1,100,official_vidal_hgs_neutral_resetp_adapter,official_vidal_hgs_neutral_resetp_adapter,1771.9100329779476,1771.9100329779476,True,100,True,4.448058625042904,8,True,0,"{""hgs_adapter_wall_milliseconds"": 4155.536171, ""hgs_candidate_decodes"": 100, ""hgs_improvements"": 1, ""hgs_native_calls"": 200, ""hgs_native_cpu_milliseconds"": 3869.808, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 80}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,1,100,original_n_wouda_alns_7_0_0_neutral_resetp_adapter,original_n_wouda_alns_7_0_0_neutral_resetp_adapter,1783.6949728422799,1783.6949728422799,True,100,True,1.4416925839614123,8,True,0,"{""candidate_scores"": 100, ""destroy_operators"": 5, ""iterations"": 100, ""repair_delta_scores"": 13406, ""repair_operators"": 3, ""upstream_alns_commit"": ""4962d91385990033d9bce81d1407cf846d4fb70c""}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,1,100,current_project_alns,pure_alns,1399.4640614125535,1399.4640614125535,True,100,True,1.0105512499576434,7,True,0,"{""alns_actual_moves"": 0}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,2,100,official_vidal_hgs_neutral_resetp_adapter,official_vidal_hgs_neutral_resetp_adapter,1783.6949728422799,1783.6949728422799,True,100,True,3.9980035420157947,8,True,0,"{""hgs_adapter_wall_milliseconds"": 3740.011794, ""hgs_candidate_decodes"": 100, ""hgs_improvements"": 0, ""hgs_native_calls"": 200, ""hgs_native_cpu_milliseconds"": 3599.611, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 77}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,2,100,original_n_wouda_alns_7_0_0_neutral_resetp_adapter,original_n_wouda_alns_7_0_0_neutral_resetp_adapter,1783.6949728422799,1783.6949728422799,True,100,True,1.4154892910155468,8,True,0,"{""candidate_scores"": 100, ""destroy_operators"": 5, ""iterations"": 100, ""repair_delta_scores"": 14242, ""repair_operators"": 3, ""upstream_alns_commit"": ""4962d91385990033d9bce81d1407cf846d4fb70c""}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,2,100,current_project_alns,pure_alns,1443.1516220038563,1443.1516220038563,True,100,True,1.0379215830471367,7,True,0,"{""alns_actual_moves"": 0}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,3,100,official_vidal_hgs_neutral_resetp_adapter,official_vidal_hgs_neutral_resetp_adapter,1783.6949728422799,1783.6949728422799,True,100,True,3.9785062090377323,8,True,0,"{""hgs_adapter_wall_milliseconds"": 3723.777535, ""hgs_candidate_decodes"": 100, ""hgs_improvements"": 0, ""hgs_native_calls"": 200, ""hgs_native_cpu_milliseconds"": 3585.744, ""invalid_decodes"": 0, ""official_hgs_commit"": ""1a927955cd2861a29d978f0d359d6e647db9319c"", ""unique_hgs_orders"": 76}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,3,100,original_n_wouda_alns_7_0_0_neutral_resetp_adapter,original_n_wouda_alns_7_0_0_neutral_resetp_adapter,1783.6949728422799,1783.6949728422799,True,100,True,1.549226582981646,8,True,0,"{""candidate_scores"": 100, ""destroy_operators"": 5, ""iterations"": 100, ""repair_delta_scores"": 14322, ""repair_operators"": 3, ""upstream_alns_commit"": ""4962d91385990033d9bce81d1407cf846d4fb70c""}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-50c-01,3,100,current_project_alns,pure_alns,1443.7850082010277,1443.7850082010277,True,100,True,1.063988167035859,7,True,0,"{""alns_actual_moves"": 0}",baselines/algorithm_prototypes/mechanism_hgs_alns_20260718/official_v2_b100_confirmation_gate/raw_runs.csv
L-main-threeshift-20c-01,1,100,mechanism_alns_v4,mechanism_alns_v4,621.2913242409613,621.2913242409613,True,100,True,0.6466947090229951,3,True,0,"{""base_alns_cost"": 621.2913242409613, ""base_alns_evaluations"": 97, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": []}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 621.2913242409613, ""joint_activity"": {""complete_evaluations"": 0, ""current_pattern"": [""ev"", ""ev"", ""cv""], ""current_proxy_cost"": 621.2913242409613, ""feasible_improving_patterns"": 1, ""improvements"": 0, ""patterns_considered"": 4, ""route_proxy_evaluations"": 5, ""selected_pattern"": [""ev"", ""ev"", ""cv""], ""selected_proxy_cost"": 621.2913242409613}, ""joint_complete_evaluations"": 0, ""joint_filler_alns_evaluations"": 1, ""post_depot_cost"": 621.2913242409613, ""warm_cost"": 857.6078956525948}",current_v4_gate_run
L-main-threeshift-20c-01,1,100,mechanism_alns_v4_without_joint_ablation,mechanism_alns_v4_without_joint_ablation,621.2913242409613,621.2913242409613,True,100,True,0.5578161660232581,3,True,0,"{""base_alns_cost"": 621.2913242409613, ""base_alns_evaluations"": 98, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": []}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 621.2913242409613, ""joint_activity"": {""complete_evaluations"": 0, ""development_ablation"": ""joint_fleet_charge_decoder_removed"", ""improvements"": 0}, ""joint_complete_evaluations"": 0, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 621.2913242409613, ""warm_cost"": 857.6078956525948}",current_v4_gate_run
L-main-threeshift-20c-01,2,100,mechanism_alns_v4,mechanism_alns_v4,621.2913242409613,621.2913242409613,True,100,True,0.260109500028193,3,True,0,"{""base_alns_cost"": 621.2913242409613, ""base_alns_evaluations"": 97, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": []}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 621.2913242409613, ""joint_activity"": {""complete_evaluations"": 0, ""current_pattern"": [""ev"", ""cv"", ""ev""], ""current_proxy_cost"": 621.2913242409613, ""feasible_improving_patterns"": 1, ""improvements"": 0, ""patterns_considered"": 4, ""route_proxy_evaluations"": 5, ""selected_pattern"": [""ev"", ""cv"", ""ev""], ""selected_proxy_cost"": 621.2913242409613}, ""joint_complete_evaluations"": 0, ""joint_filler_alns_evaluations"": 1, ""post_depot_cost"": 621.2913242409613, ""warm_cost"": 857.6078956525948}",current_v4_gate_run
L-main-threeshift-20c-01,2,100,mechanism_alns_v4_without_joint_ablation,mechanism_alns_v4_without_joint_ablation,621.2913242409613,621.2913242409613,True,100,True,0.26064266700996086,3,True,0,"{""base_alns_cost"": 621.2913242409613, ""base_alns_evaluations"": 98, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": []}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 621.2913242409613, ""joint_activity"": {""complete_evaluations"": 0, ""development_ablation"": ""joint_fleet_charge_decoder_removed"", ""improvements"": 0}, ""joint_complete_evaluations"": 0, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 621.2913242409613, ""warm_cost"": 857.6078956525948}",current_v4_gate_run
L-main-threeshift-20c-01,3,100,mechanism_alns_v4,mechanism_alns_v4,621.2913242409613,621.2913242409613,True,100,True,0.41229587502311915,3,True,0,"{""base_alns_cost"": 675.1932690126821, ""base_alns_evaluations"": 97, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": []}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 621.2913242409613, ""joint_activity"": {""complete_evaluations"": 1, ""current_pattern"": [""cv"", ""cv"", ""ev""], ""current_proxy_cost"": 675.1932690126821, ""feasible_improving_patterns"": 3, ""improvements"": 1, ""patterns_considered"": 4, ""route_proxy_evaluations"": 5, ""selected_pattern"": [""ev"", ""cv"", ""ev""], ""selected_proxy_cost"": 621.2913242409613}, ""joint_complete_evaluations"": 1, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 675.1932690126821, ""warm_cost"": 857.6078956525948}",current_v4_gate_run
L-main-threeshift-20c-01,3,100,mechanism_alns_v4_without_joint_ablation,mechanism_alns_v4_without_joint_ablation,621.2913242409613,621.2913242409613,True,100,True,0.4137576670036651,3,True,0,"{""base_alns_cost"": 621.2913242409613, ""base_alns_evaluations"": 98, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": []}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 621.2913242409613, ""joint_activity"": {""complete_evaluations"": 0, ""development_ablation"": ""joint_fleet_charge_decoder_removed"", ""improvements"": 0}, ""joint_complete_evaluations"": 0, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 621.2913242409613, ""warm_cost"": 857.6078956525948}",current_v4_gate_run
L-main-threeshift-25c-01,1,100,mechanism_alns_v4,mechanism_alns_v4,597.3626666200149,597.3626666200149,True,100,True,0.9315338330343366,4,True,0,"{""base_alns_cost"": 666.2198035380067, ""base_alns_evaluations"": 97, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 4, ""cross_depot_proxy_moves"": 4, ""cross_depot_rejection_examples"": [""candidate_builder_rejected"", ""candidate_builder_rejected"", ""candidate_builder_rejected""]}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 597.3626666200149, ""joint_activity"": {""complete_evaluations"": 1, ""current_pattern"": [""cv"", ""cv"", ""cv"", ""ev""], ""current_proxy_cost"": 666.2198035380065, ""feasible_improving_patterns"": 5, ""improvements"": 1, ""patterns_considered"": 16, ""route_proxy_evaluations"": 8, ""selected_pattern"": [""ev"", ""ev"", ""ev"", ""ev""], ""selected_proxy_cost"": 597.3626666200148}, ""joint_complete_evaluations"": 1, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 666.2198035380067, ""warm_cost"": 877.751801067878}",current_v4_gate_run
L-main-threeshift-25c-01,1,100,mechanism_alns_v4_without_joint_ablation,mechanism_alns_v4_without_joint_ablation,666.2198035380067,666.2198035380067,True,100,True,0.9398534159990959,4,True,0,"{""base_alns_cost"": 666.2198035380067, ""base_alns_evaluations"": 98, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 4, ""cross_depot_proxy_moves"": 4, ""cross_depot_rejection_examples"": [""candidate_builder_rejected"", ""candidate_builder_rejected"", ""candidate_builder_rejected""]}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 666.2198035380067, ""joint_activity"": {""complete_evaluations"": 0, ""development_ablation"": ""joint_fleet_charge_decoder_removed"", ""improvements"": 0}, ""joint_complete_evaluations"": 0, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 666.2198035380067, ""warm_cost"": 877.751801067878}",current_v4_gate_run
L-main-threeshift-25c-01,2,100,mechanism_alns_v4,mechanism_alns_v4,610.0804522540102,610.0804522540102,True,100,True,0.7748841249849647,3,True,0,"{""base_alns_cost"": 630.6918771222727, ""base_alns_evaluations"": 97, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 5, ""cross_depot_proxy_moves"": 5, ""cross_depot_rejection_examples"": [""candidate_builder_rejected"", ""candidate_builder_rejected"", ""candidate_builder_rejected""]}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 610.0804522540102, ""joint_activity"": {""complete_evaluations"": 1, ""current_pattern"": [""cv"", ""cv"", ""cv""], ""current_proxy_cost"": 630.6918771222727, ""feasible_improving_patterns"": 2, ""improvements"": 1, ""patterns_considered"": 2, ""route_proxy_evaluations"": 4, ""selected_pattern"": [""cv"", ""ev"", ""cv""], ""selected_proxy_cost"": 610.0804522540102}, ""joint_complete_evaluations"": 1, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 630.6918771222727, ""warm_cost"": 877.751801067878}",current_v4_gate_run
L-main-threeshift-25c-01,2,100,mechanism_alns_v4_without_joint_ablation,mechanism_alns_v4_without_joint_ablation,630.6918771222727,630.6918771222727,True,100,True,0.7783964169793762,3,True,0,"{""base_alns_cost"": 630.6918771222727, ""base_alns_evaluations"": 98, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 5, ""cross_depot_proxy_moves"": 5, ""cross_depot_rejection_examples"": [""candidate_builder_rejected"", ""candidate_builder_rejected"", ""candidate_builder_rejected""]}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 630.6918771222727, ""joint_activity"": {""complete_evaluations"": 0, ""development_ablation"": ""joint_fleet_charge_decoder_removed"", ""improvements"": 0}, ""joint_complete_evaluations"": 0, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 630.6918771222727, ""warm_cost"": 877.751801067878}",current_v4_gate_run
L-main-threeshift-25c-01,3,100,mechanism_alns_v4,mechanism_alns_v4,577.3036591392911,577.3036591392911,True,100,True,0.6544948749942705,4,True,0,"{""base_alns_cost"": 667.1569243679118, ""base_alns_evaluations"": 97, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": []}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 577.3036591392911, ""joint_activity"": {""complete_evaluations"": 1, ""current_pattern"": [""cv"", ""cv"", ""cv"", ""ev""], ""current_proxy_cost"": 666.636512210865, ""feasible_improving_patterns"": 9, ""improvements"": 1, ""patterns_considered"": 16, ""route_proxy_evaluations"": 8, ""selected_pattern"": [""ev"", ""ev"", ""ev"", ""ev""], ""selected_proxy_cost"": 577.3036591392911}, ""joint_complete_evaluations"": 1, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 666.636512210865, ""warm_cost"": 877.751801067878}",current_v4_gate_run
L-main-threeshift-25c-01,3,100,mechanism_alns_v4_without_joint_ablation,mechanism_alns_v4_without_joint_ablation,666.636512210865,666.636512210865,True,100,True,0.676980416988954,4,True,0,"{""base_alns_cost"": 667.1569243679118, ""base_alns_evaluations"": 98, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": []}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 666.636512210865, ""joint_activity"": {""complete_evaluations"": 0, ""development_ablation"": ""joint_fleet_charge_decoder_removed"", ""improvements"": 0}, ""joint_complete_evaluations"": 0, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 666.636512210865, ""warm_cost"": 877.751801067878}",current_v4_gate_run
L-main-threeshift-50c-01,1,100,mechanism_alns_v4,mechanism_alns_v4,1246.404629568545,1246.404629568545,True,100,True,1.035853750014212,7,True,0,"{""base_alns_cost"": 1380.920226644343, ""base_alns_evaluations"": 97, ""depot_activity"": {""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 6, ""cross_depot_proxy_moves"": 6, ""cross_depot_rejection_examples"": [""candidate_builder_rejected"", ""candidate_builder_rejected"", ""candidate_builder_rejected""]}, ""depot_complete_evaluations"": 0, ""depot_filler_alns_evaluations"": 2, ""final_cost"": 1246.404629568545, ""joint_activity"": {""complete_evaluations"": 1, ""current_pattern"": [""cv"", ""cv"", ""cv"", ""cv"", ""cv"", ""cv"", ""cv""], ""current_proxy_cost"": 1380.920226644343, ""feasible_improving_patterns"": 14, ""improvements"": 1, ""patterns_considered"": 32, ""route_proxy_evaluations"": 12, ""selected_pattern"": [""ev"", ""ev"", ""ev"", ""cv"", ""cv"", ""ev"", ""ev""], ""selected_proxy_cost"": 1246.404629568545}, ""joint_complete_evaluations"": 1, ""joint_filler_alns_evaluations"": 0, ""post_depot_cost"": 1380.920226644343, ""warm_cost"": 1783.6949728422799}",current_v4_gate_run
