instance_id,sample_role,ZONE_Best_cny,ZONE_Avg_cny,ZONE_Gap_pct,ZONE_vehicles_avg,ZONE_time_s_avg,ZONE_actual_evals_avg,ZONE_distance_m_avg,ZONE_carbon_kg_avg,ZONE_tw_satisfied_avg,ZONE_constraint_filtered_total,JOINT_Best_cny,JOINT_Avg_cny,JOINT_Gap_pct,JOINT_vehicles_avg,JOINT_time_s_avg,JOINT_actual_evals_avg,JOINT_distance_m_avg,JOINT_carbon_kg_avg,JOINT_tw_satisfied_avg,JOINT_constraint_filtered_total,cost_effect_pct_joint_vs_zone,distance_reduction_pct_joint_vs_zone,carbon_reduction_pct_joint_vs_zone,vehicle_count_change_joint_minus_zone,time_window_satisfied_change_joint_minus_zone
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2341.446789956353,2341.446789956353,0.0,9.0,54.04552009999752,336.9,589183.303400264,150.81431306674284,50.0,8,2288.011934963608,2288.2313376165866,0.009589226770454103,8.0,53.54081198320491,334.8,754364.7401659514,156.9145919613466,50.0,0,2.2727594138817997,-28.035661535620736,-4.0448938635579434,-1.0,0.0
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4738.774788867248,4739.691421723927,0.019343245828697148,18.0,115.5175040710019,336.6,1149586.8990575145,311.23215481572385,100.0,0,4692.9228951636105,4706.839924920587,0.2965535566612174,17.2,113.48631149589201,355.9,1289567.6190510334,314.91257249772195,100.0,0,0.693114675203723,-12.176610581442924,-1.1825313114505251,-0.8000000000000007,0.0
