instance_id,seed,ZONE_cost_cny,JOINT_cost_cny,cost_effect_pct_joint_vs_zone
cn-prd-50c-01-V2-LOCATIONS,1,2341.446789956353,2289.318598837748,2.22632396953067
cn-prd-50c-01-V2-LOCATIONS,2,2341.446789956353,2288.011934963608,2.282129802050339
cn-prd-50c-01-V2-LOCATIONS,3,2341.446789956353,2288.011934963608,2.282129802050339
cn-prd-50c-01-V2-LOCATIONS,4,2341.446789956353,2288.011934963608,2.282129802050339
cn-prd-50c-01-V2-LOCATIONS,5,2341.446789956353,2288.888404443811,2.2446969855557413
cn-prd-50c-01-V2-LOCATIONS,6,2341.446789956353,2288.0228281390537,2.2816645693791346
cn-prd-50c-01-V2-LOCATIONS,7,2341.446789956353,2288.011934963608,2.282129802050339
cn-prd-50c-01-V2-LOCATIONS,8,2341.446789956353,2288.011934963608,2.282129802050339
cn-prd-50c-01-V2-LOCATIONS,9,2341.446789956353,2288.011934963608,2.282129802050339
cn-prd-50c-01-V2-LOCATIONS,10,2341.446789956353,2288.011934963608,2.282129802050339
cn-prd-100c-02-V2-LOCATIONS,1,4739.027502132682,4693.673432887224,0.9570332568242464
cn-prd-100c-02-V2-LOCATIONS,2,4739.258936162315,4699.033142717446,0.8487781314907932
cn-prd-100c-02-V2-LOCATIONS,3,4739.882537462597,4692.9228951636105,0.9907343046548387
cn-prd-100c-02-V2-LOCATIONS,4,4739.956328619759,4741.091706036299,-0.023953330744517835
cn-prd-100c-02-V2-LOCATIONS,5,4740.019957717126,4710.635724956914,0.6199179122098959
cn-prd-100c-02-V2-LOCATIONS,6,4741.0149252814035,4696.591688616317,0.936998456347403
cn-prd-100c-02-V2-LOCATIONS,7,4739.791127781742,4699.834435688238,0.8430053353891993
cn-prd-100c-02-V2-LOCATIONS,8,4738.978549480866,4698.540433212127,0.8533087003140896
cn-prd-100c-02-V2-LOCATIONS,9,4738.774788867248,4696.195276193338,0.8985342112890011
cn-prd-100c-02-V2-LOCATIONS,10,4740.209563733534,4739.880513734355,0.006941676201333086
