instance_id,region,customer_count,replicate,route_index,source_vehicle_id,arc_count,ev_road_distance_m,ev_road_distance_km,reference_range_km,exceeds_reference_range,excess_km,formal_six_instance
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,9,FLEET-CV-0010,7,86299.67018622899,86.299670186229,95.0,False,0.0,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,10,FLEET-CV-0011,7,74667.335270738,74.667335270738,95.0,False,0.0,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,11,FLEET-CV-0012,7,70109.392610366,70.109392610366,95.0,False,0.0,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,12,FLEET-CV-0013,5,74695.226183541,74.695226183541,95.0,False,0.0,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,13,FLEET-CV-0014,4,63068.470002679,63.068470002679,95.0,False,0.0,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,14,FLEET-CV-0015,8,132611.11540182302,132.611115401823,95.0,True,37.611115401823014,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,15,FLEET-CV-0016,8,123649.972733045,123.64997273304499,95.0,True,28.64997273304499,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,16,FLEET-CV-0017,7,98534.810994995,98.534810994995,95.0,True,3.5348109949949986,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,17,FLEET-CV-0018,7,116151.48967844101,116.15148967844101,95.0,True,21.15148967844101,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,18,FLEET-CV-0019,8,123441.874666122,123.441874666122,95.0,True,28.441874666122004,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,19,FLEET-CV-0020,8,110597.823387939,110.597823387939,95.0,True,15.597823387939002,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,20,FLEET-CV-0021,6,116994.895461564,116.994895461564,95.0,True,21.994895461564,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,21,FLEET-CV-0022,8,119024.906305551,119.024906305551,95.0,True,24.024906305551,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,22,FLEET-CV-0023,7,96783.59912449699,96.78359912449699,95.0,True,1.7835991244969875,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,23,FLEET-CV-0024,8,98272.159642617,98.272159642617,95.0,True,3.272159642616998,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,24,FLEET-CV-0025,7,118876.888196956,118.876888196956,95.0,True,23.876888196956003,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,25,FLEET-CV-0026,6,89958.681516441,89.958681516441,95.0,False,0.0,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,26,FLEET-CV-0027,7,135246.787394694,135.246787394694,95.0,True,40.246787394693996,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,27,FLEET-CV-0028,6,91830.77318100199,91.83077318100199,95.0,False,0.0,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,28,FLEET-CV-0029,6,171285.888722279,171.285888722279,95.0,True,76.285888722279,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,29,FLEET-CV-0030,7,126525.34894853001,126.52534894853001,95.0,True,31.52534894853001,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,30,FLEET-CV-0031,7,134114.462636808,134.11446263680799,95.0,True,39.114462636807986,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,31,FLEET-CV-0032,7,121799.415591026,121.799415591026,95.0,True,26.799415591026005,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,32,FLEET-CV-0033,5,118190.76923737899,118.19076923737899,95.0,True,23.190769237378987,False
cn-cy-200c-02-V2-LOCATIONS,cy,200,2,33,FLEET-CV-0034,3,68566.513434176,68.566513434176,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,0,FLEET-CV-0001,7,76915.91751996,76.91591751996,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,1,FLEET-CV-0002,8,93112.82802394,93.11282802394001,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,2,FLEET-CV-0003,7,64872.610710158,64.872610710158,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,3,FLEET-CV-0004,8,85752.942131103,85.752942131103,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,4,FLEET-CV-0005,8,78714.070596376,78.714070596376,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,5,FLEET-CV-0006,7,78566.146897336,78.566146897336,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,6,FLEET-CV-0007,7,87140.350423221,87.140350423221,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,7,FLEET-CV-0008,8,76660.083892271,76.66008389227099,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,8,FLEET-CV-0009,7,80446.136164872,80.446136164872,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,9,FLEET-CV-0010,7,82316.274578008,82.316274578008,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,10,FLEET-CV-0011,6,66292.505266698,66.292505266698,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,11,FLEET-CV-0012,8,72273.644125375,72.273644125375,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,12,FLEET-CV-0013,7,94528.754354193,94.52875435419301,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,13,FLEET-CV-0014,3,57902.125687051004,57.902125687051004,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,14,FLEET-CV-0015,7,110705.625449307,110.705625449307,95.0,True,15.705625449307007,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,15,FLEET-CV-0016,6,111007.659985144,111.007659985144,95.0,True,16.007659985144002,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,16,FLEET-CV-0017,8,130681.857105368,130.681857105368,95.0,True,35.68185710536801,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,17,FLEET-CV-0018,8,142095.231563401,142.095231563401,95.0,True,47.095231563401,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,18,FLEET-CV-0019,7,133218.690769574,133.21869076957398,95.0,True,38.21869076957398,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,19,FLEET-CV-0020,6,110269.501532684,110.26950153268399,95.0,True,15.26950153268399,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,20,FLEET-CV-0021,6,85501.959527399,85.501959527399,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,21,FLEET-CV-0022,7,107684.020297443,107.684020297443,95.0,True,12.684020297442999,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,22,FLEET-CV-0023,7,113785.965005639,113.785965005639,95.0,True,18.785965005639,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,23,FLEET-CV-0024,6,119065.847160912,119.065847160912,95.0,True,24.065847160912,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,24,FLEET-CV-0025,7,88642.67171475099,88.64267171475099,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,25,FLEET-CV-0026,7,123343.188385944,123.343188385944,95.0,True,28.343188385944003,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,26,FLEET-CV-0027,7,110754.54297721,110.75454297721001,95.0,True,15.754542977210008,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,27,FLEET-CV-0028,6,109812.094033662,109.81209403366199,95.0,True,14.812094033661992,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,28,FLEET-CV-0029,7,103268.555623594,103.268555623594,95.0,True,8.268555623593997,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,29,FLEET-CV-0030,5,91595.980551674,91.595980551674,95.0,False,0.0,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,30,FLEET-CV-0031,7,124837.528256169,124.837528256169,95.0,True,29.837528256168994,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,31,FLEET-CV-0032,8,104679.852139514,104.679852139514,95.0,True,9.679852139513997,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,32,FLEET-CV-0033,6,102860.62984997401,102.860629849974,95.0,True,7.8606298499740035,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,33,FLEET-CV-0034,6,128976.636280589,128.976636280589,95.0,True,33.97663628058899,False
cn-cy-200c-03-V2-LOCATIONS,cy,200,3,34,FLEET-CV-0035,3,84764.0181365,84.7640181365,95.0,False,0.0,False
cn-cy-20c-01-V2-LOCATIONS,cy,20,1,0,FLEET-CV-0001,6,104540.635124872,104.540635124872,95.0,True,9.540635124871997,False
cn-cy-20c-01-V2-LOCATIONS,cy,20,1,1,FLEET-CV-0002,8,129024.297899523,129.024297899523,95.0,True,34.02429789952299,False
cn-cy-20c-01-V2-LOCATIONS,cy,20,1,2,FLEET-CV-0003,7,115476.276668822,115.476276668822,95.0,True,20.476276668821995,False
cn-cy-20c-01-V2-LOCATIONS,cy,20,1,3,FLEET-CV-0004,3,79367.896189286,79.367896189286,95.0,False,0.0,False
cn-cy-20c-02-V2-LOCATIONS,cy,20,2,0,FLEET-CV-0001,7,127238.740599938,127.238740599938,95.0,True,32.238740599938,False
cn-cy-20c-02-V2-LOCATIONS,cy,20,2,1,FLEET-CV-0002,9,195922.054390222,195.922054390222,95.0,True,100.922054390222,False
cn-cy-20c-02-V2-LOCATIONS,cy,20,2,2,FLEET-CV-0003,6,117619.083210469,117.619083210469,95.0,True,22.619083210469,False
cn-cy-20c-02-V2-LOCATIONS,cy,20,2,3,FLEET-CV-0004,2,72901.544897789,72.90154489778901,95.0,False,0.0,False
cn-cy-20c-03-V2-LOCATIONS,cy,20,3,0,FLEET-CV-0001,8,120363.714731713,120.363714731713,95.0,True,25.363714731713003,False
cn-cy-20c-03-V2-LOCATIONS,cy,20,3,1,FLEET-CV-0002,6,118780.37268395201,118.78037268395201,95.0,True,23.78037268395201,False
cn-cy-20c-03-V2-LOCATIONS,cy,20,3,2,FLEET-CV-0003,7,113316.581395703,113.31658139570301,95.0,True,18.31658139570301,False
cn-cy-20c-03-V2-LOCATIONS,cy,20,3,3,FLEET-CV-0004,3,71037.699833493,71.037699833493,95.0,False,0.0,False
cn-cy-25c-01-V2-LOCATIONS,cy,25,1,0,FLEET-CV-0001,8,134611.330254585,134.611330254585,95.0,True,39.611330254585,False
cn-cy-25c-01-V2-LOCATIONS,cy,25,1,1,FLEET-CV-0002,8,135451.123557519,135.451123557519,95.0,True,40.451123557519,False
cn-cy-25c-01-V2-LOCATIONS,cy,25,1,2,FLEET-CV-0003,7,150018.440288243,150.018440288243,95.0,True,55.018440288243,False
cn-cy-25c-01-V2-LOCATIONS,cy,25,1,3,FLEET-CV-0004,6,117309.093620402,117.309093620402,95.0,True,22.309093620401995,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,0,FLEET-CV-0001,8,139563.266356382,139.563266356382,95.0,True,44.563266356382,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,1,FLEET-CV-0002,7,141434.62487395998,141.43462487396,95.0,True,46.43462487395999,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,2,FLEET-CV-0003,7,100155.081601172,100.155081601172,95.0,True,5.155081601172,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,3,FLEET-CV-0004,6,111615.101694456,111.615101694456,95.0,True,16.615101694456,False
cn-cy-25c-02-V2-LOCATIONS,cy,25,2,4,FLEET-CV-0005,2,72901.544897789,72.90154489778901,95.0,False,0.0,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,0,FLEET-CV-0001,6,111285.018296504,111.285018296504,95.0,True,16.285018296504006,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,1,FLEET-CV-0002,7,100965.752738894,100.96575273889401,95.0,True,5.965752738894011,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,2,FLEET-CV-0003,6,90113.498271646,90.11349827164601,95.0,False,0.0,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,3,FLEET-CV-0004,7,139243.168309272,139.243168309272,95.0,True,44.243168309271994,False
cn-cy-25c-03-V2-LOCATIONS,cy,25,3,4,FLEET-CV-0005,4,86580.636351519,86.580636351519,95.0,False,0.0,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,0,FLEET-CV-0001,8,100722.341502525,100.722341502525,95.0,True,5.722341502524998,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,1,FLEET-CV-0002,5,58869.642471825,58.869642471824996,95.0,False,0.0,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,2,FLEET-CV-0003,6,68499.34384386,68.49934384386,95.0,False,0.0,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,3,FLEET-CV-0004,6,84612.434191201,84.612434191201,95.0,False,0.0,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,4,FLEET-CV-0005,8,133288.371948439,133.288371948439,95.0,True,38.28837194843899,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,5,FLEET-CV-0006,7,97986.69033563,97.98669033563,95.0,True,2.9866903356300014,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,6,FLEET-CV-0007,8,115082.441893436,115.082441893436,95.0,True,20.082441893436,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,7,FLEET-CV-0008,7,83131.353283323,83.131353283323,95.0,False,0.0,False
cn-cy-50c-01-V2-LOCATIONS,cy,50,1,8,FLEET-CV-0009,4,115658.55986435601,115.65855986435601,95.0,True,20.658559864356008,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,0,FLEET-CV-0001,8,86718.470196838,86.718470196838,95.0,False,0.0,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,1,FLEET-CV-0002,9,79106.581824124,79.106581824124,95.0,False,0.0,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,2,FLEET-CV-0003,5,68694.25803611599,68.694258036116,95.0,False,0.0,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,3,FLEET-CV-0004,3,54059.999606044,54.059999606044,95.0,False,0.0,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,4,FLEET-CV-0005,8,149630.205503371,149.630205503371,95.0,True,54.630205503371,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,5,FLEET-CV-0006,10,127360.79852388,127.36079852388,95.0,True,32.36079852388001,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,6,FLEET-CV-0007,7,138636.268870414,138.636268870414,95.0,True,43.636268870414,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,7,FLEET-CV-0008,7,120167.985588437,120.167985588437,95.0,True,25.167985588437006,False
cn-cy-50c-02-V2-LOCATIONS,cy,50,2,8,FLEET-CV-0009,2,83059.460881055,83.059460881055,95.0,False,0.0,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,0,FLEET-CV-0001,6,73487.182371386,73.48718237138601,95.0,False,0.0,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,1,FLEET-CV-0002,7,82286.456295728,82.286456295728,95.0,False,0.0,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,2,FLEET-CV-0003,8,90079.46486317899,90.07946486317898,95.0,False,0.0,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,3,FLEET-CV-0004,4,64386.800031273,64.386800031273,95.0,False,0.0,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,4,FLEET-CV-0005,6,110602.455661799,110.602455661799,95.0,True,15.602455661798999,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,5,FLEET-CV-0006,6,114712.993632597,114.712993632597,95.0,True,19.712993632597005,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,6,FLEET-CV-0007,8,136982.803557582,136.982803557582,95.0,True,41.982803557582,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,7,FLEET-CV-0008,7,114201.310605293,114.20131060529299,95.0,True,19.20131060529299,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,8,FLEET-CV-0009,6,120571.178785464,120.571178785464,95.0,True,25.571178785464,False
cn-cy-50c-03-V2-LOCATIONS,cy,50,3,9,FLEET-CV-0010,2,59114.775260632,59.114775260632,95.0,False,0.0,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,0,FLEET-CV-0001,8,89087.612019816,89.087612019816,95.0,False,0.0,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,1,FLEET-CV-0002,8,83197.782354801,83.197782354801,95.0,False,0.0,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,2,FLEET-CV-0003,8,83155.298847443,83.155298847443,95.0,False,0.0,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,3,FLEET-CV-0004,7,65990.152920273,65.990152920273,95.0,False,0.0,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,4,FLEET-CV-0005,6,82619.52164197499,82.619521641975,95.0,False,0.0,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,5,FLEET-CV-0006,9,127083.149129076,127.083149129076,95.0,True,32.083149129076006,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,6,FLEET-CV-0007,7,124249.41036971699,124.249410369717,95.0,True,29.249410369716998,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,7,FLEET-CV-0008,8,116494.294448742,116.494294448742,95.0,True,21.494294448741996,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,8,FLEET-CV-0009,8,128918.620241026,128.918620241026,95.0,True,33.91862024102599,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,9,FLEET-CV-0010,6,100972.564291094,100.97256429109399,95.0,True,5.972564291093988,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,10,FLEET-CV-0011,6,106068.361591057,106.068361591057,95.0,True,11.068361591056998,False
cn-cy-75c-01-V2-LOCATIONS,cy,75,1,11,FLEET-CV-0012,6,99196.059337376,99.196059337376,95.0,True,4.196059337375999,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,0,FLEET-CV-0001,7,76813.867406315,76.813867406315,95.0,False,0.0,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,1,FLEET-CV-0002,8,78494.642548605,78.494642548605,95.0,False,0.0,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,2,FLEET-CV-0003,7,83193.097680166,83.193097680166,95.0,False,0.0,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,3,FLEET-CV-0004,5,73019.345507644,73.019345507644,95.0,False,0.0,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,4,FLEET-CV-0005,7,87496.471238523,87.496471238523,95.0,False,0.0,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,5,FLEET-CV-0006,4,66303.311249533,66.303311249533,95.0,False,0.0,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,6,FLEET-CV-0007,9,146657.94705844202,146.65794705844203,95.0,True,51.65794705844203,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,7,FLEET-CV-0008,10,129110.340118355,129.110340118355,95.0,True,34.110340118355,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,8,FLEET-CV-0009,7,140318.897175898,140.318897175898,95.0,True,45.318897175898,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,9,FLEET-CV-0010,6,92476.012355176,92.47601235517601,95.0,False,0.0,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,10,FLEET-CV-0011,8,131673.505661273,131.673505661273,95.0,True,36.673505661273,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,11,FLEET-CV-0012,6,134881.677649728,134.881677649728,95.0,True,39.881677649728005,False
cn-cy-75c-02-V2-LOCATIONS,cy,75,2,12,FLEET-CV-0013,4,86171.879145453,86.171879145453,95.0,False,0.0,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,0,FLEET-CV-0001,8,75463.930176903,75.463930176903,95.0,False,0.0,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,1,FLEET-CV-0002,8,77027.547539818,77.027547539818,95.0,False,0.0,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,2,FLEET-CV-0003,9,85026.658488106,85.026658488106,95.0,False,0.0,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,3,FLEET-CV-0004,6,89409.482278294,89.409482278294,95.0,False,0.0,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,4,FLEET-CV-0005,5,70727.73560439,70.72773560439,95.0,False,0.0,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,5,FLEET-CV-0006,2,48092.25569153,48.09225569153,95.0,False,0.0,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,6,FLEET-CV-0007,8,110790.155400646,110.790155400646,95.0,True,15.790155400646,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,7,FLEET-CV-0008,7,126249.927358072,126.249927358072,95.0,True,31.249927358072,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,8,FLEET-CV-0009,7,138375.496234386,138.375496234386,95.0,True,43.37549623438599,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,9,FLEET-CV-0010,7,145730.58381099202,145.73058381099202,95.0,True,50.730583810992016,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,10,FLEET-CV-0011,8,165927.71224785,165.92771224785,95.0,True,70.92771224785,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,11,FLEET-CV-0012,7,104057.93943104299,104.057939431043,95.0,True,9.057939431042996,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,12,FLEET-CV-0013,5,102785.06996361101,102.78506996361101,95.0,True,7.785069963611008,False
cn-cy-75c-03-V2-LOCATIONS,cy,75,3,13,FLEET-CV-0014,2,67570.800251304,67.570800251304,95.0,False,0.0,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,0,FLEET-CV-0001,6,118931.588533695,118.931588533695,95.0,True,23.931588533695006,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,1,FLEET-CV-0002,9,122591.730363535,122.59173036353499,95.0,True,27.591730363534992,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,2,FLEET-CV-0003,7,106402.562316889,106.402562316889,95.0,True,11.402562316889004,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,3,FLEET-CV-0004,8,120066.179580437,120.06617958043701,95.0,True,25.06617958043701,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,4,FLEET-CV-0005,8,105726.177882391,105.726177882391,95.0,True,10.726177882391,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,5,FLEET-CV-0006,8,114050.966946212,114.05096694621199,95.0,True,19.050966946211986,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,6,FLEET-CV-0007,7,112387.692805751,112.38769280575099,95.0,True,17.387692805750987,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,7,FLEET-CV-0008,8,112603.647990295,112.60364799029499,95.0,True,17.603647990294988,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,8,FLEET-CV-0009,7,137301.21078037898,137.301210780379,95.0,True,42.301210780378995,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,9,FLEET-CV-0010,7,119120.490357364,119.120490357364,95.0,True,24.120490357364005,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,10,FLEET-CV-0011,5,102076.153702721,102.076153702721,95.0,True,7.076153702721001,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,11,FLEET-CV-0012,5,86155.408588282,86.155408588282,95.0,False,0.0,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,12,FLEET-CV-0013,8,84136.288844625,84.136288844625,95.0,False,0.0,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,13,FLEET-CV-0014,7,78303.82881441701,78.303828814417,95.0,False,0.0,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,14,FLEET-CV-0015,9,70537.777739112,70.537777739112,95.0,False,0.0,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,15,FLEET-CV-0016,6,46459.957527205,46.459957527205,95.0,False,0.0,False
cn-jjj-100c-01-V2-LOCATIONS,jjj,100,1,16,FLEET-CV-0017,2,50745.586236976,50.745586236976,95.0,False,0.0,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,0,FLEET-CV-0001,8,107352.547875034,107.35254787503399,95.0,True,12.352547875033991,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,1,FLEET-CV-0002,8,87961.507946771,87.96150794677101,95.0,False,0.0,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,2,FLEET-CV-0003,7,132380.86070540998,132.38086070541,95.0,True,37.38086070540999,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,3,FLEET-CV-0004,8,149477.938846964,149.477938846964,95.0,True,54.47793884696401,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,4,FLEET-CV-0005,7,96114.622980974,96.114622980974,95.0,True,1.114622980974005,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,5,FLEET-CV-0006,7,100414.415161215,100.414415161215,95.0,True,5.414415161215004,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,6,FLEET-CV-0007,7,105576.27081881999,105.57627081881999,95.0,True,10.576270818819992,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,7,FLEET-CV-0008,8,115154.523565805,115.154523565805,95.0,True,20.154523565804993,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,8,FLEET-CV-0009,7,114459.09306741999,114.45909306741999,95.0,True,19.459093067419985,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,9,FLEET-CV-0010,5,88352.924807886,88.352924807886,95.0,False,0.0,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,10,FLEET-CV-0011,6,97249.280612488,97.24928061248801,95.0,True,2.2492806124880076,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,11,FLEET-CV-0012,6,103207.462998995,103.207462998995,95.0,True,8.207462998994998,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,12,FLEET-CV-0013,2,88745.869071822,88.745869071822,95.0,False,0.0,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,13,FLEET-CV-0014,7,73650.020253505,73.650020253505,95.0,False,0.0,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,14,FLEET-CV-0015,7,72632.944186626,72.632944186626,95.0,False,0.0,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,15,FLEET-CV-0016,6,74293.505326806,74.293505326806,95.0,False,0.0,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,16,FLEET-CV-0017,7,68649.992746913,68.649992746913,95.0,False,0.0,False
cn-jjj-100c-02-V2-LOCATIONS,jjj,100,2,17,FLEET-CV-0018,5,72885.01321581,72.88501321581,95.0,False,0.0,False
cn-jjj-100c-03-V2-LOCATIONS,jjj,100,3,0,FLEET-CV-0001,8,88832.355027595,88.832355027595,95.0,False,0.0,False
cn-jjj-100c-03-V2-LOCATIONS,jjj,100,3,1,FLEET-CV-0002,6,110139.433538078,110.139433538078,95.0,True,15.139433538077995,False
