instance_id,seed,capacity_kwh,public_charge_power_kw,curve_id,feasible,total_cost_cny,route_hash,route_count,ev_route_count,depot_charging_session_count,public_charging_session_count,public_charging_minutes_total,public_charging_minutes_max,max_public_charge_end_soc_pct,taper_entered_session_count,station_charging_kwh,depot_charging_kwh,complete_candidate_evaluations,elapsed_seconds,independent_check_completed,violation_count,station_capacity_conflict_count,linear_routes_m17_recheck_feasible,linear_routes_m17_recheck_total_cost_cny,linear_routes_m17_recheck_violation_count,linear_routes_m17_recheck_violation_types,linear_routes_m17_recheck_station_capacity_conflict_count,linear_routes_m17_recheck_public_charging_session_count,linear_routes_m17_recheck_public_charging_minutes_total,linear_routes_m17_recheck_public_charging_minutes_max,linear_routes_m17_recheck_max_public_charge_end_soc_pct,linear_routes_m17_recheck_taper_entered_session_count
cn-prd-50c-01-V2-LOCATIONS,1,16.0,22.0,L100_control,True,2398.104604918465,d6da009bf6f88267c53edd1e597123e97df22c0af12b643c2026440c76b50407,9,3,0,1,29.063394994973397,29.063394994973397,81.6769760740705,0,10.656578164823578,0.0,14,1.103765584062785,True,0,0,True,2402.9614937827955,0,,0,1,29.14887556848802,29.14887556848802,81.6769760740705,0
cn-prd-50c-01-V2-LOCATIONS,1,16.0,22.0,M17_22KW_NORMAL_PWL,True,2398.1472990071265,d6da009bf6f88267c53edd1e597123e97df22c0af12b643c2026440c76b50407,9,3,0,1,29.14887556848802,29.14887556848802,81.6769760740705,0,10.656578164823578,0.0,14,1.3644621249986812,True,0,0,True,2402.9614937827955,0,,0,1,29.14887556848802,29.14887556848802,81.6769760740705,0
cn-prd-50c-01-V2-LOCATIONS,1,20.0,22.0,L100_control,True,2378.4332891608815,845e81acca022252b4952bca7537c23d03ee185e3a951c062aeb505f3bc5078a,9,3,0,1,18.154304085882487,18.154304085882487,65.3415808592564,0,6.6565781648235784,0.0,14,1.2287735829595476,True,0,0,True,2381.4668734299466,0,,0,1,18.207699097899784,18.207699097899784,65.3415808592564,0
cn-prd-50c-01-V2-LOCATIONS,1,20.0,22.0,M17_22KW_NORMAL_PWL,True,2378.45998666689,845e81acca022252b4952bca7537c23d03ee185e3a951c062aeb505f3bc5078a,9,3,0,1,18.207699097899784,18.207699097899784,65.3415808592564,0,6.6565781648235784,0.0,14,0.8565715420991182,True,0,0,True,2381.4668734299466,0,,0,1,18.207699097899784,18.207699097899784,65.3415808592564,0
cn-prd-50c-01-V2-LOCATIONS,1,24.0,22.0,L100_control,True,2357.7245406194365,b23fdc29c337cabd61740bbbd1cdedca5e3f86ecff00d6f605c03245132d3526,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.8057317909551784,True,0,0,True,2357.7245406194365,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,1,24.0,22.0,M17_22KW_NORMAL_PWL,True,2357.7245406194365,b23fdc29c337cabd61740bbbd1cdedca5e3f86ecff00d6f605c03245132d3526,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,1.0923702090512961,True,0,0,True,2357.7245406194365,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,1,28.0,22.0,L100_control,True,2348.5712374258433,02c5e60ce50afffec7c998944b562afd3c47bcd8a475478d946d23839797efed,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.7511190000222996,True,0,0,True,2348.5712374258433,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,1,28.0,22.0,M17_22KW_NORMAL_PWL,True,2348.5712374258433,02c5e60ce50afffec7c998944b562afd3c47bcd8a475478d946d23839797efed,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.8242632079636678,True,0,0,True,2348.5712374258433,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,1,32.0,22.0,L100_control,True,2337.215021861942,8071b5a28becf6229ebe608e8348b8f686ab7d0d00b296ccfcf48c35580705b4,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.7307150419801474,True,0,0,True,2337.215021861942,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,1,32.0,22.0,M17_22KW_NORMAL_PWL,True,2337.215021861942,8071b5a28becf6229ebe608e8348b8f686ab7d0d00b296ccfcf48c35580705b4,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.7549639579374343,True,0,0,True,2337.215021861942,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,2,16.0,22.0,L100_control,True,2405.3637915558056,914ad02d52290a41b95d5ae2365d2e66e21a80e745b08109600a7254240b8f92,9,3,0,2,41.4487570172581,31.263050613823474,88.42435960566723,1,15.197877572994638,0.0,14,0.9401992498897016,True,0,0,True,2413.1828461203704,0,,0,2,43.15392786145854,32.938263498013804,88.42435960566723,1
cn-prd-50c-01-V2-LOCATIONS,2,16.0,22.0,M17_22KW_NORMAL_PWL,True,2405.5097818547965,500da1bba07a15b84b60a031f37da130d8c27b59ba2a0ab33213cb3a86788643,9,3,0,2,37.23884337472066,27.02317901127592,77.38870908284599,0,13.614200803661314,0.0,14,1.215265375096351,True,0,0,True,2413.1828461203704,0,,0,2,43.15392786145854,32.938263498013804,88.42435960566723,1
cn-prd-50c-01-V2-LOCATIONS,2,20.0,22.0,L100_control,True,2370.6995674139735,49aa4e4ba91232a7d80cf877d7d9fd0be50f19d768fe79393e22fddb8240c848,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.9334889999590814,True,0,0,True,2370.6995674139735,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,2,20.0,22.0,M17_22KW_NORMAL_PWL,True,2370.6995674139735,49aa4e4ba91232a7d80cf877d7d9fd0be50f19d768fe79393e22fddb8240c848,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,1.3739851670106873,True,0,0,True,2370.6995674139735,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,2,24.0,22.0,L100_control,True,2349.5837877922004,fd55223bc1cd4d538c22ceab804f29143d7f8b791f21bf80b1e2b0d051dfa899,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,1.2270637080073357,True,0,0,True,2349.5837877922004,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,2,24.0,22.0,M17_22KW_NORMAL_PWL,True,2349.5837877922004,fd55223bc1cd4d538c22ceab804f29143d7f8b791f21bf80b1e2b0d051dfa899,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.8163499580696225,True,0,0,True,2349.5837877922004,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,2,28.0,22.0,L100_control,True,2345.329756900699,69d31a83a7c42ab7e1185ce0223d1e9734b228a86b271fe41c865c4b65aa5ab6,9,3,0,1,11.475550765115,11.475550765115,66.17759461492774,0,4.207701947208834,0.0,14,0.794077374972403,True,0,0,True,2347.247321469146,0,,0,1,11.5093023850124,11.5093023850124,66.17759461492774,0
cn-prd-50c-01-V2-LOCATIONS,2,28.0,22.0,M17_22KW_NORMAL_PWL,True,2345.3466327106476,69d31a83a7c42ab7e1185ce0223d1e9734b228a86b271fe41c865c4b65aa5ab6,9,3,0,1,11.5093023850124,11.5093023850124,66.17759461492774,0,4.207701947208834,0.0,14,0.8229305829154328,True,0,0,True,2347.247321469146,0,,0,1,11.5093023850124,11.5093023850124,66.17759461492774,0
cn-prd-50c-01-V2-LOCATIONS,2,32.0,22.0,L100_control,True,2328.580963593687,15c2285c92cc561c6a138fd36f360e39a73c17bf475e3ea6b22d7c4c96a27daf,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.7901377499802038,True,0,0,True,2328.580963593687,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,2,32.0,22.0,M17_22KW_NORMAL_PWL,True,2328.580963593687,15c2285c92cc561c6a138fd36f360e39a73c17bf475e3ea6b22d7c4c96a27daf,9,3,0,0,0,0.0,0.0,0,0.0,0.0,14,0.7985235420055687,True,0,0,True,2328.580963593687,0,,0,0,0,0.0,0.0,0
cn-prd-50c-01-V2-LOCATIONS,3,16.0,22.0,L100_control,True,2399.967146442883,a3b016b1ed2ae0652f7f170f159e13c2a8f4d523426aa59e6a8fbbf501636cf6,9,3,0,2,39.24910139840803,29.063394994973397,81.6769760740705,0,14.391337179416277,0.0,14,0.9135228749364614,True,0,0,True,2406.6257849445133,0,,0,2,39.364539931932754,29.14887556848802,81.6769760740705,0
