#{"t_start": 1781807441.08975, "env_id": "None"}
r,l,t,actual_evals,candidate_scores,repair_delta_count,best_obj,violation_count
470.0,16000,2079.062999,16000,16000,1017331,3786.602876802777,0
345.0,16000,2079.063994,16000,16000,994973,5786.765250591921,0
385.0,16000,2079.064009,16000,16000,1029641,7579.139362975442,0
255.0,16000,2079.064017,16000,16000,965002,3694.9232245179765,0
340.0,16000,2079.064024,16000,16000,986128,5749.308073118658,0
359.84354,16000,2079.06403,16000,16000,1024961,7642.633077262936,0
285.0,16000,2079.06404,16000,16000,1019801,3815.0056756619138,0
300.0,16000,2079.064047,16000,16000,978640,5772.578596347688,0
339.62552,16000,2079.064053,16000,16000,1044279,7661.112816349217,0
