instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-cy-100c-01-V2-LOCATIONS,13,100,5177.158485894594,5176.15253750226,-1.0059483923341759,True,5285.201519052848,5176.15253750226,5178.1138209730825,False,True,True,278,341,648,two_stage_best_parent,375.4679349999933,10,9,17,16,12,11,27,26,True,True,PASS
cn-cy-150c-01-V2-LOCATIONS,13,150,7359.253304643218,7359.253304643218,0.0,False,7399.975816467791,7363.262072916826,7369.234889438172,True,True,True,280,426,1002,protected_stage_1,594.8278950419917,14,13,21,20,21,20,22,21,True,True,PASS
cn-jjj-100c-01-V2-LOCATIONS,13,100,4880.08238199995,4875.940024203254,-4.142357796695251,True,4977.558911507091,4884.252835054727,4875.940024203254,True,False,True,280,493,879,two_stage_best_parent,450.18316045802203,5,4,21,20,17,16,27,26,True,True,PASS
cn-jjj-150c-01-V2-LOCATIONS,13,150,6933.49706797779,6922.754149163804,-10.742918813985852,True,6995.40023886665,6922.754149163804,6925.118295029251,False,True,True,280,593,1063,two_stage_best_parent,595.1794654169935,11,10,20,19,22,21,19,18,True,True,PASS
cn-prd-100c-01-V2-LOCATIONS,13,100,4312.568682805785,4312.448489640502,-0.12019316528312629,True,4393.46403737785,4312.448489640502,4312.448489640502,False,False,True,280,348,594,two_stage_best_parent,327.36839241700363,14,13,20,19,17,16,29,28,True,True,PASS
cn-prd-150c-01-V2-LOCATIONS,13,150,7248.867230923898,7230.982814837801,-17.88441608609719,True,7260.556631395396,7240.907307453685,7230.982814837801,True,False,True,280,551,1239,two_stage_best_parent,600.4106472079875,24,23,22,21,18,17,31,30,True,True,PASS
