profile,destroy_id,repair_id,pair,attempts,accepted_count,best_improved_count,unchanged_count,accepted_rate,best_improved_rate,unchanged_rate,mean_candidate_route_count_delta,best_improved_top3_member,budget
A10_ELITE_ARCHIVE_RESTART,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,31250,8598,605,14234,0.275136,0.01936,0.455488,0.169152,True,4000
A10_ELITE_ARCHIVE_RESTART,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,25321,7079,438,11982,0.2795703171280755,0.017297895027842503,0.47320405987125314,0.1148848781643695,True,4000
A10_ELITE_ARCHIVE_RESTART,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,10811,1930,87,7287,0.17852187586717233,0.008047359171214503,0.6740357043751735,0.05577652391083156,False,4000
A10_ELITE_ARCHIVE_RESTART,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,10670,1707,101,5791,0.15998125585754452,0.009465791940018745,0.5427366447985005,0.1641049671977507,False,4000
A10_ELITE_ARCHIVE_RESTART,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,10497,1739,107,7545,0.16566638087072497,0.010193388587215396,0.7187767933695342,0.053253310469658,True,4000
A10_ELITE_ARCHIVE_RESTART,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,9994,945,94,6289,0.09455673404042425,0.009405643386031618,0.629277566539924,0.232939763858315,False,4000
A10_ELITE_ARCHIVE_RESTART,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,9176,1464,56,6522,0.15954664341761116,0.006102877070619006,0.710767218831735,0.03792502179598954,False,4000
A10_ELITE_ARCHIVE_RESTART,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,9140,1469,62,6625,0.16072210065645515,0.006783369803063457,0.7248358862144421,0.04299781181619256,False,4000
A10_ELITE_ARCHIVE_RESTART,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,8948,387,62,2081,0.043249888243182835,0.006928922664282521,0.23256593652212784,0.0,False,4000
A10_ELITE_ARCHIVE_RESTART,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,8852,285,82,5973,0.03219611387257117,0.009263443289652055,0.6747627654767284,0.1351107094441934,False,4000
A10_ELITE_ARCHIVE_RESTART,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,8205,1041,28,4578,0.12687385740402193,0.003412553321145643,0.5579524680073126,0.125533211456429,False,4000
A10_ELITE_ARCHIVE_RESTART,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,8153,847,30,4199,0.10388813933521403,0.00367962713111738,0.5150251441187293,0.11161535631056053,False,4000
A10_ELITE_ARCHIVE_RESTART,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,7884,220,60,1847,0.027904616945712835,0.0076103500761035,0.23427194317605277,0.0,False,4000
A10_ELITE_ARCHIVE_RESTART,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,7881,1076,27,4618,0.13653089709427738,0.0034259611724400457,0.5859662479380789,0.10569724654231696,False,4000
A10_ELITE_ARCHIVE_RESTART,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,7038,204,40,2074,0.028985507246376812,0.005683432793407218,0.2946859903381642,0.0,False,4000
A10_ELITE_ARCHIVE_RESTART,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,6346,143,28,4482,0.022533879609202646,0.00441222817522849,0.7062716671919319,0.16183422628427355,False,4000
A10_ELITE_ARCHIVE_RESTART,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,5746,111,20,3679,0.01931778628611208,0.003480682213713888,0.6402714932126696,0.1493212669683258,False,4000
A10_ELITE_ARCHIVE_RESTART,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,5271,199,7,4394,0.03775374691709353,0.0013280212483399733,0.8336179093151205,0.0827167520394612,False,4000
A10_ELITE_ARCHIVE_RESTART,elite_archive_restart,elite_archive_restart,elite_archive_restart+elite_archive_restart,259,3,0,0,0.011583011583011582,0.0,0.0,UNKNOWN,False,4000
A8_ROUTE_POOL_RECOMBINATION,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,31177,8607,592,14167,0.2760688969432595,0.018988356801488276,0.45440549122750745,0.16788016807261763,True,4000
A8_ROUTE_POOL_RECOMBINATION,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,25389,7113,440,11989,0.28016069951553824,0.017330339910985072,0.4722123754381819,0.11603450313127732,True,4000
A8_ROUTE_POOL_RECOMBINATION,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,10748,1897,87,7257,0.1764979531075549,0.008094529214737625,0.675195385187942,0.05628954224041682,False,4000
A8_ROUTE_POOL_RECOMBINATION,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,10671,1714,102,5809,0.1606222472120701,0.009558616811920157,0.5443725986318059,0.1609970949301846,False,4000
A8_ROUTE_POOL_RECOMBINATION,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,10571,1774,108,7584,0.16781761422760383,0.010216630403935294,0.7174344905874562,0.054110301768990635,True,4000
A8_ROUTE_POOL_RECOMBINATION,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,10092,1009,94,6287,0.09998018232263178,0.00931430836305985,0.6229686880697582,0.23117320650019818,False,4000
A8_ROUTE_POOL_RECOMBINATION,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,9217,1503,61,6648,0.1630682434631659,0.006618205489855701,0.7212759032223066,0.04491700119344689,False,4000
A8_ROUTE_POOL_RECOMBINATION,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,9191,1449,55,6539,0.15765422696115766,0.005984114895005984,0.7114568599717115,0.039603960396039604,False,4000
A8_ROUTE_POOL_RECOMBINATION,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,8895,388,63,2073,0.04362001124227094,0.007082630691399663,0.2330522765598651,0.0,False,4000
A8_ROUTE_POOL_RECOMBINATION,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,8811,282,79,5968,0.032005447735784814,0.008966065145840427,0.6773351492452616,0.13539893315174215,False,4000
A8_ROUTE_POOL_RECOMBINATION,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,8213,1042,28,4599,0.1268720321441617,0.0034092292706684527,0.5599659077072933,0.12382807743820771,False,4000
A8_ROUTE_POOL_RECOMBINATION,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,8170,852,31,4215,0.10428396572827417,0.0037943696450428396,0.5159118727050184,0.10930232558139535,False,4000
A8_ROUTE_POOL_RECOMBINATION,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,7898,220,60,1853,0.027855153203342618,0.007596859964547987,0.23461635857179033,0.0,False,4000
A8_ROUTE_POOL_RECOMBINATION,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,7875,1080,27,4601,0.13714285714285715,0.0034285714285714284,0.5842539682539682,0.10615873015873016,False,4000
A8_ROUTE_POOL_RECOMBINATION,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,7029,203,39,2071,0.028880352824014795,0.005548442168160478,0.29463650590411156,0.0,False,4000
A8_ROUTE_POOL_RECOMBINATION,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,6308,152,27,4447,0.024096385542168676,0.004280279010779962,0.7049778059606848,0.16122384273937856,False,4000
A8_ROUTE_POOL_RECOMBINATION,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,5792,112,19,3680,0.019337016574585635,0.0032803867403314916,0.6353591160220995,0.14968922651933703,False,4000
A8_ROUTE_POOL_RECOMBINATION,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,5280,192,7,4408,0.03636363636363636,0.0013257575757575758,0.8348484848484848,0.0821969696969697,False,4000
A8_ROUTE_POOL_RECOMBINATION,route_pool_recombination,route_pool_recombination,route_pool_recombination+route_pool_recombination,115,0,0,0,0.0,0.0,0.0,UNKNOWN,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,31121,8546,593,14138,0.274605571800392,0.019054657626682948,0.4542913145464477,0.16827865428488803,True,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,25224,6982,440,12002,0.2767998731366952,0.017443704408499842,0.47581668252457976,0.11512844909609896,True,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,10860,1950,87,7313,0.17955801104972377,0.008011049723756906,0.6733885819521178,0.056353591160221,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,10673,1702,102,5822,0.15946781598425935,0.00955682563477935,0.5454886161341703,0.16171648083950155,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,10543,1747,107,7588,0.16570236175661576,0.010148913971355401,0.7197192449966803,0.05415915773499004,True,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,10092,1002,94,6318,0.09928656361474435,0.00931430836305985,0.6260404280618311,0.2318668252080856,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,9217,1497,56,6531,0.1624172724313768,0.006075729630031464,0.7085819681024195,0.040034718455028755,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,9195,1498,62,6632,0.16291462751495378,0.006742794997281131,0.7212615551930397,0.04491571506253399,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,8911,387,62,2076,0.0434294691953765,0.006957692739310964,0.23297048591628325,0.0,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,8836,280,80,5981,0.03168854685377999,0.009053870529651425,0.6768899954730647,0.13682661837935717,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,8202,1036,28,4611,0.1263106559375762,0.003413801511826384,0.5621799561082663,0.12362838332114119,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,8129,845,30,4196,0.10394882519375077,0.0036904908352810924,0.5161766514946488,0.1094845614466724,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,7919,1089,27,4619,0.1375173633034474,0.0034095214042177044,0.5832807172622806,0.10721050637706782,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,7895,220,60,1852,0.02786573780873971,0.007599746675110829,0.23457884737175427,0.0,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,7006,203,39,2068,0.028975164145018554,0.005566657151013417,0.295175563802455,0.0,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,6319,150,27,4454,0.023737933217281217,0.004272827979110619,0.7048583636651369,0.16110144010128186,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,5789,111,19,3681,0.01917429607877008,0.0032820867161858698,0.6358611159094835,0.15218517878735532,False,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,5296,197,7,4418,0.037197885196374625,0.0013217522658610272,0.834214501510574,0.08251510574018127,False,4000
