profile,observed_pair_count,expected_pair_count,total_attempts,pair_entropy,normalized_pair_entropy,top1_pair_share,top2_pair_share,top3_pair_share,starving_pair_count,best_improved_total,best_improved_top1_share,best_improved_top3_share,budget
A10_ELITE_ARCHIVE_RESTART,19,19,191442,2.755688770525223,0.9358960365703853,0.16323481785606084,0.295499420189927,0.35197083189686695,1,1934,0.31282316442605995,0.594622543950362,4000
A8_ROUTE_POOL_RECOMBINATION,19,19,191442,2.752855712508146,0.9349338641371571,0.16285350132154908,0.29547330261907,0.35161563293321213,1,1919,0.3084940072954664,0.594059405940594,4000
A9_RVND_SWAPSTAR_LOCAL_SEARCH,18,19,191227,2.7504933126848106,0.9341315381796315,0.16274375480449937,0.2946498140952899,0.3514409576053591,1,1920,0.30885416666666665,0.59375,4000
