HGS-E_cost,HGS-E_cpu_seconds,HGS-E_curve_points,HGS-E_emissions_kg,HGS-E_strict_decreases,HGS-F_cost,HGS-F_cpu_seconds,HGS-F_curve_points,HGS-F_emissions_kg,HGS-F_strict_decreases,HGS-M_cost,HGS-M_cpu_seconds,HGS-M_curve_points,HGS-M_emissions_kg,HGS-M_strict_decreases,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,MV-HGS-SP_curve_points,MV-HGS-SP_emissions_kg,MV-HGS-SP_strict_decreases,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,all_independently_feasible,base_mip_dual_bound,base_mip_gap,base_mip_incumbent_available,base_mip_objective,base_mip_status,base_route_pool_size,base_source,best_current_single_view_cost,budget_padding_rechecks,budget_padding_reference_arm,complete_candidate_attempts,expanded_mip_dual_bound,expanded_mip_gap,expanded_mip_incumbent_available,expanded_mip_objective,expanded_mip_status,expanded_route_pool_size,historical_archive_selection_complete,historical_capacity_exhausted_stage_count,historical_diversity_selected_count,historical_population_candidate_references,historical_population_snapshot_count,historical_quality_selected_count,historical_selected_count,history_archive_ledger_complete,improvement_over_protected_stage_1,input_manifest_sha256,instance_id,mip_time_limit_seconds_per_stage,protected_stage_1_cost,region,responsibility_map_sha256,route_fusion_incremental_improvement,search_complete_candidate_attempts,seed,selected_source,stage_1_iterations_per_view,stage_2_iterations_per_view,status,task_id,tier,total_iterations_per_view,trajectory_sha256,wallclock_safety_triggered,warm_route_types_preserved,witness_sha256
1219.9636463183404,31.33188824998797,2,103.53873837756235,1,1241.43609073993,31.500763333024224,4,109.55931112034894,3,1219.9636463183404,33.2621061669779,2,103.53873837756235,1,1219.9636463183404,96.27061816700734,5,103.53873837756235,4,True,True,True,True,1219.9636463183397,0.0,True,1219.9636463183397,OPTIMAL,64,stage_1_parent,1219.9636463183404,0,HGS-F,280,1219.9636463183401,0.0,True,1219.9636463183401,OPTIMAL,68,True,0,72,5188,120,72,144,True,0.0,b5cde1010d8cf06af0aaa45a852d15bad3eeb4cefa5266f9ea6ae363602f89f0,cn-cy-20c-02-V2-LOCATIONS,30.0,1219.9636463183404,cy,2fc0081e39dcd5e0d8892eb39c6181d8f28e5db00f46dddfe2768b4458713540,0.0,280,4,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed4,20,25000,764f4c653b1310ef1aeb0826925764c9db293636c3659df05de88993af3c9682,False,True,f59deb16fc4785aad168fbb1e964398b543418d22f53cf34b7fe31cb679390a1
1219.9636463183404,30.939632042020094,2,103.53873837756235,1,1241.43609073993,31.55664045899175,3,109.55931112034894,2,1219.9636463183404,33.65795037400676,2,103.53873837756235,1,1219.9636463183404,96.33058050001273,4,103.53873837756235,3,True,True,True,True,1219.9636463183404,0.0,True,1219.9636463183404,OPTIMAL,64,stage_1_parent,1219.9636463183404,0,HGS-F,280,1219.9636463183404,0.0,True,1219.9636463183404,OPTIMAL,69,True,0,72,5333,120,72,144,True,0.0,b5cde1010d8cf06af0aaa45a852d15bad3eeb4cefa5266f9ea6ae363602f89f0,cn-cy-20c-02-V2-LOCATIONS,30.0,1219.9636463183404,cy,2fc0081e39dcd5e0d8892eb39c6181d8f28e5db00f46dddfe2768b4458713540,0.0,280,5,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-20c-02-V2-LOCATIONS__seed5,20,25000,fb26b1383b893986aecc1fa872f25fcb053bb8f50af43be506d069990e01716d,False,True,4f1eb9bb7049f1860a07b8763f63d4305629263d7da4da477b646a0707f15647
1226.8506051718323,39.834422583982814,3,104.81212102235983,2,1228.6044572759502,34.96590641699731,3,105.83579318327725,2,1226.8506051718323,38.59404762496706,4,104.81212102235983,3,1226.8506051718323,113.54597487501451,4,104.81212102235983,3,True,True,True,True,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,stage_1_parent,1226.8506051718323,0,HGS-F,280,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,True,0,72,5214,120,72,144,True,0.0,c5906d0989f4156737069815a524f6f054f080b148f1a8894797a647aa689f81,cn-cy-20c-03-V2-LOCATIONS,30.0,1226.8506051718323,cy,2fc0081e39dcd5e0d8892eb39c6181d8f28e5db00f46dddfe2768b4458713540,0.0,280,1,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed1,20,25000,7f8c7f8483115f6eba31db22131f5c9e466c4b80a12d7806e5be765ff7f9e2c3,False,True,80dd09301de2a4bf845ef5178beb49954e3b01cd0cca1130ee6b1ed572614685
1226.8506051718323,38.69652958397637,2,104.81212102235983,1,1228.6044572759502,34.84912099997746,3,105.83579318327725,2,1226.8506051718323,38.78053879199433,3,104.81212102235983,2,1226.8506051718323,112.48440612500417,3,104.81212102235983,2,True,True,True,True,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,stage_1_parent,1226.8506051718323,0,HGS-F,280,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,True,0,72,5512,120,72,144,True,0.0,c5906d0989f4156737069815a524f6f054f080b148f1a8894797a647aa689f81,cn-cy-20c-03-V2-LOCATIONS,30.0,1226.8506051718323,cy,2fc0081e39dcd5e0d8892eb39c6181d8f28e5db00f46dddfe2768b4458713540,0.0,280,2,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed2,20,25000,c3e97e17044ad56feb69038f87432ce1141323a8927f9106a91002b003de68f2,False,True,3c5b431f811bb701e195e1a4c459a86144bcd30dd8a0e74fe54af80efcd553ab
1226.8506051718323,38.06399270799011,3,104.81212102235983,2,1228.6044572759502,36.43222145800246,3,105.83579318327725,2,1226.8506051718323,38.68454395799199,3,104.81212102235983,2,1226.8506051718323,113.3343175839982,4,104.81212102235983,3,True,True,True,True,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,stage_1_parent,1226.8506051718323,0,HGS-F,280,1226.8506051718318,0.0,True,1226.8506051718318,OPTIMAL,48,True,0,72,5322,120,72,144,True,0.0,c5906d0989f4156737069815a524f6f054f080b148f1a8894797a647aa689f81,cn-cy-20c-03-V2-LOCATIONS,30.0,1226.8506051718323,cy,2fc0081e39dcd5e0d8892eb39c6181d8f28e5db00f46dddfe2768b4458713540,0.0,280,3,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed3,20,25000,4b14243ef8fe2c020ec89b00d68752a5f365a538552aea99463a45ad4e0c2ffc,False,True,15f823c0380e6715da735f2aad6366cbd3ed089f694c0f6729936622e8b8818b
1226.8506051718323,38.81876912500593,3,104.81212102235983,2,1228.6044572759502,35.88807070697658,3,105.83579318327725,2,1226.8506051718323,40.91128075000597,3,104.81212102235983,2,1226.8506051718323,115.7917827500205,4,104.81212102235983,3,True,True,True,True,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,stage_1_parent,1226.8506051718323,0,HGS-F,280,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,True,0,72,5343,120,72,144,True,0.0,c5906d0989f4156737069815a524f6f054f080b148f1a8894797a647aa689f81,cn-cy-20c-03-V2-LOCATIONS,30.0,1226.8506051718323,cy,2fc0081e39dcd5e0d8892eb39c6181d8f28e5db00f46dddfe2768b4458713540,0.0,280,4,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed4,20,25000,8d350e6417016cd761e0253f7b0a7cef678c2b31e925daff73b3c2ef5a2b4ccd,False,True,3dfd30ea86924b3833cb7a05ae0004b7bdecb154e9c426d86952166dd88461e4
1226.8506051718323,37.47076837599161,3,104.81212102235983,2,1228.6044572759502,38.14772541698767,3,105.83579318327725,2,1226.8506051718323,39.55168695800239,3,104.81212102235983,2,1226.8506051718323,115.32258116599405,4,104.81212102235983,3,True,True,True,True,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,stage_1_parent,1226.8506051718323,0,HGS-F,280,1226.850605171832,0.0,True,1226.850605171832,OPTIMAL,46,True,0,72,5252,120,72,144,True,0.0,c5906d0989f4156737069815a524f6f054f080b148f1a8894797a647aa689f81,cn-cy-20c-03-V2-LOCATIONS,30.0,1226.8506051718323,cy,2fc0081e39dcd5e0d8892eb39c6181d8f28e5db00f46dddfe2768b4458713540,0.0,280,5,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-20c-03-V2-LOCATIONS__seed5,20,25000,d79c37f4291be7b76acd10d6c7aae8a339e31c2f675e04226a300f1169d7261f,False,True,fd1a364f75dad80355beaea9c2c0c0e5273576bb494775b7364864a044355234
1287.1206743588011,42.97053233301267,3,115.69593879127251,2,1297.5411611946786,45.287974792008754,3,118.4422023351857,2,1287.1206743588011,40.889314666972496,2,115.69593879127251,1,1287.1206743588011,129.32345275001717,4,115.69593879127251,3,True,True,True,True,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,71,stage_1_parent,1287.1206743588011,0,HGS-F,280,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,79,True,0,72,5560,120,72,144,True,0.0,b44d897b334fbea4aa19d641bb3bb03fc7c7b73433b5e5a2931a6d660d9a5ed5,cn-cy-25c-01-V2-LOCATIONS,30.0,1287.1206743588011,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,1,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed1,25,25000,824bf368a64c051e9cc6ef64692aac58b013d1cb778451f22953ea1f692d98f8,False,True,f532e3548d6c9c72d3707d2f27e6cd99abf95dafcc18927dd3c3ec2eadc6dd7e
1287.1206743588011,40.652070667012595,3,115.69593879127251,2,1297.5411611946786,45.115118709014496,3,118.4422023351857,2,1287.1206743588011,41.267572667013155,3,115.69593879127251,2,1287.1206743588011,127.20421708299546,4,115.69593879127251,3,True,True,True,True,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,70,stage_1_parent,1287.1206743588011,0,HGS-F,280,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,80,True,0,72,5356,120,72,144,True,0.0,b44d897b334fbea4aa19d641bb3bb03fc7c7b73433b5e5a2931a6d660d9a5ed5,cn-cy-25c-01-V2-LOCATIONS,30.0,1287.1206743588011,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,2,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed2,25,25000,f8fdfd11330a4db69ee5260c24da76276838b424d482a489380ba84b71de3072,False,True,9d6ab2aea5079e3ac3af87aabcb8dfc77c1a5e4f42507edea31fdeca4e1b1c65
1287.1206743588011,42.032812167017255,3,115.69593879127251,2,1297.5411611946786,45.20607141699293,3,118.4422023351857,2,1287.1206743588011,40.210820249980316,4,115.69593879127251,3,1287.1206743588011,127.60807512502652,4,115.69593879127251,3,True,True,True,True,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,74,stage_1_parent,1287.1206743588011,0,HGS-F,280,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,80,True,0,72,5306,120,72,144,True,0.0,b44d897b334fbea4aa19d641bb3bb03fc7c7b73433b5e5a2931a6d660d9a5ed5,cn-cy-25c-01-V2-LOCATIONS,30.0,1287.1206743588011,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,3,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed3,25,25000,2e09bbd632cde44b153356d8b28d90ca963bff1120be34f879400904d424f7aa,False,True,3e73fed6f898e5ee48457b86ca11afc5d08c29fa94c833e3c8bc6b789ae199c1
1287.1206743588011,40.89508854201995,3,115.69593879127251,2,1297.5411611946786,45.93336708296556,3,118.4422023351857,2,1287.1206743588011,41.62562437498127,3,115.69593879127251,2,1287.1206743588011,128.62559912499273,4,115.69593879127251,3,True,True,True,True,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,72,stage_1_parent,1287.1206743588011,0,HGS-F,280,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,81,True,0,72,5209,120,72,144,True,0.0,b44d897b334fbea4aa19d641bb3bb03fc7c7b73433b5e5a2931a6d660d9a5ed5,cn-cy-25c-01-V2-LOCATIONS,30.0,1287.1206743588011,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,4,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed4,25,25000,7b1fc49da3fa81f718cf599fe62b0209c982cac33858ce6a2e1f1cddf9ab94f6,False,True,6ee6a329411db6aacf74b2f72a65845cd95260dafd147c62b1c586096721b810
1287.1206743588011,42.396965583990095,3,115.69593879127251,2,1297.5411611946786,44.77862645802088,3,118.4422023351857,2,1287.1206743588011,41.78835533300298,4,115.69593879127251,3,1287.1206743588011,129.12622937498963,4,115.69593879127251,3,True,True,True,True,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,75,stage_1_parent,1287.1206743588011,0,HGS-F,280,1287.1206743588011,0.0,True,1287.1206743588011,OPTIMAL,80,True,0,72,5330,120,72,144,True,0.0,b44d897b334fbea4aa19d641bb3bb03fc7c7b73433b5e5a2931a6d660d9a5ed5,cn-cy-25c-01-V2-LOCATIONS,30.0,1287.1206743588011,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,5,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-01-V2-LOCATIONS__seed5,25,25000,dec84ce096a66f9ee296ba04e5580f74f7b906d37dfdf7a5e53c0ab9c910ab59,False,True,bc99e6aca8cb7ee59c4897a449fb40eaf342734e3c96fc86501d7d641ff50069
1445.3985408390429,40.82646854099585,4,151.98715872445678,3,1444.05670437874,37.66088262599078,7,151.68541927757155,6,1441.5252141764643,39.64899591699941,8,150.71321039716904,7,1441.5252141764643,118.45001416601008,8,150.71321039716904,7,True,True,True,True,1474.0142201686817,0.0,True,1474.0142201686817,OPTIMAL,85,stage_1_parent,1441.5252141764643,0,HGS-F,280,1441.5252141764643,0.0,True,1441.5252141764643,OPTIMAL,124,True,0,72,5129,120,72,144,True,32.4890059922177,4d2f3d4eb599e1f052077c79a43f746e82973b5a5346e02944507954c9275ad5,cn-cy-25c-02-V2-LOCATIONS,30.0,1474.014220168682,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,1,two_stage_best_parent,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-02-V2-LOCATIONS__seed1,25,25000,b19d95b7555a56a5bb2e012eb14450e2d4ac20c6ced73e2850f49a5cd995534e,False,True,79efbec58c81100105a4cbe0895c7d02f6344655a4e01dfadacfffea5c255ea4
1478.9456568731896,38.3215619160037,2,116.99760886191257,1,1441.5252141764643,38.9915592080215,10,150.71321039716904,9,1444.05670437874,42.950369792000856,5,151.68541927757155,4,1441.5252141764643,120.47555704202387,9,150.71321039716904,8,True,True,True,True,1444.05670437874,0.0,True,1444.05670437874,OPTIMAL,71,stage_1_base_pool_mip,1441.5252141764643,0,HGS-F,280,1441.5252141764643,0.0,True,1441.5252141764643,OPTIMAL,104,True,0,72,5234,120,72,144,True,2.5314902022757906,4d2f3d4eb599e1f052077c79a43f746e82973b5a5346e02944507954c9275ad5,cn-cy-25c-02-V2-LOCATIONS,30.0,1444.05670437874,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,2,two_stage_best_parent,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-02-V2-LOCATIONS__seed2,25,25000,69b25cecffc4071764e392dac77a6e28c867d733e7ab5a11afd5c4765caaca57,False,True,9ad3ebbf898919353e9128375cad5ba0cc091e7c2e08d4b4beb8cf97b86aa0a5
1478.9456568731896,41.30755570801557,3,116.99760886191257,2,1444.05670437874,37.417562708986225,8,151.68541927757155,7,1444.05670437874,41.11475866602268,10,151.68541927757155,9,1444.05670437874,120.21990366600221,8,151.68541927757155,7,True,True,True,True,1462.1301497517245,0.0,True,1462.1301497517245,OPTIMAL,73,stage_1_parent,1444.05670437874,0,HGS-F,280,1444.05670437874,0.0,True,1444.05670437874,OPTIMAL,129,True,0,72,5291,120,72,144,True,18.07344537298468,4d2f3d4eb599e1f052077c79a43f746e82973b5a5346e02944507954c9275ad5,cn-cy-25c-02-V2-LOCATIONS,30.0,1462.1301497517247,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,3,two_stage_best_parent,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-02-V2-LOCATIONS__seed3,25,25000,f37e3d2b6203a0181854f25f36fd94104f1d2d413c6d3178516c664944925ba1,False,True,8e9024829a19e459a9d6e813f6da358707be39bfba7b31d4c7ce3d0e27f5b1a9
1444.05670437874,48.56424504099414,5,151.68541927757155,4,1444.05670437874,38.89075608298299,6,151.68541927757155,5,1444.05670437874,41.73868341601337,7,151.68541927757155,6,1441.5252141764643,129.64734358299756,7,150.71321039716904,6,True,True,True,True,1441.5252141764447,0.0,True,1441.5252141764447,OPTIMAL,74,stage_1_base_pool_mip,1444.05670437874,0,HGS-F,280,1441.5252141764643,0.0,True,1441.5252141764643,OPTIMAL,103,True,0,72,5317,120,72,144,True,0.0,4d2f3d4eb599e1f052077c79a43f746e82973b5a5346e02944507954c9275ad5,cn-cy-25c-02-V2-LOCATIONS,30.0,1441.5252141764643,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,2.5314902022757906,280,4,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-02-V2-LOCATIONS__seed4,25,25000,8af9f1056d9e50ec08b1440055a15c9fa366cf3f1bd0e44d59a50d49d839f528,False,True,011988142adba3fcb2aecd81beb3023a01dafd1d157bdb15c5c4f459271b7ed5
1478.9456568731896,38.005993250000756,4,116.99760886191257,3,1441.5252141764643,39.26815504199476,7,150.71321039716904,6,1451.2075406703598,45.88999774999684,7,153.09412581058928,6,1441.5252141764643,123.61525820899988,6,150.71321039716904,5,True,True,True,True,1441.5252141764643,0.0,True,1441.5252141764643,OPTIMAL,72,stage_1_base_pool_mip,1441.5252141764643,0,HGS-F,280,1441.5252141764643,0.0,True,1441.5252141764643,OPTIMAL,102,True,0,72,5312,120,72,144,True,0.0,4d2f3d4eb599e1f052077c79a43f746e82973b5a5346e02944507954c9275ad5,cn-cy-25c-02-V2-LOCATIONS,30.0,1441.5252141764643,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,5,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-02-V2-LOCATIONS__seed5,25,25000,3b2e05f80ea87ce7a6b0ba4079b287179edec6c95934d55647ea8650742f4f50,False,True,6dbb58fd662c3e4720e49bcbbe244a433c88bf36ab36c4d6416aae07f996ee9f
1479.9830196040152,52.0868247920007,7,118.29322417854522,6,1538.2691303491974,38.81320708300336,2,133.2723842114105,1,1479.7388864856903,39.24225750102778,6,118.50005051916841,5,1479.7388864856903,130.39897620899137,8,118.50005051916841,7,True,True,True,True,1479.7388864856905,0.0,True,1479.7388864856905,OPTIMAL,65,stage_1_parent,1479.7388864856903,0,HGS-F,280,1479.7388864856932,0.0,True,1479.738886485693,OPTIMAL,86,True,0,72,5075,120,72,144,True,0.0,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,cn-cy-25c-03-V2-LOCATIONS,30.0,1479.7388864856903,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,1,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-03-V2-LOCATIONS__seed1,25,25000,2f7e036b477b91cba66e30279d8d61aef9f216660933c4f3b86d724a4f381ed4,False,True,0770efa07d46ee3255cac4b1baca61ee4a8934ba2539f1c577bbbd98b6c52a17
1479.9830196040152,43.51433145799092,7,118.29322417854522,6,1538.2691303491974,40.958751541998936,2,133.2723842114105,1,1479.7388864856903,42.87349291599821,9,118.50005051916841,8,1479.7388864856903,127.6705020829977,7,118.50005051916841,6,True,True,True,True,1538.2691303491977,0.0,True,1538.2691303491974,OPTIMAL,59,stage_1_parent,1479.7388864856903,0,HGS-F,280,1479.7388864856728,0.0,True,1479.7388864856728,OPTIMAL,92,True,0,72,5111,120,72,144,True,58.53024386350717,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,cn-cy-25c-03-V2-LOCATIONS,30.0,1538.2691303491974,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,2,two_stage_best_parent,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-03-V2-LOCATIONS__seed2,25,25000,198907446fe877f6cdd30914830fc9e07d5abf88f46509b8be7c7209e7648d68,False,True,c9b65ca6c2d002278da1e2329bbdb04c06ec2732a30e57141e7a0c938a00c4ea
1479.9830196040152,50.5231710410153,5,118.29322417854522,4,1538.2691303491974,41.72552466599154,2,133.2723842114105,1,1479.7388864856903,40.93128416701802,7,118.50005051916841,6,1479.7388864856903,133.4910305000085,8,118.50005051916841,7,True,True,True,True,1479.7388864856907,0.0,True,1479.7388864856907,OPTIMAL,77,stage_1_parent,1479.7388864856903,0,HGS-F,280,1479.7388864856905,0.0,True,1479.7388864856905,OPTIMAL,86,True,0,72,5096,120,72,144,True,0.0,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,cn-cy-25c-03-V2-LOCATIONS,30.0,1479.7388864856903,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,3,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-03-V2-LOCATIONS__seed3,25,25000,16f971fb9af9726fa26830a208320a5e3cc2cd3031d7652d0e44df6b1bf28b87,False,True,52db677fda72be7210d7fdc82ecbc4e44ce7c0593935060bf76847eb0e400be4
1479.9830196040152,44.02568099999917,3,118.29322417854522,2,1538.2691303491974,40.68394966601045,2,133.2723842114105,1,1479.7388864856903,40.82370979100233,9,118.50005051916841,8,1479.7388864856903,125.79674804100068,4,118.50005051916841,3,True,True,True,True,1479.7388864856905,0.0,True,1479.7388864856905,OPTIMAL,64,stage_1_parent,1479.7388864856903,0,HGS-F,280,1479.7388864856905,0.0,True,1479.7388864856905,OPTIMAL,81,True,0,72,5093,120,72,144,True,0.0,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,cn-cy-25c-03-V2-LOCATIONS,30.0,1479.7388864856903,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,4,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-03-V2-LOCATIONS__seed4,25,25000,869a0d3482a8b396f22cac50386a32c6ad7bd8a3f50a936d6fbb2995ad15d79f,False,True,75f79a931699d42016c33e03616374a3862b118faf5a95fb2053cbc38751579a
1479.9830196040152,41.94088770801318,8,118.29322417854522,7,1538.2691303491974,41.446574165980564,2,133.2723842114105,1,1479.7388864856903,40.70486850000452,5,118.50005051916841,4,1479.7388864856903,124.42867479100823,10,118.50005051916841,9,True,True,True,True,1500.7487372113526,0.0,True,1500.7487372113526,OPTIMAL,73,stage_1_parent,1479.7388864856903,0,HGS-F,280,1479.7388864856905,0.0,True,1479.7388864856905,OPTIMAL,99,True,0,72,5363,120,72,144,True,21.009850725661636,1dd7bf03fb5772ccd049144bef231fe891dfb6d22e4c9152c74e74320c70a829,cn-cy-25c-03-V2-LOCATIONS,30.0,1500.748737211352,cy,c9e0a5e6e301be18191a95d9e5fe180f880932d02aee3e86e149843231198239,0.0,280,5,two_stage_best_parent,5000,20000,PASS,D6-E2-STAGED__cn-cy-25c-03-V2-LOCATIONS__seed5,25,25000,91e188324482da2e3e02e7d449214745cabb2ebf9d0ad97468fbe8d9d5349608,False,True,fd6e7501cb0080ac45044e6bb91e091dc82765fde5dcfaa644e280c5805d97b7
2554.9626718192767,105.17230891701183,4,188.89854527021504,3,2687.5470250969447,99.61243591699167,2,229.06824205904962,1,2554.9626718192767,105.46571204203065,3,188.89854527021504,2,2554.9626718192767,310.9786428330117,5,188.89854527021504,4,True,True,True,True,2554.9626718192767,0.0,True,2554.9626718192767,OPTIMAL,79,stage_1_parent,2554.9626718192767,0,HGS-F,280,2554.9626718192767,0.0,True,2554.9626718192767,OPTIMAL,82,True,0,72,5298,120,72,144,True,0.0,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,cn-cy-50c-01-V2-LOCATIONS,30.0,2554.9626718192767,cy,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,0.0,280,1,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-50c-01-V2-LOCATIONS__seed1,50,25000,52682a691e24c31e35db6d8209c774034be1a8dd9b7948480fc0216dd00dc600,False,True,4abe75648d2838cdb20997e6db111f5c0b3e191433726a1fd66a78ed16eeb5f8
2554.9626718192767,101.69676008398528,2,188.89854527021504,1,2687.5470250969447,101.85130758298328,2,229.06824205904962,1,2554.9626718192767,110.7230269999709,3,188.89854527021504,2,2554.9626718192767,315.0394740839838,3,188.89854527021504,2,True,True,True,True,2554.9626718192767,0.0,True,2554.9626718192767,OPTIMAL,78,stage_1_parent,2554.9626718192767,0,HGS-F,280,2554.9626718192767,0.0,True,2554.9626718192767,OPTIMAL,82,True,0,72,5487,120,72,144,True,0.0,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,cn-cy-50c-01-V2-LOCATIONS,30.0,2554.9626718192767,cy,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,0.0,280,2,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-50c-01-V2-LOCATIONS__seed2,50,25000,95dc3106a61189c0cc86e3fafc111dd3ecc86f72d4397d3b2a7382b8368563e3,False,True,ff63c2ba7585ecd724850b99053789d332c5d7abfb04cd61dc5cc156cb659c24
2554.9626718192767,108.68794974900084,4,188.89854527021504,3,2687.5470250969447,99.38642399999662,2,229.06824205904962,1,2554.9626718192767,103.29935783398105,3,188.89854527021504,2,2554.9626718192767,312.1283943330054,5,188.89854527021504,4,True,True,True,True,2554.9626718192767,0.0,True,2554.9626718192767,OPTIMAL,76,stage_1_parent,2554.9626718192767,0,HGS-F,280,2554.9626718192767,0.0,True,2554.9626718192767,OPTIMAL,86,True,0,72,5373,120,72,144,True,0.0,4aef3b269ed2af21ff3877ce7582a212a39e9d47f83f1d568e6f5838ed94c16f,cn-cy-50c-01-V2-LOCATIONS,30.0,2554.9626718192767,cy,70e83d8808a0061fe835603fbde513d021a8eb5af5ec408d866f3c32e525e8a0,0.0,280,3,protected_stage_1,5000,20000,PASS,D6-E2-STAGED__cn-cy-50c-01-V2-LOCATIONS__seed3,50,25000,dbecc1040cba350c8ba08bf02f75a812021213b0defa6305caa2e8c3a8d741d2,False,True,74ca8df4fc5a3e7054c3f32f3103d28e0e052c67ec7081dfb61d234ad2193da7
