arm,stream_seed,stage,trigger_second,event_count,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,customer_accounting_pass
independent,1,1,2381.970953031277,1,6,28,4988.170458332476,6059.75111325167,0,True,400,0,0,400,9.497309917001985,True
independent,1,2,3309.8745990333464,1,6,28,4995.069981835714,6066.650636754908,0,True,400,47,19,400,11.045703666983172,True
independent,1,3,3502.364276284161,1,6,28,4995.732337091341,6067.312992010535,0,True,400,102,60,400,6.954011040972546,True
independent,1,4,3850.7858490617864,1,6,28,4995.682395538325,6067.263050457519,0,True,400,37,37,400,6.767875374993309,True
independent,1,5,6860.201637249754,1,8,26,4610.804431760806,6067.263050457519,0,True,400,69,26,400,5.990402334020473,True
independent,1,6,8783.176773748888,1,8,26,4603.563167724009,6076.844432338628,0,True,400,37,21,400,8.175326249969658,True
independent,1,7,8886.5277733935,1,8,26,4603.587207355723,6076.868471970343,0,True,400,80,27,400,5.994912207999732,True
independent,1,8,11187.007859090007,1,9,25,4413.362720673528,6073.87021767931,0,True,400,0,0,400,7.243189040978905,True
independent,1,9,11597.73017135447,1,10,24,4188.279233067059,6073.395268691165,0,True,400,62,25,400,5.434078624995891,True
independent,1,10,12629.586082922457,1,13,21,3757.762987685819,6073.484980646235,0,True,400,25,17,400,4.324431208951864,True
independent,1,11,13954.967705071836,1,14,21,3623.3708353512893,6215.487932726043,0,True,400,107,107,400,4.336293291999027,True
independent,1,12,15095.18880680182,1,14,21,3612.634257171162,6215.325646100034,0,True,400,0,0,400,4.713398916996084,True
independent,1,13,16728.453437103773,1,15,20,3499.081225253737,6231.258230513022,0,False,400,1,1,400,10.27681379194837,True
independent,1,14,17449.758092209107,1,18,17,3134.5925952902194,6240.0963737784405,0,True,400,24,16,400,2.6826306669972837,True
independent,1,15,17463.155806373295,1,18,17,3135.5922312992357,6241.096009787458,0,True,400,45,44,400,2.651652416039724,True
independent,1,16,18268.528292814102,1,19,16,3055.264256316952,6268.179041076783,0,True,400,17,17,400,2.3366439169622026,True
independent,1,17,18571.520158499825,1,20,15,2843.687012889208,6268.393065132127,0,True,400,64,31,400,2.5511471669888124,True
independent,1,18,19226.828176132614,1,20,15,2843.687012889208,6268.393065132127,0,True,400,36,36,400,2.227268709044438,True
independent,1,19,20011.041736686784,1,21,14,2595.2917755045264,6268.427676950621,0,True,400,71,16,400,2.090295458037872,True
independent,1,20,21199.2840755726,1,23,12,2209.1840403830624,6268.269925305336,0,True,400,94,21,400,1.859498417004943,True
independent,1,21,21687.035151893822,1,23,12,2205.849638914838,6264.935523837112,0,True,400,0,0,400,2.7706040419870988,True
independent,1,22,21805.434944134864,1,23,12,2205.7624976807347,6264.848382603008,0,True,400,85,15,400,1.7617859999882057,True
independent,1,23,21927.621863159293,1,23,12,2203.702820248438,6262.788705170711,0,True,400,0,0,400,2.577695208019577,True
independent,1,24,22135.442264735328,1,23,13,2296.863224404462,6355.949109326735,0,True,400,112,112,400,2.0884292499977164,True
independent,1,25,22414.085676799084,1,24,12,2157.1337442830572,6362.815717322157,0,True,400,20,20,400,1.7184992079855874,True
independent,1,26,23140.3263957274,1,24,12,2157.09360487615,6362.77557791525,0,True,400,32,19,400,1.6511403340264224,True
independent,1,27,23466.096512047756,1,24,12,2172.0229267436266,6377.704899782726,0,False,400,2,2,400,4.065486249979585,True
independent,1,28,23497.29584277139,1,24,12,2170.686095110808,6376.368068149908,0,True,400,94,38,400,1.76558629097417,True
independent,1,29,24624.662127310774,1,25,11,2059.038710527526,6374.624820986786,0,True,400,0,0,400,2.748320833023172,True
independent,1,30,25005.13396686159,1,25,11,2058.4746171472493,6374.060727606509,0,True,400,91,31,400,1.866706124972552,True
independent,1,31,25060.40779036161,1,25,11,2058.4677052772613,6374.053815736522,0,True,400,102,29,400,1.9858097500400618,True
independent,1,32,25222.983437176637,1,25,11,2058.6152576306476,6374.201368089908,0,True,400,90,32,400,1.8855333750252612,True
independent,1,33,28221.48042217908,1,25,11,2058.605406350643,6374.191516809904,0,True,400,61,26,400,1.6457308329991065,True
independent,1,34,28384.00908993048,1,25,11,2070.989007611309,6386.575118070569,0,True,400,32,25,400,1.780457374989055,True
independent,1,35,29494.224829111754,1,25,11,2094.665185332004,6410.251295791264,0,True,400,37,13,400,1.8641189999761991,True
independent,1,36,29507.495604917145,1,25,11,2094.6034941723433,6410.189604631603,0,True,400,68,33,400,1.796407999994699,True
independent,1,37,29811.136005752473,1,25,12,2213.5013757502,6529.087486209461,0,True,400,102,102,400,1.9823517500190064,True
independent,1,38,30211.313766837473,1,25,12,2205.324531569266,6520.910642028526,0,True,400,0,0,400,2.7909621250000782,True
independent,1,39,30950.772652074673,1,25,12,2205.269374849396,6520.855485308657,0,True,400,61,25,400,1.8008460419951007,True
independent,1,40,32117.939676621525,1,25,12,2205.877942826574,6521.464053285834,0,True,400,64,16,400,1.9365699169575237,True
independent,1,41,32425.848871205668,1,25,12,2205.7332051029825,6521.319315562243,0,True,400,57,23,400,1.8447385409963317,True
independent,1,42,32628.515444086355,1,25,12,2273.983824885742,6589.569935345002,0,True,400,9,9,400,1.7901178750325926,True
independent,1,43,33163.077144911294,1,27,11,1913.7698262043496,6787.655072887689,0,True,400,101,101,400,1.6591154580237344,True
independent,1,44,33619.35934592201,1,27,11,1913.6488900963666,6787.534136779706,0,True,400,0,0,400,2.299341707956046,True
independent,1,45,34060.49225566274,1,27,11,1913.6666359654362,6787.551882648776,0,True,400,78,23,400,1.7148485829820856,True
independent,1,46,34431.787754505836,1,27,11,1911.9226314164196,6785.807878099759,0,True,400,0,0,400,2.2942995419725776,True
independent,1,47,35060.1556284928,1,28,10,1683.8202969040915,6785.6024764481235,0,True,400,0,0,400,2.028727292024996,True
independent,1,48,35608.06660443097,1,28,10,1679.4021746112994,6781.184354155332,0,True,400,0,0,400,2.020925624994561,True
independent,1,49,36470.783552342626,1,28,10,1707.4762016115942,6809.258381155627,0,True,400,23,23,400,1.2516343329916708,True
independent,1,50,36614.6621025152,1,28,10,1722.5336945447325,6824.315874088765,0,True,400,15,15,400,1.2973213329678401,True
independent,1,51,38568.81001476299,1,28,10,1723.8131124855963,6825.595292029629,0,True,400,88,29,400,1.666017833049409,True
independent,1,52,39191.93205587032,1,28,10,1707.0827666898851,6825.5825796523495,0,True,400,105,20,400,1.4668848749715835,True
independent,1,53,39372.68102317362,1,28,10,1706.9145726948757,6825.41438565734,0,True,400,88,29,400,1.4245146249886602,True
independent,1,54,40343.13966749821,1,28,10,1706.880503934927,6825.380316897392,0,True,400,101,26,400,1.5512972089927644,True
independent,1,55,40386.33844900012,1,28,11,1837.999666722765,6956.49947968523,0,True,400,91,91,400,1.469383207964711,True
cooperative,1,1,2381.970953031277,1,5,28,4836.527586043295,5817.011679870668,4,True,395,0,0,400,9.813223415985703,True
cooperative,1,2,3309.8745990333464,1,5,28,4846.770522696242,5841.968046722952,4,True,400,48,15,400,7.42899733298691,True
cooperative,1,3,3502.364276284161,1,5,28,4847.615146175585,5842.812670202295,4,True,399,64,31,400,16.561817625013646,True
cooperative,1,4,3850.7858490617864,1,5,29,5025.534476284338,6020.732000311047,4,True,396,101,101,400,9.19991820800351,True
cooperative,1,5,6860.201637249754,1,7,27,4670.096050223537,6020.336294664174,4,True,398,42,16,400,6.118998124962673,True
cooperative,1,6,8783.176773748888,1,8,26,4409.017525287643,6035.420713334822,4,True,397,52,24,400,6.746715332963504,True
cooperative,1,7,8886.5277733935,1,8,26,4406.755663713932,6033.158851761111,4,True,396,87,21,400,6.757137208012864,True
cooperative,1,8,11187.007859090007,1,8,26,4401.006301916901,6033.541714313229,4,True,383,0,0,400,7.86810558399884,True
cooperative,1,9,11597.73017135447,1,9,25,4224.993624258895,6030.305077095069,4,True,397,80,29,400,6.958563249965664,True
