stream_seed,arm,completed_stage_count,error_type,error
1,cooperative,12,RuntimeError,"stage search found no executable continuation (initial_feasible=False, changed=390, executable=0, accepted=0, top_rejections=[('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route CV4#T1', 179), ('E7_DYNAMIC_MULTITRIP_V1: route REPACK_002 exceeds one battery', 22), ('E7_DYNAMIC_MULTITRIP_V1: route REPACK_001 exceeds one battery', 21)])"
