instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status,failure_type,failure
cn-cy-150c-02-V2-LOCATIONS,16,150,7677.320444085897,7661.973126859878,-15.347317226019186,True,7690.495378203489,7661.973126859878,7662.093386185281,7661.973126859878,0.0,False,False,True,True,True,280,603,984,two_stage_best_parent,stage_1_base_pool_mip,LIMIT_WITH_INCUMBENT,7637.988703506957,0.005123107842820197,LIMIT_WITH_INCUMBENT,7584.852240060274,0.01145508944315781,684.3598179580003,7,6,25,24,25,24,16,15,True,True,PASS,,
cn-cy-200c-01-V2-LOCATIONS,16,200,9578.510244797497,9564.982973567645,-13.527271229851976,True,9567.467028998433,9564.982973567645,9575.41245707658,9564.982973567645,0.0,False,False,True,True,True,280,779,1612,two_stage_best_parent,stage_1_parent,OPTIMAL,9578.238450081662,2.8375468510899983e-05,LIMIT_WITH_INCUMBENT,9535.69102437923,0.023134733648785214,882.1600056250172,19,18,32,31,27,26,21,20,True,True,PASS,,
cn-jjj-150c-02-V2-LOCATIONS,16,150,7319.649294737624,7318.567088974847,-1.082205762776539,True,7330.35981062883,7318.567088974847,7318.744752594192,7318.567088974847,0.0,False,False,True,True,True,280,341,740,two_stage_best_parent,stage_1_base_pool_mip,OPTIMAL,7319.649294737623,0.0,OPTIMAL,7317.837687195989,9.966456138159907e-05,657.5425188750087,18,17,20,19,19,18,22,21,True,True,PASS,,
cn-jjj-200c-01-V2-LOCATIONS,16,200,9710.155901118613,9702.60333212648,-7.552568992132365,True,9709.875073628707,9702.60333212648,9705.014012843934,9702.60333212648,0.0,False,False,True,True,True,280,996,1863,two_stage_best_parent,stage_1_base_pool_mip,LIMIT_WITH_INCUMBENT,9672.203782953558,0.003908497304423905,LIMIT_WITH_INCUMBENT,9651.862191453254,0.005702233855149225,966.9188741669932,24,23,25,24,28,27,21,20,True,True,PASS,,
cn-prd-150c-02-V2-LOCATIONS,16,150,7358.08106446867,7241.712733787266,-116.36833068140368,True,7244.254418760409,7288.654613681291,7355.8242582733865,7244.254418760409,-2.5416849731427646,True,True,True,True,True,280,599,1373,two_stage_expanded_pool_mip,stage_1_base_pool_mip,OPTIMAL,7357.3646883987885,9.73590890884821e-05,OPTIMAL,7241.063797247474,8.961091990882884e-05,623.505403624993,20,19,24,23,28,27,23,22,True,True,PASS,,
cn-prd-200c-01-V2-LOCATIONS,16,200,9667.48670451056,9620.79718768778,-46.689516822780206,True,9683.935519915729,9620.79718768778,9630.872881726367,9620.79718768778,0.0,False,False,True,True,True,280,963,1974,two_stage_best_parent,stage_1_parent,LIMIT_WITH_INCUMBENT,9630.684078809903,0.005169978083794922,LIMIT_WITH_INCUMBENT,9541.55614267604,0.013319361676360872,836.6297362079786,18,17,34,33,30,29,31,30,True,True,PASS,,
