instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,historical_population_archive_enabled,historical_population_snapshot_count,historical_population_candidate_references,historical_diversity_selected_count,historical_stage_snapshot_gate,historical_stage_archive_use_gate,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status,strict_win_over_HGS-F,reduction_percent_vs_HGS-F,reduction_percent_vs_HGS-E,reduction_percent_vs_HGS-M,failure_type,failure
cn-cy-150c-03-V2-LOCATIONS,18,150,7527.477904830585,7423.7794298764165,-103.69847495416889,True,7484.79257377013,7448.5968119055215,7518.936759906928,7448.5968119055215,-24.81738202910492,True,True,True,True,True,True,120,5304,72,True,True,280,316,967,two_stage_expanded_pool_mip,stage_1_base_pool_mip,OPTIMAL,7526.918451143836,7.432153157027103e-05,LIMIT_WITH_INCUMBENT,7365.08487993991,0.007906289578085084,728.1819032499916,24,23,23,22,24,23,29,28,True,True,PASS,True,0.8151614529376414,0.3331819758244649,1.265568963658761,,
cn-cy-200c-03-V2-LOCATIONS,18,200,9861.702825836626,9847.719164151587,-13.983661685038896,True,9847.719164151587,9848.270731398305,9856.962073441258,9847.719164151587,0.0,False,True,True,True,True,True,120,5358,72,True,True,280,410,1416,two_stage_best_parent,stage_1_base_pool_mip,OPTIMAL,9861.702825836624,0.0,LIMIT_WITH_INCUMBENT,9817.196965004201,0.004017837772561011,941.7871852500248,23,22,29,28,33,32,23,22,True,True,PASS,False,0.0,0.0056006507310845085,0.09377036475137875,,
cn-jjj-150c-03-V2-LOCATIONS,18,150,7284.3348195197195,7264.621029532338,-19.71378998738146,True,7354.690960845504,7267.93352498051,7267.241619593017,7267.241619593017,-2.6205900606792056,True,True,True,True,True,True,120,5217,72,True,True,280,349,790,two_stage_expanded_pool_mip,stage_1_base_pool_mip,OPTIMAL,7284.334819519642,0.0,OPTIMAL,7264.045196220146,7.926543032787366e-05,716.8169226250029,18,17,26,25,22,21,42,41,True,True,PASS,True,1.224659632779618,0.04557685395424298,0.036060312809937434,,
cn-jjj-200c-03-V2-LOCATIONS,18,200,9549.407464949903,9517.126478192764,-32.280986757139544,True,9591.785461398658,9565.614493757292,9533.241142232519,9533.241142232519,-16.114664039754643,True,True,True,True,True,True,120,5151,72,True,True,280,465,1299,two_stage_expanded_pool_mip,stage_1_base_pool_mip,OPTIMAL,9549.166440958948,2.523967994514032e-05,LIMIT_WITH_INCUMBENT,9486.710826838967,0.0031958860086061082,995.2064502499998,19,18,24,23,28,27,26,25,True,True,PASS,True,0.7783637729008146,0.5068991186731605,0.16903657213039794,,
cn-prd-150c-03-V2-LOCATIONS,18,150,6878.633640525955,6791.8245094991225,-86.8091310268328,True,6908.654737821028,6791.856305454855,6839.412709641748,6791.856305454855,-0.03179595573237748,True,True,True,True,True,True,120,5279,72,True,True,280,301,775,two_stage_expanded_pool_mip,stage_1_base_pool_mip,OPTIMAL,6878.180393719863,6.589198230053126e-05,OPTIMAL,6791.824509499123,0.0,613.9435962919961,13,12,27,26,31,30,20,19,True,True,PASS,True,1.691070588349497,0.00046814823963281835,0.6957936618671748,,
cn-prd-200c-03-V2-LOCATIONS,18,200,10011.676009816749,9999.351799301012,-12.324210515736922,True,10008.24434666995,9999.351799301012,10003.193374339893,9999.351799301012,0.0,False,False,True,True,True,True,120,5274,72,True,True,280,503,1297,two_stage_best_parent,stage_1_base_pool_mip,OPTIMAL,10011.086163577214,5.891583376645922e-05,LIMIT_WITH_INCUMBENT,9905.783075615891,0.02328131574168402,978.2015085829771,20,19,29,28,30,29,23,22,True,True,PASS,True,0.08885222083827955,0.0,0.038403486717908,,
