record_type,record_id,experiment,instance_id,seed,variant,source_path,source_sha256,selection_index,population_count,route_count,physical_vehicle_count,old_fixed_cost,predicted_new_fixed_cost,actual_new_fixed_cost,fixed_cost_delta,prediction_bitwise_equal,old_new_bitwise_equal,target_ev_share,before_feasibility_status,before_reason,after_feasibility_status,old_depot_capacity,new_depot_capacity,public_station_semantics_unchanged,route_search_executed,search_evaluations,status,failure,evidence_note
single_trip_invariant,E4/cn-prd-50c-02-V2-LOCATIONS/seed_03/COST_PLUS_CARBON,E4,cn-prd-50c-02-V2-LOCATIONS,3,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-02-V2-LOCATIONS/solutions/seed3_cost_plus_carbon.json,8f916802d9a1fd3c254ff744fc6ca50841f864728603aa65fe030f4e240acf69,37,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-02-V2-LOCATIONS/seed_04/COST_PLUS_CARBON,E4,cn-prd-50c-02-V2-LOCATIONS,4,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-02-V2-LOCATIONS/solutions/seed4_cost_plus_carbon.json,1f9ad6c667ae4b3af9b8bc5cea017ba410c8f71dbd4d92cd2aeb4a030e8dd32a,40,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-02-V2-LOCATIONS/seed_05/COST_PLUS_CARBON,E4,cn-prd-50c-02-V2-LOCATIONS,5,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-02-V2-LOCATIONS/solutions/seed5_cost_plus_carbon.json,3c104b4a4f143bae7cd857a3bdf4755dc5461bc0d4fa3e5f3ed6987aaf4dcf19,43,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-02-V2-LOCATIONS/seed_06/COST_PLUS_CARBON,E4,cn-prd-50c-02-V2-LOCATIONS,6,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-02-V2-LOCATIONS/solutions/seed6_cost_plus_carbon.json,93707b08927aec70e2ed08fa766005e8d690040f35ef6a5729467c89481fa029,46,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-02-V2-LOCATIONS/seed_07/COST_PLUS_CARBON,E4,cn-prd-50c-02-V2-LOCATIONS,7,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-02-V2-LOCATIONS/solutions/seed7_cost_plus_carbon.json,7e92b01ce88d727d6a3cef5b22bea5925c42fbb626ddf296c0e931bb19976fff,49,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-02-V2-LOCATIONS/seed_08/COST_PLUS_CARBON,E4,cn-prd-50c-02-V2-LOCATIONS,8,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-02-V2-LOCATIONS/solutions/seed8_cost_plus_carbon.json,7862ae4a0003525570c6d4a1ad7d806ad7a6b1af427ab7f39d51b2193c448eac,52,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-02-V2-LOCATIONS/seed_09/COST_PLUS_CARBON,E4,cn-prd-50c-02-V2-LOCATIONS,9,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-02-V2-LOCATIONS/solutions/seed9_cost_plus_carbon.json,d1d29d51722bfdd64821de3e22fcc1d99d5cac2b8e01904d6f5e9b779020399a,55,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-02-V2-LOCATIONS/seed_10/COST_PLUS_CARBON,E4,cn-prd-50c-02-V2-LOCATIONS,10,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-02-V2-LOCATIONS/solutions/seed10_cost_plus_carbon.json,2c3fe52eaaf441c8106593e5c573a9c101a83ad5d41892517dc789eba6ba8e99,58,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_01/COST_PLUS_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,1,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed1_cost_plus_carbon.json,150ac3357e29a2e23f3cf9942cab596fddfcbcb482c704cb3601c569927ff5fd,61,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_02/COST_PLUS_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,2,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed2_cost_plus_carbon.json,0348a8c6b09da24e169e21966f8d0065a93e185ec9096db7081ebc729a9e75d1,64,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_03/PURE_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,3,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed3_pure_carbon.json,bc31f603bfe179da5a63a99cf99f158fae6a4b4bae4220ac08161e97e7178f99,68,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_04/PURE_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,4,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed4_pure_carbon.json,6a6697ef40c9a3a70e96e95fd887379c96fa64c0bd1567a93dc8f408f85eac81,71,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_05/PURE_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,5,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed5_pure_carbon.json,d439e64509a56c58ae8b17634fd0e67b3abadbe18f60432b4f57cd1b9ab2b24d,74,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_06/PURE_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,6,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed6_pure_carbon.json,f4aab37115c89029b0b1362d12fc07e6748dfb6c5c8c1c267869e9975ca0ede3,77,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_07/PURE_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,7,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed7_pure_carbon.json,2f6506144cb3e7dc1bdb4f2f81013df581c8579e99d2c1746512cece3efbfa66,80,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_08/PURE_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,8,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed8_pure_carbon.json,fbb83b324154fa1511dfb7a4a3757f42d22f07204f0bfe29fa001b3bf6a42808,83,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_09/PURE_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,9,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed9_pure_carbon.json,30169a29b360ea092aaf2d29df4b63cadc9c4334c928b699776b4c7625300285,86,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E4/cn-prd-50c-03-V2-LOCATIONS/seed_10/PURE_CARBON,E4,cn-prd-50c-03-V2-LOCATIONS,10,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-03-V2-LOCATIONS/solutions/seed10_pure_carbon.json,0eae10789eabb9536823487636e93d8b519bf40c7d2e4d482859b468154c54b2,89,90,9,9,1530.0,1530.0,1530.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-01-V2-LOCATIONS/seed_01/dongguan,E6,cn-prd-150c-01-V2-LOCATIONS,1,dongguan,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-01-V2-LOCATIONS/seed_01/solutions/dongguan.json,e5f536d0de8f207459e5fad1be4af3eea8d370bad8517dde84b424aad0522657,0,900,3,3,510.0,510.0,510.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-01-V2-LOCATIONS/seed_03/dongguan__foshan,E6,cn-prd-150c-01-V2-LOCATIONS,3,dongguan__foshan,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-01-V2-LOCATIONS/seed_03/solutions/dongguan__foshan.json,c10fa012f03c4c427551c494b8372eb2b99ecea3aa9855d4fab4c6b41ee1f14c,31,900,6,6,1020.0,1020.0,1020.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-01-V2-LOCATIONS/seed_05/dongguan__foshan__guangzhou,E6,cn-prd-150c-01-V2-LOCATIONS,5,dongguan__foshan__guangzhou,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-01-V2-LOCATIONS/seed_05/solutions/dongguan__foshan__guangzhou.json,bf1cdedef5bbd46f83c01fc0f21591267bc62f1ac4ce9cccf9c055798949f8cc,62,900,15,15,2550.0,2550.0,2550.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-01-V2-LOCATIONS/seed_07/dongguan__foshan__guangzhou__shenzhen,E6,cn-prd-150c-01-V2-LOCATIONS,7,dongguan__foshan__guangzhou__shenzhen,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-01-V2-LOCATIONS/seed_07/solutions/dongguan__foshan__guangzhou__shenzhen.json,859d8a7c5ec740cfa4345428c2b7aa714383b72ae2b34b410d025055be316b3d,93,900,25,25,4250.0,4250.0,4250.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-01-V2-LOCATIONS/seed_09/dongguan__foshan__shenzhen,E6,cn-prd-150c-01-V2-LOCATIONS,9,dongguan__foshan__shenzhen,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-01-V2-LOCATIONS/seed_09/solutions/dongguan__foshan__shenzhen.json,0fb0cea2219da3546eeb4cd33473d52cc3b3a3319404e3d415a58750fc0ed1ec,124,900,15,15,2550.0,2550.0,2550.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-02-V2-LOCATIONS/seed_01/dongguan__guangzhou,E6,cn-prd-150c-02-V2-LOCATIONS,1,dongguan__guangzhou,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-02-V2-LOCATIONS/seed_01/solutions/dongguan__guangzhou.json,80507d7c77595a60c8d33f81384ccd8a622ae4b4c5110f404586a91800eeb762,155,900,12,12,2040.0,2040.0,2040.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-02-V2-LOCATIONS/seed_03/dongguan__guangzhou__shenzhen,E6,cn-prd-150c-02-V2-LOCATIONS,3,dongguan__guangzhou__shenzhen,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-02-V2-LOCATIONS/seed_03/solutions/dongguan__guangzhou__shenzhen.json,337eb3f9a9a02122eadd70d1d5b6c6bcc17b3368e0214be4a8a232d5e474f02e,186,900,23,23,3910.0,3910.0,3910.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-02-V2-LOCATIONS/seed_05/dongguan__shenzhen,E6,cn-prd-150c-02-V2-LOCATIONS,5,dongguan__shenzhen,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-02-V2-LOCATIONS/seed_05/solutions/dongguan__shenzhen.json,18a2dcd83cc6ee92f8b0b1b2b293e1dce580e496105e8253f772f568a7f629f1,217,900,14,14,2380.0,2380.0,2380.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-02-V2-LOCATIONS/seed_07/foshan,E6,cn-prd-150c-02-V2-LOCATIONS,7,foshan,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-02-V2-LOCATIONS/seed_07/solutions/foshan.json,cbfb488e3a0acc48d3322d22fd0dd19871858080e40d84f1aad65234708d70ac,248,900,3,3,510.0,510.0,510.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-02-V2-LOCATIONS/seed_09/foshan__guangzhou,E6,cn-prd-150c-02-V2-LOCATIONS,9,foshan__guangzhou,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-02-V2-LOCATIONS/seed_09/solutions/foshan__guangzhou.json,037a2b145a4d5e755ef69972f3965787b1f1e010e51f6e9ec474352ccb9787bc,279,900,11,11,1870.0,1870.0,1870.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-03-V2-LOCATIONS/seed_01/foshan__guangzhou__shenzhen,E6,cn-prd-150c-03-V2-LOCATIONS,1,foshan__guangzhou__shenzhen,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-03-V2-LOCATIONS/seed_01/solutions/foshan__guangzhou__shenzhen.json,bb85c748d4bf79af9fba2f0eb0a78ab9a230ec7806e17041b81b4ca2d6f72ce9,310,900,21,21,3570.0,3570.0,3570.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-03-V2-LOCATIONS/seed_03/foshan__shenzhen,E6,cn-prd-150c-03-V2-LOCATIONS,3,foshan__shenzhen,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-03-V2-LOCATIONS/seed_03/solutions/foshan__shenzhen.json,018012424c156caba11bd673b0b8a56898676c4bf85ef7ead48728dcf7cd5d4d,341,900,12,12,2040.0,2040.0,2040.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-03-V2-LOCATIONS/seed_05/guangzhou,E6,cn-prd-150c-03-V2-LOCATIONS,5,guangzhou,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-03-V2-LOCATIONS/seed_05/solutions/guangzhou.json,d58b005fb37d1f48c49369b8a6187c645155ce0e8311d5e21b8b665cdfb12a95,372,900,10,10,1700.0,1700.0,1700.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-03-V2-LOCATIONS/seed_07/guangzhou__shenzhen,E6,cn-prd-150c-03-V2-LOCATIONS,7,guangzhou__shenzhen,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-03-V2-LOCATIONS/seed_07/solutions/guangzhou__shenzhen.json,0ffa13960e33b200de4e4f3fe0eb4d8b639762f0b7e700e505b2d1a5c844d4cd,403,900,19,19,3230.0,3230.0,3230.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-150c-03-V2-LOCATIONS/seed_09/shenzhen,E6,cn-prd-150c-03-V2-LOCATIONS,9,shenzhen,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-150c-03-V2-LOCATIONS/seed_09/solutions/shenzhen.json,8621796f1dc3a25ab68b7da6489d01f6d3ebdb37b0e3180163117ccfaee6e8bb,434,900,10,10,1700.0,1700.0,1700.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-200c-01-V2-LOCATIONS/seed_02/dongguan,E6,cn-prd-200c-01-V2-LOCATIONS,2,dongguan,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-200c-01-V2-LOCATIONS/seed_02/solutions/dongguan.json,3e8dd07e63caf998227219e17e0cc829debd4fa470df1373b69d070e9380563e,465,900,4,4,680.0,680.0,680.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-200c-01-V2-LOCATIONS/seed_04/dongguan__foshan,E6,cn-prd-200c-01-V2-LOCATIONS,4,dongguan__foshan,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-200c-01-V2-LOCATIONS/seed_04/solutions/dongguan__foshan.json,adbbec15504393d448b303c40a4ab205c5f3b8569922a84bc5555c3f7ee1290b,496,900,7,7,1190.0,1190.0,1190.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
single_trip_invariant,E6/cn-prd-200c-01-V2-LOCATIONS/seed_06/dongguan__foshan__guangzhou,E6,cn-prd-200c-01-V2-LOCATIONS,6,dongguan__foshan__guangzhou,baselines/china_e3_e7/e6_contractor_participation_20260801/formal_e6a_panel_20260801/units/cn-prd-200c-01-V2-LOCATIONS/seed_06/solutions/dongguan__foshan__guangzhou.json,5bba1664111097fddce69a5ee38221a04d56bd00f06ce900e5fd843ef9bf461d,527,900,20,20,3400.0,3400.0,3400.0,0.0,True,True,,,,,,,,False,0,PASS,,binary64 old route bill versus current physical-vehicle bill
