status,mechanism_triggered,technical_valid,instance_id,seed,mapping_sha256,initial_sha256,solution_sha256,initial_cost_cny,final_cost_cny,pilot04_singleton_cost_cny,saving_vs_pilot04_singletons_cny,saving_vs_pilot04_singletons_percent,cross_contractor_customers,cross_contractor_quantity_kg,route_pool_records,complete_candidate_evaluations,elapsed_seconds,violation_count,iterations_per_view,archive_candidates_per_view,cross_site_system_cost_cny,route_count,used_cv,used_ev,distance_km,emissions_kg
PASS_GRAND_COALITION_MECHANISM_TRIGGERED,True,True,cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,a42ba4c3fb3a6a8a313e6d5ae9c1d4196cd1898550810a2633d344c18d3bed1a,32d08e6f886f77930edb779d0e8e7ac55cc0d23be170e35be8814188acca364e,15898.889260884183,6799.044523852713,10927.074169457777,4128.029645605065,37.77799602699965,108,28614.0,437,32,17.53739316703286,0,100,8,0.0,25,17,8,1800.742713356135,468.3221601543549
