instance_id,route_proxy_mode,base_seed,total_hgs_seconds,control_objective,candidate_objective,candidate_minus_control,result,control_elapsed_seconds,candidate_elapsed_seconds,control_feasible,candidate_feasible,control_archive_completions,candidate_archive_completions
cn-jjj-25c-01-V2-LOCATIONS,naive_ev,1,2.0,1214.6067800693247,1214.6067800693247,0.0,tie,2.731369209010154,3.3828596670064144,True,True,24,48
cn-prd-75c-01-V2-LOCATIONS,cv_only,1,2.0,3587.883755035436,3595.278917947818,7.395162912382148,loss,4.2749544169637375,6.59142370801419,True,True,24,48
cn-cy-150c-01-V2-LOCATIONS,cv_only,1,2.0,7422.230890412822,7403.887656748209,-18.343233664612853,win,14.166937583009712,13.430494000029285,True,True,24,48
