algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
LNS,6657.994081746442,6657.994081746442,0,e2-multidepot-100c-01,shared_warm_start,5,0.0
LNS,6568.32912089299,6568.32912089299,8,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,5,0.3610268750053365
LNS,6245.985324809883,6245.985324809883,9,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,0.40227887500077486
LNS,5704.7977449032915,5704.7977449032915,10,e2-multidepot-100c-01,lns_worst_customer_removal_regret2_insert_repair,5,0.4347631669952534
LNS,5633.672200450553,5633.672200450553,11,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,0.4743086249800399
LNS,5529.949389279019,5529.949389279019,12,e2-multidepot-100c-01,lns_worst_customer_removal_greedy_insert_repair,5,0.5047949579893611
LNS,5514.703042938526,5514.703042938526,53,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,1.8358362079889048
LNS,5496.858414018611,5496.858414018611,55,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,1.908496207994176
LNS,5434.766248534335,5434.766248534335,99,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,3.3082123329804745
LNS,5424.109366830546,5424.109366830546,108,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,3.628310457977932
LNS,5345.110841716053,5345.110841716053,121,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,4.030592666997109
LNS,5339.518805478566,5339.518805478566,124,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,4.145653291983763
LNS,5327.0496460170725,5327.0496460170725,125,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,4.189749041979667
LNS,5310.88403426204,5310.88403426204,136,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,4.519646999979159
LNS,5310.7456655423985,5310.7456655423985,137,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,5,4.577842083002906
LNS,5224.295549321919,5224.295549321919,141,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,4.808874082984403
LNS,5218.193044068914,5218.193044068914,173,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,5,5.844214999990072
LNS,5217.7160483944,5217.7160483944,196,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,6.6056575419788714
LNS,5208.08211431637,5208.08211431637,227,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,7.697406207997119
LNS,5203.594227019943,5203.594227019943,231,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,7.809814124979312
LNS,5188.121828771197,5188.121828771197,251,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,8.519880167004885
LNS,5188.064409403695,5188.064409403695,255,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,8.672139375004917
LNS,5180.630839516375,5180.630839516375,257,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,8.753934957989259
LNS,5179.756725786347,5179.756725786347,266,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,9.043936083005974
LNS,5176.403932998304,5176.403932998304,272,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,9.245770666981116
LNS,5173.769315323216,5173.769315323216,273,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,5,9.277696832985384
LNS,5173.310441752434,5173.310441752434,295,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,5,10.017323916981695
LNS,5166.772242442907,5166.772242442907,298,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,10.11917912500212
LNS,5155.690884166138,5155.690884166138,326,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,10.94117004200234
LNS,5155.542329134631,5155.542329134631,330,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,5,11.102754708001157
LNS,5154.306026046529,5154.306026046529,340,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,11.425149249989772
LNS,5089.1737437588135,5089.1737437588135,356,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,11.978981207998004
LNS,5082.931701575049,5082.931701575049,363,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,5,12.19270124999457
LNS,5082.426967140763,5082.426967140763,377,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,12.626903750002384
LNS,5082.046653390527,5082.046653390527,394,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,5,13.127357916993788
LNS,5081.968093569981,5081.968093569981,450,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,14.95165345800342
LNS,5080.239299337032,5080.239299337032,456,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,5,15.132802874984918
LNS,5071.996829931745,5071.996829931745,486,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,16.071523124992382
LNS,5071.529167938605,5071.529167938605,512,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,5,16.88781904199277
LNS,5069.096324106298,5069.096324106298,628,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,20.741809957980877
LNS,5067.681923488401,5067.681923488401,634,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,20.956588542001555
LNS,5067.438054533666,5067.438054533666,682,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,22.475260167004308
LNS,5067.396839567168,5067.396839567168,730,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,23.962957541982178
LNS,5060.5590500585795,5060.5590500585795,731,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,5,24.005759457999375
LNS,5060.107825407501,5060.107825407501,771,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,25.26301270799013
LNS,5059.850347245715,5059.850347245715,803,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,5,26.281423374981387
LNS,5054.171271862861,5054.171271862861,867,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,28.257131416990887
LNS,5054.03290314322,5054.03290314322,932,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,30.32263066698215
LNS,5050.702910043629,5050.702910043629,956,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,31.072145541984355
LNS,4987.032196624292,4987.032196624292,1444,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,5,46.73041566699976
LNS,4986.003196854382,4986.003196854382,1467,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,47.49752491698018
LNS,4985.461011192376,4985.461011192376,1479,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,47.89233858298394
LNS,4985.307511763667,4985.307511763667,1521,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,49.257303166989004
LNS,4984.982754678335,4984.982754678335,1532,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,49.6209585829929
LNS,4978.595143383484,4978.595143383484,1538,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,49.80000474999542
LNS,4978.4888280592795,4978.4888280592795,1611,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,5,52.14330233298824
LNS,4978.40542632497,4978.40542632497,1712,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,5,55.60745074998704
LNS,4965.165265658541,4965.165265658541,1799,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,58.41238237498328
