algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
LNS,6657.994081746442,6657.994081746442,0,e2-multidepot-100c-01,shared_warm_start,4,0.0
LNS,6351.137582009565,6351.137582009565,9,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,4,0.39519629199639894
LNS,6152.541047928425,6152.541047928425,10,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,4,0.4392718340095598
LNS,6042.609946624836,6042.609946624836,11,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,4,0.47769987501669675
LNS,5896.025252221031,5896.025252221031,12,e2-multidepot-100c-01,lns_worst_customer_removal_regret3_insert_repair,4,0.5176454590109643
LNS,5702.318696107192,5702.318696107192,13,e2-multidepot-100c-01,lns_worst_customer_removal_greedy_insert_repair,4,0.5500112500158139
LNS,5590.754089041994,5590.754089041994,14,e2-multidepot-100c-01,lns_worst_customer_removal_greedy_insert_repair,4,0.5932369170186576
LNS,5583.932225486384,5583.932225486384,15,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,4,0.6313184589962475
LNS,5508.4883611643245,5508.4883611643245,22,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,4,0.8533039590111002
LNS,5415.770774462448,5415.770774462448,23,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,4,0.8994698750029784
LNS,5386.103981662334,5386.103981662334,24,e2-multidepot-100c-01,lns_worst_customer_removal_regret2_insert_repair,4,0.931140583998058
LNS,5322.030669873856,5322.030669873856,49,e2-multidepot-100c-01,lns_worst_customer_removal_regret2_insert_repair,4,1.7708718340145424
LNS,5321.475808377709,5321.475808377709,50,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,1.8107685839931946
LNS,5315.068293766007,5315.068293766007,58,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,4,2.0554121670138557
LNS,5311.474058009171,5311.474058009171,60,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,2.1238178340136074
LNS,5238.6186659891755,5238.6186659891755,61,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,4,2.1679724999994505
LNS,5223.768811152398,5223.768811152398,101,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,4,3.410988167015603
LNS,5223.450690919865,5223.450690919865,132,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,4,4.4302700420084875
LNS,5219.9381903983885,5219.9381903983885,174,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,4,5.785591499996372
LNS,5200.424946882892,5200.424946882892,176,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,4,5.850095917005092
LNS,5200.320231665482,5200.320231665482,179,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,4,5.940488209016621
LNS,5199.869250350645,5199.869250350645,181,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,4,6.006544000003487
LNS,5199.204101079414,5199.204101079414,191,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,4,6.320050792011898
LNS,5198.1881907094075,5198.1881907094075,197,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,6.516097084007924
LNS,5076.349898819099,5076.349898819099,207,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,4,6.840224375016987
LNS,5075.957692715192,5075.957692715192,231,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,7.581154959014384
LNS,5071.696427582739,5071.696427582739,302,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,4,9.73184012499405
LNS,5071.406104033685,5071.406104033685,303,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,9.795742874994176
LNS,5070.691351284189,5070.691351284189,317,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,4,10.237431584013393
LNS,5052.616962236374,5052.616962236374,361,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,11.74363350000931
LNS,5052.243211017872,5052.243211017872,481,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,4,15.594953084015287
LNS,5038.35222396346,5038.35222396346,524,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,4,16.946679084008792
LNS,5027.5818099167955,5027.5818099167955,619,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,4,19.764898541994626
LNS,5022.142728167946,5022.142728167946,745,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,4,23.867393541993806
LNS,5020.415652572699,5020.415652572699,801,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,4,25.57830366701819
LNS,5020.322351582405,5020.322351582405,853,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,27.27193725001416
LNS,5020.129798721848,5020.129798721848,974,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,31.160895084001822
LNS,5016.343100832792,5016.343100832792,980,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,4,31.36516437501996
LNS,5016.133785177747,5016.133785177747,991,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,4,31.679882333992282
LNS,5014.515263269098,5014.515263269098,998,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,4,31.924702709016856
