algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
LNS,4418.76918437399,4418.76918437399,0,e2-threeshift-75c-01,shared_warm_start,3,0.0
LNS,4350.962962075679,4350.962962075679,12,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,3,0.3175478340126574
LNS,4243.882366740659,4243.882366740659,13,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,3,0.35661425002035685
LNS,4230.129443901774,4230.129443901774,18,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,0.46087079201242886
LNS,4124.5273345870555,4124.5273345870555,19,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,3,0.4926864590088371
LNS,4123.382457032563,4123.382457032563,20,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,0.5196024590113666
LNS,3997.7469731310634,3997.7469731310634,21,e2-threeshift-75c-01,lns_worst_customer_removal_regret2_insert_repair,3,0.5440308749966789
LNS,3952.078214969979,3952.078214969979,60,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,3,1.4717791250150185
LNS,3800.2087867795035,3800.2087867795035,70,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,3,1.7277630839962512
LNS,3788.52700327675,3788.52700327675,196,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,3,4.362183459015796
LNS,3778.3431012843375,3778.3431012843375,215,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,3,4.948932458995841
LNS,3775.24541652561,3775.24541652561,217,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,4.992150167003274
LNS,3775.187920923177,3775.187920923177,225,e2-threeshift-75c-01,lns_random_customer_removal_greedy_insert_repair,3,5.166867000021739
LNS,3773.411094094947,3773.411094094947,230,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,5.275173625006573
LNS,3772.678599527264,3772.678599527264,241,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,5.531004334014142
LNS,3771.950837729903,3771.950837729903,276,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,3,6.228451208997285
LNS,3760.7724402797135,3760.7724402797135,420,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,3,9.255267208995065
LNS,3752.462113404454,3752.462113404454,1117,e2-threeshift-75c-01,lns_shaw_related_removal_regret2_insert_repair,3,24.182374124997295
LNS,3747.798543853196,3747.798543853196,1127,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,3,24.384057999996003
LNS,3747.7027756262587,3747.7027756262587,1133,e2-threeshift-75c-01,lns_random_customer_removal_greedy_insert_repair,3,24.51765387499472
LNS,3743.943377544132,3743.943377544132,1142,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,24.71911262499634
LNS,3743.46686310993,3743.46686310993,1174,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,3,25.423916875006398
LNS,3730.2256121994988,3730.2256121994988,1185,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,3,25.665308625000762
LNS,3715.5256693988385,3715.5256693988385,1197,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,3,25.915843584021786
LNS,3715.2381081172443,3715.2381081172443,1213,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,3,26.254925292014377
LNS,3709.5497082410348,3709.5497082410348,1222,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,26.42968604201451
LNS,3707.4792136453557,3707.4792136453557,1242,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,26.831569792004302
LNS,3703.3587962732367,3703.3587962732367,1244,e2-threeshift-75c-01,lns_random_customer_removal_greedy_insert_repair,3,26.872916916996473
LNS,3699.303359488191,3699.303359488191,1249,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,3,26.98347533401102
LNS,3690.0580459263497,3690.0580459263497,1251,e2-threeshift-75c-01,lns_shaw_related_removal_regret2_insert_repair,3,27.033110459015006
LNS,3676.8161241313032,3676.8161241313032,1335,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,3,28.9887385420152
LNS,3676.0209508436424,3676.0209508436424,1336,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,3,29.03925404199981
