algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
alns_e2_throughput,13584.546890245236,13584.546890245236,0,e2-vanilla-200c-01,shared_warm_start,4,0.0007335410045925528
alns_e2_throughput,13348.873450949382,13348.873450949382,10,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,3.7597349580028094
alns_e2_throughput,13258.226248207004,13258.226248207004,11,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,3.895766083005583
alns_e2_throughput,12922.50178796892,12922.50178796892,13,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,5.175211875000969
alns_e2_throughput,12621.860856353043,12621.860856353043,14,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,5.721883374993922
alns_e2_throughput,12584.418303936112,12584.418303936112,15,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,5.91093070799252
alns_e2_throughput,12534.87804084898,12534.87804084898,19,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,6.615017957985401
alns_e2_throughput,12481.241474608498,12481.241474608498,31,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,13.36629570799414
alns_e2_throughput,12464.796302112669,12464.796302112669,32,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,13.600499749998562
alns_e2_throughput,12414.101698435918,12414.101698435918,43,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,17.765047749999212
alns_e2_throughput,12378.840097347038,12378.840097347038,45,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,18.245488957996713
alns_e2_throughput,12370.043651926548,12370.043651926548,48,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,19.492124082986265
alns_e2_throughput,12193.036676110774,12193.036676110774,49,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,19.709223290992668
alns_e2_throughput,12051.595091314903,12051.595091314903,51,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,20.09105499999714
alns_e2_throughput,11968.253394182355,11968.253394182355,55,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,21.587046000000555
alns_e2_throughput,11858.245911026868,11858.245911026868,63,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,25.044628333009314
alns_e2_throughput,11729.476868771702,11729.476868771702,99,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,40.23599945800379
alns_e2_throughput,11702.24050532821,11702.24050532821,107,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,43.660525582992705
alns_e2_throughput,11563.243513633102,11563.243513633102,121,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,48.85331412500818
alns_e2_throughput,11553.088418720426,11553.088418720426,128,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,51.008235665998654
alns_e2_throughput,11544.809188154606,11544.809188154606,134,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,52.744802583009005
alns_e2_throughput,11512.371581539739,11512.371581539739,137,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,53.79226354099228
alns_e2_throughput,11506.115806414147,11506.115806414147,237,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,92.85484829099732
alns_e2_throughput,11504.201646657375,11504.201646657375,348,e2-vanilla-200c-01,random_customer_removal+regret2_insert_repair,4,139.5575961249997
alns_e2_throughput,11501.137921245405,11501.137921245405,369,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.21872916599386
alns_e2_throughput,11465.552371073567,11465.552371073567,370,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.2404317909968
alns_e2_throughput,11456.062173438366,11456.062173438366,373,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.28209316599532
alns_e2_throughput,11441.24409947647,11441.24409947647,376,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.3169816659938
alns_e2_throughput,11430.943042317816,11430.943042317816,381,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.37084291598876
alns_e2_throughput,11418.899864728735,11418.899864728735,382,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.38979024998844
alns_e2_throughput,11330.42218825398,11330.42218825398,385,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.42411125000217
alns_e2_throughput,11317.90642299774,11317.90642299774,394,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.51142720799544
alns_e2_throughput,11309.488287657729,11309.488287657729,400,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.57130279100966
alns_e2_throughput,11291.169878194538,11291.169878194538,403,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.60977158299647
alns_e2_throughput,11290.557994613544,11290.557994613544,408,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,147.66909737500828
alns_e2_throughput,11287.092649839165,11287.092649839165,440,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,148.05576391599607
alns_e2_throughput,11265.818626899552,11265.818626899552,450,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,148.16300412500277
alns_e2_throughput,11260.45459474937,11260.45459474937,465,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,148.31953287500073
alns_e2_throughput,11257.963443163937,11257.963443163937,472,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,148.39380566601176
alns_e2_throughput,11231.036771985127,11231.036771985127,481,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,148.49150804098463
alns_e2_throughput,11212.974739978325,11212.974739978325,490,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,148.5868929999997
alns_e2_throughput,11208.301485078457,11208.301485078457,544,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,149.18234525001026
alns_e2_throughput,11203.6738850386,11203.6738850386,556,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,149.3258915829938
alns_e2_throughput,11188.605864896677,11188.605864896677,587,e2-vanilla-200c-01,whole_route_removal+greedy_insert_repair,4,149.6419587910059
