algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
alns_e2_throughput,4418.76918437399,4418.76918437399,0,e2-threeshift-75c-01,shared_warm_start,5,0.00030387501465156674
alns_e2_throughput,4395.338829085694,4395.338829085694,2,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,0.0496353330090642
alns_e2_throughput,4231.744234124659,4231.744234124659,6,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,0.21572475001448765
alns_e2_throughput,4137.225479916003,4137.225479916003,23,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,1.2863474999903701
alns_e2_throughput,4082.5936895103537,4082.5936895103537,25,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,1.3845042909961194
alns_e2_throughput,4061.6776083937243,4061.6776083937243,73,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,3.2991069160052575
alns_e2_throughput,4014.2204306941767,4014.2204306941767,95,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,4.025200833013514
alns_e2_throughput,4011.9289214100304,4011.9289214100304,101,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,4.292568790988298
alns_e2_throughput,3937.4353068950804,3937.4353068950804,106,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,4.499624791002134
alns_e2_throughput,3934.055425822764,3934.055425822764,111,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,4.671288499986986
alns_e2_throughput,3922.4067333431167,3922.4067333431167,115,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,4.839023625012487
alns_e2_throughput,3922.285340736445,3922.285340736445,116,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,4.858273499994539
alns_e2_throughput,3913.94906278594,3913.94906278594,119,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,4.925295207998715
alns_e2_throughput,3896.464753037403,3896.464753037403,149,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,5.8925764999876264
alns_e2_throughput,3808.177680892015,3808.177680892015,177,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,6.857726832997287
alns_e2_throughput,3802.7660330085737,3802.7660330085737,181,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,7.006180583004607
alns_e2_throughput,3802.2087406808987,3802.2087406808987,211,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,7.9461573750013486
alns_e2_throughput,3802.042603902939,3802.042603902939,217,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,8.1437602500082
alns_e2_throughput,3800.6092254082087,3800.6092254082087,253,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,9.41402866601129
alns_e2_throughput,3799.916313740455,3799.916313740455,268,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,9.891274458001135
alns_e2_throughput,3778.6813176834635,3778.6813176834635,284,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,10.4255923749879
alns_e2_throughput,3765.2770819353595,3765.2770819353595,322,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,11.58750195801258
alns_e2_throughput,3763.0658477819006,3763.0658477819006,345,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,12.256758625007933
alns_e2_throughput,3763.0354415408083,3763.0354415408083,347,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,12.346792833006475
alns_e2_throughput,3675.6525466968874,3675.6525466968874,349,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,12.375140749994898
alns_e2_throughput,3659.381096413015,3659.381096413015,402,e2-threeshift-75c-01,random_customer_removal+regret2_insert_repair,5,13.917907958006253
alns_e2_throughput,3642.1885274744895,3642.1885274744895,416,e2-threeshift-75c-01,random_customer_removal+regret2_insert_repair,5,14.498351415997604
alns_e2_throughput,3633.7989408469284,3633.7989408469284,417,e2-threeshift-75c-01,random_customer_removal+regret2_insert_repair,5,14.592579332995228
alns_e2_throughput,3629.0197324485216,3629.0197324485216,457,e2-threeshift-75c-01,whole_route_removal+regret3_insert_repair,5,15.916703124996275
alns_e2_throughput,3608.025150093216,3608.025150093216,489,e2-threeshift-75c-01,vehicle_type_swap+greedy_insert_repair,5,16.045688624988543
alns_e2_throughput,3594.0320300310755,3594.0320300310755,490,e2-threeshift-75c-01,vehicle_type_swap+greedy_insert_repair,5,16.072664125007577
alns_e2_throughput,3582.42312107214,3582.42312107214,491,e2-threeshift-75c-01,vehicle_type_swap+greedy_insert_repair,5,16.08851245799451
alns_e2_throughput,3572.0828985196354,3572.0828985196354,492,e2-threeshift-75c-01,vehicle_type_swap+greedy_insert_repair,5,16.105826040991815
alns_e2_throughput,3571.726877822508,3571.726877822508,764,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,21.324211791012203
alns_e2_throughput,3569.5831476108388,3569.5831476108388,963,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,25.594021666009212
alns_e2_throughput,3568.5628997888743,3568.5628997888743,1663,e2-threeshift-75c-01,random_customer_removal+greedy_insert_repair,5,36.0722047080053
