algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
LNS,7550.193903840589,7550.193903840589,0,e2-vanilla-100c-01,shared_warm_start,5,0.0
LNS,7321.623451852938,7321.623451852938,10,e2-vanilla-100c-01,lns_worst_customer_removal_regret2_insert_repair,5,0.434441000019433
LNS,7316.832587776982,7316.832587776982,11,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,0.48036566699738614
LNS,7016.114330642569,7016.114330642569,12,e2-vanilla-100c-01,lns_worst_customer_removal_greedy_insert_repair,5,0.5115773750003427
LNS,6837.062514099212,6837.062514099212,13,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,0.5527751250192523
LNS,6635.419578223897,6635.419578223897,15,e2-vanilla-100c-01,lns_worst_customer_removal_greedy_insert_repair,5,0.621806209004717
LNS,6612.597831155815,6612.597831155815,16,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,0.6675279590126593
LNS,6579.719264315072,6579.719264315072,17,e2-vanilla-100c-01,lns_worst_customer_removal_regret2_insert_repair,5,0.7109382089984138
LNS,6565.273741029404,6565.273741029404,19,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,5,0.7848860420053825
LNS,6482.070280706786,6482.070280706786,29,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,1.1452893750101794
LNS,6411.046433208533,6411.046433208533,48,e2-vanilla-100c-01,lns_shaw_related_removal_greedy_insert_repair,5,1.8109174169949256
LNS,6369.937019700779,6369.937019700779,62,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,2.3010430420108605
LNS,6357.987967096075,6357.987967096075,65,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,5,2.3928482920164242
LNS,6229.344438842794,6229.344438842794,67,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,5,2.4633305000024848
LNS,6099.773297484382,6099.773297484382,106,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,3.8192115419951733
LNS,6080.014845810775,6080.014845810775,109,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,5,3.9184269170218613
LNS,6074.9771755630145,6074.9771755630145,111,e2-vanilla-100c-01,lns_shaw_related_removal_greedy_insert_repair,5,3.997073125006864
LNS,6065.901714098931,6065.901714098931,112,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,4.044808167003794
LNS,6059.847038740256,6059.847038740256,140,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,5,4.910009667015402
