algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
alns_e2_throughput,11326.360020661483,11326.360020661483,0,e2-threeshift-200c-01,shared_warm_start,1,0.0007718330016359687
alns_e2_throughput,11310.347347925648,11310.347347925648,8,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,2.0579638330091257
alns_e2_throughput,11201.203450799261,11201.203450799261,10,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,2.670473750011297
alns_e2_throughput,11152.108556571266,11152.108556571266,11,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,3.2545541249855887
alns_e2_throughput,11032.926624434622,11032.926624434622,12,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,3.3529996249999385
alns_e2_throughput,10605.627148122288,10605.627148122288,13,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,3.7332046249939594
alns_e2_throughput,10544.95086842301,10544.95086842301,14,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,3.889241041004425
alns_e2_throughput,10391.557069973725,10391.557069973725,15,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,4.287631249986589
alns_e2_throughput,10324.368094646368,10324.368094646368,17,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,4.95209341601003
alns_e2_throughput,10117.880517194964,10117.880517194964,18,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,5.442102875007549
alns_e2_throughput,10116.94259851758,10116.94259851758,22,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,6.708585624990519
alns_e2_throughput,9986.053995376915,9986.053995376915,35,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,12.377658290992258
alns_e2_throughput,9924.132152491846,9924.132152491846,36,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,13.142068374989321
alns_e2_throughput,9752.142576357028,9752.142576357028,37,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,13.518582457996672
alns_e2_throughput,9743.012807272418,9743.012807272418,102,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,32.89903537501232
alns_e2_throughput,9725.653846790434,9725.653846790434,133,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,42.58043637499213
alns_e2_throughput,9725.498125583717,9725.498125583717,189,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,61.63469791598618
alns_e2_throughput,9680.8543516795,9680.8543516795,221,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,72.36167199999909
alns_e2_throughput,9677.567593649848,9677.567593649848,223,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,72.6980767500063
alns_e2_throughput,9657.952539437349,9657.952539437349,232,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,75.70081870799186
alns_e2_throughput,9574.051607003445,9574.051607003445,235,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,76.2975011660019
alns_e2_throughput,9573.980670704916,9573.980670704916,253,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,81.55528587498702
alns_e2_throughput,9570.29673992747,9570.29673992747,268,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,86.99360558300395
alns_e2_throughput,9568.741151071257,9568.741151071257,269,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,87.07745008298662
alns_e2_throughput,9564.723269907336,9564.723269907336,272,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,87.85275258298498
alns_e2_throughput,9544.287318000028,9544.287318000028,289,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,94.19523858299362
alns_e2_throughput,9543.844391723736,9543.844391723736,298,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,96.48152920798748
alns_e2_throughput,9536.982143925152,9536.982143925152,334,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,107.90548337501241
alns_e2_throughput,9532.458090685841,9532.458090685841,372,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,121.89264583299519
alns_e2_throughput,9525.172192914366,9525.172192914366,374,e2-threeshift-200c-01,random_customer_removal+regret3_insert_repair,1,122.23805412498768
alns_e2_throughput,9509.53228368266,9509.53228368266,428,e2-threeshift-200c-01,worst_customer_removal+regret2_insert_repair,1,139.14722824998898
