algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
LNS,7550.193903840589,7550.193903840589,0,e2-vanilla-100c-01,shared_warm_start,3,0.0
LNS,6686.840096389141,6686.840096389141,10,e2-vanilla-100c-01,lns_worst_customer_removal_greedy_insert_repair,3,0.6127159589959774
LNS,6683.9057951713885,6683.9057951713885,11,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,3,0.6580759169883095
LNS,6667.519741151396,6667.519741151396,24,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,3,1.1626295000023674
LNS,6511.306876683541,6511.306876683541,25,e2-vanilla-100c-01,lns_worst_customer_removal_regret2_insert_repair,3,1.193831084005069
LNS,6501.131659888459,6501.131659888459,29,e2-vanilla-100c-01,lns_worst_customer_removal_regret3_insert_repair,3,1.3358007920032833
LNS,6496.352145706961,6496.352145706961,31,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,3,1.4170799590065144
LNS,6473.585741671903,6473.585741671903,37,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,3,1.616084042005241
LNS,6450.525803179166,6450.525803179166,38,e2-vanilla-100c-01,lns_shaw_related_removal_greedy_insert_repair,3,1.6700211669958662
LNS,6438.497690883256,6438.497690883256,40,e2-vanilla-100c-01,lns_worst_customer_removal_regret2_insert_repair,3,1.7241607090109028
LNS,6425.393748731749,6425.393748731749,41,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,3,1.7640074999944773
LNS,6332.897193956913,6332.897193956913,43,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,3,1.8370498750009574
LNS,6190.8427291002,6190.8427291002,48,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,3,2.0336534999951255
LNS,6176.22425890468,6176.22425890468,82,e2-vanilla-100c-01,lns_shaw_related_removal_greedy_insert_repair,3,3.225143209012458
LNS,6175.8773804316115,6175.8773804316115,98,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,3,3.7355236249859445
LNS,6165.983093783963,6165.983093783963,118,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,3,4.355375541985268
LNS,6150.410270990299,6150.410270990299,119,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,3,4.391586124984315
LNS,6146.573534495213,6146.573534495213,122,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,3,4.481547000003047
LNS,6123.611851475446,6123.611851475446,131,e2-vanilla-100c-01,lns_shaw_related_removal_greedy_insert_repair,3,4.792796458990779
LNS,6107.93614869603,6107.93614869603,132,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,3,4.830160874989815
LNS,6098.372645900691,6098.372645900691,140,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,3,5.1026374170032796
LNS,6090.962326160334,6090.962326160334,141,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,3,5.138152208994143
LNS,6087.079208049621,6087.079208049621,152,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,3,5.532262374996208
LNS,6081.149832240092,6081.149832240092,153,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,3,5.563716417003889
LNS,6072.0562000141435,6072.0562000141435,155,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,3,5.644445709011052
LNS,6070.177881722136,6070.177881722136,160,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,3,5.809277291991748
LNS,6053.866261320082,6053.866261320082,162,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,3,5.87951866700314
LNS,6051.616360082413,6051.616360082413,175,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,3,6.275402625004062
LNS,5976.831344083668,5976.831344083668,177,e2-vanilla-100c-01,lns_worst_customer_removal_regret3_insert_repair,3,6.342756500001997
