algorithm,best_cost,best_obj,eval,instance,operator,seed,time_seconds
LNS,3082.2480786777355,3082.2480786777355,0,e2-threeshift-50c-01,shared_warm_start,4,0.0
LNS,2733.631645148192,2733.631645148192,10,e2-threeshift-50c-01,lns_worst_customer_removal_greedy_insert_repair,4,0.1769252909871284
LNS,2731.1064297844077,2731.1064297844077,17,e2-threeshift-50c-01,lns_random_customer_removal_greedy_insert_repair,4,0.2991901249915827
LNS,2730.275113939037,2730.275113939037,19,e2-threeshift-50c-01,lns_random_customer_removal_regret3_insert_repair,4,0.33253541597514413
LNS,2689.9610286928387,2689.9610286928387,27,e2-threeshift-50c-01,lns_shaw_related_removal_greedy_insert_repair,4,0.4584178749937564
LNS,2597.771120276592,2597.771120276592,29,e2-threeshift-50c-01,lns_shaw_related_removal_regret2_insert_repair,4,0.48169649997726083
LNS,2597.7324737742847,2597.7324737742847,30,e2-threeshift-50c-01,lns_random_customer_removal_regret3_insert_repair,4,0.5084725409979001
LNS,2549.1518570947874,2549.1518570947874,39,e2-threeshift-50c-01,lns_worst_customer_removal_regret3_insert_repair,4,0.6607814579911064
LNS,2519.6247312804544,2519.6247312804544,64,e2-threeshift-50c-01,lns_worst_customer_removal_regret3_insert_repair,4,1.010939415980829
LNS,2508.985773961702,2508.985773961702,73,e2-threeshift-50c-01,lns_worst_customer_removal_regret2_insert_repair,4,1.1484589999890886
LNS,2500.46454108562,2500.46454108562,120,e2-threeshift-50c-01,lns_shaw_related_removal_regret2_insert_repair,4,1.8244327909778804
LNS,2495.898314052371,2495.898314052371,127,e2-threeshift-50c-01,lns_shaw_related_removal_regret3_insert_repair,4,1.9381134159921203
LNS,2495.5522769643853,2495.5522769643853,151,e2-threeshift-50c-01,lns_shaw_related_removal_regret3_insert_repair,4,2.1864272079837974
LNS,2493.482365659868,2493.482365659868,220,e2-threeshift-50c-01,lns_random_customer_removal_regret3_insert_repair,4,2.957297707995167
LNS,2492.860188198164,2492.860188198164,227,e2-threeshift-50c-01,lns_worst_customer_removal_regret2_insert_repair,4,3.0743673329998273
LNS,2489.9157930263946,2489.9157930263946,232,e2-threeshift-50c-01,lns_random_customer_removal_regret3_insert_repair,4,3.1524766249931417
LNS,2489.8771465240875,2489.8771465240875,292,e2-threeshift-50c-01,lns_random_customer_removal_regret3_insert_repair,4,3.903453874983825
LNS,2488.3541830781805,2488.3541830781805,360,e2-threeshift-50c-01,lns_random_customer_removal_regret3_insert_repair,4,4.810202749999007
LNS,2483.598796641306,2483.598796641306,361,e2-threeshift-50c-01,lns_worst_customer_removal_regret2_insert_repair,4,4.823947665980086
LNS,2475.5807798537926,2475.5807798537926,364,e2-threeshift-50c-01,lns_worst_customer_removal_regret3_insert_repair,4,4.880162832996575
LNS,2469.3786578053,2469.3786578053,989,e2-threeshift-50c-01,lns_shaw_related_removal_regret3_insert_repair,4,13.587808457989013
LNS,2467.8265313124402,2467.8265313124402,1193,e2-threeshift-50c-01,lns_shaw_related_removal_regret3_insert_repair,4,16.361118000000715
LNS,2465.297444156656,2465.297444156656,1207,e2-threeshift-50c-01,lns_shaw_related_removal_greedy_insert_repair,4,16.55463495798176
LNS,2462.476737804291,2462.476737804291,1261,e2-threeshift-50c-01,lns_shaw_related_removal_regret2_insert_repair,4,17.28384104097495
LNS,2456.122225866835,2456.122225866835,1290,e2-threeshift-50c-01,lns_shaw_related_removal_greedy_insert_repair,4,17.63444533298025
LNS,2452.9775042587316,2452.9775042587316,1356,e2-threeshift-50c-01,lns_shaw_related_removal_greedy_insert_repair,4,18.488468374998774
LNS,2446.563059658847,2446.563059658847,1362,e2-threeshift-50c-01,lns_shaw_related_removal_regret3_insert_repair,4,18.569552915985696
LNS,2429.1240072312894,2429.1240072312894,1390,e2-threeshift-50c-01,lns_shaw_related_removal_regret2_insert_repair,4,18.929055457992945
LNS,2426.194571112912,2426.194571112912,1453,e2-threeshift-50c-01,lns_shaw_related_removal_regret3_insert_repair,4,19.775327207986265
LNS,2424.3584089298165,2424.3584089298165,1468,e2-threeshift-50c-01,lns_random_customer_removal_greedy_insert_repair,4,19.968510707985843
LNS,2423.7395711943495,2423.7395711943495,1472,e2-threeshift-50c-01,lns_random_customer_removal_regret2_insert_repair,4,20.022995290986728
LNS,2423.677338959887,2423.677338959887,1498,e2-threeshift-50c-01,lns_random_customer_removal_greedy_insert_repair,4,20.371065082988935
LNS,2416.4388027975942,2416.4388027975942,1518,e2-threeshift-50c-01,lns_shaw_related_removal_regret3_insert_repair,4,20.676679249998415
LNS,2404.6694620983867,2404.6694620983867,1954,e2-threeshift-50c-01,lns_shaw_related_removal_greedy_insert_repair,4,26.482029165985296
LNS,2397.0264889367395,2397.0264889367395,2396,e2-threeshift-50c-01,lns_random_customer_removal_regret2_insert_repair,4,32.303944499988575
LNS,2386.1463341078716,2386.1463341078716,2410,e2-threeshift-50c-01,lns_random_customer_removal_greedy_insert_repair,4,32.508734832983464
LNS,2384.048370038251,2384.048370038251,3007,e2-threeshift-50c-01,lns_worst_customer_removal_regret2_insert_repair,4,40.28528945799917
LNS,2382.6269429812205,2382.6269429812205,3574,e2-threeshift-50c-01,lns_random_customer_removal_regret3_insert_repair,4,47.36957854099455
LNS,2372.248821653028,2372.248821653028,3587,e2-threeshift-50c-01,lns_random_customer_removal_greedy_insert_repair,4,47.56511520798085
LNS,2365.060745548055,2365.060745548055,14702,e2-threeshift-50c-01,lns_shaw_related_removal_regret3_insert_repair,4,193.38380474998849
