grid_date,region,row_count,solution_count,grid_day_count,asap_charging_emissions_kg,carbon_charging_emissions_kg,charging_emissions_reduction_pct,unit_reduction_min_pct,unit_reduction_q1_pct,unit_reduction_median_pct,unit_reduction_q3_pct,unit_reduction_max_pct,asap_system_total_emissions_kg,carbon_system_total_emissions_kg,system_total_emissions_reduction_pct,asap_charging_electricity_cost_cny,carbon_charging_electricity_cost_cny,charging_electricity_cost_reduction_pct,charging_energy_kwh,movable_energy_kwh,movable_energy_share_pct,immovable_energy_kwh,immovable_energy_share_pct,window_too_narrow_kwh,already_lowest_carbon_kwh,depot_capacity_constrained_kwh,unclassified_immovable_kwh,asap_violation_count,carbon_violation_count,max_independent_residual
2025-02-01,overall,405,405,1,16844.830201528894,8458.837546122226,49.78377671414893,25.357101424139774,44.58672051051073,48.567015187459496,58.10641923618155,86.3024080343802,95614.23048310415,87228.23782769748,8.770653294007897,18872.242585932643,43751.55694429738,-131.8301958290307,44098.354840981505,43624.9140449053,98.92639805320759,473.4407960762037,1.073601946792413,0.0,473.4407960762027,0.0,0.0,0,0,0.0
2025-02-01,jjj,135,135,1,8418.625212308161,4518.9040881524525,46.32254110153586,25.357101424139774,45.45470918799618,49.272671787660954,54.41006970180376,65.74306050966841,35012.334493153925,31112.613368998213,11.138135118977106,8100.612255296301,14684.44449586013,-81.27573611808444,14585.279958835114,14548.647734343875,99.748841128901,36.63222449123896,0.251158871099,0.0,36.632224491239114,0.0,0.0,0,0,0.0
2025-02-01,prd,135,135,1,5116.007138086694,2110.4919732885505,58.74728247392865,45.05562757400987,56.3427489571872,61.86666163017132,65.2568580749028,86.3024080343802,29488.13276937543,26482.617604577285,10.192287142438154,4960.510309078933,16691.74211573687,-236.4924387958019,14854.977294992726,14418.168723407764,97.05951370432453,436.8085715849629,2.9404862956754645,0.0,436.80857158496354,0.0,0.0,0,0,0.0
2025-02-01,cy,135,135,1,3310.19785113404,1829.4414846812215,44.73316801729922,38.42852156875482,41.5348050374161,44.4812554187417,46.25392712521137,50.38776886178431,31113.7632205748,29633.006854121984,4.759168333175549,5811.120021557412,12375.37033270038,-112.9601571950275,14658.097587153665,14658.097587153665,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02-02,overall,405,405,1,14684.347770415587,6094.8780668548,58.4940498403743,26.71751020687949,35.244323444905206,55.73622654961254,88.12364408804035,93.04556354916069,93453.74805199084,84864.27834843006,9.191145227029555,18872.242585932643,46158.203535270884,-144.5825043054352,44098.354840981505,43648.683358481605,98.98029873422395,449.67148249989987,1.0197012657760443,0.0,217.7104846469977,231.9609978529002,0.0,0,0,0.0
2025-02-02,jjj,135,135,1,6282.175574180812,3052.8033140004463,51.40531686909231,29.627380352690885,50.318449430533704,55.73622654961254,59.44559222109022,68.1007904618487,32875.884855026576,29646.51259484621,9.822921191082742,8100.612255296301,14635.58824398521,-80.6726181026162,14585.279958835114,14251.120807046478,97.7089287779751,334.1591517886354,2.2910712220248928,0.0,102.1981539357356,231.9609978529002,0.0,0,0,0.0
2025-02-02,prd,135,135,1,4770.100622872295,615.2713092391637,87.10150250732698,72.44059929197373,88.12364408804035,91.78107470005314,92.77122569071744,93.04556354916069,29142.22625416103,24987.3969405279,14.257075891859461,4960.510309078933,17186.909432256984,-246.4746238063609,14854.977294992726,14739.464964281466,99.22239981645615,115.5123307112608,0.7776001835438507,0.0,115.5123307112621,0.0,0.0,0,0,0.0
2025-02-02,cy,135,135,1,3632.0715733624784,2426.8034436151897,33.18404126688182,26.71751020687949,30.55971035460204,31.817794732317267,35.447211888254145,40.98470111807038,31435.63694280324,30230.368813055953,3.834082102234031,5811.120021557412,14335.705859028692,-146.69436882817376,14658.097587153665,14658.097587153665,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2025-02-03,overall,405,405,1,16716.439534759902,6309.063821816311,62.25832774558636,36.69879215729486,48.184648521332356,62.24342635944532,78.19793016745707,94.20888089708647,95485.83981633515,85078.46410339157,10.899391713956682,18872.242585932643,44020.657468718004,-133.25610227970984,44098.354840981505,43868.8902770659,99.47965277901396,229.46456391560787,0.5203472209860349,0.0,153.530185948277,75.93437796733431,0.0,0,0,0.0
2025-02-03,jjj,135,135,1,8015.777123913813,3264.181808688687,59.27803682377205,36.69879215729486,57.805591271879024,62.24342635944532,67.33939842781743,78.19793016745707,34609.48640475958,29857.89108953445,13.72917026174557,8100.612255296301,14811.335774896223,-82.84217671586924,14585.279958835114,14407.147426932044,98.77868280618662,178.13253190306932,1.2213171938133731,0.0,102.1981539357356,75.93437796733431,0.0,0,0,0.0
