algorithm,all_cv_flag,charging_actions,cost_carbon,cost_carbon_share_pct,cost_elec,cost_elec_share_pct,cost_fix,cost_fix_share_pct,cost_fuel,cost_fuel_share_pct,cost_km,cost_km_share_pct,cost_occ,cost_occ_share_pct,cost_transship,cost_transship_share_pct,cv_routes,ev_routes,evaluations,feasible,gap_vs_fair_sa_mean_pct,instance,operator_base_id,route_count,run_elapsed_seconds,seed,total_cost,variant,violation_count
scikit-opt-SA,False,47,15.66668222027748,0.27558415472142184,388.74384761602784,6.838183295104762,3920.0,68.95460514988604,84.40492171026867,1.4847214411323009,1276.0840435330206,22.446905959155465,0.0,0.0,0.0,0.0,2,47,16000,True,,Scale-150,,49,352.032354917028,1,5684.899495079595,fair_sa,0
scikit-opt-SA,False,49,11.454049518838088,0.1994016741953392,412.6806158920813,7.184289327674585,4000.0,69.63534560153245,35.20546272056654,0.6128861409021293,1284.869174553404,22.3680772556955,0.0,0.0,0.0,0.0,1,49,16000,True,,Scale-150,,50,356.8409845411079,2,5744.20930268489,fair_sa,0
scikit-opt-SA,False,49,12.489213416422725,0.21785026385824072,398.9182268120609,6.958359831900522,4000.0,69.77229280805722,53.49499964940366,0.9331171948262775,1268.0322810778284,22.118379901357738,0.0,0.0,0.0,0.0,1,49,16000,True,,Scale-150,,50,354.21785079094116,3,5732.934720955716,fair_sa,0
scikit-opt-SA,False,51,9.897937540323657,0.17040911817811943,453.49671846916436,7.8076847399942455,4000.0,68.86651587116286,0.0,0.0,1339.3240098961555,23.058644546035765,5.619318672081864,0.09674572462901186,0.0,0.0,0,50,16000,True,,Scale-150,,50,359.3475580830127,4,5808.337984577725,fair_sa,0
scikit-opt-SA,False,50,12.553902284995695,0.2161625725237557,429.54652582690665,7.396256553021102,4000.0,68.87502152445815,43.18624166164351,0.7436133310015368,1314.5047871440283,22.634136377137054,7.829232652104011,0.13480964185841357,0.0,0.0,1,49,16000,True,,Scale-150,,50,347.0864156250609,5,5807.620689569678,fair_sa,0
scikit-opt-SA,False,50,10.972949294635123,0.18901603625651023,430.83764012698146,7.421452594037412,4000.0,68.90254613640604,36.062487649056756,0.6211993047581766,1323.6493801463098,22.8007031209891,3.7782526888872465,0.06508280755276344,0.0,0.0,1,49,16000,True,,Scale-150,,50,349.7524496249389,6,5805.30070990587,fair_sa,0
scikit-opt-SA,False,50,8.491602730734979,0.14849423619760727,427.0979163897273,7.468740694419266,4000.0,69.94874390915109,0.0,0.0,1282.8834318665777,22.43402116023203,0.0,0.0,0.0,0.0,0,50,16000,True,,Scale-150,,50,368.8002977090655,7,5718.47295098704,fair_sa,0
scikit-opt-SA,False,49,12.949516816928378,0.2221566146581152,429.8329089856769,7.374037601470754,4000.0,68.62236415422045,42.551620275020134,0.7299981954661355,1343.6694417801873,23.05144343418453,0.0,0.0,0.0,0.0,1,49,16000,True,,Scale-150,,50,359.19455562497023,8,5829.0034878578135,fair_sa,0
scikit-opt-SA,False,49,13.23781856216023,0.230388787219956,402.4760614905578,7.004626272558796,4000.0,69.61533311191106,53.62141117620063,0.9332181002404895,1276.5253133159824,22.21643372806969,0.0,0.0,0.0,0.0,1,49,16000,True,,Scale-150,,50,363.3019148330204,9,5745.860604544901,fair_sa,0
scikit-opt-SA,False,50,9.13945978212776,0.16117609940414546,435.25677194942887,7.675835379158075,3920.0,69.12994036034351,0.0,0.0,1305.8315486526003,23.028585989543178,0.2530265813778385,0.004462171551079484,0.0,0.0,0,49,16000,True,,Scale-150,,49,363.16165554104373,10,5670.4808069655355,fair_sa,0
scikit-opt-SA,False,58,30.706793557891388,0.40102023895691313,548.560165819689,7.164008458405831,4960.0,64.77590639596811,215.45579876705048,2.8137791639925407,1894.2680364492119,24.738493753610573,8.177242052463178,0.10679198906603407,0.0,0.0,5,57,16000,True,,Scale-200,,62,513.3033426250331,1,7657.168036646306,fair_sa,0
scikit-opt-SA,False,54,39.92432570962225,0.5177447742194929,486.30610870717624,6.306492144298745,4960.0,64.3220401217637,333.7611006995594,4.32826510287925,1891.2066647705833,24.52545785683879,0.0,0.0,0.0,0.0,8,54,16000,True,,Scale-200,,62,477.5205207919935,2,7711.198199886941,fair_sa,0
scikit-opt-SA,False,58,27.42217458410998,0.3660488431368518,524.3636138556483,6.9995431487822914,4960.0,66.20927368068217,177.68888999079354,2.371905715205056,1801.9230129583732,24.05322861219362,0.0,0.0,0.0,0.0,4,58,16000,True,,Scale-200,,62,535.5568787080701,3,7491.397691388925,fair_sa,0
scikit-opt-SA,False,56,34.391344089906774,0.449355632394322,522.5081492443719,6.827066113528218,4960.0,64.80711922305909,248.17744808107773,3.242674489166323,1888.4032000614106,24.673784541852047,0.0,0.0,0.0,0.0,6,56,16000,True,,Scale-200,,62,509.5587081669364,4,7653.480141476766,fair_sa,0
scikit-opt-SA,False,56,32.40756867012862,0.4290382209585724,503.267113449841,6.662666651093111,4960.0,65.66458587545975,238.20609302779064,3.1535694459034502,1819.6580675507932,24.09013980658512,0.0,0.0,0.0,0.0,6,56,16000,True,,Scale-200,,62,523.9146008329699,5,7553.538842698554,fair_sa,0
scikit-opt-SA,False,55,38.74115933537698,0.49830228331512183,511.7668250794675,6.5825231313911505,4960.0,63.79724736285964,316.3906418135244,4.069526620780512,1947.7314793450028,25.052400601653567,0.0,0.0,0.0,0.0,7,55,16000,True,,Scale-200,,62,500.057365457993,6,7774.630105573372,fair_sa,0
scikit-opt-SA,False,56,32.655761199865594,0.4255594585381641,530.100200541902,6.908096642821866,4960.0,64.63713711741565,243.5925348113541,3.174420176084746,1907.2586915096533,24.854786605139562,0.0,0.0,0.0,0.0,6,56,16000,True,,Scale-200,,62,467.7056692079641,7,7673.607188062776,fair_sa,0
scikit-opt-SA,False,55,31.975049753448644,0.4285335153216271,500.739795635081,6.710975793299292,4880.0,65.40235498911117,237.77078678292412,3.186633074429727,1811.0193867418116,24.271502627838192,0.0,0.0,0.0,0.0,6,55,16000,True,,Scale-200,,61,444.78076441702433,8,7461.505018913264,fair_sa,0
scikit-opt-SA,False,56,31.5353638443128,0.4202185554624818,493.82031822154784,6.580309705813191,4960.0,66.09354645102016,234.12912013382723,3.119843523609191,1785.0300352295608,23.786081764094984,0.0,0.0,0.0,0.0,6,56,16000,True,,Scale-200,,62,229.26661425002385,9,7504.5148374292485,fair_sa,0
scikit-opt-SA,False,57,32.28725715103897,0.4283245697658849,493.66066471268164,6.548930150190722,4960.0,65.7996390371743,248.39757479713612,3.2952562014840847,1803.4916351791073,23.92522149220736,0.19814096417393046,0.002628549177645627,0.0,0.0,6,56,16000,True,,Scale-200,,62,220.8260093749268,10,7538.035272804138,fair_sa,0
ALNS-Wouda,False,46,20.560434720901714,0.3515347717604359,404.87160351090364,6.922346179178708,3920.0,67.02272223359262,125.3933062569002,2.143928758981641,1377.9373875556928,23.559468056486594,0.0,0.0,0.0,0.0,3,46,16000,True,1.6343242807053726,Scale-150,winner_kernel_v1,49,522.3976766249398,1,5848.762732044399,winner_kernel_only,0
ALNS-Wouda,False,47,16.34494623897162,0.2838513859595854,411.9790299418728,7.154555109912905,3920.0,68.07593103662497,75.81600718577147,1.3166442032272556,1334.1360186039378,23.169018264275277,0.0,0.0,0.0,0.0,2,47,16000,True,0.06193058160053109,Scale-150,winner_kernel_v1,49,510.0993141250219,2,5758.276001970554,winner_kernel_only,0
ALNS-Wouda,False,48,12.793980565781006,0.22514741072247094,419.7302418227672,7.386378044145779,3920.0,68.98383544466556,35.40227122004541,0.6230062378089367,1294.5641576170467,22.781632862657254,0.0,0.0,0.0,0.0,1,48,16000,True,-1.2549963081047755,Scale-150,winner_kernel_v1,49,490.74739979195874,3,5682.49065122564,winner_kernel_only,0
ALNS-Wouda,False,46,19.678125068701814,0.33770744939229036,405.7484878085246,6.96327960281814,3920.0,67.27334016812972,114.54143392885578,1.9657104204186913,1367.0058929494367,23.459962359241164,0.0,0.0,0.0,0.0,3,46,16000,True,1.2556990427486026,Scale-150,winner_kernel_v1,49,493.0425998750143,4,5826.973939755519,winner_kernel_only,0
ALNS-Wouda,False,46,19.530857960294647,0.33735991180775915,398.2675220098846,6.879344285555515,3920.0,67.71084286081536,113.97031194269783,1.96862905172197,1337.5551953378692,23.103823890099402,0.0,0.0,0.0,0.0,3,46,16000,True,0.6014516709941058,Scale-150,winner_kernel_v1,49,505.38077891711146,5,5789.323887250745,winner_kernel_only,0
ALNS-Wouda,False,45,24.027048878029316,0.4070617033481508,397.43524850645156,6.733272573294108,3920.0,66.41189624348189,162.20465852768294,2.7480405490688495,1398.8899980834606,23.69972893080698,0.0,0.0,0.0,0.0,4,45,16000,True,2.5691099180615447,Scale-150,winner_kernel_v1,49,548.0135404999601,6,5902.556953995625,winner_kernel_only,0
ALNS-Wouda,False,46,19.67267225420121,0.33754343967228506,406.52665654533115,6.975178775698891,3920.0,67.25930602705928,114.54143392885578,1.965300346275281,1367.4490173191984,23.46267141129425,0.0,0.0,0.0,0.0,3,46,16000,True,1.276826777310414,Scale-150,winner_kernel_v1,49,468.8228961660061,7,5828.189780047587,winner_kernel_only,0
ALNS-Wouda,False,46,20.196731285113916,0.3474837376641665,396.09936242441916,6.814869445882919,3920.0,67.44340123233212,125.3933062569002,2.1573854759522506,1350.5916065863112,23.236860108168532,0.0,0.0,0.0,0.0,3,46,16000,True,1.0003790022238108,Scale-150,winner_kernel_v1,49,457.9379912909353,8,5812.281006552745,winner_kernel_only,0
