task_id,instance_id,seed,arm,status,recorded_cost,replayed_cost,cost_equal,recorded_emissions_kg,replayed_emissions_kg,emissions_equal,direct_violation_count,exact_violation_count,all_charge_day_offsets_zero,all_charging_within_registered_day,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,input_file_manifest_sha256,path_identity_sha256,settlement_trace_sha256
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,HGS-F,PASS,9567.581636971157,9567.581636971157,True,820.9730089490248,820.9730089490248,True,0,0,True,True,True,True,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,HGS-E,PASS,9591.393639234502,9591.393639234502,True,825.5618954921811,825.5618954921811,True,0,0,True,True,True,True,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,HGS-M,PASS,9587.019154267411,9587.019154267411,True,824.4347776954468,824.4347776954468,True,0,0,True,True,True,True,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed4,cn-cy-200c-01-V2-LOCATIONS,4,MV-HGS-SP,PASS,9567.581636971157,9567.581636971157,True,820.9730089490248,820.9730089490248,True,0,0,True,True,True,True,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,HGS-F,PASS,9568.774176024905,9568.774176024905,True,821.2829629797426,821.2829629797426,True,0,0,True,True,True,True,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,HGS-E,PASS,9568.957322100056,9568.957322100056,True,821.0907060024155,821.0907060024155,True,0,0,True,True,True,True,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,HGS-M,PASS,9693.293808954166,9693.293808954166,True,791.8535553751412,791.8535553751412,True,0,0,True,True,True,True,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,23ec1279bbba9b2048c04085c86fcbdc00839b3639c1b478e8a52a2d1761fe57
D6-E2-STAGED__cn-cy-200c-01-V2-LOCATIONS__seed5,cn-cy-200c-01-V2-LOCATIONS,5,MV-HGS-SP,PASS,9568.106991914618,9568.106991914618,True,821.0744489580399,821.0744489580399,True,0,0,True,True,True,True,ea9672157fd6a7736f16503287468d457a8379b411bc4443a02f9b998870f903,bb71288e94ff1ad68674d4ade78e15c9ca79664c4ef609f7af097260a50e2087,81a7fe5acea6258077547370201613576405b5229682e50aaccc2c1092d3966e
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed1,cn-cy-200c-02-V2-LOCATIONS,1,HGS-F,PASS,9563.702106004608,9563.702106004608,True,819.1202421308733,819.1202421308733,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed1,cn-cy-200c-02-V2-LOCATIONS,1,HGS-E,PASS,9693.647203406732,9693.647203406732,True,793.5608891808738,793.5608891808738,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,10dcab1bdbfc905c4cede704da4baa64c86eebf705d479ee0fd48458ad3c983d
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed1,cn-cy-200c-02-V2-LOCATIONS,1,HGS-M,PASS,9564.684040535678,9564.684040535678,True,819.5386890771605,819.5386890771605,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed1,cn-cy-200c-02-V2-LOCATIONS,1,MV-HGS-SP,PASS,9563.702106004608,9563.702106004608,True,819.1202421308733,819.1202421308733,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed2,cn-cy-200c-02-V2-LOCATIONS,2,HGS-F,PASS,9563.187235373078,9563.187235373078,True,819.3299256377013,819.3299256377013,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed2,cn-cy-200c-02-V2-LOCATIONS,2,HGS-E,PASS,9565.683916915114,9565.683916915114,True,819.6388188258562,819.6388188258562,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed2,cn-cy-200c-02-V2-LOCATIONS,2,HGS-M,PASS,9569.279762528093,9569.279762528093,True,820.0839057862032,820.0839057862032,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed2,cn-cy-200c-02-V2-LOCATIONS,2,MV-HGS-SP,PASS,9563.187235373078,9563.187235373078,True,819.3299256377013,819.3299256377013,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed3,cn-cy-200c-02-V2-LOCATIONS,3,HGS-F,PASS,9563.934434274493,9563.934434274493,True,819.1703628277776,819.1703628277776,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed3,cn-cy-200c-02-V2-LOCATIONS,3,HGS-E,PASS,9564.439185490393,9564.439185490393,True,819.3263256547509,819.3263256547509,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed3,cn-cy-200c-02-V2-LOCATIONS,3,HGS-M,PASS,9567.379586699008,9567.379586699008,True,820.0737674360345,820.0737674360345,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed3,cn-cy-200c-02-V2-LOCATIONS,3,MV-HGS-SP,PASS,9563.934434274493,9563.934434274493,True,819.1703628277776,819.1703628277776,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed4,cn-cy-200c-02-V2-LOCATIONS,4,HGS-F,PASS,9563.935065177047,9563.935065177047,True,819.1705843632227,819.1705843632227,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed4,cn-cy-200c-02-V2-LOCATIONS,4,HGS-E,PASS,9568.694800377205,9568.694800377205,True,820.093374058585,820.093374058585,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed4,cn-cy-200c-02-V2-LOCATIONS,4,HGS-M,PASS,9563.27384462329,9563.27384462329,True,819.3382896923592,819.3382896923592,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed4,cn-cy-200c-02-V2-LOCATIONS,4,MV-HGS-SP,PASS,9563.27384462329,9563.27384462329,True,819.3382896923592,819.3382896923592,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed5,cn-cy-200c-02-V2-LOCATIONS,5,HGS-F,PASS,9563.75560045706,9563.75560045706,True,819.2662162523093,819.2662162523093,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed5,cn-cy-200c-02-V2-LOCATIONS,5,HGS-E,PASS,9563.8713620377,9563.8713620377,True,819.161654172422,819.161654172422,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed5,cn-cy-200c-02-V2-LOCATIONS,5,HGS-M,PASS,9564.684040535678,9564.684040535678,True,819.5386890771605,819.5386890771605,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-02-V2-LOCATIONS__seed5,cn-cy-200c-02-V2-LOCATIONS,5,MV-HGS-SP,PASS,9563.75560045706,9563.75560045706,True,819.2662162523093,819.2662162523093,True,0,0,True,True,True,True,d19cbf57b925052bec3ea7f8a9dddd7fa09d6def727dded0c6cb7c477f0ae767,246bc3b1674c07ac77f356ebd822345713e892df4ad1a3b8cd0945d733f64994,c93f938c2f8b82c5275a6e2b5f8ed7365996c919242e1c4e643f209159bec60b
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed1,cn-cy-200c-03-V2-LOCATIONS,1,HGS-F,PASS,9845.81551831935,9845.81551831935,True,841.1380109047625,841.1380109047625,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed1,cn-cy-200c-03-V2-LOCATIONS,1,HGS-E,PASS,9845.357049512406,9845.357049512406,True,841.1093437743536,841.1093437743536,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed1,cn-cy-200c-03-V2-LOCATIONS,1,HGS-M,PASS,9840.69576155084,9840.69576155084,True,840.6010579497379,840.6010579497379,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed1,cn-cy-200c-03-V2-LOCATIONS,1,MV-HGS-SP,PASS,9839.869279263292,9839.869279263292,True,840.4110525971471,840.4110525971471,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,cf1f19c7303a4cbc96f2e5ba94d99086e7044431f4e45f391265b88fdf313cf0
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed2,cn-cy-200c-03-V2-LOCATIONS,2,HGS-F,PASS,9849.289391636277,9849.289391636277,True,842.5292954891706,842.5292954891706,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed2,cn-cy-200c-03-V2-LOCATIONS,2,HGS-E,PASS,9852.427482791947,9852.427482791947,True,842.3362157485109,842.3362157485109,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed2,cn-cy-200c-03-V2-LOCATIONS,2,HGS-M,PASS,9861.885764708893,9861.885764708893,True,844.3840751804065,844.3840751804065,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed2,cn-cy-200c-03-V2-LOCATIONS,2,MV-HGS-SP,PASS,9849.289391636277,9849.289391636277,True,842.5292954891706,842.5292954891706,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed3,cn-cy-200c-03-V2-LOCATIONS,3,HGS-F,PASS,9843.211686941131,9843.211686941131,True,841.0893222030655,841.0893222030655,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed3,cn-cy-200c-03-V2-LOCATIONS,3,HGS-E,PASS,9852.757648250643,9852.757648250643,True,842.2832248962432,842.2832248962432,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed3,cn-cy-200c-03-V2-LOCATIONS,3,HGS-M,PASS,9847.49898022071,9847.49898022071,True,841.6232408391273,841.6232408391273,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed3,cn-cy-200c-03-V2-LOCATIONS,3,MV-HGS-SP,PASS,9843.211686941131,9843.211686941131,True,841.0893222030655,841.0893222030655,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed4,cn-cy-200c-03-V2-LOCATIONS,4,HGS-F,PASS,9845.64011541479,9845.64011541479,True,841.4458299824227,841.4458299824227,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed4,cn-cy-200c-03-V2-LOCATIONS,4,HGS-E,PASS,9845.81551831935,9845.81551831935,True,841.1380109047625,841.1380109047625,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed4,cn-cy-200c-03-V2-LOCATIONS,4,HGS-M,PASS,9846.772566278009,9846.772566278009,True,841.9608252598848,841.9608252598848,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed4,cn-cy-200c-03-V2-LOCATIONS,4,MV-HGS-SP,PASS,9843.863012538575,9843.863012538575,True,841.411045344909,841.411045344909,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,363a5b7d32f22dff84207a5ec98b035fc3bcd1ad5362b7c3671953aaa7a2f48a
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed5,cn-cy-200c-03-V2-LOCATIONS,5,HGS-F,PASS,9851.762247017286,9851.762247017286,True,842.4263209929396,842.4263209929396,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed5,cn-cy-200c-03-V2-LOCATIONS,5,HGS-E,PASS,9850.199211802637,9850.199211802637,True,842.2973401248197,842.2973401248197,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed5,cn-cy-200c-03-V2-LOCATIONS,5,HGS-M,PASS,9848.823661225786,9848.823661225786,True,842.1607090299684,842.1607090299684,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-200c-03-V2-LOCATIONS__seed5,cn-cy-200c-03-V2-LOCATIONS,5,MV-HGS-SP,PASS,9848.823661225786,9848.823661225786,True,842.1607090299684,842.1607090299684,True,0,0,True,True,True,True,469524dc7f2e818cea785be755ea95c409b1d23acbd9dccfb7b41db707e20d9a,3b9494e1d6710649d5e6ed4384402c4d60a11f042607084d3259f65fdc6f1bec,75f152e3ab1f5cd55f5be263bbc3ee8fc4df15bb7dd09ceb65eb7a400c16bd6d
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed1,cn-cy-20c-01-V2-LOCATIONS,1,HGS-F,PASS,1213.5342700570095,1213.5342700570095,True,103.17795637156563,103.17795637156563,True,0,0,True,True,True,True,a355274cb34f32f30dc2098274bf19e0d803e8888945c732a2802f1dd496de66,0d2717bc5a15c0b826a438e3fe2be4f64d9b2df91d42c45951d79c04c6fddf45,41107233724a5c0b4a265f3a15b073e2eb25335bd50ecf339b9c37a15144dca6
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed1,cn-cy-20c-01-V2-LOCATIONS,1,HGS-E,PASS,1207.8935410579593,1207.8935410579593,True,100.90135664721004,100.90135664721004,True,0,0,True,True,True,True,a355274cb34f32f30dc2098274bf19e0d803e8888945c732a2802f1dd496de66,0d2717bc5a15c0b826a438e3fe2be4f64d9b2df91d42c45951d79c04c6fddf45,077924cfe8b3e708dac3c8e49226d5ec79a3517e9da0941dca7b52ef220caf76
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed1,cn-cy-20c-01-V2-LOCATIONS,1,HGS-M,PASS,1207.8935410579593,1207.8935410579593,True,100.90135664721004,100.90135664721004,True,0,0,True,True,True,True,a355274cb34f32f30dc2098274bf19e0d803e8888945c732a2802f1dd496de66,0d2717bc5a15c0b826a438e3fe2be4f64d9b2df91d42c45951d79c04c6fddf45,077924cfe8b3e708dac3c8e49226d5ec79a3517e9da0941dca7b52ef220caf76
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed1,cn-cy-20c-01-V2-LOCATIONS,1,MV-HGS-SP,PASS,1207.8935410579593,1207.8935410579593,True,100.90135664721004,100.90135664721004,True,0,0,True,True,True,True,a355274cb34f32f30dc2098274bf19e0d803e8888945c732a2802f1dd496de66,0d2717bc5a15c0b826a438e3fe2be4f64d9b2df91d42c45951d79c04c6fddf45,077924cfe8b3e708dac3c8e49226d5ec79a3517e9da0941dca7b52ef220caf76
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed2,cn-cy-20c-01-V2-LOCATIONS,2,HGS-F,PASS,1213.5342700570095,1213.5342700570095,True,103.17795637156563,103.17795637156563,True,0,0,True,True,True,True,a355274cb34f32f30dc2098274bf19e0d803e8888945c732a2802f1dd496de66,0d2717bc5a15c0b826a438e3fe2be4f64d9b2df91d42c45951d79c04c6fddf45,41107233724a5c0b4a265f3a15b073e2eb25335bd50ecf339b9c37a15144dca6
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed2,cn-cy-20c-01-V2-LOCATIONS,2,HGS-E,PASS,1207.8935410579593,1207.8935410579593,True,100.90135664721004,100.90135664721004,True,0,0,True,True,True,True,a355274cb34f32f30dc2098274bf19e0d803e8888945c732a2802f1dd496de66,0d2717bc5a15c0b826a438e3fe2be4f64d9b2df91d42c45951d79c04c6fddf45,077924cfe8b3e708dac3c8e49226d5ec79a3517e9da0941dca7b52ef220caf76
D6-E2-STAGED__cn-cy-20c-01-V2-LOCATIONS__seed2,cn-cy-20c-01-V2-LOCATIONS,2,HGS-M,PASS,1207.8935410579593,1207.8935410579593,True,100.90135664721004,100.90135664721004,True,0,0,True,True,True,True,a355274cb34f32f30dc2098274bf19e0d803e8888945c732a2802f1dd496de66,0d2717bc5a15c0b826a438e3fe2be4f64d9b2df91d42c45951d79c04c6fddf45,077924cfe8b3e708dac3c8e49226d5ec79a3517e9da0941dca7b52ef220caf76
