algorithm_objective,arm,big_m,bundle_hashes,candidate_scores,class,component_trace,distance_double,elapsed_seconds,eval_budget,evaluations,failure_codes,feasible,independent_recompute_pass,initial_distance_double,initial_route_count,initial_solution_sha256,instance,model_violation_count,phase,process_cpu_seconds,route_count,run_order,score,seed,solution_path,solution_sha256,source_checkpoint_payload_sha256,source_checkpoint_route_count,status
999116.4977990618,candidate_true_swapstar,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",0,C1,"{""accepted_move_count"": 0, ""accepted_moves"": [], ""feasibility_checks"": 0, ""feasible_candidates"": 0, ""proxy_moves_considered"": 0, ""score_counts"": {""reference"": 1, ""reference_phase:budget_smoke_initial"": 1}, ""stop_reason"": ""zero_evaluation_budget""}",4178.497799061866,1.18750031106174e-05,0,0,[],True,True,4178.497799061866,21,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,C1_2_1,0,budget_smoke,1.0999999999983245e-05,21,,999116.4977990618,1,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/budget_smoke__C1_2_1__seed1__budget0__candidate_true_swapstar.json,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,21,OK
999099.2685392145,candidate_true_swapstar,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",1,C1,"{""accepted_move_count"": 1, ""accepted_moves"": [{""distance_delta"": -17.22925984740877, ""left_customer"": ""C74"", ""left_insert_idx"": 10, ""left_route_idx"": 2, ""right_customer"": ""C198"", ""right_insert_idx"": 10, ""right_route_idx"": 3}], ""feasibility_checks"": 273, ""feasible_candidates"": 1, ""proxy_moves_considered"": 1282, ""score_counts"": {""candidate"": 1, ""candidate_channel:true_swapstar"": 1, ""reference"": 1, ""reference_phase:budget_smoke_initial"": 1}, ""stop_reason"": ""evaluation_limit_reached""}",4161.268539214458,0.2009735419997014,1,1,[],True,True,4178.497799061866,21,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,C1_2_1,0,budget_smoke,0.7298530000000001,21,,999099.2685392145,1,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/budget_smoke__C1_2_1__seed1__budget1__candidate_true_swapstar.json,caa91b4e89592552ed822105a58e4c869173f310b629b96ee72a2fb50b98b8ae,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,21,OK
999082.7080625333,candidate_true_swapstar,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",2,C1,"{""accepted_move_count"": 2, ""accepted_moves"": [{""distance_delta"": -17.22925984740877, ""left_customer"": ""C74"", ""left_insert_idx"": 10, ""left_route_idx"": 2, ""right_customer"": ""C198"", ""right_insert_idx"": 10, ""right_route_idx"": 3}, {""distance_delta"": -16.560476681200612, ""left_customer"": ""C14"", ""left_insert_idx"": 6, ""left_route_idx"": 2, ""right_customer"": ""C169"", ""right_insert_idx"": 6, ""right_route_idx"": 3}], ""feasibility_checks"": 518, ""feasible_candidates"": 2, ""proxy_moves_considered"": 2403, ""score_counts"": {""candidate"": 2, ""candidate_channel:true_swapstar"": 2, ""reference"": 1, ""reference_phase:budget_smoke_initial"": 1}, ""stop_reason"": ""evaluation_limit_reached""}",4144.708062533258,0.32409275003010407,2,2,[],True,True,4178.497799061866,21,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,C1_2_1,0,budget_smoke,0.3235739999999998,21,,999082.7080625333,1,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/budget_smoke__C1_2_1__seed1__budget2__candidate_true_swapstar.json,de18f18dce8293e7c973036e837b17c07bdf343f5f2dfa57944fc98761f57078,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,21,OK
999034.748674885,candidate_true_swapstar,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",5,C1,"{""accepted_move_count"": 5, ""accepted_moves"": [{""distance_delta"": -17.22925984740877, ""left_customer"": ""C74"", ""left_insert_idx"": 10, ""left_route_idx"": 2, ""right_customer"": ""C198"", ""right_insert_idx"": 10, ""right_route_idx"": 3}, {""distance_delta"": -16.560476681200612, ""left_customer"": ""C14"", ""left_insert_idx"": 6, ""left_route_idx"": 2, ""right_customer"": ""C169"", ""right_insert_idx"": 6, ""right_route_idx"": 3}, {""distance_delta"": -7.863724965313338, ""left_customer"": ""C18"", ""left_insert_idx"": 2, ""left_route_idx"": 14, ""right_customer"": ""C88"", ""right_insert_idx"": 2, ""right_route_idx"": 15}, {""distance_delta"": -6.044176555014076, ""left_customer"": ""C185"", ""left_insert_idx"": 4, ""left_route_idx"": 14, ""right_customer"": ""C186"", ""right_insert_idx"": 4, ""right_route_idx"": 15}, {""distance_delta"": -34.051486127856805, ""left_customer"": ""C54"", ""left_insert_idx"": 3, ""left_route_idx"": 14, ""right_customer"": ""C8"", ""right_insert_idx"": 3, ""right_route_idx"": 15}], ""feasibility_checks"": 1567, ""feasible_candidates"": 5, ""proxy_moves_considered"": 5325, ""score_counts"": {""candidate"": 5, ""candidate_channel:true_swapstar"": 5, ""reference"": 1, ""reference_phase:marginal_screen_initial"": 1}, ""stop_reason"": ""evaluation_limit_reached""}",4096.748674885072,1.0523512919899076,5,5,[],True,True,4178.497799061866,21,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,C1_2_1,0,marginal_screen,1.015711,21,1,999034.748674885,1,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/marginal_screen__C1_2_1__seed1__budget5__candidate_true_swapstar.json,83a66f9b2afc1514bbfff8716822ea5ff3e49eddb1f0fad97fcb6582323f16ca,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,21,OK
999116.4977990618,baseline_continue,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",5,C1,"{""actual_moves"": 5, ""score_counts"": {""candidate"": 5, ""candidate_channel:destroy_repair"": 5, ""reference"": 2, ""reference_cache_hit"": 1, ""reference_cache_hit:history"": 1, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 4467}}",4178.497799061866,1.0539729580050334,5,5,[],True,True,4178.497799061866,21,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,C1_2_1,0,marginal_screen,0.9488109999999996,21,2,999116.4977990618,1,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/marginal_screen__C1_2_1__seed1__budget5__baseline_continue.json,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,e76ccff3742037a9213923897584e44306448a6b91bfca24018f4e3f2e4657e1,21,OK
999042.5397796618,baseline_continue,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",5,C1,"{""actual_moves"": 5, ""score_counts"": {""candidate"": 5, ""candidate_channel:destroy_repair"": 5, ""reference"": 2, ""reference_cache_hit"": 1, ""reference_cache_hit:history"": 1, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 7963}}",4104.539779661798,1.338430250005331,5,5,[],True,True,4104.539779661798,21,27ec60e8e022726efeb7642dcc73519d218d97030c5d9a2d3e9fce32dc5602d8,C1_2_1,0,marginal_screen,1.3321499999999995,21,1,999042.5397796618,2,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/marginal_screen__C1_2_1__seed2__budget5__baseline_continue.json,27ec60e8e022726efeb7642dcc73519d218d97030c5d9a2d3e9fce32dc5602d8,27ec60e8e022726efeb7642dcc73519d218d97030c5d9a2d3e9fce32dc5602d8,21,OK
998978.2592577502,candidate_true_swapstar,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",5,C1,"{""accepted_move_count"": 5, ""accepted_moves"": [{""distance_delta"": -23.78331147953932, ""left_customer"": ""C57"", ""left_insert_idx"": 0, ""left_route_idx"": 10, ""right_customer"": ""C190"", ""right_insert_idx"": 0, ""right_route_idx"": 12}, {""distance_delta"": -17.22925984740877, ""left_customer"": ""C74"", ""left_insert_idx"": 10, ""left_route_idx"": 4, ""right_customer"": ""C198"", ""right_insert_idx"": 10, ""right_route_idx"": 5}, {""distance_delta"": -16.560476681200612, ""left_customer"": ""C14"", ""left_insert_idx"": 6, ""left_route_idx"": 4, ""right_customer"": ""C169"", ""right_insert_idx"": 6, ""right_route_idx"": 5}, {""distance_delta"": -6.044176555014019, ""left_customer"": ""C185"", ""left_insert_idx"": 4, ""left_route_idx"": 17, ""right_customer"": ""C186"", ""right_insert_idx"": 4, ""right_route_idx"": 18}, {""distance_delta"": -0.6632973484075819, ""left_customer"": ""C183"", ""left_insert_idx"": 9, ""left_route_idx"": 6, ""right_customer"": ""C149"", ""right_insert_idx"": 9, ""right_route_idx"": 14}], ""feasibility_checks"": 1882, ""feasible_candidates"": 5, ""proxy_moves_considered"": 5553, ""score_counts"": {""candidate"": 5, ""candidate_channel:true_swapstar"": 5, ""reference"": 1, ""reference_phase:marginal_screen_initial"": 1}, ""stop_reason"": ""evaluation_limit_reached""}",4040.2592577502296,1.1485878329840489,5,5,[],True,True,4104.539779661798,21,27ec60e8e022726efeb7642dcc73519d218d97030c5d9a2d3e9fce32dc5602d8,C1_2_1,0,marginal_screen,1.1413280000000006,21,2,998978.2592577502,2,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/marginal_screen__C1_2_1__seed2__budget5__candidate_true_swapstar.json,d5e6a1a3057bb0b76c2e2e6407b2aac4e94aa33a7d1fec1c86e42c696ff380fe,27ec60e8e022726efeb7642dcc73519d218d97030c5d9a2d3e9fce32dc5602d8,21,OK
999034.748674885,candidate_true_swapstar,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",5,C1,"{""accepted_move_count"": 5, ""accepted_moves"": [{""distance_delta"": -17.22925984740877, ""left_customer"": ""C74"", ""left_insert_idx"": 10, ""left_route_idx"": 3, ""right_customer"": ""C198"", ""right_insert_idx"": 10, ""right_route_idx"": 4}, {""distance_delta"": -16.560476681200612, ""left_customer"": ""C14"", ""left_insert_idx"": 6, ""left_route_idx"": 3, ""right_customer"": ""C169"", ""right_insert_idx"": 6, ""right_route_idx"": 4}, {""distance_delta"": -7.863724965313338, ""left_customer"": ""C18"", ""left_insert_idx"": 2, ""left_route_idx"": 15, ""right_customer"": ""C88"", ""right_insert_idx"": 2, ""right_route_idx"": 16}, {""distance_delta"": -6.044176555014076, ""left_customer"": ""C185"", ""left_insert_idx"": 4, ""left_route_idx"": 15, ""right_customer"": ""C186"", ""right_insert_idx"": 4, ""right_route_idx"": 16}, {""distance_delta"": -34.051486127856805, ""left_customer"": ""C54"", ""left_insert_idx"": 3, ""left_route_idx"": 15, ""right_customer"": ""C8"", ""right_insert_idx"": 3, ""right_route_idx"": 16}], ""feasibility_checks"": 1567, ""feasible_candidates"": 5, ""proxy_moves_considered"": 5325, ""score_counts"": {""candidate"": 5, ""candidate_channel:true_swapstar"": 5, ""reference"": 1, ""reference_phase:marginal_screen_initial"": 1}, ""stop_reason"": ""evaluation_limit_reached""}",4096.748674885072,0.9681982079637237,5,5,[],True,True,4178.497799061868,21,b0808f99bc63c71c3238ba967cd8d6bcd490fe05ddbe48ee21894eae2d63917b,C1_2_1,0,marginal_screen,0.9661149999999994,21,1,999034.748674885,3,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/marginal_screen__C1_2_1__seed3__budget5__candidate_true_swapstar.json,1f8f1b5251e7d7e1456c27f089c2843349d859b742a5cb9e215318fef6cb7a8d,b0808f99bc63c71c3238ba967cd8d6bcd490fe05ddbe48ee21894eae2d63917b,21,OK
999116.4977990618,baseline_continue,47378.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""da8967e9253e3312b58766c82bc05dced6ca3f7887c9363717f38f81c84512f0"", ""instance.json"": ""850b05bb8928a31f65151716e25a331a69ba623eacd129d7b962a41c9d9f50bc""}",5,C1,"{""actual_moves"": 5, ""score_counts"": {""candidate"": 5, ""candidate_channel:destroy_repair"": 5, ""reference"": 2, ""reference_cache_hit"": 1, ""reference_cache_hit:history"": 1, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 7361}}",4178.497799061868,1.3187199580133893,5,5,[],True,True,4178.497799061868,21,b0808f99bc63c71c3238ba967cd8d6bcd490fe05ddbe48ee21894eae2d63917b,C1_2_1,0,marginal_screen,1.3039489999999994,21,2,999116.4977990618,3,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/marginal_screen__C1_2_1__seed3__budget5__baseline_continue.json,b0808f99bc63c71c3238ba967cd8d6bcd490fe05ddbe48ee21894eae2d63917b,b0808f99bc63c71c3238ba967cd8d6bcd490fe05ddbe48ee21894eae2d63917b,21,OK
969347.2726714002,baseline_continue,45964.0,"{""carbon_profile.csv"": ""b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd"", ""distance_matrix.npy"": ""02cbec7b39f1e22b829857105bb184b3f05836768cf7cf58ad614df55bb77a25"", ""instance.json"": ""1926701e737e25ac2258766f61843686c8d1a6636b2d1107118ccc6d16831bcd""}",5,R1,"{""actual_moves"": 5, ""score_counts"": {""candidate"": 5, ""candidate_channel:destroy_repair"": 5, ""reference"": 2, ""reference_cache_hit"": 4, ""reference_cache_hit:history"": 4, ""reference_phase:final"": 1, ""reference_phase:initial"": 1, ""repair_delta"": 12404}}",4103.272671400179,1.3416760829859413,5,5,[],True,True,4141.701431677695,21,1baa557e29622b259a37ee0887f33d3ad4c98a476f4779f7908cc5291c77f73a,R1_2_8,0,marginal_screen,1.3365600000000004,21,1,969347.2726714002,1,baselines/e2_alns/homberger_g1_true_swapstar_micro_20260718/solutions/marginal_screen__R1_2_8__seed1__budget5__baseline_continue.json,72ac33d70c3ac4f097eb3344bacfa32d00627953eb2217c9a8b66d74ef5ef6e8,1baa557e29622b259a37ee0887f33d3ad4c98a476f4779f7908cc5291c77f73a,21,OK
