budget,profile,destroy_id,repair_id,pair,attempts,accepted_count,best_improved_count,unchanged_count,accepted_rate,best_improved_rate,unchanged_rate,mean_candidate_route_count_delta,best_improved_top3_member
4000,A0_MAIN_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,631,8,1,439,0.012678288431061807,0.001584786053882726,0.6957210776545166,0.060221870047543584,False
4000,A0_MAIN_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,622,1,1,430,0.001607717041800643,0.001607717041800643,0.6913183279742765,0.0,False
4000,A0_MAIN_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,554,0,0,484,0.0,0.0,0.8736462093862816,0.05595667870036101,False
4000,A0_MAIN_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,553,0,0,430,0.0,0.0,0.7775768535262206,0.0,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,46500,12327,529,22533,0.2650967741935484,0.011376344086021506,0.48458064516129035,0.1049247311827957,True
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,41995,10007,436,21412,0.23829027265150612,0.010382188355756638,0.509870222645553,0.17352065722109775,True
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,23367,2066,270,15839,0.08841528651517097,0.0115547567081782,0.6778362648179056,0.13771558180339796,True
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,10009,3573,18,5017,0.3569787191527625,0.00179838145668898,0.5012488760115895,0.03756619042861425,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,9046,2101,56,5963,0.23225735131549857,0.006190581472474021,0.6591863807207605,0.0568206942294937,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,9012,1868,75,5631,0.2072791833111407,0.008322237017310254,0.6248335552596538,0.08632933865956502,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,7269,1397,42,4763,0.19218599532260283,0.005777961205117622,0.6552483147613152,0.0610813041683863,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,6227,176,55,4349,0.028264011562550186,0.008832503613296933,0.6984101493496065,0.1050264975108399,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,5913,770,16,3188,0.1302215457466599,0.0027059022492812446,0.539151023169288,0.07424319296465415,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,5146,407,75,3791,0.07909055577147299,0.014574426739214923,0.7366886902448504,0.11523513408472601,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,4437,433,13,1910,0.09758846067162497,0.002929907595221997,0.43047103899030875,0.11201262114041019,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,4053,229,35,3037,0.05650135701949174,0.008635578583765112,0.7493214902541327,0.1699975326918332,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,3917,158,74,429,0.04033699259637478,0.018892009190707174,0.1095225938218024,0.0,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,3796,116,18,2734,0.030558482613277135,0.004741833508956797,0.720231822971549,0.1459430979978925,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,3570,105,19,2366,0.029411764705882353,0.005322128851540616,0.6627450980392157,0.1330532212885154,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,2600,73,12,1895,0.028076923076923076,0.004615384615384616,0.7288461538461538,0.175,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,2180,86,12,422,0.03944954128440367,0.005504587155963303,0.19357798165137616,0.0,False
4000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,2169,74,12,431,0.03411710465652374,0.005532503457814661,0.1987090825265099,0.0,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,50123,12500,619,23531,0.249386509187399,0.01234961993496,0.46946511581509487,0.14007541448037827,True
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,40562,10725,431,19437,0.26441003895271437,0.01062570879147971,0.4791923475173808,0.1787633745870519,True
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,24858,2363,292,17040,0.09505994046182316,0.011746721377423767,0.685493603668839,0.13701826373803203,True
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,10449,3856,17,5154,0.3690305292372476,0.001626949947363384,0.493252942865346,0.037037037037037035,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,7676,1655,53,4849,0.2156070870244919,0.006904637832204273,0.6317092235539343,0.09458051068264721,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,7624,1693,58,4933,0.22206190975865686,0.0076075550891920255,0.6470356768100735,0.05246589716684155,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,7176,1631,36,4589,0.22728539576365664,0.005016722408026756,0.6394927536231884,0.044732441471571904,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,6402,184,49,4650,0.02874101843174008,0.007653858169322087,0.7263355201499532,0.09418931583880037,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,5143,116,43,3570,0.022554929029749173,0.008360878864475986,0.6941473847948668,0.18413377406183162,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,4997,625,73,2751,0.12507504502701622,0.014608765259155493,0.5505303181909146,0.17330398238943365,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,4496,487,12,1956,0.1083185053380783,0.0026690391459074734,0.43505338078291816,0.08385231316725979,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,4036,396,16,2023,0.0981169474727453,0.003964321110009911,0.5012388503468781,0.10232903865213082,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,3973,171,81,394,0.043040523533853514,0.020387616410772715,0.09916939340548704,0.0,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,3866,100,20,2625,0.02586652871184687,0.005173305742369374,0.6789963786859804,0.12519399896533887,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,3771,261,31,2787,0.06921241050119331,0.008220631132325643,0.7390612569610183,0.16282153274993372,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,2177,63,10,1597,0.028938906752411574,0.004593477262287551,0.733578318787322,0.20670647680293983,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,2082,75,13,393,0.03602305475504323,0.006243996157540826,0.18876080691642652,0.0,False
4000,A5_EPS_DECAY_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,1809,78,3,391,0.04311774461028192,0.001658374792703151,0.21614151464897732,0.0,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,21881,5010,442,11550,0.2289657693889676,0.020200173666651434,0.5278552168548055,0.10461130661304328,True
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,19242,4093,332,11055,0.21271177632262758,0.017253923708554206,0.5745244777050202,0.1222845858018917,True
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,13094,1669,148,8234,0.12746296013441272,0.011302886818390102,0.628837635558271,0.1554146937528639,True
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,12957,357,94,1773,0.027552674230145867,0.007254765763679864,0.13683723084047233,0.0,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,11247,1682,126,7802,0.1495509913754779,0.011202987463323552,0.6936960967369076,0.09015737530008003,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,10335,275,22,1794,0.026608611514271893,0.0021286889211417515,0.17358490566037735,0.0,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,10335,1160,76,6806,0.11223996129656506,0.007353652636671504,0.6585389453313981,0.1567489114658926,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,10073,1847,121,7350,0.1833614613322744,0.012012310136007148,0.729673384294649,0.03325722227737516,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,9663,223,29,1754,0.02307771913484425,0.0030011383628272795,0.18151712718617408,0.0,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,9076,1486,82,6355,0.16372851476421332,0.009034817100044073,0.7001983252534156,0.04440282062582636,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,9059,318,40,6684,0.03510321227508555,0.00441549839938183,0.7378297825367038,0.12540015454244396,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,8870,345,42,6172,0.03889515219842165,0.004735062006764375,0.6958286358511838,0.11262683201803833,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,8461,253,38,5360,0.02990190284836308,0.004491194894220541,0.6334948587637396,0.16381042429972817,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,7710,1199,44,5815,0.15551232166018158,0.005706874189364461,0.7542153047989624,0.03605706874189364,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,7588,438,15,4673,0.057722720084343704,0.0019768054823405376,0.6158408012651555,0.11017395888244597,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,7290,340,32,5339,0.04663923182441701,0.0043895747599451305,0.7323731138545954,0.1429355281207133,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,7196,702,19,4632,0.09755419677598666,0.0026403557531962203,0.6436909394107838,0.11436909394107837,False
4000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,7146,524,15,4769,0.07332773579624965,0.0020990764063811922,0.667366358802127,0.10453400503778337,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,31121,8546,593,14138,0.274605571800392,0.019054657626682948,0.4542913145464477,0.16827865428488803,True
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,25224,6982,440,12002,0.2767998731366952,0.017443704408499842,0.47581668252457976,0.11512844909609896,True
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,10860,1950,87,7313,0.17955801104972377,0.008011049723756906,0.6733885819521178,0.056353591160221,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,10673,1702,102,5822,0.15946781598425935,0.00955682563477935,0.5454886161341703,0.16171648083950155,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,10543,1747,107,7588,0.16570236175661576,0.010148913971355401,0.7197192449966803,0.05415915773499004,True
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,10092,1002,94,6318,0.09928656361474435,0.00931430836305985,0.6260404280618311,0.2318668252080856,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,9217,1497,56,6531,0.1624172724313768,0.006075729630031464,0.7085819681024195,0.040034718455028755,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,9195,1498,62,6632,0.16291462751495378,0.006742794997281131,0.7212615551930397,0.04491571506253399,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,8911,387,62,2076,0.0434294691953765,0.006957692739310964,0.23297048591628325,0.0,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,8836,280,80,5981,0.03168854685377999,0.009053870529651425,0.6768899954730647,0.13682661837935717,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,8202,1036,28,4611,0.1263106559375762,0.003413801511826384,0.5621799561082663,0.12362838332114119,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,8129,845,30,4196,0.10394882519375077,0.0036904908352810924,0.5161766514946488,0.1094845614466724,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,7919,1089,27,4619,0.1375173633034474,0.0034095214042177044,0.5832807172622806,0.10721050637706782,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,7895,220,60,1852,0.02786573780873971,0.007599746675110829,0.23457884737175427,0.0,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,7006,203,39,2068,0.028975164145018554,0.005566657151013417,0.295175563802455,0.0,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,6319,150,27,4454,0.023737933217281217,0.004272827979110619,0.7048583636651369,0.16110144010128186,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,5789,111,19,3681,0.01917429607877008,0.0032820867161858698,0.6358611159094835,0.15218517878735532,False
4000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,5296,197,7,4418,0.037197885196374625,0.0013217522658610272,0.834214501510574,0.08251510574018127,False
8000,A0_MAIN_LOCAL_SEARCH,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,163594,20652,960,98687,0.1262393486313679,0.005868185874787584,0.6032433952345441,0.12890448304950058,True
8000,A0_MAIN_LOCAL_SEARCH,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,99141,26909,734,39625,0.2714215107775794,0.007403596897348221,0.3996832793697865,0.2199897116228402,True
8000,A0_MAIN_LOCAL_SEARCH,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,20881,7967,8,10716,0.38154302954839325,0.00038312341362961545,0.5131938125568699,0.003304439442555433,False
8000,A0_MAIN_LOCAL_SEARCH,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,19682,4643,106,10987,0.23590082308708465,0.005385631541510009,0.5582257900619856,0.13951834163194798,True
8000,A0_MAIN_LOCAL_SEARCH,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,18227,4300,73,10456,0.23591375432051354,0.004005047457069183,0.5736544686454161,0.04959675207110331,False
8000,A0_MAIN_LOCAL_SEARCH,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,10635,2140,79,7386,0.2012223789374706,0.007428302773859897,0.6944992947813823,0.016643159379407618,False
8000,A0_MAIN_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,10058,1690,9,6468,0.16802545237621794,0.0008948101014118115,0.6430701928812885,0.1067806721018095,False
8000,A0_MAIN_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,6343,2233,0,4043,0.35204162068421885,0.0,0.6373955541541857,0.002049503389563298,False
8000,A0_MAIN_LOCAL_SEARCH,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,6126,107,101,1294,0.017466536075742736,0.016487104146261835,0.21123081945804767,0.0,False
8000,A0_MAIN_LOCAL_SEARCH,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,6053,331,0,3044,0.05468362795308112,0.0,0.5028911283660995,0.008260366760284157,False
8000,A0_MAIN_LOCAL_SEARCH,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,5246,69,4,4059,0.013152878383530308,0.0007624857033930614,0.773732367518109,0.014105985512771636,False
8000,A0_MAIN_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,3543,156,14,2347,0.04403048264182896,0.003951453570420547,0.6624329664126446,0.07112616426756986,False
8000,A0_MAIN_LOCAL_SEARCH,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,3531,38,14,3111,0.010761823845935995,0.003964882469555367,0.881053525913339,0.020390824129141887,False
8000,A0_MAIN_LOCAL_SEARCH,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,2615,15,4,2339,0.0057361376673040155,0.0015296367112810707,0.8944550669216061,0.04397705544933078,False
8000,A0_MAIN_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,2014,3,1,1372,0.0014895729890764648,0.0004965243296921549,0.6812313803376365,0.022840119165839126,False
8000,A0_MAIN_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,1713,4,4,1292,0.002335084646818447,0.002335084646818447,0.7542323409223585,0.0,False
8000,A0_MAIN_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,1613,0,0,1442,0.0,0.0,0.8939863608183509,0.04091754494730316,False
8000,A0_MAIN_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,1606,0,0,1291,0.0,0.0,0.8038605230386052,0.0,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,88944,25141,432,42813,0.2826610001798885,0.004856988667026443,0.4813478143550998,0.14989206691851054,True
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,83119,16979,579,41234,0.20427339116206883,0.006965916336818296,0.49608392786246225,0.14823325593426293,True
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,41164,3075,264,29103,0.07470119521912351,0.006413370906617433,0.707001263239724,0.12221844329997085,True
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,21984,4292,94,14222,0.19523289665211063,0.004275836972343522,0.6469250363901019,0.08124090247452694,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,20968,4927,68,13900,0.23497710797405572,0.0032430370087752768,0.6629149179702404,0.042636398321251434,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,20490,7318,17,10343,0.3571498291849683,0.0008296730112249878,0.5047828208882381,0.032601268911664226,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,19741,4305,56,12416,0.21807405906489033,0.0028367357276733703,0.6289448356212958,0.06960133731827162,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,12757,1607,21,6884,0.12597005565571842,0.0016461550521282434,0.5396253037548013,0.05440150505604766,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,10685,166,44,7553,0.015535797847449696,0.004117922321010763,0.7068788020589611,0.0846045858680393,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,10335,890,81,7803,0.08611514271891631,0.00783744557329463,0.7550072568940494,0.05863570391872279,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,9367,820,12,4172,0.08754136863456817,0.0012810931995302659,0.4453934023700224,0.06832497064161418,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,8210,125,27,5969,0.015225334957369063,0.0032886723507917176,0.7270401948842875,0.13215590742996347,False
8000,A4_BALANCED_SELECTOR_LOCAL_SEARCH,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,8002,480,34,6249,0.05998500374906274,0.00424893776555861,0.7809297675581105,0.09935016245938515,False
