budget,profile,rows,ok_rows,fail_rows,infeasible_rows,under_eval_rows,mean_best_cost,mean_gap_vs_lns,mean_route_count,mean_cost_fix,unchanged_rate,best_improved_rate,normalized_pair_entropy,top1_pair_share,top2_pair_share
16000,A0_MAIN_LOCAL_SEARCH,48,48,0,0,0,1882.395100298031,-0.01691298421205509,10.166666666666666,813.3333333333334,0.5408610301517389,0.0028766353430136056,0.7026472219851116,0.3653836602930221,0.5866323369884856
16000,A6_THOMPSON_SELECTOR_LOCAL_SEARCH,48,48,0,0,0,1853.3898209179845,-0.006035769122260031,10.104166666666666,808.3333333333334,0.5454474171188408,0.0026686112766469068,0.9761192598643349,0.12271429915629019,0.22831001892335517
16000,A7_SOFTMAX_SELECTOR_LOCAL_SEARCH,48,48,0,0,0,1854.1426108893409,-0.0026802757975461834,10.083333333333334,806.6666666666666,0.5780037246381546,0.0028581696997418892,0.9766890277881463,0.11534485575195216,0.21658313457705752
16000,LNS_REFERENCE,48,48,0,0,0,1858.6165359530908,0.0,9.854166666666666,788.3333333333334,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN
