actual_evaluations,algorithm,best_cost,best_ev_routes,best_routes,dominant_pair_share,elapsed_seconds,eval_budget,feasible,hidden_local_search_scores,instance,scale,seed,selected_pair_count,vehicle_type_attempts,violation_count
400,CHAIN_UCB,5120.097617356661,28,31,0.3850129198966408,16.122490458001266,400,True,0,L-main-threeshift-100c-01,large,1,16,149,0
400,CHAIN_UCB,4829.004736213922,24,29,0.7391304347826086,39.74463037500391,400,True,0,L-main-threeshift-100c-01,large,2,16,81,0
400,CHAIN_UCB,6271.021974344264,25,34,0.4652956298200514,10.68228800000361,400,True,0,L-main-threeshift-100c-01,large,3,16,181,0
