instance_id,arm,seed,iterations,runtime_seconds,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-prd-50c-01-V2-LOCATIONS,BOTH_TYPES_AVAILABLE,11,19,190.8975850410061,2020.7252944015852,212.86777611472763,203.97869237628544,8.88908373844221,4,1,47.131537758702486,50,50,12223.0,12223.0,"{""D_guangzhou"": {""num_cv"": 4, ""num_ev"": 4, ""total_fleet_cap"": 4}, ""D_shenzhen"": {""num_cv"": 4, ""num_ev"": 4, ""total_fleet_cap"": 4}}",182bff10cf1a4ab07a65752f26821f32bb893c2eba5f68e684faf8964c32acca
