instance,lns_cost,pair_role,restart_gain_vs_lns_pct,restart_gain_vs_staged_pct,restarted_cost,seed,staged_cost,staged_gain_vs_lns_pct
L-main-threeshift-20c-01,1120.9920695142848,development,-7.269136152812264,0.0,1202.478509309506,3,1202.478509309506,-7.269136152812264
L-main-threeshift-50c-01,2619.2272945298537,development,-12.59658129693793,1.1364209064022543,2949.1603900368946,5,2983.0605133613635,-13.890860850120196
L-main-threeshift-150c-01,8894.748475288605,development,-21.782308331364337,-9.736607678912996,10832.230013475297,3,9871.117982041302,-10.976920926603459
L-main-threeshift-100c-01,5970.054667816366,development,-1.1439719797999883,0.0,6038.350420394927,2,6038.350420394927,-1.1439719797999883
L-main-threeshift-15c-01,1030.2016122091868,development,-1.5302755938446755,1.0487289727586337,1045.9665360482184,2,1057.052148183385,-2.606337988213721
L-main-threeshift-75c-01,4338.746816797046,development,12.370021066435227,8.968310132082971,3802.042921539964,1,4176.614678972302,3.736842564702455
L-main-threeshift-100c-01,6250.339500505469,guard,23.910983684034665,0.0,4755.8218423428325,4,4755.8218423428325,23.910983684034665
L-main-threeshift-150c-01,10110.52794427708,guard,25.267373669812958,1.411102402738573,7555.863068605732,4,7664.010099262553,24.197725959496942
L-main-threeshift-75c-01,4262.491163177121,guard,12.661224494714233,0.863552284513408,3722.80758793991,5,3755.2360143305314,11.900438720640029
