instance_id,arm,seed,iterations,runtime_seconds,optimisation_initial_cost,optimisation_best_cost,actual_time_varying_cost,actual_time_varying_emissions_kg,actual_ev_emissions_kg,actual_cv_emissions_kg,electricity_kwh,used_cv,used_ev,customers_served,customers_total,demand_served,demand_total
cn-prd-50c-01-V2-LOCATIONS,DAILY_MEAN_CARBON,11,22,60.02612116700038,2020.7232850967723,1792.8834991367241,1793.7060090020107,131.11015208089302,29.401632355248772,101.70851972564425,98.05579428095055,2,4,50,50,12223.0,12223.0
cn-prd-50c-01-V2-LOCATIONS,TIME_VARYING_CARBON,11,22,60.03868599998532,2020.7252944015852,1793.348839580645,1793.348839580645,126.34916272649504,24.640643000850783,101.70851972564425,98.05579428095055,2,4,50,50,12223.0,12223.0
