count,label,seconds,seed
387.0,acceptance,0.0021144659986020997,1
3.0,destroy:random_customer_removal,0.0016850840038387105,1
40.0,destroy:route_segment_removal,0.02042970900220098,1
3.0,destroy:shaw_related_removal,0.11955720900004962,1
152.0,destroy:vehicle_type_swap,0.6767181660034112,1
3.0,destroy:whole_route_removal,0.0014656679923064075,1
186.0,destroy:worst_customer_removal,0.09201791607483756,1
1.0,final_check,0.0030878750039846636,1
387.0,full_candidate_score,1.002826262047165,1
37.0,history_model_cost,0.02243249698949512,1
1.0,initial_reference_score,0.0011673749977489933,1
185.0,local_search,0.00038590296753682196,1
157.0,repair:greedy_insert_repair,1.7355900779075455,1
224.0,repair:regret2_insert_repair,25.514077462001296,1
6.0,repair:regret3_insert_repair,0.6403378340182826,1
207.0,repair_full_check,0.514048626901058,1
11879.0,route_model_cost,0.34182384804444155,1
13.0,scan_build,0.04081037199648563,1
13.0,scan_score,0.020823708007810637,1
395.0,acceptance,0.012708286973065697,2
395.0,destroy:random_customer_removal,0.15903600800811546,2
1.0,final_check,0.001245541003299877,2
395.0,full_candidate_score,0.6881313810663414,2
63.0,history_model_cost,0.035446287009108346,2
1.0,initial_reference_score,0.0012050000004819594,2
346.0,local_search,0.0007550849477411248,2
1.0,repair:greedy_insert_repair,0.3725688330014236,2
1.0,repair:regret2_insert_repair,0.46866187500563683,2
393.0,repair:regret3_insert_repair,51.95404220985074,2
361.0,repair_full_check,0.4934316100407159,2
61715.0,route_model_cost,1.7342097407163237,2
5.0,scan_build,0.01601975000812672,2
5.0,scan_score,0.008660750005219597,2
