instance_id,arm,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-prd-50c-01-V2-LOCATIONS,BOTH_TYPES_AVAILABLE,11,11,59.92347929102834,2020.7252944015852,1848.5258187235154,173.6624197683607,157.87127761827043,15.791142150090277,3,2,70.24404621006073,50,50,12223.0,12223.0,"{""D_guangzhou"": {""num_cv"": 4, ""num_ev"": 4, ""total_fleet_cap"": 4}, ""D_shenzhen"": {""num_cv"": 4, ""num_ev"": 4, ""total_fleet_cap"": 4}}",f569941d1bc2fe9d85ef6ec9154e850d4204bc09c13f64752c06b61bd303d7ef
