instance,seed,budget,algorithm,cost,recomputed_cost,cost_match,evaluations,budget_exact,elapsed_seconds,route_count,feasible,mechanism_activity
L-main-multidepot-10c-01,1,100,pure_alns,371.9993673208387,371.9993673208387,True,100,True,0.4075861250166781,2,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-10c-01,1,100,pure_hgs_style_outer,424.6341437940481,424.6341437940481,True,100,True,0.023746374994516373,2,True,"{""diversity_rejections"": 24, ""improvements"": 3, ""order_mutations"": 54, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-10c-01,1,100,mechanism_hgs_alns_intensified,371.9993673208387,371.9993673208387,True,100,True,0.2916311669978313,2,True,"{""base_alns_evaluations"": 80, ""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""filler_alns_evaluations"": 19, ""fleet_charge_attempts"": 2, ""fleet_charge_evaluations"": 1, ""fleet_charge_improvements"": 0}"
L-main-multidepot-10c-01,2,100,pure_alns,371.9993673208387,371.9993673208387,True,100,True,0.31778395897708833,2,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-10c-01,2,100,pure_hgs_style_outer,407.20180642217866,407.20180642217866,True,100,True,0.03165962500497699,2,True,"{""diversity_rejections"": 15, ""improvements"": 7, ""order_mutations"": 42, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-10c-01,2,100,mechanism_hgs_alns_intensified,371.9993673208387,371.9993673208387,True,100,True,0.3855174580239691,2,True,"{""base_alns_evaluations"": 80, ""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""filler_alns_evaluations"": 19, ""fleet_charge_attempts"": 2, ""fleet_charge_evaluations"": 1, ""fleet_charge_improvements"": 0}"
L-main-multidepot-10c-01,3,100,pure_alns,371.9993673208387,371.9993673208387,True,100,True,0.3827666660072282,2,True,"{""alns_actual_moves"": 0}"
L-main-multidepot-10c-01,3,100,pure_hgs_style_outer,402.39340045874883,402.39340045874883,True,100,True,0.03529583400813863,2,True,"{""diversity_rejections"": 20, ""improvements"": 7, ""order_mutations"": 58, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-multidepot-10c-01,3,100,mechanism_hgs_alns_intensified,371.9993673208387,371.9993673208387,True,100,True,0.2996409159968607,2,True,"{""base_alns_evaluations"": 80, ""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""filler_alns_evaluations"": 19, ""fleet_charge_attempts"": 2, ""fleet_charge_evaluations"": 1, ""fleet_charge_improvements"": 0}"
L-main-multidepot-15c-01,1,100,pure_alns,649.9158635778574,649.9158635778574,True,100,True,0.18190354097168893,3,True,"{""alns_actual_moves"": 0}"
