active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,charging_action_count,checkpoint_operator,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,failure_reason,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share,worker_stderr_tail,worker_stdout_tail
{},0,LNS,150.0,8714.98386087934,vanilla,1,shared_warm_start,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-200c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,28,915.0065855840003,1,1,16000,0.0,Worker exceeded runtime cap plus hard-timeout grace; returned last readable checkpoint.,True,OK,e2-vanilla-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,29,900.0,wc150,150kWh same wall-clock,1,200,OK,{},0,False,False,0.034482758620689655,,
{},0,alns_e2_throughput,150.0,8714.98386087934,vanilla,1,shared_warm_start,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-200c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,28,915.0104325409993,1,1,16000,0.0,Worker exceeded runtime cap plus hard-timeout grace; returned last readable checkpoint.,True,OK,e2-vanilla-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,29,900.0,wc150,150kWh same wall-clock,1,200,OK,{},0,False,False,0.034482758620689655,,
{},16000,LNS,150.0,1155.0731809827587,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-20c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,3,98.1162558750002,1,1,16000,163.0718565166607,,True,OK,e2-vanilla-20c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,4,300.0,wc150,150kWh same wall-clock,1,20,OK,{},0,False,False,0.25,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,1155.0731809827587,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-20c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,3,23.797107374997722,1,1,16000,672.3506242952157,,True,OK,e2-vanilla-20c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,4,300.0,wc150,150kWh same wall-clock,1,20,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.0036904829285049345}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 6.504199700430036e-05}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.12493703293876024}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.10684128300999873}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 0.4619592200178886}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 0.7116741869867838}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.08167920306004817}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.11220586402487243}, ""final_check"": {""count"": 1.0, ""seconds"": 9.124999996856786e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.4348828901784145}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 9.720799789647572e-05}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00020358399706310593}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 6.643162819909776}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 6.444662233032432}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 6.4977916510542855}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 2.567986840946105}, ""repair_solution_score"": {""count"": 2655.0, ""seconds"": 0.15224277207016712}, ""route_model_cost"": {""count"": 13285.0, ""seconds"": 0.27112535505511914}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.010777039977256209}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.007359455008554505}}",0,False,False,0.25,,
{},16000,LNS,150.0,887.3747488211219,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-25c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,3,145.3700362089985,1,1,16000,110.06394727037696,,True,OK,e2-vanilla-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,4,300.0,wc150,150kWh same wall-clock,1,25,OK,{},0,False,False,0.25,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,887.3747488211219,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-25c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,3,31.559439874999953,1,1,16000,506.9798470242978,,True,OK,e2-vanilla-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,4,300.0,wc150,150kWh same wall-clock,1,25,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.00385120644205017}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 7.395899956463836e-05}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.13498773500759853}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.1144573780693463}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 0.6146532360107813}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 0.8165777650101518}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.08813867292701616}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.12622229187036282}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00010091700096381828}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.7041640298739367}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00010575000123935752}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00022499999977299012}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 8.960291046976636}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 8.91088087002936}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 9.075066634097311}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 2.926844615580194}, ""repair_solution_score"": {""count"": 2655.0, ""seconds"": 0.17661114197107963}, ""route_model_cost"": {""count"": 28417.0, ""seconds"": 0.6497659657434269}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.014154879994748626}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.008790958003373817}}",0,False,False,0.25,,
{},16000,LNS,150.0,2320.739433561989,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-50c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,7,234.95156708300055,1,1,16000,68.09914144708698,,True,OK,e2-vanilla-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,8,600.0,wc150,150kWh same wall-clock,1,50,OK,{},0,False,False,0.125,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,2320.739433561989,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-50c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,7,75.8203182920006,1,1,16000,211.02522859875776,,True,OK,e2-vanilla-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,8,600.0,wc150,150kWh same wall-clock,1,50,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003920407951227389}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00013795799895888194}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.22602305794498534}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.21298605801712256}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 2.674703814995155}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 2.8247045599273406}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.1771339760198316}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.2295144140443881}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0001765000015439}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 4.8065161940940015}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00018266600091010332}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0003392079997865949}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 21.85021868687545}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 22.326632305142994}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 22.272744457957742}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 5.623520389417536}, ""repair_solution_score"": {""count"": 5310.0, ""seconds"": 0.6980878172507801}, ""route_model_cost"": {""count"": 122733.0, ""seconds"": 2.7614390883281885}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.027747912008635467}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.016241326007730095}}",0,False,False,0.125,,
{},16000,LNS,150.0,3817.814283649194,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-75c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,6,11,341.2837287080001,1,1,16000,46.881813148758354,,True,OK,e2-vanilla-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,12,900.0,wc150,150kWh same wall-clock,1,75,OK,{},0,False,False,0.08333333333333333,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,3817.814283649194,vanilla,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc150/e2-vanilla-75c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,6,11,144.37792162499682,1,1,16000,110.82026822326722,,True,OK,e2-vanilla-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,12,900.0,wc150,150kWh same wall-clock,1,75,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003959417132136878}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00019241699919803068}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.3068269190407591}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.31745961990964133}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 6.685404668034607}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 2.190484002876474}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.27571670215547783}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.34028222501365235}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00023541699920315295}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 6.8653530357187265}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0002406249986961484}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0005189170005905908}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 42.652880551002454}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 44.692520654916734}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 43.826447191218904}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 8.692737760145974}, ""repair_solution_score"": {""count"": 2655.0, ""seconds"": 0.4897564849052287}, ""route_model_cost"": {""count"": 248580.0, ""seconds"": 5.609699276606989}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.042853711998759536}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.024461202996462816}}",0,False,False,0.08333333333333333,,
{},16000,LNS,280.0,3960.9142264324673,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc280/e2-multidepot-100c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,521.1557689580004,1,1,16000,30.70099373933905,,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc280,280kWh same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,280.0,3960.9142264324673,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc280/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,7,14,273.19867091599735,1,1,16000,58.56543864709961,,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc280,280kWh same wall-clock,1,100,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.00409501218382502}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0002449999992677476}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.4119129729224369}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.4509201390683302}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 13.924107780934719}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 4.942842106069293}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.4010072110249894}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.46928709202984464}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00031062500056577846}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 8.847863703082112}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00029383400033111684}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0006029169999237638}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 82.5855181369734}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 82.86801263408779}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 84.06466992977221}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 10.571442059172114}, ""repair_solution_score"": {""count"": 5724.0, ""seconds"": 1.3717349460057449}, ""route_model_cost"": {""count"": 631670.0, ""seconds"": 14.862452905879763}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.06541791700874455}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.03397700499772327}}",0,False,False,0.06666666666666667,,
{},16000,LNS,280.0,476.14411336859115,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc280/e2-multidepot-10c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,1,2,31.8682650419978,1,1,16000,502.0668674279662,,True,OK,e2-multidepot-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,3,300.0,wc280,280kWh same wall-clock,1,10,OK,{},0,False,False,0.3333333333333333,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,280.0,360.2189817754974,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc280/e2-multidepot-10c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,1,1,10.428021458999865,1,1,16000,1534.3274908771175,,True,OK,e2-multidepot-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc280,280kWh same wall-clock,1,10,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.012944299891387345}, ""checkpoint_model_cost"": {""count"": 6.0, ""seconds"": 0.00024375000793952495}, ""destroy:random_customer_removal"": {""count"": 942.0, ""seconds"": 0.03228286895318888}, ""destroy:route_segment_removal"": {""count"": 10516.0, ""seconds"": 0.2649796902551316}, ""destroy:shaw_related_removal"": {""count"": 942.0, ""seconds"": 0.057230579972383566}, ""destroy:vehicle_type_swap"": {""count"": 942.0, ""seconds"": 0.3849716060285573}, ""destroy:whole_route_removal"": {""count"": 1652.0, ""seconds"": 0.029281299885042245}, ""destroy:worst_customer_removal"": {""count"": 942.0, ""seconds"": 0.024113244999171002}, ""final_check"": {""count"": 1.0, ""seconds"": 8.808300117379986e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.0486930131919507}, ""history_model_cost"": {""count"": 6.0, ""seconds"": 0.0002742100004979875}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00014583300071535632}, ""local_search"": {""count"": 2788.0, ""seconds"": 0.0029204358434071764}, ""repair:greedy_insert_repair"": {""count"": 11458.0, ""seconds"": 4.73783613206615}, ""repair:regret2_insert_repair"": {""count"": 2519.0, ""seconds"": 1.5897361800416547}, ""repair:regret3_insert_repair"": {""count"": 1959.0, ""seconds"": 1.0447487919991545}, ""repair_full_check"": {""count"": 16975.0, ""seconds"": 1.5548610040314088}, ""repair_solution_score"": {""count"": 1881.0, ""seconds"": 0.07736353806831175}, ""route_model_cost"": {""count"": 866.0, ""seconds"": 0.018065036954794778}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.005332374996214639}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.004562836013064953}}",0,False,False,0.5,,
{},16000,LNS,280.0,5488.782859056312,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc280/e2-multidepot-150c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,10,21,845.7571827909997,1,1,16000,18.917959345257916,,True,OK,e2-multidepot-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,1,22,900.0,wc280,280kWh same wall-clock,1,150,OK,{},0,False,False,0.045454545454545456,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,280.0,5488.782859056312,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc280/e2-multidepot-150c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,10,21,640.6184640840002,1,1,16000,24.975864569994698,,True,OK,e2-multidepot-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,1,22,900.0,wc280,280kWh same wall-clock,1,150,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004209699749480933}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0003628750018833671}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.642565298028785}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.7581395408706157}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 38.473930456071685}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 5.837746779874578}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.687814028984576}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.775244949010812}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0004889579977316316}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 13.45218524322263}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00043541600098251365}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0008936249978432897}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 189.28529804008576}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 198.38704412119114}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 200.6214516250766}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 17.46273131606722}, ""repair_solution_score"": {""count"": 4645.0, ""seconds"": 1.675111663982534}, ""route_model_cost"": {""count"": 1314460.0, ""seconds"": 32.880912695472944}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.10500887300804607}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.049097169994638534}}",0,False,False,0.045454545454545456,,
{},16000,LNS,280.0,621.371321439464,multidepot,0,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_stage_a_data/checkpoints/wc280/e2-multidepot-15c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,2,32.11446112499834,0,0,16000,498.2179192645826,,True,OK,e2-multidepot-15c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc280,280kWh same wall-clock,1,15,OK,{},0,True,False,0.0,,
