instance,seed,budget,algorithm,cost,recomputed_cost,cost_match,evaluations,budget_exact,elapsed_seconds,route_count,feasible,mechanism_activity
L-main-threeshift-20c-01,1,100,pure_alns,621.2913242409613,621.2913242409613,True,100,True,0.6183187499991618,3,True,"{""alns_actual_moves"": 0}"
L-main-threeshift-20c-01,1,100,pure_hgs_style_outer,762.4515186021281,762.4515186021281,True,100,True,0.05781904194736853,3,True,"{""diversity_rejections"": 11, ""improvements"": 3, ""order_mutations"": 52, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-threeshift-20c-01,1,100,mechanism_hgs_alns_intensified,635.0430559063583,635.0430559063583,True,100,True,0.5581338750198483,3,True,"{""base_alns_evaluations"": 80, ""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": [], ""filler_alns_evaluations"": 18, ""fleet_charge_attempts"": 3, ""fleet_charge_evaluations"": 2, ""fleet_charge_improvements"": 0}"
L-main-threeshift-20c-01,2,100,pure_alns,621.2913242409613,621.2913242409613,True,100,True,0.3932118330267258,3,True,"{""alns_actual_moves"": 0}"
L-main-threeshift-20c-01,2,100,pure_hgs_style_outer,763.2172453543034,763.2172453543034,True,100,True,0.05342020804528147,3,True,"{""diversity_rejections"": 8, ""improvements"": 5, ""order_mutations"": 38, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-threeshift-20c-01,2,100,mechanism_hgs_alns_intensified,621.2913242409613,621.2913242409613,True,100,True,0.4386822080123238,3,True,"{""base_alns_evaluations"": 80, ""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": [], ""filler_alns_evaluations"": 18, ""fleet_charge_attempts"": 3, ""fleet_charge_evaluations"": 2, ""fleet_charge_improvements"": 0}"
L-main-threeshift-20c-01,3,100,pure_alns,621.2913242409613,621.2913242409613,True,100,True,0.2917308750329539,3,True,"{""alns_actual_moves"": 0}"
L-main-threeshift-20c-01,3,100,pure_hgs_style_outer,802.7814832618387,802.7814832618387,True,100,True,0.05429812497459352,3,True,"{""diversity_rejections"": 6, ""improvements"": 6, ""order_mutations"": 43, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-threeshift-20c-01,3,100,mechanism_hgs_alns_intensified,621.2913242409613,621.2913242409613,True,100,True,0.32892012502998114,3,True,"{""base_alns_evaluations"": 80, ""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": [], ""filler_alns_evaluations"": 18, ""fleet_charge_attempts"": 3, ""fleet_charge_evaluations"": 2, ""fleet_charge_improvements"": 0}"
L-main-threeshift-25c-01,1,100,pure_alns,681.0319547589027,681.0319547589027,True,100,True,0.7267122499761172,4,True,"{""alns_actual_moves"": 0}"
L-main-threeshift-25c-01,1,100,pure_hgs_style_outer,814.0663070240128,814.0663070240128,True,100,True,0.07456770801218227,4,True,"{""diversity_rejections"": 17, ""improvements"": 5, ""order_mutations"": 56, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-threeshift-25c-01,1,100,mechanism_hgs_alns_intensified,648.5594315348545,648.5594315348545,True,100,True,0.6943985840189271,4,True,"{""base_alns_evaluations"": 80, ""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 1, ""cross_depot_proxy_moves"": 1, ""cross_depot_rejection_examples"": [""candidate_builder_rejected""], ""filler_alns_evaluations"": 16, ""fleet_charge_attempts"": 4, ""fleet_charge_evaluations"": 4, ""fleet_charge_improvements"": 1}"
L-main-threeshift-25c-01,2,100,pure_alns,663.7685298770573,663.7685298770573,True,100,True,0.6889735410222784,4,True,"{""alns_actual_moves"": 0}"
L-main-threeshift-25c-01,2,100,pure_hgs_style_outer,847.3740108687427,847.3740108687427,True,100,True,0.07913508301135153,4,True,"{""diversity_rejections"": 8, ""improvements"": 5, ""order_mutations"": 40, ""ordered_crossovers"": 99, ""outer_candidates"": 100}"
L-main-threeshift-25c-01,2,100,mechanism_hgs_alns_intensified,572.9633794992769,572.9633794992769,True,100,True,0.8122997919563204,3,True,"{""base_alns_evaluations"": 80, ""cross_depot_accepted_moves"": 0, ""cross_depot_evaluations"": 0, ""cross_depot_feasible_candidates"": 0, ""cross_depot_full_candidates"": 0, ""cross_depot_proxy_moves"": 0, ""cross_depot_rejection_examples"": [], ""filler_alns_evaluations"": 16, ""fleet_charge_attempts"": 4, ""fleet_charge_evaluations"": 4, ""fleet_charge_improvements"": 1}"
