stage,algorithm,policy_mode,bundle,bundle_dir,seed,scale,status,health_status,myopic_dynamic_cost,heuristic_dynamic_cost,myopic_static_revealed_cost,heuristic_static_revealed_cost,myopic_information_cost,heuristic_information_cost,myopic_information_cost_pct,heuristic_information_cost_pct,information_cost_reduction,information_cost_reduction_pct_of_myopic,dynamic_cost_delta,static_cost_delta,policy_deferred_total,policy_defer_stage_count,policy_trace_stage_count,trigger_count,event_count,actual_evals,elapsed_seconds,payload_path
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,901,50,OK,HEALTHY,1548.9863521250727,1548.9863521250727,1087.7508126654993,1087.7508126654993,461.2355394595734,461.2355394595734,42.40268396852126,42.40268396852126,0.0,0.0,0.0,0.0,0,0,4,4,12,8618,306.6875632000156,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed901_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,902,50,OK,HEALTHY,1661.752712554383,1661.752712554383,1077.596790341294,1077.596790341294,584.1559222130888,584.1559222130888,54.20913716976423,54.20913716976423,0.0,0.0,0.0,0.0,0,0,5,5,12,10759,297.20208969991654,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed902_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,903,50,OK,HEALTHY,1837.4638519301757,1837.4638519301757,1093.9984012993416,1093.9984012993416,743.4654506308341,743.4654506308341,67.95855000773497,67.95855000773497,0.0,0.0,0.0,0.0,0,0,5,5,12,10616,349.1835405998863,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed903_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,904,50,OK,HEALTHY,1870.6609189093963,1858.4846400113909,1128.796590054887,1128.796590054887,741.8643288545093,729.6880499565038,65.72170180089192,64.64300622320476,12.176278898005421,1.6413080430496576,-12.176278898005421,0.0,0,0,5,5,12,10586,314.0434030999895,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed904_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,905,50,OK,HEALTHY,1722.7835476322423,1722.7835476322423,1130.6474085142984,1130.6474085142984,592.1361391179439,592.1361391179439,52.3714231916055,52.3714231916055,0.0,0.0,0.0,0.0,0,0,5,5,12,10171,361.7052541000303,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed905_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,906,50,OK,HEALTHY,1834.0600451333312,1834.0600451333312,1163.0456172998656,1163.0456172998656,671.0144278334656,671.0144278334656,57.694592357546306,57.694592357546306,0.0,0.0,0.0,0.0,0,0,5,5,12,11298,351.7290650999639,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed906_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,907,50,OK,HEALTHY,2034.5255236680478,2034.5255236680478,1176.9776336183447,1176.9776336183447,857.547890049703,857.547890049703,72.86016875387605,72.86016875387605,0.0,0.0,0.0,0.0,0,0,5,5,12,9799,356.5814157000277,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed907_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,908,50,OK,HEALTHY,1548.993384120361,1548.993384120361,1139.1884658219358,1139.1884658219358,409.80491829842526,409.80491829842526,35.97340831595823,35.97340831595823,0.0,0.0,0.0,0.0,0,0,4,4,12,7532,327.4798868999351,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed908_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,909,50,OK,HEALTHY,1656.3700749106433,1810.8728231386106,1158.6461783645816,1158.6461783645816,497.7238965460617,652.226644774029,42.95736747249229,56.29213274535984,-154.50274822796723,-31.041858608785688,154.50274822796723,0.0,0,0,5,5,12,12000,348.5229597000871,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed909_heuristic.json
action_sanity,track20_reserve_defer_heuristic,preposition,E-UK50_01__curric_d2_s3_seed1_24h,models/data_bundle/generated_instances/E-UK50_01__curric_d2_s3_seed1_24h,910,50,OK,HEALTHY,1310.441934426096,1310.441934426096,1066.181026705404,1066.181026705404,244.26090772069188,244.26090772069188,22.909890684838032,22.909890684838032,0.0,0.0,0.0,0.0,0,0,4,4,12,8229,311.87174639990553,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_preposition\track20_payloads\E-UK50_01__curric_d2_s3_seed1_24h_seed910_heuristic.json
