instance_id,customer_count,seed,arm_id,hard_home_depot_lock,pilot_hgs_iterations_per_view,complete_candidate_attempts,expected_complete_candidate_budget,archive_completion_attempts,archive_completion_successes,archive_completion_failures,wallclock_safety_seconds_per_view,wallclock_safety_triggered,elapsed_seconds,mip_status_class,mip_incumbent_available,objective_values_recorded,status
cn-prd-10c-01-V2-LOCATIONS,10,1,status_quo_responsibility,True,100,80,80,72,0,72,180.0,False,0.241814,OPTIMAL,True,False,PASS
cn-prd-10c-01-V2-LOCATIONS,10,1,optimized_responsibility_cooperation,False,100,80,80,72,0,72,180.0,False,0.236007,OPTIMAL,True,False,PASS
cn-prd-75c-01-V2-LOCATIONS,75,1,status_quo_responsibility,True,100,80,80,72,32,40,180.0,False,5.878573,OPTIMAL,True,False,PASS
cn-prd-75c-01-V2-LOCATIONS,75,1,optimized_responsibility_cooperation,False,100,80,80,72,26,46,180.0,False,4.871612,OPTIMAL,True,False,PASS
cn-prd-200c-01-V2-LOCATIONS,200,1,status_quo_responsibility,True,100,80,80,72,21,51,400.0,False,24.860427,OPTIMAL,True,False,PASS
cn-prd-200c-01-V2-LOCATIONS,200,1,optimized_responsibility_cooperation,False,100,80,80,72,7,65,400.0,False,19.134841,OPTIMAL,True,False,PASS
