instance_id,arm,status,scientific_outcome_available,error_type,error
cn-prd-50c-02-V2-LOCATIONS,ORDER_ONLY,COMPLETED_IN_WORKER_NOT_RELEASED_AFTER_TERMINAL_PARENT_STOP,false,,
cn-prd-50c-02-V2-LOCATIONS,ORDER_PLUS_TYPE,COMPLETED_IN_WORKER_NOT_RELEASED_AFTER_TERMINAL_PARENT_STOP,false,,
cn-jjj-100c-02-V2-LOCATIONS,ORDER_ONLY,STOP_TYPED_SPLIT_INFEASIBLE,false,RuntimeError,D_beijing|cv: no typed split under fleet cap
cn-jjj-100c-02-V2-LOCATIONS,ORDER_PLUS_TYPE,STOP_TYPED_SPLIT_INFEASIBLE,false,RuntimeError,D_beijing|cv: no typed split under fleet cap
cn-prd-200c-01-V2-LOCATIONS,ORDER_ONLY,STOP_TYPED_SPLIT_INFEASIBLE,false,RuntimeError,D_foshan|cv: no typed split under fleet cap
cn-prd-200c-01-V2-LOCATIONS,ORDER_PLUS_TYPE,STOP_TYPED_SPLIT_INFEASIBLE,false,RuntimeError,D_guangzhou|cv: no typed split under fleet cap
