algorithm,all_cv_flag,charging_actions,cost_carbon,cost_carbon_share_pct,cost_elec,cost_elec_share_pct,cost_fix,cost_fix_share_pct,cost_fuel,cost_fuel_share_pct,cost_km,cost_km_share_pct,cost_occ,cost_occ_share_pct,cost_transship,cost_transship_share_pct,cv_routes,ev_routes,evaluations,feasible,gap_vs_fair_sa_mean_pct,instance,operator_base_id,route_count,run_elapsed_seconds,seed,total_cost,variant,violation_count
ALNS-Wouda,False,20,66.87074680006636,1.3228500865470225,181.40301707580966,3.5885496771270944,2640.0,52.22499217670878,711.5688761662385,14.076393557186087,1452.869518569961,28.740946682232902,2.3388619171010916,0.046267820198108565,0.0,0.0,14,19,16000,True,-5.459819603143852,100-01-24h,winner_kernel_v1,33,203.1128425420029,1,5055.051020529177,winner_kernel_only,0
ALNS-Wouda,False,22,55.019106081777416,1.1512553003737374,212.1801983605649,4.439795470938337,2560.0,53.567092939972326,574.6457916335678,12.024259581249726,1376.731188347333,28.807612312328178,0.47715957969112566,0.009984395137700258,0.0,0.0,11,21,16000,True,-10.621559923453141,100-01-24h,winner_kernel_v1,32,290.60340616607573,2,4779.053444002934,winner_kernel_only,0
ALNS-Wouda,False,23,56.11855084152036,1.1713237621436186,212.19721662830588,4.42904598159324,2560.0,53.43311233313426,588.4421257615974,12.282146174753027,1366.8058136484044,28.528393975881315,7.472952260323681,0.15597777249454095,0.0,0.0,11,21,16000,True,-10.397448373202502,100-01-24h,winner_kernel_v1,32,285.374480541097,3,4791.036659140152,winner_kernel_only,0
ALNS-Wouda,False,20,59.43499918852639,1.2198436426033845,205.53604469243206,4.2184208104155045,2560.0,52.541427907809314,624.4571284160281,12.816355153979831,1422.9175212609587,29.203952485191948,0.0,0.0,0.0,0.0,12,20,16000,True,-8.876796899946395,100-01-24h,winner_kernel_v1,32,225.59844237496145,4,4872.345693557946,winner_kernel_only,0
ALNS-Wouda,False,16,73.92612600386025,1.4969258232075535,118.39403428759489,2.3973539101665753,2560.0,51.837291016862316,799.9911517305559,16.198974274676438,1384.6040755095507,28.036767345828984,1.6142882712292277,0.032687629258131665,0.0,0.0,17,15,16000,True,-7.6390159961732556,100-01-24h,winner_kernel_v1,32,243.67118870804552,5,4938.529675802791,winner_kernel_only,0
ALNS-Wouda,False,19,64.36521425404165,1.325123568904797,168.49471408142352,3.468897283304689,2560.0,52.704187746617635,686.6297262710565,14.136039846015013,1372.2350471553727,28.250989671002134,5.5743278855007725,0.11476188415571828,0.0,0.0,14,18,16000,True,-9.15820144259044,100-01-24h,winner_kernel_v1,32,274.7521925830515,6,4857.299029647395,winner_kernel_only,0
ALNS-Wouda,False,21,59.010825809522004,1.219246885077952,200.24765331132986,4.1373989296827,2560.0,52.893210406418476,620.7602863968335,12.82578298450637,1399.4447408776832,28.914502004452768,0.47715957969112566,0.009858789861734734,0.0,0.0,12,20,16000,True,-9.482839675975688,100-01-24h,winner_kernel_v1,32,251.04740816703998,7,4839.940665975059,winner_kernel_only,0
ALNS-Wouda,False,22,59.359281026505776,1.2266280773427753,202.6373978437285,4.187394412742392,2560.0,52.901042999414386,625.94600179607,12.934842326689616,1383.619654974502,28.591766743219154,7.661722811763753,0.15832544059168296,0.0,0.0,12,20,16000,True,-9.496241757215774,100-01-24h,winner_kernel_v1,32,207.15009183296934,8,4839.22405845257,winner_kernel_only,0
ALNS-Wouda,False,20,59.153152074947435,1.2336657057634821,185.9819093727694,3.8787367272482145,2560.0,53.3899563416853,624.7227073552724,13.028874246623998,1365.0515651108649,28.468766978679007,0.0,0.0,0.0,0.0,12,20,16000,True,-10.325021137505503,100-01-24h,winner_kernel_v1,32,265.54383995803073,9,4794.909333913854,winner_kernel_only,0
ALNS-Wouda,False,12,70.87641863573161,1.4130269265063424,116.58249671731754,2.324245640394955,2720.0,54.22724954332872,765.7725354501388,15.266815578412576,1342.6969300501744,26.76866231135742,0.0,0.0,0.0,0.0,22,12,15280,True,-6.191495979412265,100-01-24h,winner_kernel_v1,34,900.9512252919376,10,5015.928380853362,winner_kernel_only,0
ALNS-Wouda,False,57,48.41287542469665,0.5727598762237559,623.8907727145272,7.381086097910804,5120.0,60.57336071324677,379.64353941632476,4.491461924906008,2263.2944976061913,26.776436328868453,17.318878941661104,0.2048950588441976,0.0,0.0,9,55,16000,True,1.5952560368998454,L-main,winner_kernel_v1,64,729.4016899580602,1,8452.560564103402,winner_kernel_only,0
ALNS-Wouda,False,58,44.06917184506099,0.5288190111371999,627.0635131503464,7.524604912255659,5120.0,61.43871608347252,327.1063288491434,3.9251939193885783,2197.94958651041,26.37484386941385,17.318878941661104,0.2078222043321773,0.0,0.0,8,56,16000,True,0.16430164843987008,L-main,winner_kernel_v1,64,714.1345367919421,2,8333.507479296622,winner_kernel_only,0
ALNS-Wouda,False,56,51.99503385675186,0.6137721169510651,600.3627488414892,7.08694442454241,5120.0,60.43871896395313,423.38195734458867,4.997785768429294,2263.1610440230943,26.715342638648153,12.48988696016238,0.1474360874759369,0.0,0.0,10,54,16000,True,1.8215838483960238,L-main,winner_kernel_v1,64,691.1384215420112,3,8471.390671026087,winner_kernel_only,0
ALNS-Wouda,False,59,38.47135932835437,0.46575730679458327,645.899474166219,7.819645700066921,5120.0,61.985785072863244,250.6767198033596,3.0348424368166818,2199.3448098842177,26.62658489972664,5.56593851803126,0.06738458373192512,0.0,0.0,6,58,16000,True,-0.7197201189931995,L-main,winner_kernel_v1,64,748.6230851250002,4,8259.958301700182,winner_kernel_only,0
ALNS-Wouda,False,57,49.374485294730846,0.5798122404504997,639.9623298422549,7.515176918904674,5120.0,60.12495428328781,377.4257499427897,4.432169132938642,2312.657308817017,27.157893547955975,16.179116626085598,0.18999387646237859,0.0,0.0,9,55,16000,True,2.3529441982185086,L-main,winner_kernel_v1,64,699.4235166249564,5,8515.59899052288,winner_kernel_only,0
ALNS-Wouda,False,60,36.405326680326716,0.44472561547002665,644.1639909673111,7.869074486327207,5120.0,62.54565907897799,238.0610948848676,2.9081422032494455,2130.070450575151,26.020832073413757,17.318878941661104,0.21156654256156768,0.0,0.0,6,58,16000,True,-1.6084220504091726,L-main,winner_kernel_v1,64,610.6694770420436,6,8186.019742049318,winner_kernel_only,0
ALNS-Wouda,False,57,44.668265329772765,0.5376212470997291,606.4040956877119,7.298598317242279,5120.0,61.62363290422892,338.58787437352333,4.0751982180111685,2187.0875708991116,26.323492499704805,11.752940423629843,0.1414568137130934,0.0,0.0,8,56,16000,True,-0.1362658991258506,L-main,winner_kernel_v1,64,630.8099952089833,7,8308.50074671375,winner_kernel_only,0
ALNS-Wouda,False,57,48.588215674042054,0.5770129730825285,617.2340410329215,7.330008813112713,5120.0,60.8029412317124,379.02013652319016,4.501081852862333,2238.4840062996996,26.583283492806398,17.318878941661104,0.20567163642362532,0.0,0.0,9,55,16000,True,1.2116513776167817,L-main,winner_kernel_v1,64,569.780399249983,8,8420.645278471515,winner_kernel_only,0
ALNS-Wouda,False,59,36.06209541308882,0.4431175077054382,610.7738771441972,7.504960405420398,5120.0,62.912640362778006,246.85889088740066,3.033309496631503,2119.008344708204,26.037580061787647,5.56593851803126,0.06839216567699888,0.0,0.0,6,58,16000,True,-2.1823586612848036,L-main,winner_kernel_v1,64,566.7355532499496,9,8138.269146670922,winner_kernel_only,0
ALNS-Wouda,False,57,48.87628849415085,0.5797935700419309,620.0097000563951,7.354847279358041,5120.0,60.73585311147224,378.16782132299,4.486004931124726,2245.5739369495714,26.63805640342179,17.318878941661104,0.20544470458126923,0.0,0.0,9,55,16000,True,1.3234485960548774,L-main,winner_kernel_v1,64,545.0002436659997,10,8429.94662576477,winner_kernel_only,0
ALNS-Wouda,False,20,67.02815345964943,1.3244856467919426,181.8368525702801,3.5931215296292325,2640.0,52.16676764989039,713.2363619193048,14.093649837764206,1456.252849141306,28.775759098729313,2.3388619171010916,0.04621623719492039,0.0,0.0,14,19,16000,True,-5.354301137712455,100-01-24h,winner_kernel_v1,33,216.84374450007454,1,5060.693079007641,winner_kernel_route_elimination,0
