algorithm,all_cv_flag,charging_actions,cost_carbon,cost_carbon_share_pct,cost_elec,cost_elec_share_pct,cost_fix,cost_fix_share_pct,cost_fuel,cost_fuel_share_pct,cost_km,cost_km_share_pct,cost_occ,cost_occ_share_pct,cost_transship,cost_transship_share_pct,cv_routes,ev_routes,evaluations,feasible,gap_vs_fair_sa_mean_pct,instance,operator_base_id,route_count,run_elapsed_seconds,seed,total_cost,variant,violation_count
ALNS-Wouda,False,22,55.014396713483094,1.1511571403324385,212.18019836056487,4.4397969435526905,2560.0,53.567110707383115,574.593641638643,12.023172348990474,1376.7864625698833,28.808778461291922,0.47715957969112566,0.009984398449376142,0.0,0.0,11,21,16000,True,-10.621589568947176,100-01-24h,winner_kernel_v1,32,250.07758587494027,2,4779.051858862264,winner_kernel_route_elimination,0
ALNS-Wouda,False,23,56.156601381628,1.1720042543382674,212.21753896743343,4.429040440406697,2560.0,53.42792863685555,588.8595687673545,12.289666803606153,1366.7948347790848,28.525397224140512,7.472952260323681,0.1559626406528133,0.0,0.0,11,21,16000,True,-10.388754934671738,100-01-24h,winner_kernel_v1,32,273.8600658340147,3,4791.5014961558245,winner_kernel_route_elimination,0
ALNS-Wouda,False,20,59.43499918852639,1.2198436426033845,205.53604469243209,4.218420810415505,2560.0,52.541427907809314,624.4571284160281,12.816355153979831,1422.9175212609587,29.203952485191948,0.0,0.0,0.0,0.0,12,20,16000,True,-8.876796899946395,100-01-24h,winner_kernel_v1,32,216.4364446249092,4,4872.345693557946,winner_kernel_route_elimination,0
ALNS-Wouda,False,16,73.99648030504615,1.4965915703617385,119.84823492985872,2.423951211994717,2560.0,51.77644131628757,800.7232741856617,16.194766256429514,1387.2646437913777,28.05766657008783,2.500995979926685,0.050583074838650446,0.0,0.0,17,15,16000,True,-7.53046975238854,100-01-24h,winner_kernel_v1,32,216.34884091699496,5,4944.33362919187,winner_kernel_route_elimination,0
ALNS-Wouda,False,20,61.90474701921262,1.282810753210136,178.82708328678493,3.70571428608368,2560.0,53.049171288895415,657.9378404580443,13.634006717150287,1360.4855852287612,28.192434705810026,6.556320270548213,0.13586224885045675,0.0,0.0,13,19,16000,True,-9.748953846290654,100-01-24h,winner_kernel_v1,32,252.4668902499834,6,4825.711576263351,winner_kernel_route_elimination,0
ALNS-Wouda,False,21,59.220351077098464,1.2224326509307712,200.24765331132986,4.133532902588604,2560.0,52.84378645963446,623.0805002679532,12.861692540360128,1401.4417206957319,28.928705868776532,0.47715957969112566,0.00984957770951827,0.0,0.0,12,20,16000,True,-9.398180426239426,100-01-24h,winner_kernel_v1,32,221.77948770904914,7,4844.467384931804,winner_kernel_route_elimination,0
ALNS-Wouda,False,20,62.727553065136114,1.2573862359613972,193.18889730653245,3.8725097432312325,2640.0,52.91932333931677,663.6494374350079,13.30298453165866,1426.717248861009,28.598830078127353,2.442783111024262,0.04896607170458904,0.0,0.0,14,19,16000,True,-6.70023972241149,100-01-24h,winner_kernel_v1,33,189.64808033395093,8,4988.72591977871,winner_kernel_route_elimination,0
ALNS-Wouda,False,20,59.1684991302053,1.2339380910187083,185.98190937276942,3.8785868424757064,2560.0,53.387893210819946,624.8926555954155,13.031914986388177,1365.0515651108649,28.46766686929746,0.0,0.0,0.0,0.0,12,20,16000,True,-10.32155572230342,100-01-24h,winner_kernel_v1,32,281.5225898749195,9,4795.094629209255,winner_kernel_route_elimination,0
ALNS-Wouda,False,22,62.8009733444496,1.2484463040012328,208.00440206934655,4.1350048120299245,2640.0,52.48164267273333,663.0078113946867,13.180204184411712,1448.3557939672883,28.792458803778104,8.161370091092202,0.1622432230456947,0.0,0.0,13,20,16000,True,-5.922148580619048,100-01-24h,winner_kernel_v1,33,180.58697904192377,10,5030.330350866863,winner_kernel_route_elimination,0
ALNS-Wouda,False,58,44.46851491407672,0.531453916935398,634.9074063056408,7.587931115406192,5120.0,61.19035141980598,326.63949207379443,3.9037471303871896,2223.9979443023135,26.579534329840747,17.318878941661104,0.20698208762447665,0.0,0.0,8,56,16000,True,0.5708571349353665,L-main,winner_kernel_v1,64,660.9772394159809,1,8367.332236537488,winner_kernel_route_elimination,0
ALNS-Wouda,False,56,53.264127928378386,0.6224051684022947,623.6446635118529,7.287449863784986,5120.0,59.82852974716425,423.38195734458867,4.947328130742842,2325.0094714783645,27.1683395169496,12.48988696016238,0.14594757295601443,0.0,0.0,10,54,16000,True,2.86005884959059,L-main,winner_kernel_v1,64,664.3717281250283,2,8557.790107223347,winner_kernel_route_elimination,0
ALNS-Wouda,False,56,51.99503385675187,0.6137721169510653,600.3627488414891,7.086944424542409,5120.0,60.43871896395313,423.38195734458867,4.997785768429294,2263.1610440230943,26.715342638648153,12.48988696016238,0.1474360874759369,0.0,0.0,10,54,16000,True,1.8215838483960238,L-main,winner_kernel_v1,64,648.0405699160183,3,8471.390671026087,winner_kernel_route_elimination,0
ALNS-Wouda,False,59,41.16678995093549,0.49757656627301167,627.6722394603537,7.586576413361498,5120.0,61.884641050569144,294.737523784271,3.5624464577193744,2172.5629140397928,26.259428924830292,17.318878941661104,0.20933058724667153,0.0,0.0,7,57,16000,True,-0.557456806623929,L-main,winner_kernel_v1,64,684.1622442090884,4,8273.458346177014,winner_kernel_route_elimination,0
ALNS-Wouda,False,57,49.374485294730846,0.5798122404504997,639.9623298422551,7.515176918904677,5120.0,60.12495428328781,377.4257499427897,4.432169132938642,2312.657308817017,27.157893547955975,16.179116626085598,0.18999387646237859,0.0,0.0,9,55,16000,True,2.3529441982185086,L-main,winner_kernel_v1,64,667.8733660000144,5,8515.59899052288,winner_kernel_route_elimination,0
ALNS-Wouda,False,56,52.64979753119289,0.6174264377224021,615.722344614735,7.220602389521624,5120.0,60.04245997842255,423.38195734458867,4.965018404189193,2303.0548647955466,27.008023349140224,12.48988696016238,0.14646944100401785,0.0,0.0,10,54,16000,True,2.493570264931635,L-main,winner_kernel_v1,64,643.7475016249809,6,8527.298851246225,winner_kernel_route_elimination,0
ALNS-Wouda,False,58,40.70519436589012,0.49485889819616774,612.7972905752449,7.449864734850069,5120.0,62.244575863947574,293.49092871658513,3.5680114019296703,2146.869981053057,26.099806915173573,11.752940423629843,0.14288218590294607,0.0,0.0,7,57,16000,True,-1.132492184877904,L-main,winner_kernel_v1,64,563.5699243750423,7,8225.616335134408,winner_kernel_route_elimination,0
ALNS-Wouda,False,57,49.312143362374165,0.5799286572471677,639.2748911226487,7.5181041411284895,5120.0,60.21305347216087,377.4257499427897,4.438663449819456,2299.8079463286126,27.046573993747113,17.318878941661104,0.20367628589689862,0.0,0.0,9,55,16000,True,2.203189106213389,L-main,winner_kernel_v1,64,551.5506679159589,8,8503.139609698086,winner_kernel_route_elimination,0
ALNS-Wouda,False,57,49.07304749888375,0.5787990827385319,631.599163296871,7.44948673470847,5120.0,60.388572845179255,379.05841950322116,4.470858784911873,2281.3757271469817,26.90801255586705,17.318878941661104,0.20426999659479353,0.0,0.0,9,55,16000,True,1.9061355606958905,L-main,winner_kernel_v1,64,517.692203707993,9,8478.42523638762,winner_kernel_route_elimination,0
ALNS-Wouda,False,58,41.890821999623064,0.503471893507741,632.3711341900182,7.600258890435501,5120.0,61.53558158354661,293.49648483993496,3.527436892060931,2227.0650085799707,26.76635557174506,5.56593851803126,0.0668951687041635,0.0,0.0,7,57,16000,True,0.00662921049315288,L-main,winner_kernel_v1,64,539.5618897919776,10,8320.389388127578,winner_kernel_route_elimination,0
