instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,charging_refinement_calls,charging_refinement_improvements,decoded_candidates,rejected_candidates
cn-jjj-50c-01-V2-LOCATIONS,ROUTE_ONLY,11,100,100,20.04729254101403,2675.9848226463887,2178.7878193350334,-18.579963499929615,True,50,50,13264.0,13264.0,203.650254045859,5,2,0,0,0,0,29,30
cn-jjj-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS,11,100,100,37.61377324996283,2675.9848226463887,2123.3303214807775,-20.652378013828532,True,50,50,13264.0,13264.0,225.2632400822265,4,2,15,12,4,0,17,12
