stage,category,instance,size,seed,algorithm,battery_kwh,status,gate_status,failure_reason,best_cost,actual_evals,elapsed_seconds,runtime_cap_seconds,eval_budget,checkpoint_path,checkpoint_readable,violation_count,route_count,ev_route_count,cv_route_count,ev_route_share,charging_action_count,low_carbon_charging_share,E_total,cost_carbon,seed_source,python,numpy,carbon_best_improvements,operator_counts
stageB,threeshift,e2-threeshift-100c-02,100,1,GA,280.0,OK,OK,,3345.110693759611,16000,280.3909590000112,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__GA__seed1.json,True,0,14,8,6,0.5714285714285714,8,0.14141117051069838,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{}
stageB,threeshift,e2-threeshift-100c-02,100,1,LNS,280.0,OK,OK,,3191.356243708531,15938,900.0582857090048,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__LNS__seed1.json,True,0,13,8,5,0.6153846153846154,8,0.06606338763108215,1253.3296916227673,63.09261667629011,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{}
stageB,threeshift,e2-threeshift-100c-02,100,1,PSO,280.0,OK,OK,,3345.110693759611,16000,282.7793006669963,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__PSO__seed1.json,True,0,14,8,6,0.5714285714285714,8,0.14141117051069838,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{}
stageB,threeshift,e2-threeshift-100c-02,100,1,VNS,280.0,OK,OK,,3345.110693759611,16000,543.9606645829917,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__VNS__seed1.json,True,0,14,8,6,0.5714285714285714,8,0.14141117051069838,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{}
stageB,threeshift,e2-threeshift-100c-02,100,1,alns_e2_carbon,280.0,OK,OK,,2782.6601845066943,16000,64.78828737497679,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__alns_e2_carbon__seed1.json,True,0,13,9,4,0.6923076923076923,9,0.14141137106856266,871.2221658266502,43.85732382771357,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,"{""destroy"": {""carbon_related_removal"": [0, 0, 0, 16], ""random_customer_removal"": [0, 0, 1, 23], ""route_segment_removal"": [29, 10, 2894, 12664], ""shaw_related_removal"": [0, 0, 0, 16], ""vehicle_type_swap"": [4, 0, 0, 235], ""whole_route_removal"": [0, 0, 0, 16], ""worst_carbon_removal"": [0, 0, 0, 16], ""worst_customer_removal"": [0, 0, 0, 16]}, ""repair"": {""greedy_insert_repair"": [4, 0, 1, 258], ""low_carbon_charging_repair"": [0, 0, 0, 32], ""regret2_insert_repair"": [29, 10, 2891, 12662], ""regret3_insert_repair"": [0, 0, 3, 50]}, ""scan"": {""infeasible"": 60, ""rebuild_accepts"": 0, ""rebuild_attempts"": 59, ""restart_accepts"": 0, ""restart_attempts"": 1}, ""timing"": {""acceptance"": {""count"": 15940.0, ""seconds"": 0.10157311477814801}, ""checkpoint_model_cost"": {""count"": 34.0, ""seconds"": 0.010186040977714583}, ""destroy:carbon_related_removal"": {""count"": 16.0, ""seconds"": 0.010412332048872486}, ""destroy:random_customer_removal"": {""count"": 24.0, ""seconds"": 0.005025833990657702}, ""destroy:route_segment_removal"": {""count"": 15597.0, ""seconds"": 2.9645304576843046}, ""destroy:shaw_related_removal"": {""count"": 16.0, ""seconds"": 0.07945712399668992}, ""destroy:vehicle_type_swap"": {""count"": 239.0, ""seconds"": 0.9893085440271534}, ""destroy:whole_route_removal"": {""count"": 16.0, ""seconds"": 0.0028832070529460907}, ""destroy:worst_carbon_removal"": {""count"": 16.0, ""seconds"": 0.00965258403448388}, ""destroy:worst_customer_removal"": {""count"": 16.0, ""seconds"": 0.0031947070674505085}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0009813329961616546}, ""full_candidate_score"": {""count"": 15940.0, ""seconds"": 20.899833764269715}, ""history_model_cost"": {""count"": 34.0, ""seconds"": 0.010522789874812588}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0012768750020768493}, ""local_search"": {""count"": 13250.0, ""seconds"": 0.02471217603306286}, ""repair:greedy_insert_repair"": {""count"": 263.0, ""seconds"": 1.303031741786981}, ""repair:low_carbon_charging_repair"": {""count"": 32.0, ""seconds"": 5.0186024170252495}, ""repair:regret2_insert_repair"": {""count"": 15592.0, ""seconds"": 49.391589576232946}, ""repair:regret3_insert_repair"": {""count"": 53.0, ""seconds"": 0.9606213760271203}, ""repair_full_check"": {""count"": 15791.0, ""seconds"": 15.724828945938498}, ""repair_solution_score"": {""count"": 1916.0, ""seconds"": 0.5846158736385405}, ""route_model_cost"": {""count"": 8979.0, ""seconds"": 0.28247801566612907}, ""scan_build"": {""count"": 60.0, ""seconds"": 0.06923395706689917}, ""scan_score"": {""count"": 60.0, ""seconds"": 0.04219103913055733}}}"
stageB,threeshift,e2-threeshift-100c-02,100,1,alns_e2_carbon_ablation,280.0,OK,OK,,2702.0808372486913,16000,63.076177250011824,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__alns_e2_carbon_ablation__seed1.json,True,0,13,10,3,0.7692307692307693,10,0.11665699694976689,742.0294142559717,37.35376071364562,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,2,"{""destroy"": {""carbon_related_removal"": [2, 0, 1, 118], ""random_customer_removal"": [0, 0, 0, 12], ""route_segment_removal"": [34, 10, 3186, 12273], ""shaw_related_removal"": [0, 0, 0, 12], ""vehicle_type_swap"": [5, 0, 0, 253], ""whole_route_removal"": [0, 0, 0, 12], ""worst_carbon_removal"": [0, 0, 0, 12], ""worst_customer_removal"": [0, 0, 0, 12]}, ""repair"": {""greedy_insert_repair"": [5, 0, 0, 265], ""low_carbon_charging_repair"": [0, 0, 0, 24], ""regret2_insert_repair"": [36, 10, 3187, 12391], ""regret3_insert_repair"": [0, 0, 0, 24]}, ""scan"": {""infeasible"": 58, ""rebuild_accepts"": 0, ""rebuild_attempts"": 57, ""restart_accepts"": 0, ""restart_attempts"": 1}, ""timing"": {""acceptance"": {""count"": 15942.0, ""seconds"": 0.10511320267687552}, ""checkpoint_model_cost"": {""count"": 42.0, ""seconds"": 0.013890585949411616}, ""destroy:carbon_related_removal"": {""count"": 121.0, ""seconds"": 0.5887700760795269}, ""destroy:random_customer_removal"": {""count"": 12.0, ""seconds"": 0.0025303350121248513}, ""destroy:route_segment_removal"": {""count"": 15503.0, ""seconds"": 2.9638291907322127}, ""destroy:shaw_related_removal"": {""count"": 12.0, ""seconds"": 0.057943206949857995}, ""destroy:vehicle_type_swap"": {""count"": 258.0, ""seconds"": 1.0499919159628917}, ""destroy:whole_route_removal"": {""count"": 12.0, ""seconds"": 0.0019135420152451843}, ""destroy:worst_carbon_removal"": {""count"": 12.0, ""seconds"": 0.0025816690176725388}, ""destroy:worst_customer_removal"": {""count"": 12.0, ""seconds"": 0.0026397939946036786}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0010144590050913393}, ""full_candidate_score"": {""count"": 15942.0, ""seconds"": 21.185738628118997}, ""history_model_cost"": {""count"": 42.0, ""seconds"": 0.013354041962884367}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.002005665999604389}, ""local_search"": {""count"": 13078.0, ""seconds"": 0.024750928714638576}, ""repair:greedy_insert_repair"": {""count"": 270.0, ""seconds"": 1.2622298820933793}, ""repair:low_carbon_charging_repair"": {""count"": 24.0, ""seconds"": 0.44746054100687616}, ""repair:regret2_insert_repair"": {""count"": 15624.0, ""seconds"": 51.59046947621391}, ""repair:regret3_insert_repair"": {""count"": 24.0, ""seconds"": 0.8845348319737241}, ""repair_full_check"": {""count"": 15869.0, ""seconds"": 16.137101884465665}, ""repair_solution_score"": {""count"": 2069.0, ""seconds"": 0.6257230034389067}, ""route_model_cost"": {""count"": 12222.0, ""seconds"": 0.3922633279871661}, ""scan_build"": {""count"": 58.0, ""seconds"": 0.06877495211665519}, ""scan_score"": {""count"": 58.0, ""seconds"": 0.0438931678654626}}}"
stageB,threeshift,e2-threeshift-100c-02,100,2,GA,280.0,OK,OK,,3345.110693759611,16000,269.35500112498994,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__GA__seed2.json,True,0,14,8,6,0.5714285714285714,8,0.1414111705106984,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{}
stageB,threeshift,e2-threeshift-100c-02,100,2,LNS,280.0,OK,OK,,3142.024977547804,16000,873.5583773750113,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__LNS__seed2.json,True,0,13,8,5,0.6153846153846154,8,0.057412532875471205,1207.5535502940245,60.7882457218012,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{}
stageB,threeshift,e2-threeshift-100c-02,100,2,PSO,280.0,OK,OK,,3345.110693759611,16000,275.20409295798163,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__PSO__seed2.json,True,0,14,8,6,0.5714285714285714,8,0.1414111705106984,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{}
stageB,threeshift,e2-threeshift-100c-02,100,2,VNS,280.0,OK,OK,,3345.110693759611,16000,520.8720683749998,900.0,16000,baselines/e2_alns/threeshift_280_stageB_full8_seed12_probe_data/checkpoints/wc280_ev_seeded/e2-threeshift-100c-02__VNS__seed2.json,True,0,14,8,6,0.5714285714285714,8,0.14141117051069838,1346.2426635211684,67.76985568165563,baselines/e2_alns/threeshift_280_stageA_generalization_data/ev_maximal_solutions/e2-threeshift-100c-02__B280.json,/opt/anaconda3/bin/python3.13,2.3.5,0,{}
