arm,stream_seed,stage,trigger_second,event_count,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,customer_accounting_pass
cooperative,1,1,2381.970953031277,1,5,28,4836.527586043295,5817.011679870668,4,True,100,0,0,100,2.306619375012815,True
cooperative,1,2,3309.8745990333464,1,5,28,4846.770522696242,5841.968046722952,4,True,100,16,11,100,1.7675135839963332,True
independent,1,1,2381.970953031277,1,6,28,4988.170458332476,6059.75111325167,0,True,100,0,0,100,2.31863366701873,True
independent,1,2,3309.8745990333464,1,6,28,5005.577231196505,6077.157886115699,0,True,100,10,9,100,2.6185581250465475,True
