stream_seed,cooperative_total_cost,independent_total_cost,cooperative_saving_percent,cooperative_total_emissions,independent_total_emissions
1,5841.968046722952,6077.157886115699,3.8700630097183746,1626.9462147399495,1677.1187023885598
