instance_id,seed,status,customer_count,incumbent_objective,decoded_objective,engineering_delta,generated_segment_count,generated_option_count,incumbent_option_count,non_incumbent_option_count,route_count,generated_labels,dominated_labels,duplicate_labels,max_labels_at_position,labels_by_position,route_local_sum,exact_minus_route_local,candidate_complete_objective_evaluations,validation_objective_replays,wall_seconds,peak_rss_bytes,witness_path
cn-jjj-15c-01-V2-LOCATIONS,1,OK,15,890.1851758129094,890.1851758129094,0.0,45,156,3,156,3,229,184,7,4,"[1, 4, 4, 4, 1, 1, 4, 4, 3, 1, 1, 4, 4, 3, 3, 3]",890.1851758129094,0.0,0,2,0.41519775000051595,57327616,baselines/algorithm_prototypes/resource_constrained_ev_split_20260725/g0_gate_v2/witnesses/cn-jjj-15c-01-V2-LOCATIONS.json
