check,upstream_sha256,local_sha256,byte_exact
MIT_LICENSE_BYTE_IDENTITY,d9484b4905b1479240a99cdbe96b4f34d9a2c17347000d961819f8b177f3365b,d9484b4905b1479240a99cdbe96b4f34d9a2c17347000d961819f8b177f3365b,true
